group,mod,defName,label,thingClass,cat,mv,does,mini,verdict
B. Already-minifiable COMBAT (deny-list group),Shield Generators,ShieldGen_Shield_Astroglide,shield generator (astroglide),Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Shield Generators,ShieldGen_Shield_Durex,shield generator (durex),Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Shield Generators,ShieldGen_Shield_Trojan,shield generator (trojan),Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Utility Columns,DeadColumnMod,Deadlife column,Building_TurretGunColumn,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Utility Columns,DetColumnMod,cluster column,Building_TurretGunColumn,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Utility Columns,EMPColumnMod,stun pulse column,Building_TurretGunColumn,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Utility Columns,FlameColumnMod,flame column,Building_TurretGunColumn,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Insectoids 2,VFEI2_Thornspitter,thornspitter,Building_TurretGun,VFEI2_Insectoids,200,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Insectoids 2,VFEI2_Thornworm,thornworm,Building_TurretGun,VFEI2_Insectoids,950,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Insectoids 2,VFEI2_Vilelobber,vilelobber,Building_TurretGun,VFEI2_Insectoids,950,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_Autorifle,warcasket autorifle,Building,Security,1250,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_Broadsword,warcasket broadsword,Building,Security,1460,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_ChargeBlaster,warcasket charge blaster,Building,Security,2200,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_ChargeLance,warcasket charge lance,Building,Security,2250,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_CombatKnife,warcasket combat knife,Building,Security,870,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_GravityHammer,warcasket gravity hammer,Building,Security,3000,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_GrenadeLauncher,warcasket grenade launcher,Building,Security,1890,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_HandheldCannon,warcasket handheld cannon,Building,Security,1350,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_HeavyFlamer,warcasket heavy flamer,Building,Security,2450,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_Minigun,warcasket minigun,Building,Security,2240,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_SalvagedLaserEradicator,warcasket salvaged laser eradicator,Building,Security,4100,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_Slugthrower,warcasket slugthrower,Building,Security,1100,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Box_UraniumSlugRifle,warcasket uranium slug rifle,Building,Security,1650,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_ShipChunkGauntletTurret,ship chunk gauntlet turret,Building_TurretGun,-,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Turret_Cannon,cannon,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Pirates,VFEP_Turret_FieldGun,field gun,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Factions Expanded - Tribals,VFET_AnimalTrap,animal trap,Building_AnimalTrap,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VEFS_TrapLandmine,landmine,Building_TrapExplosive,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VEFS_TrapShockmine,shockmine,Building_TrapExplosive_SelfStun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_AmmoCrate,ammo box,Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_BarbedWire,razor wire,Building_TrapDamager,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_BearTrap,bear trap,Building_TrapBear,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_CavalrySpikes,cavalry spikes,Building_TrapDamager,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Complex_Charge,charge complex,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Complex_GraserCannon,graser cannon complex,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Complex_HeavyIncineratorComplex,heavy incinerator complex,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Complex_Hmg,HMG complex,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Complex_Minigun,minigun complex,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_ConcealedBarrier,concealed barrier,Building_ConcealedBarrier,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Dugout,dugout,Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_LargeRepulsor,large repulsor,Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Platform,platform,Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_SmallRepulsor,small repulsor,Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Trench,trench,Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_AntiAir,anti-air turret,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_ArmoredTurret,armored turret,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_Artillery,artillery,Building_Artillery,Security,0,"turret/security, art",True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_AutocannonDouble,double autocannon turret,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_AutomatedMortar,automated mortar,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_Ballista,ballista,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_Catapult,catapult,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_ChargeRailgun,charge railgun,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_ChargeTurret,charge turret,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_Concealed,concealed turret,Building_ConcealedTurret,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_Flame,flamer turret,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_MilitaryTurret,military turret,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_Minigun,minigun turret,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_Searchlight,searchlight,Building_TurretSearchlight,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_ShotgunTurret,shotgun turret,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Furniture Expanded - Security,VFES_Turret_TeslaBlaster,tesla blaster,Building_TurretGun,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Gravship Expanded - Chapter 1,VGE_GaussGun,gauss gun,Building_GravshipTurretAutoAttack,VGE_Combat,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Gravship Expanded - Chapter 1,VGE_HeavyChargeAnnihilator,heavy charge annihilator,Building_TurretGun,-,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Gravship Expanded - Chapter 1,VGE_MassDriver,mass driver,Building_EnemyMechTurret,-,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Gravship Expanded - Chapter 1,VGE_PointDefenseTurret,point defense turret,Building_TurretGun,VGE_Combat,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Quests Expanded - Cryptoforge,VQE_AncientShieldedTurret,ancient shielded turret,Building_TurretGun_Armoured,-,220,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Quests Expanded - Cryptoforge,VQE_AncientSpacerAutocannon,ancient spacer autocannon,Building_TurretGun,-,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),Vanilla Vehicles Expanded,VVE_TankTrap,tank trap,Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),[RH2] Uncle Boris' - Used Furniture,RH_Jersey_Barrier,jersey barrier,Building,Security,0,turret/security,True,DENY
B. Already-minifiable COMBAT (deny-list group),[kyzy] Ship Wall Enhanced,ShipWallMountMiniTurret,mount mini turret,Building_TurretGun,Security,0,turret/security,True,DENY
