defName,mod,package_id,bodySize,mass,drawSize,meleeDPS_best,tools,wildness,moveSpeed,mass_per_body,dps_per_body
BMT_Rimebeak,Biomes! Caverns,biomesteam.biomescaverns,1.399999976158142,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.67,claws:13/1.5|beak:15/2|head:10/2,0.6000000238418579,5,42.9,6.19
BMT_RoyalRhino,Biomes! Caverns,biomesteam.biomescaverns,3,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),12.5,mandibles:20/2|horn:25/2|head:10/2,0.9850000143051147,5,20.0,4.17
BMT_RoyalRhinoLarvae,Biomes! Caverns,biomesteam.biomescaverns,0.8999999761581421,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),12.5,mandibles:10/5|horn:25/2,0.15000000596046448,2,66.7,13.89
BMT_RoyalRhinoPupa,Biomes! Caverns,biomesteam.biomescaverns,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),UNMEASURED,,1,0,60.0,
BMT_Sacapillar,Biomes! Polluted Lands,biomesteam.biomespollutedlands,2.4000000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.0,mandibles:4/2|head:3.5/2,0.6000000238418579,2,25.0,0.83
BMT_SandLeaper,Biomes! Caverns,biomesteam.biomescaverns,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.7,?:3.4000000953674316/2|head:1.5/2,0.75,4.25,300.0,8.5
BMT_SandPillar,Biomes! Caverns,biomesteam.biomescaverns,0.800000011920929,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,mandibles:10/2|head:8/2,0.15000000596046448,4.400000095367432,75.0,6.25
BMT_Screecher,Biomes! Polluted Lands,biomesteam.biomespollutedlands,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.33,claws:4/3|beak:11/1.5|head:2/2,0.75,3,60.0,7.33
BMT_ShatterjawBeetle,Biomes! Caverns,biomesteam.biomescaverns,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.78,mandibles:22/2.25|head:12/5,0.800000011920929,3.5999999046325684,60.0,9.78
BMT_ShatterjawBeetleLarvae,Biomes! Caverns,biomesteam.biomescaverns,0.8999999761581421,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.0,mandibles:4/2|head:3.5/2,0.5,2,66.7,2.22
BMT_ShatterjawBeetlePupa,Biomes! Caverns,biomesteam.biomescaverns,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),UNMEASURED,,UNMEASURED,0,60.0,
BMT_ShimmershellSnail,Biomes! Caverns,biomesteam.biomescaverns,0.6000000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.0,head:8/2,0.75,2.0999999046325684,100.0,6.67
BMT_SilverSheep,Biomes! Caverns,biomesteam.biomescaverns,0.8500000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.83,head:14/2.9000000953674316|left hoof:6/2|right hoof:6/2|?:8/2,0,4.800000190734863,70.6,5.68
BMT_SludgeCrawler,Biomes! Polluted Lands,biomesteam.biomespollutedlands,2.5999999046325684,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.8,head:7/2.5,0.6000000238418579,2.5,23.1,1.08
BMT_SmogMoth,Biomes! Polluted Lands,biomesteam.biomespollutedlands,0.7699999809265137,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,proboscis:10/2|wing:8/2|head:8/3,0.75,4,77.9,6.49
BMT_SmogMothLarvae,Biomes! Polluted Lands,biomesteam.biomespollutedlands,0.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.0,proboscis:4/2|head:3.5/2,0.15000000596046448,1.5,120.0,4.0
BMT_SmogPupa,Biomes! Polluted Lands,biomesteam.biomespollutedlands,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),UNMEASURED,,1,0,60.0,
BMT_SmolderstingScorpion,Biomes! Caverns,biomesteam.biomescaverns,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.0,left claw:6/2.5999999046325684|right claw:6/2.5999999046325684|stinger:9/1|head:6/2,0.949999988079071,3.75,30.0,4.5
BMT_Snowstalker,Biomes! Caverns,biomesteam.biomescaverns,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.0,left claw:11/1.5|right claw:11/1.5|?:16/2|head:9/2,0.800000011920929,5,60.0,8.0
BMT_SonarRabbit,Biomes! Caverns,biomesteam.biomescaverns,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.7,?:3.4000000953674316/2|head:1.5/2,0.75,4,300.0,8.5
BMT_Stoneback,Biomes! Caverns,biomesteam.biomescaverns,0.4000000059604645,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.0,left claw:8/2|right claw:8/2|?:10/2.5999999046325684|head:5/2,0.5,3.25,150.0,10.0
BMT_Swarmcaller,Biomes! Polluted Lands,biomesteam.biomespollutedlands,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.7,?:3.4000000953674316/2|head:1.5/2,1,3,60.0,1.7
BMT_TaintedTurtle,Biomes! Polluted Lands,biomesteam.biomespollutedlands,0.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.08,beak:8/2.5999999046325684|head:3/2.5999999046325684,0.75,1,120.0,6.15
BMT_Thrumbungus,Biomes! Caverns,biomesteam.biomescaverns,8.199999809265137,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),10.77,mushrooms:23/2.5999999046325684|?:28/2.5999999046325684|left paw:19/6|right foot:19/6|head:17/6,0.9850000143051147,5.5,7.3,1.31
BMT_ToxSheep,Biomes! Polluted Lands,biomesteam.biomespollutedlands,0.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),6.0,head:12/2.799999952316284|left hoof:5/2|right hoof:5/2|?:12/2,0.20000000298023224,5.099999904632568,80.0,8.0
BMT_TripleSnapper,Biomes! Polluted Lands,biomesteam.biomespollutedlands,1.399999976158142,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),16.67,?:15/0.8999999761581421|head:5/2,0.75,1,42.9,11.9
BMT_TruffleMole,Biomes! Caverns,biomesteam.biomescaverns,0.8999999761581421,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.0,left claw:4/1.5|right claw:4/1.5|?:6/2|head:2/2,0.6000000238418579,3.799999952316284,66.7,3.33
BMT_Varmot,Biomes! Polluted Lands,biomesteam.biomespollutedlands,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.7,?:3.4000000953674316/2|head:1.5/2,0.5,6,300.0,8.5
BMT_WasteHound,Biomes! Polluted Lands,biomesteam.biomespollutedlands,0.8600000143051147,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.67,left claw:13/1.5|right claw:13/1.5|razorfangs:15/2|head:5/2,1,4.599999904632568,69.8,10.08
BMT_Woollybat,Biomes! Caverns,biomesteam.biomescaverns,1.2000000476837158,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.0,wing:4/2|wing:4/2|?:8/2|head:5/1.7999999523162842,0.10000000149011612,4,50.0,3.33
BMT_Xyrion,Biomes! Caverns,biomesteam.biomescaverns,0.8999999761581421,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.31,left claw:3/2|right claw:3/2|?:6/2.5999999046325684|head:4/2,0,4,66.7,2.56
BMT_Yooka,Biomes! Caverns,biomesteam.biomescaverns,2.0999999046325684,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.0,left hoof:8/2|right hoof:8/2|?:10/5|head:14/5,0.75,4.300000190734863,28.6,1.9
Badger,Odyssey,ludeon.rimworld.odyssey,0.6000000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.5,left claw:4/1.5|right claw:4/1.5|?:7/2|head:3/2,1,3.799999952316284,100.0,5.83
Bantha,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,4,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.58,horns:23/2.4000000953674316|horns:23/2.4000000953674316|head:13/2.5999999046325684|left hoof:10/2|right hoof:10/2|?:10/2,0.699999988079071,4.5,15.0,2.4
Bardelot,Beasts of the Rim (Continued),mlie.beastsoftherim,0.550000011920929,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.31,left claw:4/2|right claw:4/2|?:6/2.5999999046325684|head:3/2,0.75,3.5,109.1,4.2
Bear_Grizzly,Core,ludeon.rimworld,2.1500000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.08,left claw:17/2|right claw:17/2|?:23.600000381469727/2.5999999046325684|head:11/2,0.800000011920929,4.599999904632568,27.9,4.22
Bear_Polar,Core,ludeon.rimworld,2.1500000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.08,left claw:17/2|right claw:17/2|?:23.600000381469727/2.5999999046325684|head:11/2,0.8500000238418579,4.599999904632568,27.9,4.22
Behemoth,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,6,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),14.0,tusk:28/2|left foot:19/2|right foot:19/2|head:19/2,0.6000000238418579,4.699999809265137,10.0,2.33
Beldon,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,6,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.5,left lappet:11/2|right lappet:11/2,0.6000000238418579,2,10.0,0.92
BiomesIslands_Flamingo,Biomes! Core,biomesteam.biomescore,0.699999988079071,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.67,claws:7/1.5|beak:8/2|head:6/2,1,5,85.7,6.67
Bison,Core,ludeon.rimworld,2.4000000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.17,head:15/2.9000000953674316|left hoof:10/2|right hoof:10/2|?:10/2,0.6000000238418579,4.699999809265137,25.0,2.16
BlackBear,Beasts of the Rim (Continued),mlie.beastsoftherim,2.1500000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.08,left claw:17/2|right claw:17/2|?:23.600000381469727/2.5999999046325684|head:11/2,1,4.300000190734863,27.9,4.22
BlackBearMan,Beasts of the Rim (Continued),mlie.beastsoftherim,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.08,left fist:8.199999809265137/2|right fist:8.199999809265137/2|?:23.600000381469727/2.5999999046325684|head:11/2,1,4.840000152587891,60.0,9.08
Blarth,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.3199999928474426,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.9,left paw:3.5999999046325684/2|right paw:3.5999999046325684/2|cute teeth:5.800000190734863/2|head:4/2,0.30000001192092896,3.0999999046325684,187.5,9.06
Blixus,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,4,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.23,left tentacle:18/2|central tentacle:18/2|right tentacle:18/2|?:24/2.5999999046325684,0.9700000286102295,3,15.0,2.31
Bluebird,Odyssey,ludeon.rimworld.odyssey,0.15000000596046448,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.4,claws:1.5/1.5|beak:2.799999952316284/2|head:1/1.5,1,3.0999999046325684,400.0,9.33
Blurrg,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.5,left claws:3.5999999046325684/2|right claws:3.5999999046325684/2|?:19/2|head:15/2,0.4000000059604645,5,24.0,3.8
Boarwolf,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.0,left paw:12/2|right paw:12/2|?:18/2|head:6/2,0.8500000238418579,5,30.0,4.5
BogHound,Odyssey,ludeon.rimworld.odyssey,0.8500000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),6.54,left claw:10.5/2|right claw:10.5/2|?:17/2.5999999046325684|head:6/2,1,5,70.6,7.69
Bogwing,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.699999988079071,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),6.0,left clawed paw:8/1.5|right clawed paw:8/1.5|beak:12/2|head:6/1.5,0.6000000238418579,3,85.7,8.57
Bolotaur,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,3,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.0,claws:8/1.5|claws:8/1.5|?:14/2|head:16/2,0.4000000059604645,5.5,20.0,2.67
Boma,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.0,tail:14/2.200000047683716|horn:12/2|horn:12/2|?:16/2|head:10/2,0.75,3.5999999046325684,30.0,4.0
Boomalope,Core,ludeon.rimworld,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,head:7/2|left hoof:9/2|right hoof:9/2|?:10/2,0.6000000238418579,3.4000000953674316,30.0,2.5
Boomrat,Core,ludeon.rimworld,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.6,left claw:5.400000095367432/1.5|right claw:5.400000095367432/1.5|?:4.900000095367432/2|head:3/2,0.75,4.599999904632568,300.0,18.0
Borcatu,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.4000000059604645,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.0,left claw:6/2|right claw:6/2|?:6/2|head:6/2,0.75,4.099999904632568,150.0,7.5
Bordok,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,1.399999976158142,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.14,head:12/2.9000000953674316|left hoof:8/2|right hoof:8/2|horn:6/2,0,5,42.9,2.96
Brezak,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,3,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.0,tail:16/2|claws:8/1.5|claws:8/1.5|?:14/2,0.6000000238418579,3.5,20.0,2.67
BroodLord,Horrors (Continued),mlie.horrors,13.199999809265137,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),UNMEASURED,,0.949999988079071,3.8499999046325684,4.5,
Bullfrog,Odyssey,ludeon.rimworld.odyssey,0.20000000298023224,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.5,?:5/2|head:2/2,0.75,2.799999952316284,300.0,12.5
Bulwark,Horrors (Continued),mlie.horrors,6.199999809265137,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),UNMEASURED,,0.949999988079071,3.8499999046325684,9.7,
Bursa,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,2.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),10.0,left claw:14/2|right claw:14/2|?:26/2.5999999046325684|head:12/2,0.800000011920929,4.599999904632568,24.0,4.0
CanCell,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,1.4500000476837158,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.5,mandibles:7/2|head:6/2,0.30000001192092896,5,41.4,2.41
Cannok,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.8500000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.85,left tridactyl claw:7.199999809265137/2|right tridactyl claw:7.199999809265137/2|?:9.699999809265137/2|head:5/2,0.5,4.599999904632568,70.6,5.71
Capybara,Core,ludeon.rimworld,0.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.25,left claw:8.399999618530273/2|right claw:8.399999618530273/2|?:8.5/2|head:4/2,1,3.9000000953674316,80.0,5.67
Caribou,Core,ludeon.rimworld,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,left hoof:10/2|right hoof:10/2|?:10/2|head:13/2.5999999046325684,0.75,5,60.0,5.0
Cassowary,Core,ludeon.rimworld,0.6000000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.67,claws:7/1.5|beak:8/2|head:6/2,1,4.599999904632568,100.0,7.78
Castoroides,Megafauna,spino.megafauna,1.75,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.0,left claw:12/1.5|right claw:12/1.5|?:14/1.75|head:9/2,1,4.099999904632568,34.3,4.57
Cat,Core,ludeon.rimworld,0.3199999928474426,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.0,left claw:6/1.5|right claw:6/1.5|?:7/2|head:3/2,1,4.400000095367432,187.5,12.5
Cat_Scimitar,Odyssey,ludeon.rimworld.odyssey,1.2999999523162842,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.0,left claw:11/1.5|right claw:11/1.5|?:16/2|head:9/2,1,6,46.2,6.15
Chalicotherium,Megafauna,spino.megafauna,4,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),11.76,left claw:20/1.7000000476837158|right claw:20/1.7000000476837158|?:12/1.2999999523162842,1,4,15.0,2.94
Chicken,Core,ludeon.rimworld,0.30000001192092896,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.5,claws:2/1.5|beak:3/2|head:1/1.5,0,2.0999999046325684,200.0,5.0
Chimera,Anomaly,ludeon.rimworld.anomaly,2.1500000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.08,left claw:17/2|right claw:17/2|?:23.600000381469727/2.5999999046325684|head:11/2,UNMEASURED,3.5999999046325684,27.9,4.22
Chinchilla,Core,ludeon.rimworld,0.3499999940395355,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),2.9,left claw:3.5999999046325684/1.5|right claw:3.5999999046325684/1.5|?:5.800000190734863/2|head:2/2,0.6000000238418579,5,171.4,8.29
ChrysalideRancor,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,8,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),20.0,left hand:30/2|right hand:30/2|teeth:40/2|left foot:18/2|right foot:18/2|head:20/2,0.949999988079071,5.5,7.5,2.5
Clodhopper,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.0,left foot:6/2|right foot:6/2|?:5/2.5999999046325684|head:4/2,0.44999998807907104,2,120.0,6.0
Cobra,Core,ludeon.rimworld,0.25,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),6.0,venom-fangs:12/2|head:3/2,1,3.5,240.0,24.0
ColossusToad,Odyssey,ludeon.rimworld.odyssey,0.800000011920929,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,?:10/2|head:7/2,0.25,3.200000047683716,75.0,6.25
Convor,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.4000000059604645,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),3.0,claws:4/1.5|beak:4/2|head:6/2,0.30000001192092896,3,150.0,7.5
CorellianHound,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,0.8500000238418579,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),7.0,left claw:8.899999618530273/2|right claw:8.899999618530273/2|?:14/2|head:6/2,0.30000001192092896,5,70.6,8.24
Corinathoth,Star Wars Animal Collection (Continued),mlie.starwarsanimalcollection,4,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.0,horn:16/2|horn:16/2|head:16/2.9000000953674316,0.800000011920929,2,15.0,2.0
Cougar,Core,ludeon.rimworld,1,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.0,left claw:11/1.5|right claw:11/1.5|?:16/2|head:9/2,0.800000011920929,5,60.0,8.0
Cow,Core,ludeon.rimworld,2.4000000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),4.0,?:8.800000190734863/2.5999999046325684|head:7/2|left hoof:8/2|right hoof:8/2,0,3.200000047683716,25.0,1.67
Crow,Odyssey,ludeon.rimworld.odyssey,0.15000000596046448,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),1.4,claws:1.5/1.5|beak:2.799999952316284/2|head:1/1.5,1,3.0999999046325684,400.0,9.33
DA_ArcticOwlcat,Dark Ages : Beasts and Monsters,van.beasts,0.3799999952316284,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.33,left claw:7/1.5|right claw:7/1.5|beak:8/1.5|head:3/2.200000047683716,1,4.900000095367432,157.9,14.04
DA_Barog,Dark Ages : Beasts and Monsters,van.beasts,2.4000000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,head:13/2.5999999046325684|left claw:10/2|right claw:10/2|?:10/2,0.550000011920929,4,25.0,2.08
DA_BeardedTroll,Dark Ages : Beasts and Monsters,van.beasts,2,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),9.58,head:12/2|left claw:16/2|right claw:16/2|?:23/2.4000000953674316,0.800000011920929,5,30.0,4.79
DA_BlackScribe,Dark Ages : Beasts and Monsters,van.beasts,0.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),6.5,left pincer:9/1.5|right pincer:9/1.5|?:13/2|head:4/2,0.8700000047683716,4.300000190734863,120.0,13.0
DA_Crestel,Dark Ages : Beasts and Monsters,van.beasts,4,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),11.33,claws:17/1.5|beak:23/2.4000000953674316|head:17/1.5,0.9700000286102295,5.599999904632568,15.0,2.83
DA_DwarvenMuffton,Dark Ages : Beasts and Monsters,van.beasts,1.2999999523162842,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.62,head:25/2.9000000953674316|left hoof:8/2|right hoof:8/2|?:8/2,0.44999998807907104,5,46.2,6.63
DA_ForestOwlcat,Dark Ages : Beasts and Monsters,van.beasts,0.3799999952316284,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.33,left claw:7/1.5|right claw:7/1.5|beak:8/1.5|head:3/2.200000047683716,1,4.900000095367432,157.9,14.04
DA_Goldilox,Dark Ages : Beasts and Monsters,van.beasts,4,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),10.91,horn:24/2.200000047683716|?:20/2|head:17/2,0.8399999737739563,5.5,15.0,2.73
DA_ImperialRedhound,Dark Ages : Beasts and Monsters,van.beasts,2.1500000953674316,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.67,left claw:13/1.5|right claw:13/1.5|maw:17/2.0999999046325684|head:7/2,0.15000000596046448,5.5,27.9,4.03
DA_IroncasketBeetle,Dark Ages : Beasts and Monsters,van.beasts,0.5,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,mandibles:5/2|head:10/2,0.20000000298023224,2,120.0,10.0
DA_Karabal,Dark Ages : Beasts and Monsters,van.beasts,1.399999976158142,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),8.67,bloodsucker:1/2|left claw:13/1.5|right claw:13/1.5|bleedfangs:15/2|head:5/2,0.6000000238418579,5.5,42.9,6.19
DA_LeviathanCrab,Dark Ages : Beasts and Monsters,van.beasts,3.299999952316284,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),11.5,right claw:13/2|giant claw:23/2|head:19/2,0.800000011920929,4.599999904632568,18.2,3.48
DA_NorthernDrog,Dark Ages : Beasts and Monsters,van.beasts,4,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),13.0,tusk:26/2|?:15/2|head:20/2,0.8999999761581421,5.599999904632568,15.0,3.25
DA_Phrak,Dark Ages : Beasts and Monsters,van.beasts,0.30000001192092896,60,UNMEASURED (field not captured by dump; remedy: widen measure/dumpdb.py capture or inheritance-resolved XML sweep),5.0,mandibles:5/2|rostrum:10/2|head:4/2,0.699999988079071,4.300000190734863,200.0,16.67
