tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness,pollution
3977,16.5509,-11.0256,AB_GallatrossGraveyard,746,22,1606,Flat,0,0
3978,15.2512,-10.2178,BiomeMist,675,23.4,1820,Flat,0,0
3979,10.2107,-10.1595,AB_GallatrossGraveyard,498,26.7,1873,Flat,0.0235,0
3980,11.5114,-10.9528,AB_GallatrossGraveyard,347,27.6,1725,Flat,0.0118,0
3981,12.7389,-10.1851,AB_GallatrossGraveyard,626,24.8,1713,Flat,0.0118,0
3982,12.6585,-8.6183,Volcano,581,25.2,2052,Mountainous,0,0
3983,11.3667,-7.8253,PoisonForest,677,25.6,2340,Flat,0.0392,0
3984,10.1464,-8.5982,AB_GallatrossGraveyard,851,24.2,1927,Flat,0,0
3985,2.6858,-32.9287,Ocean,-432,28.2,679,Flat,0,0
3986,2.6837,-31.4548,Ocean,-426,28.1,581,Flat,0,0
3987,5.3647,-31.495,Ocean,-366,28.3,790,Flat,0.0549,0
3988,4.0226,-30.7303,Ocean,-441,28.1,800,Flat,0.051,0
3989,5.3691,-32.9714,Ocean,-423,28.4,814,Flat,0.1059,0
3990,4.029,-33.6799,Ocean,-436,28.4,876,Flat,0.1725,0
3991,0,-31.4415,Ocean,-449,28.2,560,Flat,0,0
3992,-1.3413,-30.7044,Ocean,-482,28.1,611,Flat,0,0
3993,1.3413,-30.7044,Ocean,-449,28.5,673,Flat,0,0
3994,1.3395,-29.2171,Ocean,-463,28.5,792,Flat,0.0627,0
3995,0,-28.4675,Ocean,-483,28.7,892,Flat,0.1451,0
3996,-1.3395,-29.2171,Ocean,-470,28.3,729,Flat,0,0
3997,0,-37.2676,Ocean,-482,27.7,451,Flat,0,0
3998,1.343,-37.9871,Ocean,-470,27.5,681,Flat,0,0
3999,0,-40.1094,Ocean,-470,27.6,703,Flat,0,0
4000,1.342,-39.4083,Ocean,-470,27.4,651,Flat,0,0
4001,-1.342,-39.4083,Ocean,-458,27.5,545,Flat,0,0
4002,-1.343,-37.9871,Ocean,-476,27.7,361,Flat,0,0
4003,4.03,-35.1387,Ocean,-471,28.8,936,Flat,0.3765,0
4004,2.6871,-35.844,Ocean,-416,28.1,847,Flat,0.302,0
4005,2.6864,-37.2844,Ocean,-430,27.6,867,Flat,0.3961,0
4006,4.0281,-38.0222,Ocean,-410,28.3,1193,Flat,0.2941,0
4007,5.3708,-37.3362,Ocean,-455,28.5,1289,Flat,0.2706,0
4008,5.372,-35.8925,Ocean,-480,29.1,980,Flat,0.3647,0
4009,-2.6864,-37.2844,Ocean,-475,27.9,286,Flat,0,0
4010,-2.6871,-35.844,Ocean,-471,27.7,163,Flat,0,0
4011,-4.0281,-38.0222,Ocean,-456,26.8,256,Flat,0,0
4012,-5.372,-35.8925,Ocean,-417,26.7,219,Flat,0,0
4013,-4.03,-35.1387,Ocean,-442,27.4,277,Flat,0,0
4014,-4.029,-33.6799,Ocean,-471,27.7,294,Flat,0,0
4015,-2.6858,-32.9287,Ocean,-480,27.8,335,Flat,0,0
4016,-2.6837,-31.4548,Ocean,-490,27.9,399,Flat,0,0
4017,-4.0226,-30.7302,Ocean,-490,28.1,388,Flat,0,0
4018,-5.3691,-32.9714,Ocean,-477,27.4,509,Flat,0,0
4019,-5.3647,-31.495,Ocean,-488,27.7,534,Flat,0,0
4020,-9.3587,-29.3645,Ocean,-498,27,617,Flat,0,0
4021,-8.0194,-28.5733,Ocean,-484,27.2,715,Flat,0,0
4022,-6.6997,-30.7824,Ocean,-459,27.8,595,Flat,0,0
4023,-6.691,-29.29,Ocean,-471,27.5,642,Flat,0,0
4024,-8.041,-31.5632,Ocean,-460,27.9,598,Flat,0,0
4025,-9.3717,-30.8627,Ocean,-486,27.1,576,Flat,0,0
4026,-9.3251,-26.3452,Ocean,-489,26.7,560,Flat,0,0
4027,-9.3043,-24.8252,Ocean,-489,26.7,643,Flat,0,0
4028,-8.0054,-27.0667,Ocean,-494,26.7,543,Flat,0,0
4029,-6.6676,-26.2815,Ocean,-499,26.6,490,Flat,0,0
4030,-6.6528,-24.7664,Ocean,-484,26.5,474,Flat,0,0
4031,-7.9697,-24.0322,Ocean,-491,27,471,Flat,0,0
4032,-11.9472,-24.9057,Ocean,-498,25.5,461,Flat,0,0
4033,-10.6135,-24.0985,Ocean,-497,26.2,680,Flat,0,0
4034,-10.5843,-22.5661,Ocean,-480,26,745,Flat,0.051,0
4035,-11.8806,-21.8334,Ocean,-444,25.6,796,Flat,0.2627,0
4036,-13.2108,-22.6462,Ocean,-487,25.2,449,Flat,0,0
4037,45.1176,39.2406,Wasteland,20,6.6,815,Flat,0.1843,0.05
4038,43.8527,38.1103,BiomeMist,10,7,894,Flat,0.3098,0
4039,42.3192,41.0737,Ocean,-21,7.6,903,Flat,0.298,0
4040,42.4632,39.0454,Ocean,-11,7.4,915,Flat,0.3137,0
4041,43.5547,42.2474,Wasteland,55,7.7,650,Flat,0,0.05
4042,44.9637,41.3525,Wasteland,251,7.3,591,Flat,0,0.05
4043,46.1895,42.5678,Wasteland,149,6.8,556,Flat,0,0.05
4044,47.6009,41.627,Ocean,-26,5.2,557,Flat,0,0
4045,45.9744,44.7177,Wasteland,223,7.4,486,Flat,0,0.05
4046,47.1561,46.0191,Wasteland,74,6.6,372,Flat,0,0.05
4047,48.5868,45.1348,Ocean,-124,5.2,376,Flat,0,0
4048,48.8168,42.8887,Ocean,-177,4.5,383,Flat,0,0
4049,50.6354,34.95,Wasteland,316,1.7,397,Flat,0,0.05
4050,51.9156,36.0913,Wasteland,232,1.3,261,Flat,0,0.05
4051,53.3337,32.4047,Wasteland,170,0.3,246,Flat,0,0.05
4052,53.2786,34.8423,Glowforest,317,0,193,Flat,0,0
4053,52.0244,31.3484,AB_TarPits,318,0.3,342,Flat,0,0
4054,50.6888,32.6391,Wasteland,352,1.3,406,Flat,0,0.05
4055,50.2306,41.8958,Wasteland,177,3.7,335,Flat,0,0.05
4056,50.4066,39.583,Wasteland,211,2.8,391,Flat,0,0.05
4057,51.798,38.4687,Wasteland,262,2.1,265,Flat,0,0.05
4058,53.0359,39.7259,BiomeGRimworld,144,1.4,148,Mountainous,0,0
4059,52.8477,42.1608,BiomeGRimworld,152,2.2,148,Mountainous,0,0
4060,51.4339,43.2113,Wasteland,60,3.5,271,SmallHills,0,0.05
4061,49.3735,31.6071,Wasteland,164,3.7,579,Flat,0,0.05
4062,48.0322,32.8066,Wasteland,23,4.8,559,Flat,0,0.05
4063,48.0205,28.4422,Wasteland,105,5.8,800,LargeHills,0,0.05
4064,49.3668,29.3709,BiomeMist,36,4.2,672,Flat,0,0
4065,46.7058,29.665,Wasteland,171,6.6,825,LargeHills,0,0.05
4066,46.7113,31.7974,Wasteland,64,6.3,672,SmallHills,0,0.05
4067,45.3662,32.9179,BiomeMist,141,7,919,Mountainous,0,0
4068,45.3186,35.0201,BiomeMist,40,6.8,982,Flat,0.451,0
4069,43.9494,36.0439,Wasteland,8,7.5,909,Flat,0.3451,0.05
4070,42.65,34.9962,Wasteland,315,7.3,1013,Flat,0.4275,0.05
4071,44.0407,31.93,Wasteland,262,7.1,1001,Mountainous,0,0.05
4072,42.6935,32.9811,Wasteland,504,5.2,1107,SmallHills,0.549,0.05
4073,43.2865,53.8489,Wasteland,39,9.8,262,Flat,0,0.05
4074,43.6541,51.8017,Wasteland,146,9.8,375,Flat,0,0.05
4075,41.0925,51.1386,Ocean,-197,10.8,589,Flat,0,0
4076,42.5399,50.4532,Wasteland,67,9.8,516,Flat,0,0.05
4077,40.7475,53.1181,Ocean,-288,11.3,496,Flat,0,0
4078,41.8279,54.4778,Ocean,-114,10.6,290,Flat,0,0
4079,41.4225,56.4622,Ocean,-273,11.1,311,Flat,0,0
4080,42.4502,57.8795,Ocean,-339,11,263,Flat,0,0
4081,39.9621,57.0259,Ocean,-314,12.4,424,Flat,0,0
4082,39.523,58.9503,Ocean,-344,12.8,490,Flat,0,0
4083,40.5169,60.3645,Ocean,-309,12.2,344,Flat,0,0
4084,41.9832,59.8587,Ocean,-359,11.5,307,Flat,0,0
4085,46.204,52.5036,Ocean,-136,7.8,180,Flat,0,0
4086,47.6611,51.7811,Wasteland,125,6.8,248,Flat,0,0.05
4087,45.1073,51.0982,Ocean,-78,9.1,328,Flat,0,0
4088,45.4329,48.986,BiomeGRuby,142,8.7,359,Flat,0,0
4089,46.8766,48.1978,Wasteland,20,7.1,412,LargeHills,0,0.05
4090,48.0085,49.5846,Wasteland,57,6.6,322,SmallHills,0,0.05
4091,48.3208,55.4515,Desert,43,6.6,169,LargeHills,0,0
4092,49.3381,56.9971,Ocean,-17,5,161,Flat,0,0
4093,48.7377,53.2501,Wasteland,147,6.2,256,Flat,0,0.05
4094,50.1984,52.5089,Desert,103,4.8,182,Flat,0,0
4095,51.2535,54.0509,Desert,146,3.2,163,SmallHills,0,0
4096,50.8095,56.3406,BiomeGRimworld,71,3.3,142,Flat,0,0
4097,47.3756,59.7588,Ocean,-196,7,157,Flat,0,0
4098,46.8497,61.86,Ocean,-212,7,160,Flat,0,0
4099,48.851,59.1894,Ocean,-115,4.9,160,Flat,0,0
4100,49.8056,60.8043,Ocean,-91,3.5,143,Flat,0,0
4101,49.2484,62.9735,Ocean,-199,3.9,124,Flat,0,0
4102,47.7687,63.4583,Ocean,-231,5.5,163,Flat,0,0
4103,42.9547,61.3276,Ocean,-354,10.9,202,Flat,0,0
4104,44.4268,60.8255,Ocean,-324,9.4,139,Flat,0,0
4105,45.3733,62.3554,Ocean,-296,8.5,170,Flat,0,0
4106,44.8137,64.3735,Ocean,-276,9,246,Flat,0,0
4107,43.3396,64.8077,Ocean,-267,10,331,Flat,0,0
4108,42.4264,63.2928,Ocean,-277,11.1,301,Flat,0,0
4109,38.676,30.1677,Wasteland,469,7.3,1340,Flat,0.2353,0.05
4110,38.6831,32.0537,Wasteland,473,7.3,1369,SmallHills,0.2275,0.05
4111,41.3642,32.0127,Wasteland,392,6.5,1299,SmallHills,0.3882,0.05
4112,40.0159,33.0034,Wasteland,407,7.2,1338,Mountainous,0,0.05
4113,41.3582,30.0542,BiomeGRimberlands,292,6.9,1305,Mountainous,0,0
4114,40.0031,29.1616,BiomeGRimberlands,499,6.4,1354,Flat,0.1294,0
4115,35.9993,32.0587,Wasteland,494,8.8,1304,Flat,0.1843,0.05
4116,34.6521,32.9487,Wasteland,456,9.5,1439,Flat,0.2157,0.05
4117,37.3345,32.9914,Wasteland,498,8.2,1257,Flat,0.2353,0.05
4118,37.299,34.8604,BiomeGRuquoise,417,9,1297,Mountainous,0,0
4119,35.9329,35.7324,BiomeGRuquoise,394,9.8,1286,Mountainous,0,0
4120,34.6214,34.7555,BiomeMist,397,10.4,1397,Mountainous,0,0
4121,35.8049,24.8684,BiomeGRuquoise,587,9.2,1510,LargeHills,0,0
4122,37.09,23.8509,BiomeMist,769,6.8,1349,LargeHills,0,0
4123,35.5554,21.3832,BiomeToxlands,688,10,1585,Flat,0.0078,1
4124,36.9619,22.0785,BiomeGrindland,868,6.5,1452,Flat,0,0
4125,34.2904,22.3982,ZBiome_Grasslands,602,11.5,1701,Flat,0.0353,0
4126,34.4124,24.1128,BiomeGRuquoise,575,10.9,1694,Flat,0.0353,0
4127,39.9516,27.2637,Wasteland,573,5.9,1185,Flat,0.0745,0.05
4128,38.5753,26.4421,Wasteland,661,5.9,1206,Flat,0.0314,0.05
4129,38.4833,24.6066,BiomeGrindland,761,5.3,1254,SmallHills,0,0
4130,39.7631,23.5245,BiomeGRimethyst,708,5.1,1173,Flat,0.0275,0
4131,41.1563,24.2787,BiomeMist,610,5.1,1122,Flat,0.1294,0
4132,41.2534,26.1847,Wasteland,624,4.6,1094,Flat,0.1373,0.05
4133,33.1237,25.0732,ZBiome_Grasslands,497,12.1,1749,SmallHills,0.102,0
4134,33.2084,26.7891,ZBiome_Grasslands,545,11,1740,SmallHills,0.1216,0
4135,30.442,25.2255,ZBiome_Grasslands,459,14.3,1394,Flat,0.3412,0
4136,31.7326,24.3173,ZBiome_Grasslands,444,14.2,1589,Flat,0.1961,0
4137,30.5244,26.8906,ZBiome_Grasslands,592,12.8,1436,Flat,0.298,0
4138,31.8993,27.6967,ZBiome_Grasslands,459,12.5,1603,SmallHills,0.1765,0
4139,31.9476,29.4103,ZBiome_Grasslands,555,10.5,1647,Flat,0.2196,0
4140,33.305,30.2698,Wasteland,533,9.6,1583,SmallHills,0.251,0.05
4141,33.3157,32.0315,BiomeMist,410,10.7,1583,Flat,0.2118,0
4142,31.9714,32.8784,BiomeMist,597,9.8,1513,Flat,0.1255,0
4143,30.6214,30.2668,BiomeGRimberlands,926,8.2,1435,Flat,0,0
4144,30.6348,31.975,BiomeGrindland,765,9.2,1388,Flat,0,0
4145,26.6098,34.3143,BiomeGRuquoise,908,12.1,1245,Flat,0,0
4146,27.9236,35.2416,BiomeGRuquoise,1407,6.5,962,Flat,0,0
4147,29.295,32.7824,AB_GelatinousSuperorganism,1076,8.1,1141,Flat,0,0
4148,29.2744,34.4816,BiomeGRuquoise,1218,7,1065,Flat,0,0
4149,27.9587,31.8904,BiomeMist,1154,8.6,1106,Flat,0,0
4150,26.624,32.6609,BiomeGRuquoise,1732,5.2,944,Flat,0,0
4151,26.5115,37.6436,BiomeGrindland,545,14.6,1145,LargeHills,0,0
4152,26.427,39.3167,ZBiome_Grasslands,510,15.2,1270,SmallHills,0.4471,0
4153,27.8702,36.9287,Wasteland,1382,7.1,1014,Flat,0,0.0068
4154,29.1598,37.903,BiomeGrindland,790,11.1,1288,Flat,0,0
4155,29.0654,39.6222,ZBiome_Grasslands,382,14.8,1354,Mountainous,0,0
4156,27.6912,40.3196,ZBiome_Grasslands,276,16.5,1224,Flat,0.2627,0
4157,25.2883,31.7781,BiomeMist,1599,7.2,1242,Impassable,0,0
4158,23.9603,32.5145,Wasteland,2256,2.2,948,Flat,0,0.05
4159,23.914,29.3217,BiomeCypreJungle,700,16.1,1862,SmallHills,0.251,0
4160,25.2674,30.1612,BiomeGRimethyst,1081,11.6,1439,Impassable,0,0
4161,22.6006,30.0625,BiomeGrindland,898,14.8,1747,Flat,0,0
4162,22.6261,31.6396,Wasteland,2032,4.6,1195,Flat,0,0.05
4163,21.306,32.3442,Wasteland,2153,3.5,979,Flat,0,0.05
4164,21.3052,33.9175,Wasteland,1582,8.1,1308,Flat,0,0.05
4165,19.9745,31.4759,Wasteland,2446,1.4,843,Flat,0,0.05
4166,18.6635,32.1506,Wasteland,1846,7,1151,Flat,0,0.05
4167,18.6699,33.689,ZBiome_Grasslands,1165,12.4,1521,Flat,0,0
4168,19.9798,34.5865,ZBiome_Grasslands,1245,11.1,1459,Flat,0,0
4169,19.9528,36.1534,AB_GallatrossGraveyard,670,15.6,1896,Flat,0.0706,0
4170,21.2421,37.0868,BiomeToxlands,639,15.5,1983,LargeHills,0,1
4171,18.5758,38.3492,AB_PyroclasticConflagration,816,14.7,1913,SmallHills,0,0
4172,18.6262,36.7893,AB_MycoticJungle,688,15.9,2037,Flat,0.0588,0
4173,19.8398,39.3062,BiomeGrindland,964,12.9,1850,Flat,0,0
4174,21.1795,38.6806,BiomeGrindland,833,13.7,2018,Mountainous,0,0
4175,22.4453,39.6513,BiomeGRimphire,1114,11.3,1829,Mountainous,0,0
4176,23.7982,39.0035,ZBiome_Grasslands,1147,10.5,1631,Mountainous,0,0
4177,25.0633,39.9889,BiomeGrindland,821,13,1655,Impassable,0,0
4178,24.9499,41.6466,AB_FeraliskInfestedJungle,243,18,2009,Mountainous,0,0
4179,22.345,41.27,BMT_FungalForest,748,20.6,2024,Impassable,0,0
4180,23.5844,42.2788,AB_MycoticJungle,180,18,2090,Mountainous,0,0
4181,23.099,47.2043,Ocean,-94,18,2283,Flat,0.1922,0
4182,24.474,46.6292,Ocean,-48,17.6,2189,Flat,0.2275,0
4183,23.4442,43.92,BiomeMist,28,17.6,2129,Impassable,0,0
4184,24.6551,44.9679,Ocean,-48,17.4,1905,Flat,0.1608,0
4185,22.0805,44.5151,AB_MycoticJungle,28,17.9,2288,LargeHills,0,0
4186,21.9164,46.1392,AB_OcularForest,15,18.4,2210,SmallHills,0.0588,0
4187,25.4305,49.3949,Ocean,-164,17.8,2292,Flat,0.1882,0
4188,26.5777,50.5222,Ocean,-197,17.9,2202,Flat,0.1059,0
4189,25.6545,47.7169,Ocean,-79,17.3,2212,Flat,0.2157,0
4190,27.0443,47.1272,Ocean,-44,16.8,1961,Flat,0.2549,0
4191,28.2205,48.2405,Ocean,-52,16.8,2052,Flat,0.1451,0
4192,27.9776,49.9587,Ocean,-107,17.6,1996,Flat,0.0667,0
4193,19.9413,51.5125,Ocean,-312,19.4,2332,Flat,0.9098,0
4194,18.8172,50.4223,Ocean,-190,20,2139,Flat,0.8667,0
4195,17.2549,52.4903,Ocean,-364,21.5,1798,Flat,0.7765,0
4196,17.4778,50.9211,Ocean,-254,21.2,2049,Flat,0.8706,0
4197,18.3494,53.5892,Ocean,-386,21.2,1909,Flat,0.5961,0
4198,19.6964,53.1109,Ocean,-362,20.4,2189,Flat,0.7373,0
4199,20.5583,46.6999,AB_OcularForest,172,19.1,2127,Flat,0.1333,0
4200,20.3725,48.306,AB_OcularForest,62,18.9,2455,Flat,0.2706,0
4201,19.0225,48.8346,Ocean,-28,19.7,2193,Flat,0.4314,0
4202,17.8675,47.7761,BiomeGRimberlands,106,20.2,1926,Flat,0.2667,0
4203,18.0338,46.2019,BiomeGRimberlands,131,19.7,1848,Flat,0.2078,0
4204,19.3746,45.6551,BiomeGRimberlands,389,18,1898,SmallHills,0.2039,0
4205,20.7878,54.2322,Ocean,-369,20.2,2138,Flat,0.5373,0
4206,22.154,53.7475,Ocean,-351,19.6,2226,Flat,0.4667,0
4207,21.557,56.9908,Ocean,-470,21,2013,Flat,0.349,0
4208,20.5014,55.8389,Ocean,-416,21.2,1959,Flat,0.3137,0
4209,22.9299,56.531,Ocean,-457,20,2118,Flat,0.502,0
4210,23.2407,54.8936,Ocean,-428,19.4,2200,Flat,0.3765,0
4211,24.625,54.4027,Ocean,-421,19.1,2296,Flat,0.2431,0
4212,24.9155,52.739,Ocean,-313,18.5,2341,Flat,0.2,0
4213,26.3094,52.2133,Ocean,-268,18.3,2232,Flat,0.1059,0
4214,27.42,53.3793,Ocean,-331,18.6,2083,Flat,0.0824,0
4215,25.7051,55.5762,Ocean,-414,19.1,1991,Flat,0.2235,0
4216,27.106,55.0794,Ocean,-357,18.7,1971,Flat,0.1294,0
4217,30.2662,58.7613,Ocean,-349,17.2,1631,Flat,0.1059,0
4218,30.6532,57.019,Ocean,-353,16.9,1772,Flat,0.0863,0
4219,28.1774,56.2829,Ocean,-381,18.3,1883,Flat,0.1176,0
4220,29.593,55.7814,Ocean,-416,17.8,1904,Flat,0.1294,0
4221,27.816,57.9886,Ocean,-418,19,1729,Flat,0.2118,0
4222,28.8449,59.2287,Ocean,-442,18.6,1712,Flat,0.1059,0
4223,33.1287,57.7899,Ocean,-317,15.2,1617,Flat,0.0353,0
4224,34.5686,57.2834,Ocean,-360,14.6,1519,Flat,0.0078,0
4225,32.0817,56.5145,Ocean,-357,15.8,1902,Flat,0.0392,0
4226,32.4434,54.7347,Ocean,-291,15.7,1703,Flat,0.0196,0
4227,33.8767,54.1868,Ocean,-214,14.7,1708,Flat,0.0118,0
4228,34.9553,55.459,Ocean,-357,14.5,1559,Flat,0.0157,0
4229,35.1593,60.4246,Ocean,-292,14.7,1052,Flat,0.0275,0
4230,36.1407,61.7851,Ocean,-285,14.3,766,Flat,0.0196,0
4231,35.6001,58.6008,Ocean,-272,14.4,1149,Flat,0.0078,0
4232,37.0502,58.0934,Ocean,-314,13.9,817,Flat,0.0078,0
4233,38.0641,59.4573,Ocean,-298,13.4,615,Flat,0,0
4234,37.595,61.3261,Ocean,-341,13.8,582,Flat,0,0
4235,34.1977,64.0206,Ocean,-472,15.2,1286,Flat,0.1804,0
4236,33.6786,65.7905,Ocean,-478,15.3,1363,Flat,0.1922,0
4237,35.645,63.6029,Ocean,-455,14.4,885,Flat,0.1804,0
4238,36.5741,65.0004,Ocean,-457,13.9,653,Flat,0,0
4239,36.0241,66.8037,Ocean,-456,13.8,783,Flat,0.1176,0
4240,34.5763,67.1755,Ocean,-459,14.9,1155,Flat,0.2471,0
4241,28.435,60.9364,Ocean,-472,18.6,1700,Flat,0.0392,0
4242,29.4189,62.2106,Ocean,-499,18,1698,Flat,0,0
4243,26.5943,63.0425,Ocean,-479,19.2,1506,Flat,0.0902,0
4244,27.0239,61.3694,Ocean,-473,19.2,1602,Flat,0.1216,0
4245,28.9599,63.9153,Ocean,-497,17.7,1605,Flat,0.051,0
4246,31.323,64.8285,Ocean,-496,17.1,1656,Flat,0.0706,0
4247,32.241,66.1728,Ocean,-498,16.2,1522,Flat,0.149,0
4248,-9.3251,26.3452,Ocean,-320,32.3,2230,Flat,0.0784,0
4249,-8.0054,27.0667,Ocean,-283,32.4,2351,Flat,0.1647,0
4250,-6.6528,24.7664,Ocean,-28,32.3,2532,Flat,0.2902,0
4251,-6.6676,26.2815,Ocean,-130,32.5,2468,Flat,0.2392,0
4252,-7.9697,24.0322,Ocean,-188,32,2294,Flat,0.2157,0
4253,-9.3043,24.8252,Ocean,-280,31.9,2194,Flat,0.0745,0
4254,-10.6135,24.0985,Ocean,-314,31.4,1897,Flat,0.0745,0
4255,-11.9472,24.9057,Ocean,-412,31.4,2160,Flat,0.0667,0
4256,-10.5843,22.5661,Ocean,-263,31.6,2061,Flat,0.1647,0
4257,-11.8806,21.8334,Ocean,-308,30.8,2205,Flat,0.1804,0
4258,-13.2108,22.6462,Ocean,-362,30.2,2238,Flat,0.1137,0
4259,-9.3717,30.8627,Ocean,-450,31.8,2913,Flat,0.1725,0
4260,-9.3587,29.3645,Ocean,-400,32,2668,Flat,0.1725,0
4261,-8.0194,28.5733,Ocean,-324,32.2,2392,Flat,0.1765,0
4262,-6.691,29.29,Ocean,-299,32.2,2344,Flat,0.0902,0
4263,-8.041,31.5632,Ocean,-384,32,2907,Flat,0.0824,0
4264,-6.6997,30.7824,Ocean,-326,32.1,2634,Flat,0.0549,0
4265,-9.1117,15.5921,Volcano,112,30.8,2156,Mountainous,0,0
4266,-9.1522,17.1417,AB_GallatrossGraveyard,209,30.5,2130,Flat,0.3608,0
4267,-6.5443,17.1075,Volcano,197,31.9,2684,Impassable,0,0
4268,-7.8655,17.8951,AB_MiasmicMangrove,272,31.1,2428,Flat,0.6824,0
4269,-6.5155,15.5628,Volcano,356,31.2,2730,Mountainous,0,0
4270,-7.7961,14.8014,PoisonForest,181,31.4,2438,Flat,0.3725,0
4271,-7.757,13.2499,AB_GallatrossGraveyard,51,31.2,2136,Flat,0.4471,0
4272,-9.0198,12.4848,Ocean,-7,31,2027,Flat,0.4902,0
4273,-6.4502,12.4642,Volcano,81,31.4,2039,Mountainous,0,0
4274,-6.4139,10.9114,AB_GallatrossGraveyard,128,31.4,1638,Flat,0.2078,0
4275,-7.6693,10.1409,Ocean,-52,31.1,1590,Flat,0.2902,0
4276,-8.9684,10.9282,Ocean,-6,31,1717,Flat,0.3412,0
4277,-11.7496,17.1887,Ocean,-171,29.4,2284,Flat,0.0706,0
4278,-13.0706,17.996,Ocean,-260,28.8,2083,Flat,0.0392,0
4279,-10.4743,17.9385,Ocean,-96,30,2192,Flat,0.1569,0
4280,-10.5148,19.4855,Ocean,-205,30.3,2265,Flat,0.2392,0
4281,-11.8415,20.2895,Ocean,-281,29.8,2201,Flat,0.1333,0
4282,-13.122,19.5503,Ocean,-296,28.8,2067,Flat,0.0824,0
4283,-14.2673,15.6865,Ocean,-253,27.4,1756,Flat,0.0392,0
4284,-15.5084,14.9334,Ocean,-278,25.6,1396,Flat,0.051,0
4285,-14.3324,17.2498,Ocean,-305,27.9,2024,Flat,0.0235,0
4286,-14.121,12.5537,Ocean,-185,26.4,1310,Flat,0.051,0
4287,-14.0398,10.9851,Ocean,-186,26.8,1065,Flat,0.0078,0
4288,-15.4284,13.3627,Ocean,-262,25.1,1103,Flat,0.0314,0
4289,-16.6469,12.6024,Ocean,-327,24.1,933,Flat,0.0627,0
4290,-16.5509,11.0256,Ocean,-297,23.9,926,Flat,0.0863,0
4291,-15.2512,10.2178,Ocean,-261,25.4,989,Flat,0.0667,0
4292,-10.2107,10.1595,Ocean,-139,29.9,1432,Flat,0.2314,0
4293,-11.5114,10.9528,Ocean,-99,28.8,1386,Flat,0.2196,0
4294,-12.7389,10.1851,Ocean,-84,27.8,1114,Flat,0.1922,0
4295,-12.6585,8.6183,Ocean,-201,27.6,1081,Flat,0.2078,0
4296,-11.3667,7.8253,Ocean,-178,28.3,1169,Flat,0.1216,0
4297,-10.1464,8.5982,Ocean,-177,29.4,1222,Flat,0.1137,0
4298,0,10.1214,AB_OcularForest,14,32.2,2375,Flat,0.3373,0
4299,-1.2843,10.8966,PoisonForest,119,32.3,2515,Flat,0.2706,0
4300,0,13.2174,BiomeAreeb,19,32.7,3009,Flat,0.4118,0
4301,-1.2916,12.4449,PoisonForest,144,32.4,2739,Flat,0.349,0
4302,1.2916,12.4449,Ocean,-65,32.6,3042,Flat,0.2471,0
4303,1.2843,10.8966,Ocean,-69,32.7,2861,Flat,0.298,0
4304,2.5605,10.1233,Ocean,-115,32.1,2976,Flat,0.1373,0
4305,2.5445,8.5709,Ocean,-127,31.4,2652,Flat,0.1804,0
4306,3.8513,10.9015,Ocean,-183,32.1,3176,Flat,0.0118,0
4307,5.118,10.1295,Ocean,-231,31.9,2856,Flat,0.0824,0
4308,5.0861,8.5748,Ocean,-203,31.7,2762,Flat,0.2039,0
4309,3.8034,7.7948,Ocean,-138,31.3,2778,Flat,0.0863,0
4310,-2.5445,8.5709,AB_PyroclasticConflagration,165,31,1756,Flat,0.549,0
4311,-3.8034,7.7948,AB_GallatrossGraveyard,169,30.5,1375,Flat,0.5725,0
4312,-2.5605,10.1233,BiomeToxlands,169,32.2,1873,Flat,0.4353,1
4313,-3.8513,10.9015,BiomeGRimphire,173,32.2,1771,LargeHills,0,0
4314,-5.118,10.1295,AB_GallatrossGraveyard,192,31.3,1543,LargeHills,0,0
4315,-5.0861,8.5748,BiomeGRimphire,102,30.8,1338,LargeHills,0,0
4316,-2.51,5.4587,AB_GallatrossGraveyard,9,29.6,1784,Flat,0.3608,0
4317,-2.4914,3.8999,Ocean,-23,29.4,1828,Flat,0.2078,0
4318,-3.7775,6.2378,AB_GallatrossGraveyard,123,29.2,1486,Flat,0.4157,0
4319,-5.017,5.4599,AB_GallatrossGraveyard,23,29,1290,Flat,0.4118,0
4320,-4.9799,3.9006,AB_GallatrossGraveyard,3,29.3,1530,Flat,0.2549,0
4321,-3.7219,3.1201,Ocean,-19,29.4,1799,Flat,0.1804,0
4322,0,3.9007,Ocean,-31,29.9,1871,Flat,0.302,0
4323,1.2411,3.1208,Ocean,-42,29.8,2016,Flat,0.2039,0
4324,-1.2411,3.1208,Ocean,-34,29.5,2001,Flat,0.1686,0
4325,-1.2312,1.5606,Ocean,-44,29.6,2028,Flat,0.1686,0
4326,0,0.7806,Ocean,-35,30.2,1940,Flat,0.298,0
4327,1.2312,1.5606,AB_GallatrossGraveyard,2,30.3,1979,Flat,0.251,0
4328,3.7775,6.2378,Ocean,-85,31,2449,Flat,0.0784,0
4329,2.51,5.4587,Ocean,-48,30.4,2157,Flat,0.0784,0
4330,2.4914,3.8999,Ocean,-55,29.9,2235,Flat,0.0667,0
4331,3.7219,3.1201,Ocean,-98,30.8,2453,Flat,0.2784,0
4332,4.9799,3.9006,Ocean,-36,31.2,2395,Flat,0.3647,0
4333,5.017,5.4599,PoisonForest,15,31.4,2321,Flat,0.2471,0
