biome,defName,label,mod,band,bodySize,commonality,belong,standout,defence,status,reason,promoted
AB_RockyCrags,GR_Snakecat,snakecat,Vanilla Genetics Expanded,med,1.5,0.4,0.6596,0.3404,0.588,dormant,wildlife,0
AB_RockyCrags,GR_Muffalorat,muffalorat,Vanilla Genetics Expanded,med,1,0.4,0.6389,0.3611,0.425,dormant,wildlife,0
AB_RockyCrags,AA_FungalHusk,fungal husk,Alpha Animals,med,1,0.4,0.62,0.38,0.575,dormant,wildlife,0
AB_RockyCrags,AA_Ravager,ravager,Alpha Animals,large,2.5,0.18,0.8342,0.1658,0.796,ours,wildlife,0
AB_RockyCrags,MA_PlastemmothAlpha,Plastemmoth alpha,Mythic Ages: Megafauna Bestiary,huge,4.599999904632568,0.07,0.7959,0.2041,0.725,dormant,wildlife,0
AB_RockyCrags,GR_Elasmobearium,elasmobearium,Vanilla Genetics Expanded,huge,4,0.07,0.7729,0.2271,0.65,dormant,wildlife,0
AB_RockyCrags,GR_Thrumbospider,thrumbospider,Vanilla Genetics Expanded,huge,4.5,0.07,0.7504,0.2496,0.817,dormant,wildlife,0
AB_RockyCrags,AA_SummitCrab,summit crab,Alpha Animals,SUPER,15,0.012,0.5759,0.4241,0.8,dormant,wildlife,0
AB_RockyCrags,AA_DuskProwler,dusk prowler,Alpha Animals,med,1.5,0.4,0.8929,0.1071,0.621,ours,wildlife,0
AB_RockyCrags,AA_Nightling,nightling,Alpha Animals,med,1,0.4,0.8872,0.1128,0.575,ours,wildlife,0
AB_RockyCrags,AA_NightAve,night ave,Alpha Animals,med,1.100000023841858,0.4,0.8845,0.1155,0.578,ours,wildlife,0
AB_RockyCrags,BMT_BarbedPangolin,barbed pangolin,Biomes! Polluted Lands,large,2,0.18,0.9568,0.0432,0.582,dormant,wildlife,0
AB_RockyCrags,AA_ShadowCharger,shadow charger,Alpha Animals,large,2.5,0.18,0.9027,0.0973,0.463,ours,wildlife,0
AB_RockyCrags,AA_Thunderox,thunderox,Alpha Animals,large,2.5,0.18,0.8941,0.1059,0.463,ours,wildlife,0
AB_RockyCrags,AA_NightRam,nightram,Alpha Animals,large,2.5,0.18,0.8871,0.1129,0.463,ours,wildlife,0
ZBiome_Badlands,BMT_SandLeaper,sand leaper,Biomes! Caverns,tiny,0.20000000298023224,1.0,0.8434,0.1566,0.455,dormant,wildlife,0
ZBiome_Badlands,AA_FissionMouseSecond,"fission mouse, second generation",Alpha Animals,small,0.5,0.7,0.9395,0.0605,0.413,dormant,wildlife,0
ZBiome_Badlands,AA_FissionMouseThird,"fission mouse, third generation",Alpha Animals,small,0.5,0.7,0.9395,0.0605,0.413,dormant,wildlife,0
ZBiome_Badlands,BMT_MutagenicNorphea,mutagenic norphea,Biomes! Polluted Lands,small,0.3199999928474426,0.7,0.8794,0.1206,0.458,dormant,wildlife,0
ZBiome_Badlands,AA_Bumbledrone,bumbledrone,Alpha Animals,small,0.7900000214576721,0.7,0.9696,0.0304,0.42,ours,wildlife,0
ZBiome_Badlands,AA_BumbledroneHierophant,bumbledrone hierophant,Alpha Animals,small,0.7900000214576721,0.7,0.9657,0.0343,0.42,ours,wildlife,0
ZBiome_Badlands,BMT_ChemSnail,chem snail,Biomes! Caverns,small,0.4000000059604645,0.7,0.9655,0.0345,0.41,ours,wildlife,0
ZBiome_Badlands,GR_Mancat,mancat,Vanilla Genetics Expanded,med,1.5,0.4,0.9784,0.0216,0.588,dormant,wildlife,0
ZBiome_Badlands,GR_Bearmole,bearmole,Vanilla Genetics Expanded,med,0.800000011920929,0.4,0.9277,0.0723,0.57,dormant,wildlife,0
ZBiome_Badlands,Gornt,gornt,Star Wars Animal Collection (Continued),med,0.8500000238418579,0.4,0.9034,0.0966,0.571,dormant,wildlife,0
ZBiome_Badlands,Eopie,eopie,Star Wars Animal Collection (Continued),med,1.399999976158142,0.4,0.9662,0.0338,0.455,ours,wildlife,0
ZBiome_Badlands,GR_Manffalo,manffalo,Vanilla Genetics Expanded,large,2.4000000953674316,0.18,0.9555,0.0445,0.46,dormant,wildlife,0
ZBiome_Badlands,VQEA_Spliceling,spliceling,Vanilla Quests Expanded - Ancients,large,2,0.18,0.9095,0.0905,0.55,dormant,wildlife,0
ZBiome_Badlands,VQEA_Splicefiend,splicefiend,Vanilla Quests Expanded - Ancients,huge,4,0.21,0.9153,0.0847,0.6,dormant,wildlife,0
ZBiome_Badlands,FancyRat,fancy rat,AA FancyRats,tiny,0.15000000596046448,1.0,0.8739,0.1261,0.554,ours,wildlife,0
ZBiome_Badlands,AA_SmallButterfly,small butterflies,Alpha Animals,tiny,0.009999999776482582,1.0,0.6123,0.3877,0.55,dormant,wildlife,0
ZBiome_Badlands,AA_LuciferBug,luciferbug,Alpha Animals,tiny,0.15000000596046448,1.0,0.5807,0.4193,0.654,ours,wildlife,0
ZBiome_Badlands,DZY_RNGChicken,chaos chicken,R-Hen-G: Chaos Chickens,small,0.30000001192092896,0.7,0.714,0.286,0.408,dormant,wildlife,0
ZBiome_Badlands,AA_PedigreedRaptor,pedigreed raptor,Alpha Animals,small,0.75,0.7,0.7978,0.2022,0.569,ours,wildlife,0
ZBiome_Badlands,CanCell,can-cell,Star Wars Animal Collection (Continued),med,1.4500000476837158,0.4,0.8934,0.1066,0.616,ours,wildlife,0
ZBiome_Badlands,GR_Chickenhorse,chickenhorse,Vanilla Genetics Expanded,med,1,0.4,0.7386,0.2614,0.425,dormant,wildlife,0
ZBiome_Badlands,AA_Agaripawn,agaripawn,Alpha Animals,med,1.399999976158142,0.4,0.8194,0.1806,0.685,ours,wildlife,0
ZBiome_Badlands,Warg,warg,Core,med,1.399999976158142,0.4,0.8165,0.1835,0.585,ours,wildlife,0
ZBiome_Badlands,BMT_BovineBeetle,bovine beetle,Biomes! Caverns,large,2.450000047683716,0.18,0.9459,0.0541,0.536,ours,wildlife,0
ZBiome_Badlands,Hrumph,hrumph,Star Wars Animal Collection (Continued),large,2.5,0.18,0.9129,0.0871,0.463,ours,wildlife,0
ZBiome_Badlands,GR_Hurseman,hurseman,Vanilla Genetics Expanded,large,2.4000000953674316,0.18,0.7787,0.2213,0.61,dormant,wildlife,0
ZBiome_Badlands,GR_Groundffalo,groundffalo,Vanilla Genetics Expanded,huge,3,0.21,0.8651,0.1349,0.525,dormant,wildlife,0
ZBiome_Badlands,JRWEuoplocephalus,Euoplocephalus,Jurassic Rimworld - Dinosaurs Only (Continued),huge,5,0.21,0.938,0.062,0.5,ours,wildlife,0
ZBiome_Badlands,Behemoth,behemoth,Star Wars Animal Collection (Continued),SUPER,6,0.036,0.9274,0.0726,0.875,ours,wildlife,0
AridShrubland,GR_Fleshling,fleshling,Vanilla Genetics Expanded,tiny,0.20000000298023224,1.0,0.8505,0.1495,0.405,dormant,wildlife,0
AridShrubland,BMT_GoetoTadpole,goeto tadpole,Biomes! Caverns,tiny,0.10000000149011612,1.0,0.8325,0.1675,0.403,dormant,wildlife,0
AridShrubland,BMT_ImperialToad,imperial toad,Biomes! Caverns,small,0.30000001192092896,0.7,0.8852,0.1148,0.558,dormant,wildlife,0
AridShrubland,BMT_FungalWeevil,fungal weevil,Biomes! Caverns,small,0.5,0.7,0.9593,0.0407,0.613,ours,wildlife,0
AridShrubland,Urusai,urusai,Star Wars Animal Collection (Continued),small,0.75,0.7,0.921,0.079,0.619,ours,wildlife,0
AridShrubland,BMT_FungalFerret,fungal ferret,Biomes! Caverns,small,0.5,0.7,0.9097,0.0903,0.562,ours,wildlife,0
AridShrubland,PaintedSpat,painted spat,Star Wars Animal Collection (Continued),med,1.5,0.4,0.9055,0.0945,0.42,substituted,"substituted 2026-08-23 — the owner ruled the previous occupant out in his own art review (creature_art_decisions.json, frozen). Band and biome unchanged.",0
AridShrubland,BMT_TruffleMole,truffle mole,Biomes! Caverns,med,0.8999999761581421,0.4,0.9462,0.0538,0.572,ours,wildlife,0
AridShrubland,Megavole,megavole,Odyssey,med,0.800000011920929,0.4,0.9424,0.0576,0.57,foreign,wildlife,0
AridShrubland,VAEWaste_Megatardi,megatardi,Vanilla Animals Expanded — Waste Animals,large,2,0.18,0.8923,0.1077,0.583,dormant,wildlife,0
AridShrubland,GR_Lizardochs,lizardochs,Vanilla Genetics Expanded,huge,3,0.07,0.8769,0.1231,0.475,dormant,wildlife,0
AridShrubland,Torton,torton,Star Wars Animal Collection (Continued),SUPER,6,0.012,0.9136,0.0864,0.85,ours,wildlife,0
AridShrubland,AA_Aerofleet,aerofleet,Alpha Animals,tiny,0.20000000298023224,1.0,0.7275,0.2725,0.405,ours,wildlife,0
AridShrubland,JRWProtovermes,Protovermes,Jurassic Rimworld - Dinosaurs Only (Continued),tiny,0.20000000298023224,1.0,0.5405,0.4595,0.555,dormant,wildlife,0
AridShrubland,Terrorworm,terrorworm,Horrors (Continued),small,0.6000000238418579,0.7,0.7539,0.2461,0.657,foreign,wildlife,0
AridShrubland,Pufferpig,Pufferpig,Star Wars Animal Collection (Continued),small,0.5,0.7,0.6996,0.3004,0.413,foreign,wildlife,0
AridShrubland,BMT_MossBeetle,moss beetle,Biomes! Caverns,small,0.44999998807907104,0.7,0.6893,0.3107,0.456,ours,wildlife,0
AridShrubland,Igitz,igitz,Star Wars Animal Collection (Continued),small,0.3199999928474426,0.7,0.6792,0.3208,0.558,foreign,wildlife,0
AridShrubland,JRWQantassaurus,Qantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),med,1.5,0.4,0.8478,0.1522,0.438,ours,wildlife,0
AridShrubland,JRWDiplocaulus,Diplocaulus,Jurassic Rimworld - Dinosaurs Only (Continued),med,1.5,0.4,0.8166,0.1834,0.588,foreign,wildlife,0
AridShrubland,AA_Wildpawn,wildpawn,Alpha Animals,med,1.399999976158142,0.4,0.8095,0.1905,0.685,ours,wildlife,0
AridShrubland,JRWMeganeura,Meganeura,Jurassic Rimworld - Dinosaurs Only (Continued),med,1.5,0.4,0.8041,0.1959,0.588,foreign,wildlife,0
AridShrubland,JRWCaihong,Caihong,Jurassic Rimworld - Dinosaurs Only (Continued),med,1.5,0.4,0.8012,0.1988,0.588,ours,wildlife,0
AridShrubland,GiantToad,giant toad,Giant Toads (Continued),large,2,0.18,0.9203,0.0797,0.767,ours,wildlife,0
AridShrubland,JRWBagaceratops,Bagaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),large,2,0.18,0.9131,0.0869,0.45,ours,wildlife,0
AridShrubland,AA_SandLion,sand lion,Alpha Animals,large,2,0.18,0.8971,0.1029,0.6,ours,wildlife,0
AridShrubland,Orray,orray,Star Wars Animal Collection (Continued),large,2,0.18,0.8825,0.1175,0.67,ours,wildlife,0
AridShrubland,GR_AberrantFleshbeast,aberrant fleshbeast,Vanilla Genetics Expanded,huge,5,0.07,0.8572,0.1428,0.5,dormant,wildlife,0
AridShrubland,MA_Sivatherium,sivatherium,Mythic Ages: Megafauna Bestiary,huge,3.299999952316284,0.07,0.9339,0.0661,0.549,ours,wildlife,0
BMT_CrystalCaverns,Neebray,neebray,Star Wars Animal Collection (Continued),tiny,0.20000000298023224,1.0,0.5308,0.4692,0.605,ours,wildlife,0
BMT_CrystalCaverns,AA_Skyeel,arcturan sky eel,Alpha Animals,tiny,0.25,1.0,0.7196,0.2804,0.473,dormant,wildlife,0
BMT_CrystalCaverns,GR_Spidersnake,spidersnake,Vanilla Genetics Expanded,tiny,0.25,1.0,0.4937,0.5063,0.69,dormant,wildlife,0
BMT_CrystalCaverns,AA_Frostmite,frostmite,Alpha Animals,small,0.5,0.7,0.5975,0.4025,0.613,ours,wildlife,0
BMT_CrystalCaverns,AA_RedGoo,red goo,Alpha Animals,small,0.5,0.7,0.2947,0.7053,0.413,ours,wildlife,0
BMT_CrystalCaverns,BMT_FreezerFrog,freezer frog,Biomes! Caverns,small,0.75,0.7,0.8528,0.1472,0.569,dormant,wildlife,0
BMT_CrystalCaverns,AA_MegaLouse,megalouse,Alpha Animals,small,0.5,0.7,0.8056,0.1944,0.713,ours,wildlife,0
BMT_CrystalCaverns,GR_ParagonIguana,reptile paragon,Vanilla Genetics Expanded,small,0.4000000059604645,0.7,0.5592,0.4408,0.56,dormant,wildlife,0
BMT_CrystalCaverns,AA_AuroraSylph,Aurora sylph,Alpha Animals,small,0.5,0.7,0.6566,0.3434,0.413,ours,wildlife,0
BMT_CrystalCaverns,GR_Chickenlizard,chickenlizard,Vanilla Genetics Expanded,small,0.30000001192092896,0.7,0.5311,0.4689,0.408,dormant,wildlife,0
BMT_CrystalCaverns,Krykna,krykna,Star Wars Animal Collection (Continued),med,0.800000011920929,0.4,0.9461,0.0539,0.703,ours,wildlife,0
BMT_CrystalCaverns,VQE_IceCrawler,ice crawler,Vanilla Quests Expanded - Cryptoforge,med,0.800000011920929,0.4,0.8066,0.1934,0.68,dormant,wildlife,0
BMT_CrystalCaverns,VQE_Megamidge,megamidge,Vanilla Quests Expanded - Cryptoforge,med,1.2000000476837158,0.4,0.7804,0.2196,0.705,dormant,wildlife,0
BMT_CrystalCaverns,AA_Frostling,frostling,Alpha Animals,med,1.5,0.4,0.6735,0.3265,0.621,ours,wildlife,0
BMT_CrystalCaverns,AA_FrostAve,frost ave,Alpha Animals,med,1.2999999523162842,0.4,0.6694,0.3306,0.432,foreign,wildlife,0
BMT_CrystalCaverns,AA_WindBeast,windbeast,Alpha Animals,med,1.5,0.4,0.5811,0.4189,0.488,ours,wildlife,0
BMT_CrystalCaverns,Rabbuck,rabbuck,Beasts of the Rim (Continued),med,0.8999999761581421,0.4,0.4496,0.5504,0.422,foreign,wildlife,0
BMT_CrystalCaverns,Jakobeast,jakobeast,Star Wars Animal Collection (Continued),large,2.5999999046325684,0.18,0.6959,0.3041,0.465,ours,wildlife,0
BMT_CrystalCaverns,GR_Muffalope,muffalope,Vanilla Genetics Expanded,large,2,0.18,0.3625,0.6375,0.45,dormant,wildlife,0
BMT_CrystalCaverns,AA_RedSpore,red spore,Alpha Animals,large,2,0.18,0.3668,0.6332,0.5,ours,wildlife,0
BMT_CrystalCaverns,Gomphotaria,gomphotaria,Megafauna,huge,5,0.0504,0.8305,0.1695,0.65,foreign,wildlife,0
BMT_CrystalCaverns,MA_Aminox,aminox,Mythic Ages: Megafauna Bestiary,huge,3,0.0504,0.8137,0.1863,0.508,foreign,wildlife,0
BMT_CrystalCaverns,GR_Thrumffalo,thrumffalo,Vanilla Genetics Expanded,SUPER,8.399999618530273,0.0086,0.7633,0.2367,0.767,dormant,wildlife,0
BMT_CrystalCaverns,BMT_Megakrill,megakrill,Biomes! Polluted Lands,tiny,0.20000000298023224,1.0,0.8792,0.1208,0.455,dormant,wildlife,0
BMT_CrystalCaverns,BMT_Megaphorid,megaphorid,Biomes! Polluted Lands,small,0.6000000238418579,0.7,0.7618,0.2382,0.615,dormant,wildlife,0
BMT_CrystalCaverns,AA_Darkbeast,darkbeast,Alpha Animals,med,1.5,0.4,0.4374,0.5626,0.488,ours,wildlife,0
BMT_CrystalCaverns,AA_Slurrypede,slurrypede,Alpha Animals,large,2,0.18,0.8992,0.1008,0.833,ours,wildlife,0
BMT_CrystalCaverns,AA_Ravager,ravager,Alpha Animals,large,2.5,0.18,0.8552,0.1448,0.796,ours,wildlife,0
BMT_CrystalCaverns,Blixus,blixus,Star Wars Animal Collection (Continued),huge,4,0.0504,0.7548,0.2452,0.9,ours,wildlife,0
PoisonForest,Neebray,neebray,Star Wars Animal Collection (Continued),tiny,0.20000000298023224,1.0,0.685,0.315,0.605,ours,wildlife,0
PoisonForest,AA_InfectedAerofleet,infected aerofleet,Alpha Animals,tiny,0.20000000298023224,1.0,0.6271,0.3729,0.405,ours,wildlife,0
PoisonForest,TYR_Lemming,lemming,Little Critters,tiny,0.20000000298023224,1.0,0.6227,0.3773,0.405,ours,wildlife,0
PoisonForest,AA_AuroraSylph,Aurora sylph,Alpha Animals,small,0.5,0.7,0.8369,0.1631,0.413,ours,wildlife,0
PoisonForest,AM_Dryad_Corruptor,corruptor dryad,Alpha Memes,small,0.6669999957084656,0.7,0.6789,0.3211,0.467,dormant,wildlife,0
PoisonForest,AA_PebbleMit,pebblemit,Alpha Animals,small,0.5,0.7,0.7673,0.2327,0.554,ours,wildlife,0
PoisonForest,AM_Dryad_Ocular,ocular dryad,Alpha Memes,small,0.6669999957084656,0.7,0.6288,0.3712,0.467,dormant,wildlife,0
PoisonForest,AA_BedBug,bedbug,Alpha Animals,small,0.5,0.7,0.7034,0.2966,0.646,ours,wildlife,0
PoisonForest,BMT_FenridStoat,fenrid stoat,Biomes! Polluted Lands,med,1.399999976158142,0.4,0.8404,0.1596,0.575,dormant,wildlife,0
PoisonForest,AA_BlackSpider,blackspider,Alpha Animals,med,1.5,0.4,0.8386,0.1614,0.746,dormant,wildlife,0
PoisonForest,BMT_DarkAxolotl,dark axolotl,Biomes! Caverns,med,1,0.4,0.8235,0.1765,0.575,dormant,wildlife,0
PoisonForest,AA_GiantCrownedSilkie,giant crowned silkie,Alpha Animals,med,1.100000023841858,0.4,0.9056,0.0944,0.428,ours,wildlife,0
PoisonForest,BMT_Screecher,screecher,Biomes! Polluted Lands,med,1,0.4,0.7595,0.2405,0.565,dormant,wildlife,0
PoisonForest,AA_GreyCoatedMouflon,Grey-Coated Mouflon,Alpha Animals,med,0.800000011920929,0.4,0.8514,0.1486,0.42,ours,wildlife,0
PoisonForest,MA_Raptorkhan,raptorkhan,Mythic Ages: Megafauna Bestiary,large,2.0999999046325684,0.18,0.9877,0.0123,0.602,ours,wildlife,0
PoisonForest,DA_ImperialRedhound,imperial redhound,Dark Ages : Beasts and Monsters,large,2.1500000953674316,0.18,0.8722,0.1278,0.604,dormant,wildlife,0
PoisonForest,SW_Grenadierworm,Grenadierworm,Insectoids 2 - Isopoda geneline,large,2.5,0.18,0.8323,0.1677,0.963,dormant,wildlife,0
PoisonForest,GR_Ratffalo,ratffalo,Vanilla Genetics Expanded,large,1.75,0.18,0.8133,0.1867,0.644,dormant,wildlife,0
PoisonForest,GiantAnt_Race,giant ant,They! (Giant Ants),large,2,0.18,0.7606,0.2394,0.683,dormant,wildlife,0
PoisonForest,VFEI2_BlackEmpress,black empress,Alpha Animals,huge,4,0.1575,0.8435,0.1565,0.958,dormant,wildlife,0
PoisonForest,AA_Behemoth,Behemoth,Alpha Animals,SUPER,8,0.027,0.7519,0.2481,0.867,dormant,wildlife,0
PoisonForest,PoisonButterfly,butterfly,Advanced Biomes (Continued),tiny,0.20000000298023224,1.0,0.9496,0.0504,0.605,ours,wildlife,0
PoisonForest,GR_ParagonRat,rodent paragon,Vanilla Genetics Expanded,small,0.30000001192092896,0.7,0.8034,0.1966,0.558,dormant,wildlife,0
PoisonForest,AM_Dryad_Tumorous,tumorous dryad,Alpha Memes,small,0.6669999957084656,0.7,0.7862,0.2138,0.467,dormant,wildlife,0
PoisonForest,GR_Beetlefleet,beetlefleet,Vanilla Genetics Expanded,small,0.30000001192092896,0.7,0.76,0.24,0.558,dormant,wildlife,0
PoisonForest,Visceral,visceral,Horrors (Continued),med,1.2000000476837158,0.4,0.8126,0.1874,0.672,foreign,wildlife,0
PoisonForest,BMT_CaveLemming,cave lemming,Biomes! Caverns,med,1,0.4,0.8655,0.1345,0.425,dormant,wildlife,0
PoisonForest,DA_LeviathanCrab,leviathan,Dark Ages : Beasts and Monsters,huge,3.299999952316284,0.1575,0.813,0.187,0.924,dormant,wildlife,0
PoisonForest,Narglatch,narglatch,Star Wars Animal Collection (Continued),huge,4,0.1575,0.8754,0.1246,0.725,ours,wildlife,0
BMT_FungalForest,GR_Rabbitchicken,rabbitchicken,Vanilla Genetics Expanded,tiny,0.10000000149011612,1.0,0.8649,0.1351,0.403,dormant,wildlife,0
BMT_FungalForest,BMT_Varmot,varmot,Biomes! Polluted Lands,tiny,0.20000000298023224,1.0,0.7682,0.2318,0.395,dormant,wildlife,0
BMT_FungalForest,PoisonButterfly,butterfly,Advanced Biomes (Continued),tiny,0.20000000298023224,1.0,0.8172,0.1828,0.605,ours,wildlife,0
BMT_FungalForest,AA_DuskRat,dusk rat,Alpha Animals,tiny,0.15000000596046448,1.0,0.6981,0.3019,0.554,ours,wildlife,0
BMT_FungalForest,AA_BlackScarab,black scarab,Alpha Animals,small,0.30000001192092896,0.7,0.7492,0.2508,0.791,dormant,wildlife,0
BMT_FungalForest,BMT_MossyFennec,mossy fennec,Biomes! Caverns,small,0.6000000238418579,0.7,0.8125,0.1875,0.565,ours,wildlife,0
BMT_FungalForest,AM_Dryad_Unstable,unstable dryad,Alpha Memes,small,0.6499999761581421,0.7,0.6031,0.3969,0.466,dormant,wildlife,0
BMT_FungalForest,GR_Bearffalo,bearffalo,Vanilla Genetics Expanded,med,1.5,0.4,0.887,0.113,0.438,dormant,wildlife,0
BMT_FungalForest,Kybuck,kybuck,Star Wars Animal Collection (Continued),med,1,0.4,0.9543,0.0457,0.425,ours,wildlife,0
BMT_FungalForest,AA_OcularNightling,ocular nightling,Alpha Animals,med,1.2000000476837158,0.4,0.7714,0.2286,0.58,dormant,wildlife,0
BMT_FungalForest,MA_Gnaut,gnaut,Mythic Ages: Megafauna Bestiary,med,1.5,0.4,0.8668,0.1332,0.438,foreign,wildlife,0
BMT_FungalForest,BMT_CaveLemming,cave lemming,Biomes! Caverns,med,1,0.4,0.7635,0.2365,0.425,dormant,wildlife,0
BMT_FungalForest,GR_BearBug,bear bug,Vanilla Genetics Expanded,large,2,0.18,0.8199,0.1801,0.683,dormant,wildlife,0
BMT_FungalForest,DA_Taraal,taraal,Dark Ages : Beasts and Monsters,large,2.5,0.18,0.9196,0.0804,0.613,foreign,wildlife,0
BMT_FungalForest,AA_AnimaColossus,anima colossus,Alpha Animals,SUPER,6,0.008,0.9051,0.0949,0.5,ours,wildlife,0
BMT_FungalForest,GR_Doedicoon,doedicoon,Vanilla Genetics Expanded,small,0.30000001192092896,0.7,0.9079,0.0921,0.691,dormant,wildlife,0
BMT_FungalForest,BMT_FleeceSpider,fleece spider,Biomes! Caverns,small,0.3199999928474426,0.7,0.8456,0.1544,0.608,dormant,wildlife,0
BMT_FungalForest,Borcatu,Borcatu,Star Wars Animal Collection (Continued),small,0.4000000059604645,0.7,0.9279,0.0721,0.58,ours,wildlife,0
BMT_FungalForest,AM_Dryad_Corruptor,corruptor dryad,Alpha Memes,small,0.6669999957084656,0.7,0.7875,0.2125,0.467,dormant,wildlife,0
BMT_FungalForest,AM_Dryad_Ocular,ocular dryad,Alpha Memes,small,0.6669999957084656,0.7,0.7398,0.2602,0.467,dormant,wildlife,0
BMT_FungalForest,GR_Boomsquirrel,boomsquirrel,Vanilla Genetics Expanded,med,1.2999999523162842,0.4,0.8154,0.1846,0.432,dormant,wildlife,0
BMT_FungalForest,BMT_FenridStoat,fenrid stoat,Biomes! Polluted Lands,med,1.399999976158142,0.4,0.7813,0.2187,0.575,dormant,wildlife,0
BMT_FungalForest,VQEA_Splicetoot,splicetoot,Vanilla Quests Expanded - Ancients,med,0.800000011920929,0.4,0.7708,0.2292,0.52,dormant,wildlife,0
BMT_FungalForest,VRE_CompanionDryad,companion dryad,Vanilla Races Expanded - Phytokin,large,2.4000000953674316,0.18,0.5577,0.4423,0.66,dormant,wildlife,0
BMT_FungalForest,TeeMuss,tee muss,Star Wars Animal Collection (Continued),large,2.0999999046325684,0.18,0.6435,0.3565,0.452,ours,wildlife,0
BMT_FungalForest,Shaak,shaak,Star Wars Animal Collection (Continued),large,2,0.18,0.6362,0.3638,0.45,ours,wildlife,0
BMT_FungalForest,Platybelodon,platybelodon,Megafauna,huge,4.5,0.05,0.9112,0.0888,0.5,ours,wildlife,0
BMT_FungalForest,Elasmotherium,elasmotherium,Megafauna,huge,4,0.05,0.9065,0.0935,0.5,foreign,wildlife,0
BMT_FungalForest,DA_Crestel,crestel,Dark Ages : Beasts and Monsters,huge,4,0.05,0.8722,0.1278,0.817,foreign,wildlife,0
SeaIce,GR_Catchicken,catchicken,Vanilla Genetics Expanded,tiny,0.2549999952316284,1.0,0.8228,0.1772,0.556,dormant,wildlife,0
SeaIce,Porg,porg,Star Wars Animal Collection (Continued),tiny,0.18000000715255737,1.0,0.8888,0.1112,0.555,ours,wildlife,0
SeaIce,PoisonRat,poison rat,Advanced Biomes (Continued),tiny,0.15000000596046448,1.0,0.842,0.158,0.604,ours,wildlife,0
SeaIce,Bardelot,bardelot,Beasts of the Rim (Continued),small,0.550000011920929,0.7,0.9222,0.0778,0.564,foreign,wildlife,0
SeaIce,Vulptex,vulptex,Star Wars Animal Collection (Continued),small,0.550000011920929,0.7,0.8947,0.1053,0.584,ours,wildlife,0
SeaIce,AA_AnimusVox,animus vox,Alpha Animals,small,0.6499999761581421,0.7,0.857,0.143,0.566,ours,wildlife,0
SeaIce,BMT_Rimebeak,rimebeak,Biomes! Caverns,med,1.399999976158142,0.4,0.9308,0.0692,0.585,dormant,wildlife,0
SeaIce,VFEI2_Venomite,venomite,Vanilla Factions Expanded - Insectoids 2,med,1.2000000476837158,0.4,0.927,0.073,0.69,dormant,wildlife,0
SeaIce,VFEI2_RoyalSpelopede,royal spelopede,Vanilla Factions Expanded - Insectoids 2,med,1.2000000476837158,0.4,0.8929,0.1071,0.705,dormant,wildlife,0
SeaIce,VFEI2_Durapod,durapod,Vanilla Factions Expanded - Insectoids 2,med,0.800000011920929,0.4,0.886,0.114,0.92,dormant,wildlife,0
SeaIce,GR_Moleman,moleman,Vanilla Genetics Expanded,med,1.5,0.4,0.8526,0.1474,0.588,dormant,wildlife,0
SeaIce,GR_Bearman,bearman,Vanilla Genetics Expanded,med,1.25,0.4,0.8464,0.1536,0.581,dormant,wildlife,0
SeaIce,VFEI2_RoyalMegaspider,royal megaspider,Vanilla Factions Expanded - Insectoids 2,large,1.7999999523162842,0.18,0.9051,0.0949,0.802,dormant,wildlife,0
SeaIce,VFEI2_Tankroach,tankroach,Vanilla Factions Expanded - Insectoids 2,large,1.7999999523162842,0.18,0.8985,0.1015,0.945,dormant,wildlife,0
SeaIce,VFEI2_Megapede,megapede,Vanilla Factions Expanded - Insectoids 2,large,1.7999999523162842,0.18,0.8827,0.1173,0.802,dormant,wildlife,0
SeaIce,GR_Thrumdraeodon,thrumdraeodon,Vanilla Genetics Expanded,huge,4.5,0.35,0.9394,0.0606,0.917,dormant,wildlife,0
SeaIce,VFEI2_Empress,empress,Vanilla Factions Expanded - Insectoids 2,huge,4,0.35,0.9281,0.0719,0.862,dormant,wildlife,0
SeaIce,VFEI2_Silverfish,silverfish,Vanilla Factions Expanded - Insectoids 2,huge,5,0.35,0.907,0.093,1.0,dormant,wildlife,0
SeaIce,Tibidee,tibidee,Star Wars Animal Collection (Continued),SUPER,12,0.2,0.8919,0.1081,1.0,ours,wildlife,0
SeaIce,GRimBullfrog,Colorful bullfrog,GRiNDTerra Biomes,tiny,0.20000000298023224,1.0,0.2456,0.7544,0.505,foreign,wildlife,0
SeaIce,TetnissCrab,tet'niss crab,Star Wars Animal Collection (Continued),small,0.5,0.7,0.496,0.504,0.596,foreign,wildlife,0
SeaIce,Locust,locust,Odyssey,small,0.6000000238418579,0.7,0.8048,0.1952,0.615,dormant,wildlife,0
SeaIce,Voorpak,voorpak,Star Wars Animal Collection (Continued),small,0.3499999940395355,0.7,0.8506,0.1494,0.559,ours,wildlife,0
SeaIce,AM_UnshackledDryad,unshackled dryad,Alpha Memes,small,0.6669999957084656,0.7,0.746,0.254,0.617,dormant,wildlife,0
SeaIce,Blarth,blarth,Star Wars Animal Collection (Continued),small,0.3199999928474426,0.7,0.8379,0.1621,0.558,foreign,wildlife,0
SeaIce,Qormot,qormot,Star Wars Animal Collection (Continued),med,1,0.4,0.9189,0.0811,0.575,ours,wildlife,0
