defName,label,mod,bodySize,status,eligible,reason,defence
BMT_PustuleHornet,pustule hornet,Biomes! Polluted Lands,0.3199999928474426,dormant,1,wildlife,0.608
BMT_PustuleHornetQueen,pustule queen,Biomes! Polluted Lands,1,dormant,1,wildlife,0.625
BMT_PustuleHornetSpawned,pustule hornet,Biomes! Polluted Lands,0.3199999928474426,dormant,1,wildlife,0.608
BMT_Rimebeak,rimebeak,Biomes! Caverns,1.399999976158142,dormant,1,wildlife,0.585
BMT_RoyalRhino,royal rhino beetle,Biomes! Caverns,3,ours,1,wildlife,0.692
BMT_RoyalRhinoLarvae,royal rhino grub,Biomes! Caverns,0.8999999761581421,dormant,1,wildlife,0.789
BMT_RoyalRhinoPupa,royal rhino pupa,Biomes! Caverns,1,dormant,1,wildlife,0.875
BMT_Sacapillar,sacapillar,Biomes! Polluted Lands,2.4000000953674316,dormant,1,wildlife,0.51
BMT_SandLeaper,sand leaper,Biomes! Caverns,0.20000000298023224,dormant,1,wildlife,0.455
BMT_SandPillar,sandpillar,Biomes! Caverns,0.800000011920929,dormant,1,wildlife,0.42
BMT_Screecher,screecher,Biomes! Polluted Lands,1,dormant,1,wildlife,0.565
BMT_ShatterjawBeetle,shatterjaw beetle,Biomes! Caverns,1,ours,1,wildlife,0.625
BMT_ShatterjawBeetleLarvae,shatterjaw grub,Biomes! Caverns,0.8999999761581421,dormant,1,wildlife,0.422
BMT_ShatterjawBeetlePupa,shatterjaw pupa,Biomes! Caverns,1,dormant,1,wildlife,0.625
BMT_ShimmershellSnail,shimmershell snail,Biomes! Caverns,0.6000000238418579,ours,1,wildlife,0.485
BMT_SilverSheep,silver sheep,Biomes! Caverns,0.8500000238418579,dormant,1,wildlife,0.421
BMT_SludgeCrawler,sludgecrawler,Biomes! Polluted Lands,2.5999999046325684,dormant,1,wildlife,0.563
BMT_SmogMoth,smog moth,Biomes! Polluted Lands,0.7699999809265137,dormant,1,wildlife,0.559
BMT_SmogMothLarvae,smog caterpillar,Biomes! Polluted Lands,0.5,dormant,1,wildlife,0.403
BMT_SmogPupa,smog pupa,Biomes! Polluted Lands,1,dormant,1,wildlife,0.625
BMT_SmolderstingScorpion,smoldersting scorpion,Biomes! Caverns,2,foreign,1,wildlife,0.603
BMT_Snowstalker,snowstalker,Biomes! Caverns,1,dormant,1,wildlife,0.575
BMT_SonarRabbit,sonar rabbit,Biomes! Caverns,0.20000000298023224,ours,1,wildlife,0.405
BMT_Stoneback,stoneback,Biomes! Caverns,0.4000000059604645,dormant,1,wildlife,0.56
BMT_Swarmcaller,swarmcaller,Biomes! Polluted Lands,1,dormant,1,wildlife,0.625
BMT_TaintedTurtle,tainted turtle,Biomes! Polluted Lands,0.5,dormant,1,wildlife,0.619
BMT_Thrumbungus,thrumbungus,Biomes! Caverns,4,dormant,1,wildlife,0.867
BMT_ToxSheep,tox-wool sheep,Biomes! Polluted Lands,0.75,dormant,1,wildlife,0.409
BMT_TripleSnapper,triple snapper,Biomes! Polluted Lands,1.399999976158142,dormant,1,wildlife,0.717
BMT_TruffleMole,truffle mole,Biomes! Caverns,0.8999999761581421,ours,1,wildlife,0.572
BMT_Varmot,varmot,Biomes! Polluted Lands,0.20000000298023224,dormant,1,wildlife,0.395
BMT_WasteHound,waste hound,Biomes! Polluted Lands,0.8600000143051147,dormant,1,wildlife,0.562
BMT_Woollybat,woolly bat,Biomes! Caverns,1.2000000476837158,ours,1,wildlife,0.43
BMT_Xyrion,xyrion,Biomes! Caverns,0.8999999761581421,ours,1,wildlife,0.572
BMT_Yooka,yooka,Biomes! Caverns,2.0999999046325684,ours,1,wildlife,0.452
Badger,badger,Odyssey,0.6000000238418579,dormant,1,wildlife,0.565
Bantha,bantha,Star Wars Animal Collection (Continued),4,ours,1,wildlife,0.5
Bardelot,bardelot,Beasts of the Rim (Continued),0.550000011920929,foreign,1,wildlife,0.564
Bear_Grizzly,grizzly bear,Core,2.1500000953674316,ours,1,wildlife,0.604
Bear_Polar,polar bear,Core,2.1500000953674316,ours,1,wildlife,0.604
Behemoth,behemoth,Star Wars Animal Collection (Continued),6,ours,1,wildlife,0.875
Beldon,beldon,Star Wars Animal Collection (Continued),6,ours,1,wildlife,0.65
BiomesIslands_Flamingo,rose flamingo,Biomes! Core,0.699999988079071,dormant,1,wildlife,0.567
Bison,bison,Core,2.4000000953674316,ours,1,wildlife,0.46
BlackBear,black bear,Beasts of the Rim (Continued),2.1500000953674316,dormant,1,wildlife,0.604
BlackBearMan,black bear man,Beasts of the Rim (Continued),1,dormant,1,wildlife,0.575
Blarth,blarth,Star Wars Animal Collection (Continued),0.3199999928474426,foreign,1,wildlife,0.558
Blixus,blixus,Star Wars Animal Collection (Continued),4,ours,1,wildlife,0.9
Bluebird,bluebird,Odyssey,0.15000000596046448,dormant,1,wildlife,0.404
Blurrg,blurrg,Star Wars Animal Collection (Continued),2.5,ours,1,wildlife,0.613
Boarwolf,Boar-wolf,Star Wars Animal Collection (Continued),2,ours,1,wildlife,0.6
BogHound,bog hound,Odyssey,0.8500000238418579,dormant,1,wildlife,0.621
Bogwing,bogwing,Star Wars Animal Collection (Continued),0.699999988079071,ours,1,wildlife,0.567
Bolotaur,bolotaur,Star Wars Animal Collection (Continued),3,ours,1,wildlife,0.475
Boma,boma,Star Wars Animal Collection (Continued),2,ours,1,wildlife,0.7
Boomalope,boomalope,Core,2,ours,1,wildlife,0.45
Boomrat,boomrat,Core,0.20000000298023224,ours,1,wildlife,0.555
Borcatu,Borcatu,Star Wars Animal Collection (Continued),0.4000000059604645,ours,1,wildlife,0.58
Bordok,bordok,Star Wars Animal Collection (Continued),1.399999976158142,ours,1,wildlife,0.435
Brezak,brezak,Star Wars Animal Collection (Continued),3,ours,1,wildlife,0.625
BroodLord,brood lord,Horrors (Continued),13.199999809265137,dormant,1,wildlife,0.742
Bulbfreak,bulbfreak,Anomaly,3.5,dormant,1,anomaly,0.238
Bullfrog,bullfrog,Odyssey,0.20000000298023224,foreign,1,wildlife,0.505
Bulwark,bulwark,Horrors (Continued),6.199999809265137,foreign,1,wildlife,0.742
Bursa,bursa,Star Wars Animal Collection (Continued),2.5,ours,1,wildlife,0.663
CACrystalScythe,Crystal scythe,Caravan Adventures,1,dormant,0,mechanoid_flesh,0.525
CADevourer,Devourer,Caravan Adventures,3.200000047683716,dormant,0,mechanoid_flesh,0.58
CAEndBossMech,Judgment,Caravan Adventures,3.200000047683716,dormant,0,mechanoid_flesh,0.58
CAHarbinger,Harbinger,Caravan Adventures,1,dormant,0,mechanoid_flesh,0.525
CAHavoc,Havoc,Caravan Adventures,1,dormant,0,mechanoid_flesh,0.525
CAMech_Scyther,summoned scyther,Caravan Adventures,1,dormant,0,mechanoid_flesh,0.525
CanCell,can-cell,Star Wars Animal Collection (Continued),1.4500000476837158,ours,1,wildlife,0.616
Cannok,cannok,Star Wars Animal Collection (Continued),0.8500000238418579,ours,1,wildlife,0.581
Capybara,capybara,Core,0.75,ours,1,wildlife,0.419
Caribou,caribou,Core,1,foreign,1,wildlife,0.425
Cassowary,cassowary,Core,0.6000000238418579,dormant,1,wildlife,0.415
Castoroides,castoroides,Megafauna,1.75,dormant,1,wildlife,0.444
Cat,cat,Core,0.3199999928474426,dormant,1,wildlife,0.558
Cat_Scimitar,scimitar cat,Odyssey,1.2999999523162842,dormant,1,wildlife,0.582
Chalicotherium,chalicotherium,Megafauna,4,dormant,1,wildlife,0.5
Chicken,chicken,Core,0.30000001192092896,dormant,1,wildlife,0.408
Chimera,chimera,Anomaly,2.1500000953674316,dormant,1,anomaly,0.204
Chinchilla,chinchilla,Core,0.3499999940395355,ours,1,wildlife,0.409
ChrysalideRancor,chrysalide rancor,Star Wars Animal Collection (Continued),8,ours,1,wildlife,1.0
Clodhopper,clodhopper,Star Wars Animal Collection (Continued),0.5,ours,1,wildlife,0.572
Cobra,cobra,Core,0.25,dormant,1,wildlife,0.556
ColossusToad,colossus toad,Odyssey,0.800000011920929,foreign,1,wildlife,0.52
Convor,convor,Star Wars Animal Collection (Continued),0.4000000059604645,ours,1,wildlife,0.56
CorellianHound,corellian hound,Star Wars Animal Collection (Continued),0.8500000238418579,ours,1,wildlife,0.591
Corinathoth,corinathoth,Star Wars Animal Collection (Continued),4,ours,1,wildlife,0.6
Cougar,cougar,Core,1,ours,1,wildlife,0.575
Cow,cow,Core,2.4000000953674316,dormant,1,wildlife,0.46
Crow,crow,Odyssey,0.15000000596046448,dormant,1,wildlife,0.554
DA_ArcticOwlcat,arctic owlcat,Dark Ages : Beasts and Monsters,0.3799999952316284,dormant,1,wildlife,0.559
DA_Barog,barogoth,Dark Ages : Beasts and Monsters,2.4000000953674316,foreign,1,wildlife,0.46
DA_BeardedTroll,bearded troll,Dark Ages : Beasts and Monsters,2,foreign,1,wildlife,0.6
DA_BlackScribe,black scribe,Dark Ages : Beasts and Monsters,0.5,ours,1,wildlife,0.738
DA_Crestel,crestel,Dark Ages : Beasts and Monsters,4,foreign,1,wildlife,0.817
DA_DwarvenMuffton,dwarven muffton,Dark Ages : Beasts and Monsters,1.2999999523162842,foreign,1,wildlife,0.482
DA_ForestOwlcat,forest owlcat,Dark Ages : Beasts and Monsters,0.3799999952316284,dormant,1,wildlife,0.559
DA_Goldilox,goldilox,Dark Ages : Beasts and Monsters,4,dormant,1,wildlife,0.6
DA_ImperialRedhound,imperial redhound,Dark Ages : Beasts and Monsters,2.1500000953674316,dormant,1,wildlife,0.604
DA_IroncasketBeetle,ironcasket beetle,Dark Ages : Beasts and Monsters,0.5,dormant,1,wildlife,0.766
DA_Karabal,karabal,Dark Ages : Beasts and Monsters,1.399999976158142,ours,1,wildlife,0.585
DA_LeviathanCrab,leviathan,Dark Ages : Beasts and Monsters,3.299999952316284,dormant,1,wildlife,0.924
DA_NorthernDrog,northern drog,Dark Ages : Beasts and Monsters,4,foreign,1,wildlife,0.65
DA_Phrak,phrak,Dark Ages : Beasts and Monsters,0.30000001192092896,foreign,1,wildlife,0.608
DA_Pilgrim,pilgrim,Dark Ages : Beasts and Monsters,2.4000000953674316,ours,1,wildlife,0.46
DA_RedhornedLarpah,red-horned larpah,Dark Ages : Beasts and Monsters,1,ours,1,wildlife,0.575
DA_RockTroll,rock troll,Dark Ages : Beasts and Monsters,4.5,dormant,1,wildlife,0.95
DA_SilverMole,silver mole,Dark Ages : Beasts and Monsters,0.20000000298023224,dormant,1,wildlife,0.405
DA_Snaptoad,giant snaptoad,Dark Ages : Beasts and Monsters,2.299999952316284,foreign,1,wildlife,0.607
DA_SnowTaraal,snow taraal,Dark Ages : Beasts and Monsters,2.5,foreign,1,wildlife,0.613
DA_Taraal,taraal,Dark Ages : Beasts and Monsters,2.5,foreign,1,wildlife,0.613
DZY_RNGChicken,chaos chicken,R-Hen-G: Chaos Chickens,0.30000001192092896,dormant,1,wildlife,0.408
Dactillion,dactillion,Star Wars Animal Collection (Continued),3,ours,1,wildlife,0.625
Daeodon,daeodon,Megafauna,3,dormant,1,wildlife,0.625
Dalgo,dalgo,Star Wars Animal Collection (Continued),2.5,ours,1,wildlife,0.672
Deer,deer,Core,1.2000000476837158,ours,1,wildlife,0.43
Deinotherium,deinotherium,Megafauna,5.5,dormant,1,wildlife,0.5
Devourer,devourer,Anomaly,4,dormant,1,anomaly,0.517
Devourers,devourer,Star Wars Animal Collection (Continued),2.5,ours,1,wildlife,0.787
Dewback,dewback,Star Wars Animal Collection (Continued),3,ours,1,wildlife,0.625
Dianoga,dianoga,Star Wars Animal Collection (Continued),4,ours,1,wildlife,0.74
Dinocrocuta,dinocrocuta,Megafauna,3.5,ours,1,wildlife,0.637
Dinopithecus,dinopithecus,Megafauna,2.5,dormant,1,wildlife,0.613
Dinornis,dinornis,Megafauna,5,ours,1,wildlife,0.5
Diprotodon,diprotodon,Megafauna,4.199999809265137,dormant,1,wildlife,0.5
Doedicurus,doedicurus,Megafauna,3,ours,1,wildlife,0.575
Donkey,donkey,Core,1.399999976158142,ours,1,wildlife,0.435
Dragonsnake,Dragonsnake,Star Wars Animal Collection (Continued),4,foreign,1,wildlife,0.792
Dreadmeld,dreadmeld,Anomaly,5,dormant,1,anomaly,0.28
Drexl,drexl,Star Wars Animal Collection (Continued),5,ours,1,wildlife,0.95
Dromedary,dromedary,Core,2.0999999046325684,ours,1,wildlife,0.452
Drone_Hunter,hunter drone,Odyssey,0.699999988079071,dormant,0,not_an_animal,0.517
Drone_Sentry,sentry drone,Odyssey,1,dormant,0,not_an_animal,0.525
Drone_Wasp,wasp,Odyssey,0.25,dormant,0,not_an_animal,0.506
Dryad_Barkskin,barkskin dryad,Ideology,0.6499999761581421,dormant,1,wildlife,0.65
Dryad_Basic,immature dryad,Ideology,0.6669999957084656,dormant,1,wildlife,0.467
Dryad_Berrymaker,berrymaker dryad,Ideology,0.6669999957084656,dormant,1,wildlife,0.467
Dryad_Carrier,carrier dryad,Ideology,0.6669999957084656,dormant,1,wildlife,0.467
Dryad_Clawer,clawer dryad,Ideology,0.6669999957084656,dormant,1,wildlife,0.467
Dryad_Gaumaker,gaumaker dryad,Ideology,0.6669999957084656,dormant,1,wildlife,0.467
Dryad_Medicinemaker,medicinemaker dryad,Ideology,0.6669999957084656,dormant,1,wildlife,0.467
Dryad_Woodmaker,woodmaker dryad,Ideology,0.6669999957084656,dormant,1,wildlife,0.467
Duck,duck,Core,0.30000001192092896,foreign,1,wildlife,0.408
ERN_Amaro,amaro,Erin's Final Fantasy Animals,1.25,ours,1,wildlife,0.431
ERN_BigCarbuncle,grand carbuncle,Erin's Final Fantasy Animals,1,dormant,1,wildlife,0.575
ERN_Carbuncle,carbuncle,Erin's Final Fantasy Animals,0.6000000238418579,dormant,1,wildlife,0.565
ERN_Chocobo,chocobo,Erin's Final Fantasy Animals,1,dormant,1,wildlife,0.425
Elasmotherium,elasmotherium,Megafauna,4,foreign,1,wildlife,0.5
Elephant,elephant,Core,4,ours,1,wildlife,0.5
Elk,elk,Core,2.0999999046325684,foreign,1,wildlife,0.452
Emu,emu,Core,0.6000000238418579,dormant,1,wildlife,0.415
EnergySpider,energy spider,Star Wars Animal Collection (Continued),3,ours,1,wildlife,0.923
Enhydriodon,enhydriodon,Megafauna,3,dormant,1,wildlife,0.625
Eopie,eopie,Star Wars Animal Collection (Continued),1.399999976158142,ours,1,wildlife,0.455
Falumpaset,falumpaset,Star Wars Animal Collection (Continued),3,ours,1,wildlife,0.625
Fambaa,fambaa,Star Wars Animal Collection (Continued),6,ours,1,wildlife,0.717
Fanback,fanback,Star Wars Animal Collection (Continued),2,ours,1,wildlife,0.65
FancyRat,fancy rat,AA FancyRats,0.15000000596046448,ours,1,wildlife,0.554
FeralGrazer,feral grazer,Star Wars Animal Collection (Continued),2,ours,1,wildlife,0.51
FeralNerf,feral nerf,Star Wars Animal Collection (Continued),1,ours,1,wildlife,0.425
Fingerspike,fingerspike,Anomaly,0.6000000238418579,dormant,1,anomaly,0.165
Flamingo,flamingo,Odyssey,0.6000000238418579,dormant,1,wildlife,0.565
FleshmassNucleus,fleshmass nucleus,Anomaly,1,dormant,1,anomaly,0.525
Fox_Arctic,arctic fox,Core,0.550000011920929,ours,1,wildlife,0.564
Fox_Fennec,fennec fox,Core,0.550000011920929,ours,1,wildlife,0.564
Fox_Red,red fox,Core,0.550000011920929,ours,1,wildlife,0.564
FrilledGorg,frilled gorg,Star Wars Animal Collection (Continued),0.4000000059604645,ours,1,wildlife,0.56
FrogDog,frog dog,Star Wars Animal Collection (Continued),0.8500000238418579,ours,1,wildlife,0.571
GR_AberrantFleshbeast,aberrant fleshbeast,Vanilla Genetics Expanded,5,dormant,1,wildlife,0.5
GR_AnimusHare,animus hare,Vanilla Genetics Expanded,0.3499999940395355,dormant,1,wildlife,0.409
GR_ArchotechCentipede,archocentipede,Vanilla Genetics Expanded,20,dormant,0,mechanoid_flesh,0.85
GR_BearBug,bear bug,Vanilla Genetics Expanded,2,dormant,1,wildlife,0.683
GR_Bearalope,bearalope,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.588
GR_Bearcat,bearcat,Vanilla Genetics Expanded,1.75,dormant,1,wildlife,0.594
GR_Bearchicken,bearchicken,Vanilla Genetics Expanded,0.8100000023841858,dormant,1,wildlife,0.42
GR_Bearffalo,bearffalo,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.438
GR_Bearhorse,bearhorse,Vanilla Genetics Expanded,3.5,dormant,1,wildlife,0.637
GR_Bearman,bearman,Vanilla Genetics Expanded,1.25,dormant,1,wildlife,0.581
GR_Bearmole,bearmole,Vanilla Genetics Expanded,0.800000011920929,dormant,1,wildlife,0.57
GR_Bearodile,bearodile,Vanilla Genetics Expanded,3.5,dormant,1,wildlife,0.637
GR_Bearscarab,bearscarab,Vanilla Genetics Expanded,3,dormant,1,wildlife,0.842
GR_Bearwolf,bearwolf,Vanilla Genetics Expanded,1,dormant,1,wildlife,0.575
GR_Beaverwolf,beaverwolf,Vanilla Genetics Expanded,0.8999999761581421,dormant,1,wildlife,0.572
GR_Beetlefleet,beetlefleet,Vanilla Genetics Expanded,0.30000001192092896,dormant,1,wildlife,0.558
GR_Boomabear,boomabear,Vanilla Genetics Expanded,2.5,dormant,1,wildlife,0.463
GR_Boomachicken,boomachicken,Vanilla Genetics Expanded,0.75,dormant,1,wildlife,0.419
GR_Boomalisk,boomalisk,Vanilla Genetics Expanded,2,dormant,1,wildlife,0.783
GR_Booman,booman,Vanilla Genetics Expanded,1.25,dormant,1,wildlife,0.431
GR_Boombeetle,boombeetle,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.738
GR_Boomcat,boomcat,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.438
GR_Boomffalo,boomffalo,Vanilla Genetics Expanded,2.25,dormant,1,wildlife,0.456
GR_Boomhorse,boomhorse,Vanilla Genetics Expanded,2,dormant,1,wildlife,0.45
GR_Boomnotherium,boomnotherium,Vanilla Genetics Expanded,5.5,dormant,1,wildlife,0.5
GR_Boomsnake,boomsnake,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.438
GR_Boomsquirrel,boomsquirrel,Vanilla Genetics Expanded,1.2999999523162842,dormant,1,wildlife,0.432
GR_Boomwolf,boomwolf,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.588
GR_Catalope,catalope,Vanilla Genetics Expanded,0.2549999952316284,dormant,1,wildlife,0.556
GR_Catbear,catbear,Vanilla Genetics Expanded,0.4000000059604645,dormant,1,wildlife,0.56
GR_Catchicken,catchicken,Vanilla Genetics Expanded,0.2549999952316284,dormant,1,wildlife,0.556
GR_Catffalo,catffalo,Vanilla Genetics Expanded,0.4000000059604645,dormant,1,wildlife,0.41
GR_Cathorse,cathorse,Vanilla Genetics Expanded,2,dormant,1,wildlife,0.6
GR_Catman,catman,Vanilla Genetics Expanded,0.2549999952316284,dormant,1,wildlife,0.556
GR_Catrabbit,catrabbit,Vanilla Genetics Expanded,0.30000001192092896,dormant,1,wildlife,0.558
GR_Catwolf,catwolf,Vanilla Genetics Expanded,0.4000000059604645,dormant,1,wildlife,0.56
GR_Chickenbear,chickenbear,Vanilla Genetics Expanded,0.30000001192092896,dormant,1,wildlife,0.408
GR_Chickencat,chickencat,Vanilla Genetics Expanded,0.30000001192092896,dormant,1,wildlife,0.408
GR_Chickenffalo,chickenffalo,Vanilla Genetics Expanded,0.20000000298023224,dormant,1,wildlife,0.405
GR_Chickenhorse,chickenhorse,Vanilla Genetics Expanded,1,dormant,1,wildlife,0.425
GR_Chickenlizard,chickenlizard,Vanilla Genetics Expanded,0.30000001192092896,dormant,1,wildlife,0.408
GR_Chickenlodon,chickenlodon,Vanilla Genetics Expanded,2,dormant,1,wildlife,0.6
GR_Chickenlope,chickenlope,Vanilla Genetics Expanded,0.18000000715255737,dormant,1,wildlife,0.405
GR_Chickenrabbit,chickenrabbit,Vanilla Genetics Expanded,0.15000000596046448,dormant,1,wildlife,0.404
GR_Chickenspider,chickenspider,Vanilla Genetics Expanded,1.100000023841858,dormant,1,wildlife,0.711
GR_Chickenwolf,chickenwolf,Vanilla Genetics Expanded,0.30000001192092896,dormant,1,wildlife,0.408
GR_Crocorse,crocorse,Vanilla Genetics Expanded,2.75,dormant,1,wildlife,0.469
GR_Doedicoon,doedicoon,Vanilla Genetics Expanded,0.30000001192092896,dormant,1,wildlife,0.691
GR_Dogman,dogman,Vanilla Genetics Expanded,0.75,dormant,1,wildlife,0.569
GR_Elasmobearium,elasmobearium,Vanilla Genetics Expanded,4,dormant,1,wildlife,0.65
GR_FleshGrowth,flesh growth,Vanilla Genetics Expanded,5,dormant,1,wildlife,0.65
GR_FleshMonstrosity,flesh monstrosity,Vanilla Genetics Expanded,5,dormant,1,wildlife,0.65
GR_Fleshling,fleshling,Vanilla Genetics Expanded,0.20000000298023224,dormant,1,wildlife,0.405
GR_Groundffalo,groundffalo,Vanilla Genetics Expanded,3,dormant,1,wildlife,0.525
GR_Hurseman,hurseman,Vanilla Genetics Expanded,2.4000000953674316,dormant,1,wildlife,0.61
GR_Lizardman,lizardman,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.588
GR_Lizardochs,lizardochs,Vanilla Genetics Expanded,3,dormant,1,wildlife,0.475
GR_Manalope,manalope,Vanilla Genetics Expanded,0.5,dormant,1,wildlife,0.413
GR_Manbear,manbear,Vanilla Genetics Expanded,0.3499999940395355,dormant,1,wildlife,0.559
GR_Mancat,mancat,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.588
GR_Manchicken,manchicken,Vanilla Genetics Expanded,2,dormant,1,wildlife,0.45
GR_Manffalo,manffalo,Vanilla Genetics Expanded,2.4000000953674316,dormant,1,wildlife,0.46
GR_Manscarab,manscarab,Vanilla Genetics Expanded,1,dormant,1,wildlife,0.758
GR_Mansquirrel,mansquirrel,Vanilla Genetics Expanded,0.30000001192092896,dormant,1,wildlife,0.408
GR_Mantistanis,mantistanis,Vanilla Genetics Expanded,3,dormant,1,wildlife,0.808
GR_Manwolf,manwolf,Vanilla Genetics Expanded,2,dormant,1,wildlife,0.6
GR_MeadowLizard,meadow lizard,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.588
GR_Mechabear,mechabear,Vanilla Genetics Expanded,2,dormant,0,mechanoid_flesh,0.6
GR_Mechacat,mechacat,Vanilla Genetics Expanded,1.2999999523162842,dormant,0,mechanoid_flesh,0.566
GR_Mechachicken,mecha-chicken,Vanilla Genetics Expanded,0.75,dormant,0,mechanoid_flesh,0.519
GR_Mechahorse,mecha-horse,Vanilla Genetics Expanded,4,dormant,0,mechanoid_flesh,0.633
GR_Mechalope,mechalope,Vanilla Genetics Expanded,1.5,dormant,0,mechanoid_flesh,0.554
GR_Mechamime,mecha-mime,Vanilla Genetics Expanded,1,dormant,0,mechanoid_flesh,0.758
GR_Mechamuffalo,mecha-muffalo,Vanilla Genetics Expanded,13,dormant,0,mechanoid_flesh,0.633
GR_Mecharat,mecha-rat,Vanilla Genetics Expanded,0.20000000298023224,dormant,0,mechanoid_flesh,0.505
GR_Mechaspider,mechaspider,Vanilla Genetics Expanded,2,dormant,0,mechanoid_flesh,0.617
GR_Mechathrumbo,mechathrumbo,Vanilla Genetics Expanded,10,dormant,0,mechanoid_flesh,0.717
GR_Mechaturtle,mechaturtle,Vanilla Genetics Expanded,1,dormant,0,mechanoid_flesh,0.775
GR_Mechawolf,mechawolf,Vanilla Genetics Expanded,1.5,dormant,0,mechanoid_flesh,0.571
GR_Molebear,molebear,Vanilla Genetics Expanded,1,dormant,1,wildlife,0.575
GR_Molehorse,molehorse,Vanilla Genetics Expanded,1,dormant,1,wildlife,0.425
GR_Moleman,moleman,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.588
GR_Muffalobear,muffalobear,Vanilla Genetics Expanded,2.5,dormant,1,wildlife,0.463
GR_Muffalocat,muffalocat,Vanilla Genetics Expanded,1.850000023841858,dormant,1,wildlife,0.446
GR_Muffalochicken,muffalochicken,Vanilla Genetics Expanded,1.7999999523162842,dormant,1,wildlife,0.445
GR_Muffalohorse,muffalohorse,Vanilla Genetics Expanded,3.4000000953674316,dormant,1,wildlife,0.485
GR_Muffalokomodo,muffalokomodo,Vanilla Genetics Expanded,3.5,dormant,1,wildlife,0.488
GR_Muffaloman,muffaloman,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.438
GR_Muffalope,muffalope,Vanilla Genetics Expanded,2,dormant,1,wildlife,0.45
GR_Muffalopede,muffalopede,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.588
GR_Muffalorat,muffalorat,Vanilla Genetics Expanded,1,dormant,1,wildlife,0.425
GR_Muffalowolf,muffalowolf,Vanilla Genetics Expanded,2,dormant,1,wildlife,0.45
GR_Needlechicken,needlechicken,Vanilla Genetics Expanded,0.25,dormant,1,wildlife,0.456
GR_Nighthrumbo,nighthrumbo,Vanilla Genetics Expanded,3,dormant,1,wildlife,0.675
GR_Paraceramuffalo,paraceramuffalo,Vanilla Genetics Expanded,16,dormant,1,wildlife,0.5
GR_ParagonBear,ursine paragon,Vanilla Genetics Expanded,2.950000047683716,dormant,1,wildlife,0.624
GR_ParagonBoomalope,boomalope paragon,Vanilla Genetics Expanded,2.200000047683716,dormant,1,wildlife,0.455
GR_ParagonChicken,avian paragon,Vanilla Genetics Expanded,0.5,dormant,1,wildlife,0.413
GR_ParagonFeline,feline paragon,Vanilla Genetics Expanded,1.7999999523162842,dormant,1,wildlife,0.595
GR_ParagonHorse,equine paragon,Vanilla Genetics Expanded,3,dormant,1,wildlife,0.475
GR_ParagonHumanoid,humanoid paragon,Vanilla Genetics Expanded,2.299999952316284,dormant,1,wildlife,0.457
GR_ParagonIguana,reptile paragon,Vanilla Genetics Expanded,0.4000000059604645,dormant,1,wildlife,0.56
GR_ParagonInsectoid,insectoid paragon,Vanilla Genetics Expanded,2.5,dormant,1,wildlife,0.829
GR_ParagonMuffalo,muffalo paragon,Vanilla Genetics Expanded,2.5,dormant,1,wildlife,0.463
GR_ParagonRat,rodent paragon,Vanilla Genetics Expanded,0.30000001192092896,dormant,1,wildlife,0.558
GR_ParagonThrumbo,colossal paragon,Vanilla Genetics Expanded,4.5,dormant,1,wildlife,0.767
GR_ParagonWolf,canine paragon,Vanilla Genetics Expanded,1,dormant,1,wildlife,0.575
GR_Rabbitcat,rabbitcat,Vanilla Genetics Expanded,2.5,dormant,1,wildlife,0.613
GR_Rabbitchicken,rabbitchicken,Vanilla Genetics Expanded,0.10000000149011612,dormant,1,wildlife,0.403
GR_Ratffalo,ratffalo,Vanilla Genetics Expanded,1.75,dormant,1,wildlife,0.644
GR_Snakecat,snakecat,Vanilla Genetics Expanded,1.5,dormant,1,wildlife,0.588
GR_Spidercat,spidercat,Vanilla Genetics Expanded,0.8500000238418579,dormant,1,wildlife,0.705
GR_Spiderhorse,spiderhorse,Vanilla Genetics Expanded,2.4000000953674316,dormant,1,wildlife,0.827
GR_Spidersnake,spidersnake,Vanilla Genetics Expanded,0.25,dormant,1,wildlife,0.69
GR_Squirralope,squirralope,Vanilla Genetics Expanded,0.20000000298023224,dormant,1,wildlife,0.405
GR_Thrumbalope,thrumbalope,Vanilla Genetics Expanded,4,dormant,1,wildlife,0.633
GR_Thrumbear,thrumbear,Vanilla Genetics Expanded,6,dormant,1,wildlife,0.717
GR_Thrumbocat,thrumbocat,Vanilla Genetics Expanded,2,dormant,1,wildlife,0.75
GR_Thrumbochicken,thrumbochicken,Vanilla Genetics Expanded,3,dormant,1,wildlife,0.792
GR_Thrumbolizard,thrumbolizard,Vanilla Genetics Expanded,3.5,dormant,1,wildlife,0.654
GR_Thrumboman,thrumboman,Vanilla Genetics Expanded,4,dormant,1,wildlife,0.633
