defName,label,mod,intelligence,bodySize,status,px,w,h,aspect,fill,spiky,symmetry,hue,hue_conc,sat,val,contrast,hist,biomes_now
BMT_JewelBeetlePupa,jewel pupa,Biomes! Caverns,Animal,1,dormant,3945,105,51,2.059,0.737,1.078,0.892,0.0,0.0,0.0,0.617,0.237,0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_LandOctopus,terrestrial octopus,Biomes! Core,Animal,0.800000011920929,dormant,4773,94,96,0.979,0.529,1.474,0.997,0.1925,0.997,0.55,0.405,0.312,0.004 0.011 0.985 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_MaceDrake,mace drake,Biomes! Caverns,Animal,3.5,dormant,5415,122,111,1.099,0.4,2.427,0.995,0.6648,0.973,0.122,0.294,0.218,0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.354 0.622 0.012 0.010 0.000,
BMT_Maguana,maguana,Biomes! Caverns,Animal,2.0999999046325684,foreign,2743,39,102,0.382,0.69,1.33,0.868,0.045,0.884,0.296,0.367,0.246,0.858 0.002 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.004 0.135 0.001,BMT_EarthenDepths
BMT_Maligoat,maligoat,Biomes! Polluted Lands,Animal,1,dormant,2958,44,82,0.537,0.82,1.017,0.999,0.0404,0.973,0.183,0.304,0.228,0.773 0.224 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001,
BMT_Maxolotl,maxolotl,Biomes! Core,Animal,2.4000000953674316,ours,2803,52,116,0.448,0.465,1.46,0.968,1.0,1.0,0.107,0.778,0.341,0.989 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.011,BMT_FungalForest
BMT_Megabat,megabat,Biomes! Caverns,Animal,2.200000047683716,dormant,6408,112,103,1.087,0.555,1.952,0.999,0.0768,0.966,0.045,0.28,0.223,0.344 0.643 0.008 0.000 0.001 0.000 0.001 0.001 0.000 0.000 0.001 0.000,
BMT_Megakrill,megakrill,Biomes! Polluted Lands,Animal,0.20000000298023224,dormant,2084,30,86,0.349,0.808,1.236,1.0,0.1572,0.986,0.078,0.279,0.221,0.001 0.739 0.260 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_Megaphorid,megaphorid,Biomes! Polluted Lands,Animal,0.6000000238418579,dormant,2410,72,82,0.878,0.408,1.437,0.998,0.1416,0.938,0.182,0.226,0.193,0.001 0.807 0.070 0.107 0.015 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_MegaphoridLarva,megaphorid maggot,Biomes! Polluted Lands,Animal,0.3199999928474426,dormant,1088,28,50,0.56,0.777,0.975,1.0,0.1598,0.953,0.126,0.242,0.154,0.000 0.807 0.078 0.099 0.013 0.002 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_Megapleura,megapleura,Biomes! Caverns,Animal,2.4000000953674316,ours,5398,74,117,0.632,0.623,1.386,0.988,0.4242,0.968,0.344,0.2,0.232,0.005 0.001 0.001 0.001 0.097 0.889 0.001 0.000 0.000 0.000 0.000 0.005,BMT_CrystalCaverns
BMT_Megaroach,megaroach,Biomes! Polluted Lands,Animal,0.20000000298023224,dormant,4304,62,105,0.59,0.661,1.187,0.999,0.1041,0.999,0.194,0.308,0.219,0.002 0.997 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_MetalloSnail,metallosnail,Biomes! Caverns,Animal,0.8500000238418579,foreign,4407,72,86,0.837,0.712,1.033,0.861,0.0,0.999,0.201,0.202,0.212,1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,BMT_EarthenDepths
BMT_Mole,mole,Biomes! Caverns,Animal,0.4000000059604645,dormant,2537,42,92,0.457,0.657,1.087,0.967,0.0861,0.995,0.225,0.151,0.104,0.104 0.894 0.002 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_Molebear,Molebear,Biomes! Caverns,Animal,2.1500000953674316,dormant,5232,74,101,0.733,0.7,1.209,1.0,0.0423,0.943,0.103,0.263,0.169,0.647 0.342 0.004 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.006,
BMT_MossBeetle,moss beetle,Biomes! Caverns,Animal,0.44999998807907104,ours,4603,66,91,0.725,0.766,0.981,1.0,0.5208,0.999,0.116,0.305,0.179,0.000 0.000 0.000 0.000 0.000 0.001 0.998 0.001 0.000 0.000 0.000 0.000,BMT_CrystalCaverns|BMT_FungalForest
BMT_MossBeetleLarvae,moss grub,Biomes! Caverns,Animal,0.699999988079071,ours,5009,70,93,0.753,0.769,0.953,0.987,0.1449,0.655,0.109,0.422,0.295,0.647 0.004 0.003 0.070 0.214 0.011 0.050 0.000 0.000 0.000 0.000 0.000,BMT_CrystalCaverns|BMT_FungalForest
BMT_MossBeetlePupa,moss pupa,Biomes! Caverns,Animal,1,dormant,3945,105,51,2.059,0.737,1.078,0.892,0.0,0.0,0.0,0.617,0.237,0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_MossyFennec,mossy fennec,Biomes! Caverns,Animal,0.6000000238418579,ours,3497,45,114,0.395,0.682,1.221,0.979,0.3182,0.315,0.187,0.218,0.151,0.000 0.000 0.590 0.002 0.001 0.001 0.033 0.288 0.086 0.000 0.000 0.000,BMT_FungalForest
BMT_MucklurkerCatfish,mucklurker catfish,Biomes! Polluted Lands,Animal,0.8500000238418579,dormant,5378,94,126,0.746,0.454,1.735,0.832,0.2564,0.943,0.19,0.255,0.176,0.000 0.037 0.482 0.324 0.156 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_MutagenicNorphea,mutagenic norphea,Biomes! Polluted Lands,Animal,0.3199999928474426,dormant,4372,70,101,0.693,0.618,1.015,0.992,0.2965,0.935,0.156,0.436,0.252,0.000 0.001 0.294 0.028 0.676 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_MutatingTumorfishAdult,mutating tumorfish,Biomes! Polluted Lands,Animal,1.7999999523162842,dormant,2765,60,73,0.822,0.631,1.314,0.987,0.0785,0.93,0.161,0.295,0.166,0.337 0.533 0.121 0.000 0.000 0.000 0.001 0.000 0.000 0.000 0.000 0.008,
BMT_MutatingTumorfishFry,mutating tumorfish fry,Biomes! Polluted Lands,Animal,0.800000011920929,dormant,1998,58,88,0.659,0.391,1.433,0.961,0.0509,0.933,0.178,0.23,0.176,0.509 0.438 0.021 0.000 0.000 0.000 0.001 0.001 0.001 0.000 0.000 0.028,
BMT_MutatingTumorfishSpawn,mutating tumorfish spawn,Biomes! Polluted Lands,Animal,0.800000011920929,dormant,2254,68,64,1.062,0.518,1.07,1.0,0.0513,0.936,0.136,0.195,0.186,0.528 0.438 0.026 0.000 0.000 0.000 0.001 0.000 0.000 0.000 0.001 0.006,
BMT_Pillbug,pillbug,Biomes! Caverns,Animal,0.4000000059604645,ours,4831,60,107,0.561,0.752,1.331,0.992,0.1667,0.999,0.011,0.24,0.104,0.000 0.000 0.999 0.000 0.000 0.000 0.000 0.000 0.001 0.000 0.000 0.000,BMT_EarthenDepths|BMT_FungalForest
BMT_PodWorm,pod worm,Biomes! Caverns,Animal,4,ours,2628,42,86,0.488,0.728,1.112,1.0,0.532,0.113,0.252,0.2,0.161,0.002 0.251 0.008 0.238 0.004 0.000 0.001 0.050 0.446 0.001 0.001 0.000,BMT_CrystalCaverns|BMT_EarthenDepths|BMT_FungalForest
BMT_Polluwog,polluwog,Biomes! Polluted Lands,Animal,0.10000000149011612,dormant,3045,44,111,0.396,0.623,1.217,0.923,0.3242,0.996,0.091,0.279,0.228,0.000 0.000 0.000 0.462 0.538 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_PustuleHornet,pustule hornet,Biomes! Polluted Lands,Animal,0.3199999928474426,dormant,3951,74,108,0.685,0.494,1.862,0.992,0.2205,0.992,0.272,0.462,0.313,0.000 0.057 0.941 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_PustuleHornetQueen,pustule queen,Biomes! Polluted Lands,Animal,1,dormant,6606,126,124,1.016,0.423,1.878,0.99,0.2196,0.992,0.269,0.469,0.313,0.000 0.061 0.938 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_PustuleHornetSpawned,pustule hornet,Biomes! Polluted Lands,Animal,0.3199999928474426,dormant,3951,74,108,0.685,0.494,1.862,0.992,0.2205,0.992,0.272,0.462,0.313,0.000 0.057 0.941 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_Rimebeak,rimebeak,Biomes! Caverns,Animal,1.399999976158142,dormant,4580,78,109,0.716,0.539,1.1,0.894,0.095,0.99,0.045,0.675,0.26,0.030 0.956 0.001 0.000 0.000 0.000 0.001 0.002 0.000 0.000 0.000 0.010,
BMT_RoyalRhino,royal rhino beetle,Biomes! Caverns,Animal,3,ours,3659,69,70,0.986,0.758,0.919,0.985,0.7728,0.999,0.47,0.271,0.144,0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.996 0.004 0.000,BMT_CrystalCaverns|BMT_EarthenDepths|BMT_FungalForest
BMT_RoyalRhinoLarvae,royal rhino grub,Biomes! Caverns,Animal,0.8999999761581421,dormant,3983,62,85,0.729,0.756,0.988,0.993,0.9745,0.836,0.276,0.591,0.267,0.445 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.164 0.057 0.334,
BMT_RoyalRhinoPupa,royal rhino pupa,Biomes! Caverns,Animal,1,dormant,3945,105,51,2.059,0.737,1.078,0.892,0.0,0.0,0.0,0.617,0.237,0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_Sacapillar,sacapillar,Biomes! Polluted Lands,Animal,2.4000000953674316,dormant,4489,56,104,0.538,0.771,1.019,0.999,0.0375,0.99,0.412,0.391,0.221,0.994 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.004 0.000 0.000 0.000,
BMT_SandLeaper,sand leaper,Biomes! Caverns,Animal,0.20000000298023224,dormant,6228,84,117,0.718,0.634,1.519,0.841,0.1128,0.947,0.242,0.39,0.2,0.003 0.903 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.093,
BMT_SandPillar,sandpillar,Biomes! Caverns,Animal,0.800000011920929,dormant,4702,60,92,0.652,0.852,1.041,0.973,0.0826,0.998,0.295,0.395,0.174,0.361 0.637 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_Screecher,screecher,Biomes! Polluted Lands,Animal,1,dormant,3030,74,72,1.028,0.569,1.589,1.0,0.0962,0.888,0.05,0.158,0.089,0.480 0.013 0.495 0.009 0.002 0.000 0.000 0.000 0.001 0.000 0.000 0.000,
BMT_ShatterjawBeetle,shatterjaw beetle,Biomes! Caverns,Animal,1,ours,2853,42,95,0.442,0.715,1.473,0.991,0.3333,0.999,0.01,0.277,0.129,0.000 0.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.001 0.000,BMT_CrystalCaverns
BMT_ShatterjawBeetleLarvae,shatterjaw grub,Biomes! Caverns,Animal,0.8999999761581421,dormant,4607,67,90,0.744,0.764,0.964,0.988,0.098,0.98,0.24,0.596,0.366,0.499 0.500 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_ShatterjawBeetlePupa,shatterjaw pupa,Biomes! Caverns,Animal,1,dormant,3945,105,51,2.059,0.737,1.078,0.892,0.0,0.0,0.0,0.617,0.237,0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_ShimmershellSnail,shimmershell snail,Biomes! Caverns,Animal,0.6000000238418579,ours,4344,63,107,0.589,0.644,1.203,0.914,0.5523,0.988,0.369,0.49,0.326,0.000 0.000 0.000 0.000 0.000 0.001 0.997 0.001 0.001 0.000 0.000 0.000,BMT_CrystalCaverns|BMT_FungalForest
BMT_SilverSheep,silver sheep,Biomes! Caverns,Animal,0.8500000238418579,dormant,2207,40,73,0.548,0.756,1.123,0.987,0.0929,0.995,0.026,0.478,0.382,0.070 0.923 0.005 0.000 0.000 0.000 0.001 0.000 0.001 0.000 0.000 0.000,
BMT_SludgeCrawler,sludgecrawler,Biomes! Polluted Lands,Animal,2.5999999046325684,dormant,3955,74,86,0.86,0.621,1.314,0.848,0.2012,0.087,0.057,0.208,0.127,0.079 0.447 0.004 0.000 0.001 0.000 0.355 0.103 0.009 0.000 0.002 0.000,
BMT_SmogMoth,smog moth,Biomes! Polluted Lands,Animal,0.7699999809265137,dormant,4832,124,72,1.722,0.541,1.51,1.0,0.1707,0.999,0.189,0.308,0.233,0.000 0.071 0.928 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_SmogMothLarvae,smog caterpillar,Biomes! Polluted Lands,Animal,0.5,dormant,5342,90,114,0.789,0.521,1.652,1.0,0.1737,0.998,0.137,0.237,0.201,0.000 0.003 0.997 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_SmogPupa,smog pupa,Biomes! Polluted Lands,Animal,1,dormant,4002,116,54,2.148,0.639,1.311,0.88,0.1696,0.999,0.172,0.185,0.105,0.000 0.001 0.999 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_SmolderstingScorpion,smoldersting scorpion,Biomes! Caverns,Animal,2,foreign,4953,86,120,0.717,0.48,1.479,0.998,0.018,0.977,0.077,0.306,0.148,0.995 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.002 0.000 0.000 0.002,BMT_EarthenDepths
BMT_Snowstalker,snowstalker,Biomes! Caverns,Animal,1,dormant,3404,44,121,0.364,0.639,1.247,0.995,0.1227,0.994,0.075,0.457,0.308,0.002 0.986 0.012 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_SonarRabbit,sonar rabbit,Biomes! Caverns,Animal,0.20000000298023224,ours,2444,56,50,1.12,0.873,1.004,1.0,0.9196,0.947,0.037,0.576,0.361,0.006 0.000 0.029 0.001 0.002 0.001 0.001 0.000 0.001 0.003 0.124 0.834,BMT_FungalForest
BMT_Stoneback,stoneback,Biomes! Caverns,Animal,0.4000000059604645,dormant,4654,66,102,0.647,0.691,1.025,0.996,0.085,1.0,0.333,0.486,0.237,0.182 0.818 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_Swarmcaller,swarmcaller,Biomes! Polluted Lands,Animal,1,dormant,3884,54,100,0.54,0.719,1.023,0.999,0.1914,0.958,0.134,0.366,0.158,0.000 0.459 0.534 0.006 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_TaintedTurtle,tainted turtle,Biomes! Polluted Lands,Animal,0.5,dormant,3735,72,67,1.075,0.774,0.979,0.971,0.2252,0.985,0.08,0.296,0.204,0.001 0.003 0.784 0.209 0.002 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_Thrumbungus,thrumbungus,Biomes! Caverns,Animal,4,dormant,5172,76,92,0.826,0.74,1.177,0.93,0.4407,0.961,0.009,0.632,0.382,0.004 0.000 0.000 0.000 0.109 0.703 0.181 0.000 0.001 0.000 0.002 0.000,
BMT_ToxSheep,tox-wool sheep,Biomes! Polluted Lands,Animal,0.75,dormant,4600,74,89,0.831,0.698,0.94,1.0,0.2916,0.918,0.054,0.316,0.176,0.000 0.000 0.309 0.004 0.686 0.000 0.000 0.000 0.000 0.000 0.001 0.000,
BMT_TripleSnapper,triple snapper,Biomes! Polluted Lands,Animal,1.399999976158142,dormant,3398,66,98,0.673,0.525,1.399,0.706,0.162,0.984,0.109,0.22,0.135,0.000 0.421 0.578 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_TruffleMole,truffle mole,Biomes! Caverns,Animal,0.8999999761581421,ours,4612,68,93,0.731,0.729,1.038,0.999,0.045,0.998,0.29,0.506,0.255,0.998 0.002 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,BMT_FungalForest
BMT_Varmot,varmot,Biomes! Polluted Lands,Animal,0.20000000298023224,dormant,2833,46,78,0.59,0.79,0.98,0.999,0.0939,0.996,0.1,0.239,0.15,0.041 0.951 0.009 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
BMT_WasteHound,waste hound,Biomes! Polluted Lands,Animal,0.8600000143051147,dormant,2086,38,79,0.481,0.695,1.075,1.0,0.0096,0.995,0.159,0.407,0.263,0.985 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.014,
BMT_Woollybat,woolly bat,Biomes! Caverns,Animal,1.2000000476837158,ours,6124,96,84,1.143,0.759,1.33,1.0,0.0316,0.952,0.058,0.412,0.285,0.570 0.059 0.002 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.001 0.368,BMT_CrystalCaverns|BMT_EarthenDepths|BMT_FungalForest
BMT_Xyrion,xyrion,Biomes! Caverns,Animal,0.8999999761581421,ours,3538,45,120,0.375,0.655,1.2,0.966,0.9662,0.549,0.058,0.674,0.341,0.378 0.236 0.008 0.000 0.001 0.001 0.041 0.080 0.057 0.075 0.089 0.034,BMT_CrystalCaverns|BMT_FungalForest
BMT_Yooka,yooka,Biomes! Caverns,Animal,2.0999999046325684,ours,3480,52,86,0.605,0.778,0.999,0.998,0.8648,0.814,0.01,0.661,0.326,0.033 0.002 0.111 0.001 0.001 0.000 0.000 0.000 0.003 0.018 0.788 0.043,BMT_FungalForest
Badger,badger,Odyssey,Animal,0.6000000238418579,dormant,3175,50,86,0.581,0.738,1.026,0.998,0.1041,0.955,0.061,0.499,0.338,0.004 0.946 0.001 0.002 0.047 0.000 0.000 0.000 0.000 0.000 0.000 0.000,
Bantha,bantha,Star Wars Animal Collection (Continued),Animal,4,ours,4577,73,74,0.986,0.847,1.034,0.968,0.097,0.944,0.115,0.523,0.349,0.179 0.767 0.004 0.000 0.024 0.000 0.000 0.000 0.000 0.000 0.023 0.000,AridShrubland|BorealForest|Desert|GlacialPlain|Grasslands|Scarlands|TemperateForest|TropicalRainforest|Tundra|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_GlacialShield|ZBiome_Grasslands
Bardelot,bardelot,Beasts of the Rim (Continued),Animal,0.550000011920929,foreign,3978,59,96,0.615,0.702,1.306,0.887,0.0853,0.974,0.027,0.686,0.397,0.168 0.825 0.008 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,BorealForest|IceSheet|SeaIce|Tundra
Bear_Grizzly,grizzly bear,Core,Animal,2.1500000953674316,ours,4512,70,80,0.875,0.806,0.983,0.985,0.0,0.961,0.002,0.696,0.344,0.980 0.000 0.000 0.000 0.000 0.000 0.020 0.000 0.000 0.000 0.000 0.000,BiomeArcticOasis|BiomeGRimerald|BiomeGRimonade|BiomeGRuby|BiomeGRuquoise|BiomeGrindland|BiomeMist|BorealForest|COMIGO_GreaterSwamp_Cold|COMIGO_GreaterSwamp_Temperate|ColdBog|GlacialPlain|Grasslands|TemperateForest|TemperateSwamp|Tundra|Volcano|ZBiome_AlpineMeadow|ZBiome_GlacialShield|ZBiome_Grasslands|ZBiome_Marsh
Bear_Polar,polar bear,Core,Animal,2.1500000953674316,ours,3575,60,73,0.822,0.816,0.962,0.997,0.9591,0.862,0.001,0.751,0.362,0.546 0.027 0.026 0.000 0.005 0.000 0.007 0.000 0.008 0.000 0.205 0.176,AB_PropaneLakes|BiomeArcticOasis|BiomeGRimonade|COMIGO_GreaterSwamp_Cold|ColdBog|IceSheet|SeaIce|Tundra|ZBiome_GlacialShield|ZBiome_Iceberg_NoBeach
Behemoth,behemoth,Star Wars Animal Collection (Continued),Animal,6,ours,3040,68,70,0.971,0.639,1.228,0.992,0.1255,0.996,0.181,0.575,0.278,0.002 0.984 0.013 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,AridShrubland|BorealForest|ColdBog|GlacialPlain|IceSheet|TemperateForest|TemperateSwamp|Tundra|ZBiome_CloudForest|ZBiome_GlacialShield
Beldon,beldon,Star Wars Animal Collection (Continued),Animal,6,ours,6940,88,118,0.746,0.668,1.415,0.955,0.0688,0.98,0.308,0.714,0.297,0.726 0.259 0.003 0.000 0.000 0.000 0.001 0.001 0.000 0.000 0.002 0.007,AridShrubland|BorealForest|ColdBog|Desert|ExtremeDesert|GlacialPlain|Glowforest|IceSheet|TemperateForest|TemperateSwamp|TropicalSwamp|Tundra|ZBiome_AlpineMeadow|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_GlacialShield|ZBiome_Marsh|ZBiome_Sandbar_NoBeach
BiomesIslands_Flamingo,rose flamingo,Biomes! Core,Animal,0.699999988079071,dormant,5242,72,116,0.621,0.628,1.091,0.995,0.0438,0.997,0.435,0.65,0.36,0.996 0.003 0.000 0.000 0.000 0.000 0.001 0.000 0.000 0.000 0.000 0.000,
Bison,bison,Core,Animal,2.4000000953674316,ours,3771,70,67,1.045,0.804,0.951,0.99,0.0691,0.998,0.439,0.326,0.166,0.941 0.058 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,AB_GallatrossGraveyard|AB_IdyllicMeadows|AB_PyroclasticConflagration|AridShrubland|BiomeAreeb|BiomeGRuquoise|BiomeMist|Grasslands|TemperateForest|ZBiome_Grasslands
BlackBear,black bear,Beasts of the Rim (Continued),Animal,2.1500000953674316,dormant,7049,99,95,1.042,0.749,1.331,0.87,0.6331,0.674,0.546,0.061,0.085,0.105 0.061 0.000 0.000 0.000 0.000 0.003 0.823 0.009 0.000 0.000 0.000,
BlackBearMan,black bear man,Beasts of the Rim (Continued),Animal,1,dormant,5399,58,113,0.513,0.824,1.148,0.95,0.7996,0.102,0.351,0.132,0.171,0.305 0.179 0.000 0.000 0.000 0.000 0.000 0.512 0.003 0.000 0.000 0.000,
Blarth,blarth,Star Wars Animal Collection (Continued),Animal,0.3199999928474426,foreign,1700,54,52,1.038,0.605,1.348,0.753,0.2732,0.477,0.147,0.554,0.331,0.000 0.485 0.072 0.013 0.111 0.039 0.249 0.026 0.004 0.001 0.000 0.000,ColdBog|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_Marsh
Blixus,blixus,Star Wars Animal Collection (Continued),Animal,4,ours,2361,55,87,0.632,0.493,1.962,0.958,0.6208,0.155,0.247,0.334,0.22,0.396 0.005 0.001 0.000 0.001 0.000 0.538 0.026 0.001 0.001 0.003 0.028,ColdBog|Glowforest|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_DesertOasis|ZBiome_Marsh|ZBiome_Sandbar_NoBeach
Bluebird,bluebird,Odyssey,Animal,0.15000000596046448,dormant,722,28,34,0.824,0.758,0.924,1.0,0.7015,0.21,0.339,0.307,0.286,0.407 0.002 0.000 0.000 0.002 0.000 0.000 0.573 0.009 0.000 0.000 0.007,
Blurrg,blurrg,Star Wars Animal Collection (Continued),Animal,2.5,ours,3849,69,72,0.958,0.775,0.937,0.992,0.5836,0.187,0.086,0.479,0.226,0.304 0.004 0.000 0.000 0.001 0.039 0.534 0.012 0.001 0.000 0.003 0.102,AridShrubland|BorealForest|Desert|Grasslands|LavaField|TemperateForest|TropicalRainforest|ZBiome_Badlands|ZBiome_DesertOasis|ZBiome_Grasslands
Boarwolf,Boar-wolf,Star Wars Animal Collection (Continued),Animal,2,ours,4995,76,88,0.864,0.747,0.978,0.995,0.0873,0.996,0.268,0.396,0.191,0.490 0.507 0.002 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000,BorealForest|Grasslands|TemperateForest|TropicalRainforest|ZBiome_CloudForest|ZBiome_Grasslands
BogHound,bog hound,Odyssey,Animal,0.8500000238418579,dormant,3696,56,104,0.538,0.635,1.114,0.981,0.3333,0.249,0.043,0.55,0.397,0.000 0.000 0.000 0.000 0.625 0.000 0.000 0.000 0.000 0.000 0.375 0.000,
Bogwing,bogwing,Star Wars Animal Collection (Continued),Animal,0.699999988079071,ours,3775,116,84,1.381,0.387,1.896,0.986,0.6153,0.984,0.14,0.453,0.258,0.000 0.000 0.000 0.000 0.000 0.000 0.035 0.945 0.018 0.000 0.000 0.000,ColdBog|Glowforest|LavaField|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_Marsh|ZBiome_Sandbar_NoBeach
Bolotaur,bolotaur,Star Wars Animal Collection (Continued),Animal,3,ours,1537,26,98,0.265,0.603,1.453,0.99,0.1596,0.994,0.563,0.253,0.161,0.001 0.480 0.519 0.001 0.001 0.000 0.000 0.000 0.000 0.000 0.000 0.000,AridShrubland|Desert|TemperateForest|TropicalRainforest|ZBiome_AlpineMeadow|ZBiome_CloudForest
Boma,boma,Star Wars Animal Collection (Continued),Animal,2,ours,2337,55,54,1.019,0.787,0.986,0.993,0.2015,0.956,0.342,0.44,0.236,0.000 0.183 0.782 0.015 0.019 0.001 0.000 0.000 0.000 0.000 0.000 0.000,AridShrubland|Grasslands|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_Grasslands
Boomalope,boomalope,Core,Animal,2,ours,3965,57,92,0.62,0.756,1.048,0.935,0.1374,0.982,0.173,0.618,0.352,0.078 0.913 0.003 0.000 0.000 0.000 0.000 0.003 0.001 0.000 0.000 0.000,AB_FeraliskInfestedJungle|AB_GallatrossGraveyard|AB_GelatinousSuperorganism|AB_IdyllicMeadows|AB_MiasmicMangrove|AB_MycoticJungle|AB_PyroclasticConflagration|AB_TarPits|AridShrubland|BiomeAreeb|BiomeGRimberlands|BiomeGRimethyst|BiomeGRimond|BiomeGRimphire|BiomeGRuquoise|BiomeGrindland|BiomeMist|BiomeToxlands|COMIGO_GreaterSwamp_Temperate|COMIGO_GreaterSwamp_Tropical|Desert|Glowforest|Grasslands|LavaField|Savanna|Scarlands|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|Volcano|Wetland|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_Grasslands|ZBiome_Sandbar_NoBeach
Boomrat,boomrat,Core,Animal,0.20000000298023224,ours,1545,34,62,0.548,0.733,0.998,0.981,0.1321,0.99,0.331,0.574,0.362,0.000 0.995 0.002 0.000 0.002 0.000 0.000 0.000 0.000 0.000 0.000 0.000,AB_GallatrossGraveyard|AB_IdyllicMeadows|AB_TarPits|AridShrubland|BiomeAreeb|BiomeCypreJungle|BiomeGRimberlands|BiomeGRimerald|BiomeGRimphire|BiomeGrindland|BiomeMist|COMIGO_GreaterSwamp_Temperate|LavaField|Savanna|Scarlands|TemperateForest|TemperateSwamp|Volcano|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CoastalDunes|ZBiome_Grasslands|ZBiome_Sandbar_NoBeach
