biome,defName,label,mod,bodySize,status,belong,standout
AB_MycoticJungle,DA_ForestOwlcat,forest owlcat,Dark Ages : Beasts and Monsters,0.3799999952316284,dormant,0.7791,0.2209
AB_MycoticJungle,DA_Goldilox,goldilox,Dark Ages : Beasts and Monsters,4,dormant,0.6371,0.3629
AB_MycoticJungle,DA_ImperialRedhound,imperial redhound,Dark Ages : Beasts and Monsters,2.1500000953674316,dormant,0.8042,0.1958
AB_MycoticJungle,DA_IroncasketBeetle,ironcasket beetle,Dark Ages : Beasts and Monsters,0.5,dormant,0.7768,0.2232
AB_MycoticJungle,DA_Karabal,karabal,Dark Ages : Beasts and Monsters,1.399999976158142,ours,0.7099,0.2901
AB_MycoticJungle,DA_LeviathanCrab,leviathan,Dark Ages : Beasts and Monsters,3.299999952316284,dormant,0.7944,0.2056
AB_MycoticJungle,DA_NorthernDrog,northern drog,Dark Ages : Beasts and Monsters,4,foreign,0.8727,0.1273
AB_MycoticJungle,DA_Phrak,phrak,Dark Ages : Beasts and Monsters,0.30000001192092896,foreign,0.7881,0.2119
AB_MycoticJungle,DA_Pilgrim,pilgrim,Dark Ages : Beasts and Monsters,2.4000000953674316,ours,0.7532,0.2468
AB_MycoticJungle,DA_RedhornedLarpah,red-horned larpah,Dark Ages : Beasts and Monsters,1,ours,0.7824,0.2176
AB_MycoticJungle,DA_RockTroll,rock troll,Dark Ages : Beasts and Monsters,4.5,dormant,0.7362,0.2638
AB_MycoticJungle,DA_SilverMole,silver mole,Dark Ages : Beasts and Monsters,0.20000000298023224,dormant,0.8953,0.1047
AB_MycoticJungle,DA_Snaptoad,giant snaptoad,Dark Ages : Beasts and Monsters,2.299999952316284,foreign,0.793,0.207
AB_MycoticJungle,DA_SnowTaraal,snow taraal,Dark Ages : Beasts and Monsters,2.5,foreign,0.7155,0.2845
AB_MycoticJungle,DA_Taraal,taraal,Dark Ages : Beasts and Monsters,2.5,foreign,0.7243,0.2757
AB_MycoticJungle,DZY_RNGChicken,chaos chicken,R-Hen-G: Chaos Chickens,0.30000001192092896,dormant,0.7799,0.2201
AB_MycoticJungle,Dactillion,dactillion,Star Wars Animal Collection (Continued),3,ours,0.8668,0.1332
AB_MycoticJungle,Daeodon,daeodon,Megafauna,3,dormant,0.7675,0.2325
AB_MycoticJungle,Dalgo,dalgo,Star Wars Animal Collection (Continued),2.5,ours,0.4802,0.5198
AB_MycoticJungle,Deer,deer,Core,1.2000000476837158,ours,0.8045,0.1955
AB_MycoticJungle,Deinotherium,deinotherium,Megafauna,5.5,dormant,0.8319,0.1681
AB_MycoticJungle,Devourer,devourer,Anomaly,4,dormant,0.9001,0.0999
AB_MycoticJungle,Devourers,devourer,Star Wars Animal Collection (Continued),2.5,ours,0.766,0.234
AB_MycoticJungle,Dewback,dewback,Star Wars Animal Collection (Continued),3,ours,0.7494,0.2506
AB_MycoticJungle,Dianoga,dianoga,Star Wars Animal Collection (Continued),4,ours,0.6347,0.3653
AB_MycoticJungle,Dinocrocuta,dinocrocuta,Megafauna,3.5,ours,0.7096,0.2904
AB_MycoticJungle,Dinopithecus,dinopithecus,Megafauna,2.5,dormant,0.8647,0.1353
AB_MycoticJungle,Dinornis,dinornis,Megafauna,5,ours,0.8635,0.1365
AB_MycoticJungle,Diprotodon,diprotodon,Megafauna,4.199999809265137,dormant,0.7918,0.2082
AB_MycoticJungle,Doedicurus,doedicurus,Megafauna,3,ours,0.9506,0.0494
AB_MycoticJungle,Donkey,donkey,Core,1.399999976158142,ours,0.8971,0.1029
AB_MycoticJungle,Dragonsnake,Dragonsnake,Star Wars Animal Collection (Continued),4,foreign,0.6668,0.3332
AB_MycoticJungle,Dreadmeld,dreadmeld,Anomaly,5,dormant,0.8948,0.1052
AB_MycoticJungle,Drexl,drexl,Star Wars Animal Collection (Continued),5,ours,0.8493,0.1507
AB_MycoticJungle,Dromedary,dromedary,Core,2.0999999046325684,ours,0.9141,0.0859
AB_MycoticJungle,Drone_Hunter,hunter drone,Odyssey,0.699999988079071,dormant,0.8505,0.1495
AB_MycoticJungle,Drone_Sentry,sentry drone,Odyssey,1,dormant,0.7887,0.2113
AB_MycoticJungle,Drone_Wasp,wasp,Odyssey,0.25,dormant,0.8366,0.1634
AB_MycoticJungle,Dryad_Barkskin,barkskin dryad,Ideology,0.6499999761581421,dormant,0.8178,0.1822
AB_MycoticJungle,Dryad_Basic,immature dryad,Ideology,0.6669999957084656,dormant,0.9138,0.0862
AB_MycoticJungle,Dryad_Berrymaker,berrymaker dryad,Ideology,0.6669999957084656,dormant,0.8375,0.1625
AB_MycoticJungle,Dryad_Carrier,carrier dryad,Ideology,0.6669999957084656,dormant,0.6883,0.3117
AB_MycoticJungle,Dryad_Clawer,clawer dryad,Ideology,0.6669999957084656,dormant,0.8877,0.1123
AB_MycoticJungle,Dryad_Gaumaker,gaumaker dryad,Ideology,0.6669999957084656,dormant,0.9298,0.0702
AB_MycoticJungle,Dryad_Medicinemaker,medicinemaker dryad,Ideology,0.6669999957084656,dormant,0.8325,0.1675
AB_MycoticJungle,Dryad_Woodmaker,woodmaker dryad,Ideology,0.6669999957084656,dormant,0.6256,0.3744
AB_MycoticJungle,Duck,duck,Core,0.30000001192092896,foreign,0.895,0.105
AB_MycoticJungle,ERN_Amaro,amaro,Erin's Final Fantasy Animals,1.25,ours,0.5879,0.4121
AB_MycoticJungle,ERN_BigCarbuncle,grand carbuncle,Erin's Final Fantasy Animals,1,dormant,0.6596,0.3404
AB_MycoticJungle,ERN_Carbuncle,carbuncle,Erin's Final Fantasy Animals,0.6000000238418579,dormant,0.6832,0.3168
AB_MycoticJungle,ERN_Chocobo,chocobo,Erin's Final Fantasy Animals,1,dormant,0.7443,0.2557
AB_MycoticJungle,Elasmotherium,elasmotherium,Megafauna,4,foreign,0.7708,0.2292
AB_MycoticJungle,Elephant,elephant,Core,4,ours,0.6949,0.3051
AB_MycoticJungle,Elk,elk,Core,2.0999999046325684,foreign,0.6093,0.3907
AB_MycoticJungle,Emu,emu,Core,0.6000000238418579,dormant,0.8159,0.1841
AB_MycoticJungle,EnergySpider,energy spider,Star Wars Animal Collection (Continued),3,ours,0.9382,0.0618
AB_MycoticJungle,Enhydriodon,enhydriodon,Megafauna,3,dormant,0.7466,0.2534
AB_MycoticJungle,Eopie,eopie,Star Wars Animal Collection (Continued),1.399999976158142,ours,0.906,0.094
AB_MycoticJungle,Falumpaset,falumpaset,Star Wars Animal Collection (Continued),3,ours,0.8165,0.1835
AB_MycoticJungle,Fambaa,fambaa,Star Wars Animal Collection (Continued),6,ours,0.59,0.41
AB_MycoticJungle,Fanback,fanback,Star Wars Animal Collection (Continued),2,ours,0.8751,0.1249
AB_MycoticJungle,FancyRat,fancy rat,AA FancyRats,0.15000000596046448,ours,0.8801,0.1199
AB_MycoticJungle,FeralGrazer,feral grazer,Star Wars Animal Collection (Continued),2,ours,0.7763,0.2237
AB_MycoticJungle,FeralNerf,feral nerf,Star Wars Animal Collection (Continued),1,ours,0.908,0.092
AB_MycoticJungle,Fingerspike,fingerspike,Anomaly,0.6000000238418579,dormant,0.8608,0.1392
AB_MycoticJungle,Flamingo,flamingo,Odyssey,0.6000000238418579,dormant,0.7228,0.2772
AB_MycoticJungle,FleshmassNucleus,fleshmass nucleus,Anomaly,1,dormant,0.6662,0.3338
AB_MycoticJungle,Fox_Arctic,arctic fox,Core,0.550000011920929,ours,0.7707,0.2293
AB_MycoticJungle,Fox_Fennec,fennec fox,Core,0.550000011920929,ours,0.8433,0.1567
AB_MycoticJungle,Fox_Red,red fox,Core,0.550000011920929,ours,0.5957,0.4043
AB_MycoticJungle,FrilledGorg,frilled gorg,Star Wars Animal Collection (Continued),0.4000000059604645,ours,0.6757,0.3243
AB_MycoticJungle,FrogDog,frog dog,Star Wars Animal Collection (Continued),0.8500000238418579,ours,0.7606,0.2394
AB_MycoticJungle,GR_AberrantFleshbeast,aberrant fleshbeast,Vanilla Genetics Expanded,5,dormant,0.7623,0.2377
AB_MycoticJungle,GR_AnimusHare,animus hare,Vanilla Genetics Expanded,0.3499999940395355,dormant,0.8392,0.1608
AB_MycoticJungle,GR_ArchotechCentipede,archocentipede,Vanilla Genetics Expanded,20,dormant,0.7737,0.2263
AB_MycoticJungle,GR_BearBug,bear bug,Vanilla Genetics Expanded,2,dormant,0.6567,0.3433
AB_MycoticJungle,GR_Bearalope,bearalope,Vanilla Genetics Expanded,1.5,dormant,0.7379,0.2621
AB_MycoticJungle,GR_Bearcat,bearcat,Vanilla Genetics Expanded,1.75,dormant,0.6885,0.3115
AB_MycoticJungle,GR_Bearchicken,bearchicken,Vanilla Genetics Expanded,0.8100000023841858,dormant,0.7508,0.2492
AB_MycoticJungle,GR_Bearffalo,bearffalo,Vanilla Genetics Expanded,1.5,dormant,0.7115,0.2885
AB_MycoticJungle,GR_Bearhorse,bearhorse,Vanilla Genetics Expanded,3.5,dormant,0.664,0.336
AB_MycoticJungle,GR_Bearman,bearman,Vanilla Genetics Expanded,1.25,dormant,0.7192,0.2808
AB_MycoticJungle,GR_Bearmole,bearmole,Vanilla Genetics Expanded,0.800000011920929,dormant,0.855,0.145
AB_MycoticJungle,GR_Bearodile,bearodile,Vanilla Genetics Expanded,3.5,dormant,0.6562,0.3438
AB_MycoticJungle,GR_Bearscarab,bearscarab,Vanilla Genetics Expanded,3,dormant,0.8144,0.1856
AB_MycoticJungle,GR_Bearwolf,bearwolf,Vanilla Genetics Expanded,1,dormant,0.6779,0.3221
AB_MycoticJungle,GR_Beaverwolf,beaverwolf,Vanilla Genetics Expanded,0.8999999761581421,dormant,0.8214,0.1786
AB_MycoticJungle,GR_Beetlefleet,beetlefleet,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.764,0.236
AB_MycoticJungle,GR_Boomabear,boomabear,Vanilla Genetics Expanded,2.5,dormant,0.7521,0.2479
AB_MycoticJungle,GR_Boomachicken,boomachicken,Vanilla Genetics Expanded,0.75,dormant,0.7509,0.2491
AB_MycoticJungle,GR_Boomalisk,boomalisk,Vanilla Genetics Expanded,2,dormant,0.6869,0.3131
AB_MycoticJungle,GR_Booman,booman,Vanilla Genetics Expanded,1.25,dormant,0.715,0.285
AB_MycoticJungle,GR_Boombeetle,boombeetle,Vanilla Genetics Expanded,1.5,dormant,0.8382,0.1618
AB_MycoticJungle,GR_Boomcat,boomcat,Vanilla Genetics Expanded,1.5,dormant,0.7756,0.2244
AB_MycoticJungle,GR_Boomffalo,boomffalo,Vanilla Genetics Expanded,2.25,dormant,0.8463,0.1537
AB_MycoticJungle,GR_Boomhorse,boomhorse,Vanilla Genetics Expanded,2,dormant,0.7681,0.2319
AB_MycoticJungle,GR_Boomnotherium,boomnotherium,Vanilla Genetics Expanded,5.5,dormant,0.7339,0.2661
AB_MycoticJungle,GR_Boomsnake,boomsnake,Vanilla Genetics Expanded,1.5,dormant,0.8138,0.1862
AB_MycoticJungle,GR_Boomsquirrel,boomsquirrel,Vanilla Genetics Expanded,1.2999999523162842,dormant,0.8124,0.1876
AB_MycoticJungle,GR_Boomwolf,boomwolf,Vanilla Genetics Expanded,1.5,dormant,0.7679,0.2321
AB_MycoticJungle,GR_Catalope,catalope,Vanilla Genetics Expanded,0.2549999952316284,dormant,0.7657,0.2343
AB_MycoticJungle,GR_Catbear,catbear,Vanilla Genetics Expanded,0.4000000059604645,dormant,0.6534,0.3466
AB_MycoticJungle,GR_Catchicken,catchicken,Vanilla Genetics Expanded,0.2549999952316284,dormant,0.8231,0.1769
AB_MycoticJungle,GR_Catffalo,catffalo,Vanilla Genetics Expanded,0.4000000059604645,dormant,0.8155,0.1845
AB_MycoticJungle,GR_Cathorse,cathorse,Vanilla Genetics Expanded,2,dormant,0.7207,0.2793
AB_MycoticJungle,GR_Catman,catman,Vanilla Genetics Expanded,0.2549999952316284,dormant,0.9003,0.0997
AB_MycoticJungle,GR_Catrabbit,catrabbit,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.8075,0.1925
AB_MycoticJungle,GR_Catwolf,catwolf,Vanilla Genetics Expanded,0.4000000059604645,dormant,0.7757,0.2243
AB_MycoticJungle,GR_Chickenbear,chickenbear,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.7098,0.2902
AB_MycoticJungle,GR_Chickencat,chickencat,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.855,0.145
AB_MycoticJungle,GR_Chickenffalo,chickenffalo,Vanilla Genetics Expanded,0.20000000298023224,dormant,0.8738,0.1262
AB_MycoticJungle,GR_Chickenhorse,chickenhorse,Vanilla Genetics Expanded,1,dormant,0.6831,0.3169
AB_MycoticJungle,GR_Chickenlizard,chickenlizard,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.66,0.34
AB_MycoticJungle,GR_Chickenlodon,chickenlodon,Vanilla Genetics Expanded,2,dormant,0.6859,0.3141
AB_MycoticJungle,GR_Chickenlope,chickenlope,Vanilla Genetics Expanded,0.18000000715255737,dormant,0.8403,0.1597
AB_MycoticJungle,GR_Chickenrabbit,chickenrabbit,Vanilla Genetics Expanded,0.15000000596046448,dormant,0.8086,0.1914
AB_MycoticJungle,GR_Chickenspider,chickenspider,Vanilla Genetics Expanded,1.100000023841858,dormant,0.7652,0.2348
AB_MycoticJungle,GR_Chickenwolf,chickenwolf,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.8756,0.1244
AB_MycoticJungle,GR_Crocorse,crocorse,Vanilla Genetics Expanded,2.75,dormant,0.6958,0.3042
AB_MycoticJungle,GR_Doedicoon,doedicoon,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.7691,0.2309
AB_MycoticJungle,GR_Dogman,dogman,Vanilla Genetics Expanded,0.75,dormant,0.6885,0.3115
AB_MycoticJungle,GR_Elasmobearium,elasmobearium,Vanilla Genetics Expanded,4,dormant,0.8131,0.1869
AB_MycoticJungle,GR_FleshGrowth,flesh growth,Vanilla Genetics Expanded,5,dormant,0.713,0.287
AB_MycoticJungle,GR_FleshMonstrosity,flesh monstrosity,Vanilla Genetics Expanded,5,dormant,0.724,0.276
AB_MycoticJungle,GR_Fleshling,fleshling,Vanilla Genetics Expanded,0.20000000298023224,dormant,0.708,0.292
AB_MycoticJungle,GR_Groundffalo,groundffalo,Vanilla Genetics Expanded,3,dormant,0.8469,0.1531
AB_MycoticJungle,GR_Hurseman,hurseman,Vanilla Genetics Expanded,2.4000000953674316,dormant,0.6977,0.3023
AB_MycoticJungle,GR_Lizardman,lizardman,Vanilla Genetics Expanded,1.5,dormant,0.6743,0.3257
AB_MycoticJungle,GR_Lizardochs,lizardochs,Vanilla Genetics Expanded,3,dormant,0.7348,0.2652
AB_MycoticJungle,GR_Manalope,manalope,Vanilla Genetics Expanded,0.5,dormant,0.6713,0.3287
AB_MycoticJungle,GR_Manbear,manbear,Vanilla Genetics Expanded,0.3499999940395355,dormant,0.6523,0.3477
AB_MycoticJungle,GR_Mancat,mancat,Vanilla Genetics Expanded,1.5,dormant,0.9195,0.0805
AB_MycoticJungle,GR_Manchicken,manchicken,Vanilla Genetics Expanded,2,dormant,0.5221,0.4779
AB_MycoticJungle,GR_Manffalo,manffalo,Vanilla Genetics Expanded,2.4000000953674316,dormant,0.9084,0.0916
AB_MycoticJungle,GR_Manscarab,manscarab,Vanilla Genetics Expanded,1,dormant,0.8139,0.1861
AB_MycoticJungle,GR_Mansquirrel,mansquirrel,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.7314,0.2686
AB_MycoticJungle,GR_Mantistanis,mantistanis,Vanilla Genetics Expanded,3,dormant,0.6831,0.3169
AB_MycoticJungle,GR_Manwolf,manwolf,Vanilla Genetics Expanded,2,dormant,0.8891,0.1109
AB_MycoticJungle,GR_MeadowLizard,meadow lizard,Vanilla Genetics Expanded,1.5,dormant,0.3927,0.6073
AB_MycoticJungle,GR_Mechabear,mechabear,Vanilla Genetics Expanded,2,dormant,0.7852,0.2148
AB_MycoticJungle,GR_Mechacat,mechacat,Vanilla Genetics Expanded,1.2999999523162842,dormant,0.8336,0.1664
AB_MycoticJungle,GR_Mechachicken,mecha-chicken,Vanilla Genetics Expanded,0.75,dormant,0.7649,0.2351
AB_MycoticJungle,GR_Mechahorse,mecha-horse,Vanilla Genetics Expanded,4,dormant,0.9021,0.0979
AB_MycoticJungle,GR_Mechalope,mechalope,Vanilla Genetics Expanded,1.5,dormant,0.9108,0.0892
AB_MycoticJungle,GR_Mechamime,mecha-mime,Vanilla Genetics Expanded,1,dormant,0.8594,0.1406
AB_MycoticJungle,GR_Mechamuffalo,mecha-muffalo,Vanilla Genetics Expanded,13,dormant,0.8973,0.1027
AB_MycoticJungle,GR_Mecharat,mecha-rat,Vanilla Genetics Expanded,0.20000000298023224,dormant,0.8196,0.1804
AB_MycoticJungle,GR_Mechaspider,mechaspider,Vanilla Genetics Expanded,2,dormant,0.8876,0.1124
AB_MycoticJungle,GR_Mechathrumbo,mechathrumbo,Vanilla Genetics Expanded,10,dormant,0.8883,0.1117
AB_MycoticJungle,GR_Mechaturtle,mechaturtle,Vanilla Genetics Expanded,1,dormant,0.902,0.098
AB_MycoticJungle,GR_Mechawolf,mechawolf,Vanilla Genetics Expanded,1.5,dormant,0.8371,0.1629
AB_MycoticJungle,GR_Molebear,molebear,Vanilla Genetics Expanded,1,dormant,0.7913,0.2087
AB_MycoticJungle,GR_Molehorse,molehorse,Vanilla Genetics Expanded,1,dormant,0.8605,0.1395
AB_MycoticJungle,GR_Moleman,moleman,Vanilla Genetics Expanded,1.5,dormant,0.7438,0.2562
AB_MycoticJungle,GR_Muffalobear,muffalobear,Vanilla Genetics Expanded,2.5,dormant,0.8561,0.1439
AB_MycoticJungle,GR_Muffalocat,muffalocat,Vanilla Genetics Expanded,1.850000023841858,dormant,0.8744,0.1256
AB_MycoticJungle,GR_Muffalochicken,muffalochicken,Vanilla Genetics Expanded,1.7999999523162842,dormant,0.6457,0.3543
AB_MycoticJungle,GR_Muffalohorse,muffalohorse,Vanilla Genetics Expanded,3.4000000953674316,dormant,0.8634,0.1366
AB_MycoticJungle,GR_Muffalokomodo,muffalokomodo,Vanilla Genetics Expanded,3.5,dormant,0.6438,0.3562
AB_MycoticJungle,GR_Muffaloman,muffaloman,Vanilla Genetics Expanded,1.5,dormant,0.8737,0.1263
AB_MycoticJungle,GR_Muffalope,muffalope,Vanilla Genetics Expanded,2,dormant,0.557,0.443
AB_MycoticJungle,GR_Muffalopede,muffalopede,Vanilla Genetics Expanded,1.5,dormant,0.7767,0.2233
AB_MycoticJungle,GR_Muffalorat,muffalorat,Vanilla Genetics Expanded,1,dormant,0.8558,0.1442
AB_MycoticJungle,GR_Muffalowolf,muffalowolf,Vanilla Genetics Expanded,2,dormant,0.8394,0.1606
AB_MycoticJungle,GR_Needlechicken,needlechicken,Vanilla Genetics Expanded,0.25,dormant,0.8151,0.1849
AB_MycoticJungle,GR_Nighthrumbo,nighthrumbo,Vanilla Genetics Expanded,3,dormant,0.6449,0.3551
AB_MycoticJungle,GR_Paraceramuffalo,paraceramuffalo,Vanilla Genetics Expanded,16,dormant,0.665,0.335
AB_MycoticJungle,GR_ParagonBear,ursine paragon,Vanilla Genetics Expanded,2.950000047683716,dormant,0.6686,0.3314
AB_MycoticJungle,GR_ParagonBoomalope,boomalope paragon,Vanilla Genetics Expanded,2.200000047683716,dormant,0.7192,0.2808
AB_MycoticJungle,GR_ParagonChicken,avian paragon,Vanilla Genetics Expanded,0.5,dormant,0.849,0.151
AB_MycoticJungle,GR_ParagonFeline,feline paragon,Vanilla Genetics Expanded,1.7999999523162842,dormant,0.7928,0.2072
AB_MycoticJungle,GR_ParagonHorse,equine paragon,Vanilla Genetics Expanded,3,dormant,0.6939,0.3061
AB_MycoticJungle,GR_ParagonHumanoid,humanoid paragon,Vanilla Genetics Expanded,2.299999952316284,dormant,0.8469,0.1531
AB_MycoticJungle,GR_ParagonIguana,reptile paragon,Vanilla Genetics Expanded,0.4000000059604645,dormant,0.6641,0.3359
AB_MycoticJungle,GR_ParagonInsectoid,insectoid paragon,Vanilla Genetics Expanded,2.5,dormant,0.8203,0.1797
AB_MycoticJungle,GR_ParagonMuffalo,muffalo paragon,Vanilla Genetics Expanded,2.5,dormant,0.8802,0.1198
AB_MycoticJungle,GR_ParagonRat,rodent paragon,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.714,0.286
AB_MycoticJungle,GR_ParagonThrumbo,colossal paragon,Vanilla Genetics Expanded,4.5,dormant,0.7178,0.2822
AB_MycoticJungle,GR_ParagonWolf,canine paragon,Vanilla Genetics Expanded,1,dormant,0.7756,0.2244
AB_MycoticJungle,GR_Rabbitcat,rabbitcat,Vanilla Genetics Expanded,2.5,dormant,0.8072,0.1928
AB_MycoticJungle,GR_Rabbitchicken,rabbitchicken,Vanilla Genetics Expanded,0.10000000149011612,dormant,0.864,0.136
AB_MycoticJungle,GR_Ratffalo,ratffalo,Vanilla Genetics Expanded,1.75,dormant,0.7824,0.2176
AB_MycoticJungle,GR_Snakecat,snakecat,Vanilla Genetics Expanded,1.5,dormant,0.6903,0.3097
AB_MycoticJungle,GR_Spidercat,spidercat,Vanilla Genetics Expanded,0.8500000238418579,dormant,0.7986,0.2014
AB_MycoticJungle,GR_Spiderhorse,spiderhorse,Vanilla Genetics Expanded,2.4000000953674316,dormant,0.8081,0.1919
AB_MycoticJungle,GR_Spidersnake,spidersnake,Vanilla Genetics Expanded,0.25,dormant,0.6606,0.3394
AB_MycoticJungle,GR_Squirralope,squirralope,Vanilla Genetics Expanded,0.20000000298023224,dormant,0.7984,0.2016
AB_MycoticJungle,GR_Thrumbalope,thrumbalope,Vanilla Genetics Expanded,4,dormant,0.8876,0.1124
AB_MycoticJungle,GR_Thrumbear,thrumbear,Vanilla Genetics Expanded,6,dormant,0.7741,0.2259
AB_MycoticJungle,GR_Thrumbocat,thrumbocat,Vanilla Genetics Expanded,2,dormant,0.7733,0.2267
AB_MycoticJungle,GR_Thrumbochicken,thrumbochicken,Vanilla Genetics Expanded,3,dormant,0.8682,0.1318
AB_MycoticJungle,GR_Thrumbolizard,thrumbolizard,Vanilla Genetics Expanded,3.5,dormant,0.6734,0.3266
AB_MycoticJungle,GR_Thrumboman,thrumboman,Vanilla Genetics Expanded,4,dormant,0.733,0.267
AB_MycoticJungle,GR_Thrumborat,thrumborat,Vanilla Genetics Expanded,1.5,dormant,0.8692,0.1308
AB_MycoticJungle,GR_Thrumbospider,thrumbospider,Vanilla Genetics Expanded,4.5,dormant,0.7926,0.2074
AB_MycoticJungle,GR_Thrumdraeodon,thrumdraeodon,Vanilla Genetics Expanded,4.5,dormant,0.7325,0.2675
AB_MycoticJungle,GR_Thrumffalo,thrumffalo,Vanilla Genetics Expanded,8.399999618530273,dormant,0.822,0.178
AB_MycoticJungle,GR_Thrumhorse,thrumhorse,Vanilla Genetics Expanded,4.5,dormant,0.7768,0.2232
AB_MycoticJungle,GR_Thrumwolf,thrumwolf,Vanilla Genetics Expanded,2.200000047683716,dormant,0.8597,0.1403
AB_MycoticJungle,GR_Turkeyman,turkeyman,Vanilla Genetics Expanded,0.6000000238418579,dormant,0.836,0.164
AB_MycoticJungle,GR_WolfShrimp,wolf shrimp,Vanilla Genetics Expanded,2,dormant,0.8444,0.1556
AB_MycoticJungle,GR_Wolfalope,wolfalope,Vanilla Genetics Expanded,0.8500000238418579,dormant,0.9232,0.0768
AB_MycoticJungle,GR_Wolfbear,wolfbear,Vanilla Genetics Expanded,1,dormant,0.822,0.178
AB_MycoticJungle,GR_Wolfbeaver,wolfbeaver,Vanilla Genetics Expanded,0.8500000238418579,dormant,0.8967,0.1033
AB_MycoticJungle,GR_Wolfcat,wolfcat,Vanilla Genetics Expanded,1,dormant,0.7426,0.2574
AB_MycoticJungle,GR_Wolfchicken,wolfchicken,Vanilla Genetics Expanded,0.6499999761581421,dormant,0.7368,0.2632
AB_MycoticJungle,GR_Wolffalo,wolffalo,Vanilla Genetics Expanded,1.5,dormant,0.8515,0.1485
AB_MycoticJungle,GR_Wolfhorse,wolfhorse,Vanilla Genetics Expanded,2.799999952316284,dormant,0.7778,0.2222
AB_MycoticJungle,GR_Wolfscarab,wolfscarab,Vanilla Genetics Expanded,0.8500000238418579,dormant,0.7914,0.2086
AB_MycoticJungle,GR_Wolfsnake,wolfsnake,Vanilla Genetics Expanded,1,dormant,0.6343,0.3657
AB_MycoticJungle,GR_WoolyWolf,wooly Wolf,Vanilla Genetics Expanded,1.5,dormant,0.7623,0.2377
AB_MycoticJungle,GRimBullfrog,Colorful bullfrog,GRiNDTerra Biomes,0.20000000298023224,foreign,0.3208,0.6792
AB_MycoticJungle,GRimCobra,Colorful cobra,GRiNDTerra Biomes,0.25,foreign,0.63,0.37
AB_MycoticJungle,GRimLavaSnail,Colorful lava snail,GRiNDTerra Biomes,0.8999999761581421,foreign,0.793,0.207
AB_MycoticJungle,GRimMonitorLizard,Colorful monitor lizard,GRiNDTerra Biomes,0.6000000238418579,foreign,0.5177,0.4823
AB_MycoticJungle,GRimPinkbird,pinkbird,GRiNDTerra Biomes,0.15000000596046448,foreign,0.4425,0.5575
AB_MycoticJungle,GRimQuail,Colorful quail,GRiNDTerra Biomes,0.25,foreign,0.1687,0.8313
AB_MycoticJungle,GRimStoneCrab,Colorful stone crab,GRiNDTerra Biomes,0.30000001192092896,foreign,0.5619,0.4381
AB_MycoticJungle,GRimTortoise,Colorful tortoise,GRiNDTerra Biomes,0.5,foreign,0.5729,0.4271
AB_MycoticJungle,Gazelle,gazelle,Core,0.699999988079071,dormant,0.8403,0.1597
AB_MycoticJungle,Gelagrub,gelagrub,Star Wars Animal Collection (Continued),2.4000000953674316,foreign,0.4518,0.5482
AB_MycoticJungle,GiantAnt_Race,giant ant,They! (Giant Ants),2,dormant,0.6663,0.3337
AB_MycoticJungle,GiantToad,giant toad,Giant Toads (Continued),2,ours,0.7875,0.2125
AB_MycoticJungle,Giantala,giantala,Beasts of the Rim (Continued),4,foreign,0.6285,0.3715
AB_MycoticJungle,Gigantelope,gigantelope,Beasts of the Rim (Continued),2,foreign,0.7155,0.2845
AB_MycoticJungle,Gigantophis,gigantophis,Megafauna,11,dormant,0.845,0.155
AB_MycoticJungle,Gigantopithecus,gigantopithecus,Megafauna,3.5,dormant,0.7034,0.2966
AB_MycoticJungle,Gizka,gizka,Star Wars Animal Collection (Continued),0.18000000715255737,ours,0.5269,0.4731
AB_MycoticJungle,Goat,goat,Core,0.75,foreign,0.946,0.054
AB_MycoticJungle,Gomphotaria,gomphotaria,Megafauna,5,foreign,0.8599,0.1401
AB_MycoticJungle,Goose,goose,Core,0.6000000238418579,dormant,0.7264,0.2736
AB_MycoticJungle,Gorehulk,gorehulk,Anomaly,2,dormant,0.712,0.288
AB_MycoticJungle,Gorg,gorg,Star Wars Animal Collection (Continued),0.30000001192092896,ours,0.8245,0.1755
AB_MycoticJungle,Gorilla,gorilla,Odyssey,2,dormant,0.7423,0.2577
AB_MycoticJungle,Gornt,gornt,Star Wars Animal Collection (Continued),0.8500000238418579,dormant,0.8728,0.1272
AB_MycoticJungle,GraniteSlug,granite slug,Star Wars Animal Collection (Continued),0.20000000298023224,ours,0.678,0.322
AB_MycoticJungle,Grank,Grank,Star Wars Animal Collection (Continued),0.8500000238418579,ours,0.7604,0.2396
AB_MycoticJungle,Grazer,grazer,Star Wars Animal Collection (Continued),2.75,dormant,0.885,0.115
AB_MycoticJungle,GreaterKraytDragon,greater krayt dragon,Star Wars Animal Collection (Continued),15,ours,0.8709,0.1291
AB_MycoticJungle,Gualaar,gualaar,Star Wars Animal Collection (Continued),3,foreign,0.7403,0.2597
AB_MycoticJungle,GuineaPig,guinea pig,Core,0.20000000298023224,ours,0.7076,0.2924
