defName,label,mod,packageId,intelligence,isAnimal,bodySize,moveSpeed,marketValue,mass,biomes_now,n_biomes,status
JRWCoelophysis,Coelophysis,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,5,0,90,,0,dormant
JRWCompsognathus,Compsognathus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,0.5,6,0,30,,0,dormant
JRWCorythosaurus,Corythosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,5,0,300,,0,dormant
JRWCryolophosaurus,Cryolophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,6,0,210,,0,dormant
JRWCyclosphaeroma,Cyclosphaeroma,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,2.5,0,90,,0,dormant
JRWDeinonychus,Deinonychus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,7.5,0,240,,0,dormant
JRWDeinosuchus,Deinosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWDesmatosuchus,Desmatosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,4,0,210,,0,dormant
JRWDilophosaurus,Dilophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,500,90,TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_CloudForest,5,foreign
JRWDimetrodon,Dimetrodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,4,0,210,,0,dormant
JRWDinilysia,dinilysia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,3.5,0,90,,0,dormant
JRWDiplocaulus,Diplocaulus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,500,90,TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_CloudForest,5,foreign
JRWDracorex,Dracorex,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,4,0,240,,0,dormant
JRWDrinker,Drinker,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2.5,4.5,0,150,,0,dormant
JRWDromaeosaurus,Dromaeosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,7.5,0,240,,0,dormant
JRWDryosaurus,Dryosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2.5,4.5,0,150,,0,dormant
JRWEdaphosaurus,Edaphosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,4,0,210,,0,dormant
JRWEdmontosaurus,Edmontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,5,0,300,,0,dormant
JRWEnigmosaurus,Enigmosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4.5,6,0,270,,0,dormant
JRWEstemmenosuchus,Estemmenosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWEuoplocephalus,Euoplocephalus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,700,300,AridShrubland|BorealForest|Desert|TemperateForest|TropicalRainforest|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_Grasslands,11,ours
JRWEuphoberia,Euphoberia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,2.5,500,90,BorealForest|TemperateForest|TropicalRainforest|TropicalSwamp|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest,7,ours
JRWGallimimus,Gallimimus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,6,0,240,,0,dormant
JRWGasosaurus,Gasosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,6,0,210,,0,dormant
JRWGeosternbergia,Geosternbergia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2.5,6,500,150,BorealForest|TemperateForest|TropicalRainforest|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest,6,ours
JRWGeralinura,Geralinura,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,6,500,90,AridShrubland|BorealForest|Desert|ExtremeDesert|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_Grasslands|ZBiome_Sandbar_NoBeach,15,ours
JRWGiganotosaurus,Giganotosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5.75,6,0,345,,0,dormant
JRWGigantophis,gigantophis,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,3.5,0,210,,0,dormant
JRWGorgonops,Gorgonops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2,6,700,120,AridShrubland|Desert|TemperateForest|TropicalRainforest|TropicalSwamp|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_Grasslands,10,ours
JRWHalszkaraptor,Halszkaraptor,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,0,90,,0,dormant
JRWHolcorobeus,Holcorobeus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,2.5,0,90,,0,dormant
JRWHomalocephale,Homalocephale,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,4,0,240,,0,dormant
JRWHylonomus,Hylonomus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,0,90,,0,dormant
JRWHynerpeton,Hynerpeton,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,3,500,90,TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_CloudForest,5,foreign
JRWHypsilophodon,Hypsilophodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,0,90,,0,dormant
JRWIndominus,Indominus rex,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4.5,0,300,,0,dormant
JRWIndoraptor,Indoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,9,0,300,,0,dormant
JRWIschigualastia,Ischigualastia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,700,300,AridShrubland|BorealForest|TemperateForest|TropicalRainforest|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_Grasslands,8,ours
JRWKaprosuchus,Kaprosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,6,0,210,,0,dormant
JRWKentrosaurus,Kentrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWKileskus,Kileskus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2,5,0,120,,0,dormant
JRWKosmoceratops,Kosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWLycaenops,Lycaenops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2,6,0,120,,0,dormant
JRWMacrelcana,Macrelcana,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,2.5,500,90,BorealForest|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_AlpineMeadow|ZBiome_CloudForest,7,foreign
JRWManipulator,Manipulator,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,6,500,90,TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_CloudForest,5,foreign
JRWMeganeura,Meganeura,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,2.5,500,90,BorealForest|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_AlpineMeadow|ZBiome_CloudForest,7,foreign
JRWMetriacanthosaurus,Metriacanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,6,0,210,,0,dormant
JRWMicroceratus,Microceratus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,0,90,,0,dormant
JRWMochlodon,Mochlodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,5,0,300,,0,dormant
JRWNanuqsaurus,Nanuqsaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,3,0,210,,0,dormant
JRWNasutoceratops,Nasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWNyctosaurus,Nyctosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,4,500,240,BorealForest|TemperateForest|TropicalRainforest|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest,6,ours
JRWOphiacodon,Ophiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,4,0,210,,0,dormant
JRWOrnithosuchus,Ornithosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,6,0,210,,0,dormant
JRWOuranosaurus,Ouranosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,5,0,300,,0,dormant
JRWOviraptor,Oviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,6,0,240,,0,dormant
JRWPachycephalosaurus,Pachycephalosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,4,0,240,,0,dormant
JRWPachyrhinosaurus,Pachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWParasaurolophus,Parasaurolophus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,5,0,300,,0,dormant
JRWParksosaurus,Parksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,0,90,,0,dormant
JRWPlatyhystrix,Platyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,3,500,90,TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_CloudForest,5,foreign
JRWPrestosuchus,Prestosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,6,0,210,,0,dormant
JRWProtoceratops,Protoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2,4,0,120,,0,dormant
JRWProtosolpuga,Protosolpuga,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,6,500,90,AridShrubland|Desert|ExtremeDesert|TemperateForest|TemperateSwamp|TropicalSwamp|ZBiome_Badlands|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_Grasslands|ZBiome_Sandbar_NoBeach,11,ours
JRWProtovermes,Protovermes,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,0.20000000298023224,5.5,500,12,,0,dormant
JRWPsittacosaurus,Psittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,0,90,,0,dormant
JRWPteranodon,Pteranodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2.5,6,500,150,BorealForest|TemperateForest|TropicalRainforest|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest,6,ours
JRWPulmonoscorpius,Pulmonoscorpius,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,6,500,90,TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_CloudForest,5,foreign
JRWQantassaurus,Qantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,500,90,AridShrubland|Desert|TemperateForest|TropicalRainforest|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_Grasslands,9,ours
JRWQuetzalcoatlus,Quetzalcoatlus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,6,500,300,BorealForest|TemperateForest|TropicalRainforest|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest,6,ours
JRWRajasaurus,Rajasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,6,0,210,,0,dormant
JRWRhabdodon,Rhabdodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,5,0,300,,0,dormant
JRWRhamphorhynchus,Rhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2.5,6,0,150,,0,dormant
JRWSaltasaurus,Saltasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4.5,1.5,0,270,,0,dormant
JRWSarcosuchus,Sarcosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWScutosaurus,Scutosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWSegnosaurus,Segnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4.5,6,0,270,,0,dormant
JRWSpinosaurus,Spinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5.75,6,0,345,,0,dormant
JRWStaurikosaurus,Staurikosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,6,0,240,,0,dormant
JRWStegosaurus,Stegosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWStygimoloch,Stygimoloch,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,4,0,240,,0,dormant
JRWStyracosaurus,Styracosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWSuchomimus,Suchomimus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,6,0,210,,0,dormant
JRWSupersaurus,Supersaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5.75,1.5,0,345,,0,dormant
JRWTanystropheus,Tanystropheus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,6,0,210,,0,dormant
JRWTenontosaurus,Tenontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,5,0,300,,0,dormant
JRWTermitotron,Termitotron,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3,6,0,180,,0,dormant
JRWTherizinosaurus,Therizinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4.5,6,0,270,,0,dormant
JRWTitanoboa,titanoboa,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,3.5,0,210,,0,dormant
JRWTorosaurus,Torosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWTriceratops,Triceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,4,0,300,,0,dormant
JRWTroodon,Troodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,7.5,0,240,,0,dormant
JRWTupandactylus,Tupandactylus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2.5,6,0,150,,0,dormant
JRWTyrannosaurus,Tyrannosaurus rex,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5.75,6,0,345,,0,dormant
JRWUdanoceratops,Udanoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,2,4,0,120,,0,dormant
JRWValdosaurus,Valdosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,0,90,,0,dormant
JRWVelociraptor,Velociraptor,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,4,7.5,0,240,,0,dormant
JRWWonambi,wonambi,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,3.5,0,90,,0,dormant
JRWYangchuanosaurus,Yangchuanosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5.75,6,0,345,,0,dormant
JRWYi,Yi,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,0,90,,0,dormant
JRWYurlunggur,yurlunggur,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,3.5,0,90,,0,dormant
JRWYutyrannus,Yutyrannus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,3.5,6,0,210,,0,dormant
JRWZalmoxes,Zalmoxes,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,5,5,0,300,,0,dormant
JRWZephyrosaurus,Zephyrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,Animal,True,1.5,4.5,0,90,,0,dormant
TYR_HotfootRat,hotfoot rat,Little Critters,tyrannidae.littlecritters,Animal,True,0.20000000298023224,4,10,12,AB_PyroclasticConflagration|AB_TarPits|Desert|LavaField|Volcano,5,ours
TYR_KangarooRat,kangaroo rat,Little Critters,tyrannidae.littlecritters,Animal,True,0.20000000298023224,4,0,12,,0,dormant
TYR_Lemming,lemming,Little Critters,tyrannidae.littlecritters,Animal,True,0.20000000298023224,4,10,12,AB_PropaneLakes|BorealForest|ColdBog|GlacialPlain|IceSheet|SeaIce|Tundra|ZBiome_AlpineMeadow|ZBiome_GlacialShield|ZBiome_Iceberg_NoBeach,10,ours
TYR_Mouse,mouse,Little Critters,tyrannidae.littlecritters,Animal,True,0.20000000298023224,4,10,12,,0,dormant
TYR_MousePoison,poison mouse,Little Critters,tyrannidae.littlecritters,Animal,True,0.20000000298023224,4,10,12,AB_MiasmicMangrove|AB_MycoticJungle|Glowforest|PoisonForest|TropicalRainforest|TropicalSwamp,6,ours
Arthropleura,arthropleura,Megafauna,spino.megafauna,Animal,True,3.5,3.5,900,210,AB_FeraliskInfestedJungle|AB_GallatrossGraveyard|AB_GelatinousSuperorganism|AB_MechanoidIntrusion|AB_MiasmicMangrove|AB_MycoticJungle|AB_TarPits|AridShrubland|Glowforest|Grasslands|Scarlands|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_Grasslands,18,ours
Doedicurus,doedicurus,Megafauna,spino.megafauna,Animal,True,3,2,1100,180,AB_GallatrossGraveyard|AB_TarPits|AridShrubland|BorealForest|Desert|ExtremeDesert|Grasslands|TemperateForest|TemperateSwamp|Tundra|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_GlacialShield|ZBiome_Grasslands|ZBiome_Sandbar_NoBeach,17,ours
Daeodon,daeodon,Megafauna,spino.megafauna,Animal,True,3,5.5,0,180,,0,dormant
Gigantopithecus,gigantopithecus,Megafauna,spino.megafauna,Animal,True,3.5,4.199999809265137,0,210,,0,dormant
Paraceratherium,paraceratherium,Megafauna,spino.megafauna,Animal,True,15,4,0,900,,0,dormant
Titanis,titanis,Megafauna,spino.megafauna,Animal,True,3,7,1000,180,AB_FeraliskInfestedJungle|AB_GelatinousSuperorganism|AB_MiasmicMangrove|AridShrubland|Grasslands|TemperateForest|TropicalRainforest|TropicalSwamp|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_Grasslands,11,ours
Titanoboa,titanoboa,Megafauna,spino.megafauna,Animal,True,12,4,0,720,,0,dormant
WoollyMammoth,woolly mammoth,Megafauna,spino.megafauna,Animal,True,5,4.199999809265137,0,300,,0,dormant
Elasmotherium,elasmotherium,Megafauna,spino.megafauna,Animal,True,4,4.599999904632568,1300,240,BorealForest|ColdBog|GlacialPlain|Grasslands|IceSheet|TemperateForest|TemperateSwamp|Tundra|ZBiome_AlpineMeadow|ZBiome_GlacialShield|ZBiome_Marsh,11,foreign
Smilodon,smilodon,Megafauna,spino.megafauna,Animal,True,2.5,5.75,0,150,,0,dormant
Chalicotherium,chalicotherium,Megafauna,spino.megafauna,Animal,True,4,4,0,240,,0,dormant
Megaloceros,megaloceros,Megafauna,spino.megafauna,Animal,True,4,5,1100,240,BorealForest|ColdBog|GlacialPlain|Glowforest|Grasslands|TemperateForest|TemperateSwamp|Tundra|ZBiome_AlpineMeadow|ZBiome_GlacialShield|ZBiome_Marsh,11,foreign
Procoptodon,procoptodon,Megafauna,spino.megafauna,Animal,True,3,4.5,0,180,,0,dormant
Megalania,megalania,Megafauna,spino.megafauna,Animal,True,3,3.4000000953674316,0,180,,0,dormant
Gomphotaria,gomphotaria,Megafauna,spino.megafauna,Animal,True,5,2.5,2000,300,ColdBog|GlacialPlain|IceSheet|SeaIce|Tundra|ZBiome_GlacialShield|ZBiome_Iceberg_NoBeach|ZBiome_Marsh,8,foreign
Diprotodon,diprotodon,Megafauna,spino.megafauna,Animal,True,4.199999809265137,3.200000047683716,0,251.99998474121094,,0,dormant
ShortfacedBear,Short-faced bear,Megafauna,spino.megafauna,Animal,True,4.5,5,0,270,,0,dormant
Dinocrocuta,dinocrocuta,Megafauna,spino.megafauna,Animal,True,3.5,5.349999904632568,1500,210,AB_GallatrossGraveyard|AB_TarPits|AridShrubland|Desert|Grasslands|ZBiome_CoastalDunes|ZBiome_DesertOasis|ZBiome_Grasslands,8,ours
Sivatherium,sivatherium ,Megafauna,spino.megafauna,Animal,True,8,4.400000095367432,1800,480,AridShrubland|Grasslands|ZBiome_Grasslands,3,ours
Andrewsarchus,andrewsarchus,Megafauna,spino.megafauna,Animal,True,5,4.800000190734863,0,300,,0,dormant
Dinornis,dinornis,Megafauna,spino.megafauna,Animal,True,5,6,1700,300,AB_GelatinousSuperorganism|AB_MiasmicMangrove|AB_MycoticJungle|AB_OcularForest|AridShrubland|Grasslands|TemperateForest|ZBiome_Badlands|ZBiome_Grasslands,9,ours
Macrauchenia,macrauchenia,Megafauna,spino.megafauna,Animal,True,4,6.199999809265137,1000,240,AridShrubland|Grasslands|TemperateForest|TropicalRainforest|TropicalSwamp|ZBiome_Badlands|ZBiome_CloudForest|ZBiome_Grasslands,8,ours
Quinkana,quinkana,Megafauna,spino.megafauna,Animal,True,3.5,5,0,210,,0,dormant
Deinotherium,deinotherium,Megafauna,spino.megafauna,Animal,True,5.5,4.300000190734863,0,330,,0,dormant
Aurochs,aurochs,Megafauna,spino.megafauna,Animal,True,3,4.699999809265137,0,180,,0,dormant
Megalochelys,megalochelys,Megafauna,spino.megafauna,Animal,True,4.5,1.2000000476837158,0,270,,0,dormant
Palaeeudyptes,palaeeudyptes,Megafauna,spino.megafauna,Animal,True,2.799999952316284,3.5,0,168,,0,dormant
Josephoartigasia,josephoartigasia,Megafauna,spino.megafauna,Animal,True,4,3.299999952316284,0,240,,0,dormant
Gigantophis,gigantophis,Megafauna,spino.megafauna,Animal,True,11,4.239999771118164,0,660,,0,dormant
Meganeura,meganeura,Megafauna,spino.megafauna,Animal,True,0.699999988079071,8,750,42,AB_FeraliskInfestedJungle|AB_GelatinousSuperorganism|AB_MechanoidIntrusion|AB_MiasmicMangrove|AB_MycoticJungle|AB_OcularForest|Glowforest|Grasslands|TemperateForest|TemperateSwamp|TropicalRainforest|TropicalSwamp|ZBiome_CloudForest,13,ours
Zygolophodon,zygolophodon,Megafauna,spino.megafauna,Animal,True,5.300000190734863,4,1900,318,BorealForest|GlacialPlain|TemperateForest|TemperateSwamp|ZBiome_AlpineMeadow,5,foreign
Platybelodon,platybelodon,Megafauna,spino.megafauna,Animal,True,4.5,3.5999999046325684,1200,270,BorealForest|Grasslands|TemperateForest|TropicalRainforest|ZBiome_AlpineMeadow|ZBiome_Badlands|ZBiome_CloudForest,7,ours
Purussaurus,purussaurus,Megafauna,spino.megafauna,Animal,True,10,4.25,0,600,,0,dormant
