biome,animal,sources,direction,commonality,mod,file
BorealForest,JRWHolcorobeus,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Holcorobeus.xml
BorealForest,JRWHomalocephale,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Homalocephale.xml
BorealForest,JRWIndominus,1,animal.wildBiomes,0,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Indominus.xml
BorealForest,JRWIndoraptor,1,animal.wildBiomes,0,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Indoraptor.xml
BorealForest,JRWIschigualastia,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ischigualastia.xml
BorealForest,JRWKentrosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Kentrosaurus.xml
BorealForest,JRWKileskus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Kileskus.xml
BorealForest,JRWKosmoceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Kosmoceratops.xml
BorealForest,JRWMacrelcana,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Macrelcana.xml
BorealForest,JRWMeganeura,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Meganeura.xml
BorealForest,JRWMetriacanthosaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Metriacanthosaurus.xml
BorealForest,JRWMochlodon,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Mochlodon.xml
BorealForest,JRWNanuqsaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Nanuqsaurus.xml
BorealForest,JRWNasutoceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Nasutoceratops.xml
BorealForest,JRWNyctosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Nyctosaurus.xml
BorealForest,JRWOuranosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ouranosaurus.xml
BorealForest,JRWPachycephalosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pachycephalosaurus.xml
BorealForest,JRWPachyrhinosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pachyrhinosaurus.xml
BorealForest,JRWParasaurolophus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Parasaurolophus.xml
BorealForest,JRWProtoceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Protoceratops.xml
BorealForest,JRWPteranodon,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pteranodon.xml
BorealForest,JRWQuetzalcoatlus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Quetzalcoatlus.xml
BorealForest,JRWRajasaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Rajasaurus.xml
BorealForest,JRWRhabdodon,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Rhabdodon.xml
BorealForest,JRWRhamphorhynchus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Rhamphorhynchus.xml
BorealForest,JRWScutosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Scutosaurus.xml
BorealForest,JRWSegnosaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Segnosaurus.xml
BorealForest,JRWSpinosaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Spinosaurus.xml
BorealForest,JRWStegosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Stegosaurus.xml
BorealForest,JRWStygimoloch,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Stygimoloch.xml
BorealForest,JRWStyracosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Styracosaurus.xml
BorealForest,JRWSuchomimus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Suchomimus.xml
BorealForest,JRWTenontosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Tenontosaurus.xml
BorealForest,JRWTherizinosaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Therizinosaurus.xml
BorealForest,JRWTitanoboa,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Titanoboa.xml
BorealForest,JRWTorosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Torosaurus.xml
BorealForest,JRWTriceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Triceratops.xml
BorealForest,JRWTupandactylus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Tupandactylus.xml
BorealForest,JRWTyrannosaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Tyrannosaurus.xml
BorealForest,JRWUdanoceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Udanoceratops.xml
BorealForest,JRWWonambi,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Wonambi.xml
BorealForest,JRWYangchuanosaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Yangchuanosaurus.xml
BorealForest,JRWYurlunggur,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Yurlunggur.xml
BorealForest,JRWYutyrannus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Yutyrannus.xml
BorealForest,JRWZalmoxes,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Zalmoxes.xml
BorealForest,Jakobeast,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Jamel,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Jerbal,1,animal.wildBiomes,0.,Beasts of the Rim (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_Jerbal.xml
BorealForest,Jimvu,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,JungleRancor,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Kaadu,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Katarn,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,KellDragon,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Kinrath,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Klorslug,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,KowakianMonkeyLizard,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,KraytDragon,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Kreetle,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Krykna,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,KwazelMaw,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Kwi,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Kybuck,1,animal.wildBiomes,0.6,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,LavaFlea,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Leaftail,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Leprechaun,1,animal.wildBiomes,0.035,Mythological Creatures!,Defs\AnimalDefs\Leprechaun.xml
BorealForest,LongtailGorg,1,animal.wildBiomes,0.02,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,LothWolf,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Lothcat,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Lylek,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Lynx,1,biome.wildAnimals,0.07,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,MA_Aminox,1,animal.wildBiomes,0.08,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Aminox.xml
BorealForest,MA_Capryak,1,animal.wildBiomes,0.10,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Capryak.xml
BorealForest,MA_Deermoss,1,animal.wildBiomes,0.08,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Deermoss.xml
BorealForest,MA_Direhorse,1,animal.wildBiomes,0.08,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Direhorse.xml
BorealForest,MA_Dunbear,1,animal.wildBiomes,0.01,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Dunbear.xml
BorealForest,MA_Duskhorn,1,animal.wildBiomes,0.12,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Duskhorn.xml
BorealForest,MA_Furpotamus,1,animal.wildBiomes,0.11,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Furpotamus.xml
BorealForest,MA_Gnaut,1,animal.wildBiomes,0.12,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Gnaut.xml
BorealForest,MA_Harpeagle,1,animal.wildBiomes,0.16,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Harpeagle.xml
BorealForest,MA_Hellboar,1,animal.wildBiomes,0.08,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Hellboar.xml
BorealForest,MA_Manehound,1,animal.wildBiomes,0.06,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Manehound.xml
BorealForest,MA_Plastemmoth,1,animal.wildBiomes,0.10,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Plastemmoth.xml
BorealForest,MA_Raptorkhan,1,animal.wildBiomes,0.05,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Raptorkhan.xml
BorealForest,MA_Scarodon,1,animal.wildBiomes,0.06,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Scarodon.xml
BorealForest,MA_Simbakub,1,animal.wildBiomes,0.09,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Simbakub.xml
BorealForest,MA_SimbakubAlpha,1,animal.wildBiomes,0.03,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Simbakub_Alpha.xml
BorealForest,MA_Sivatherium,1,animal.wildBiomes,0.04,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Sivatherium.xml
BorealForest,MA_Sporemole,1,animal.wildBiomes,0.02,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Sporemole.xml
BorealForest,MA_Worhin,1,animal.wildBiomes,0.05,Mythic Ages: Megafauna Bestiary,1.6\Defs\ThingDefs_Races\Animal_Worhin.xml
BorealForest,Maalraas,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Manka,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,MarshHaunt,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Massiff,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,MastiffPhalone,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Mastmot,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Mawvorr,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Megaloceros,1,animal.wildBiomes,0.01,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
BorealForest,Megalochelys,1,animal.wildBiomes,0.005,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.4-.xml
BorealForest,Megasloth,1,biome.wildAnimals,0.1,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,Mink,1,biome.wildAnimals,0.2,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,Moose,1,biome.wildAnimals,0.2,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,Mott,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Mudhorn,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Muffalo,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,Mynock,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Narglatch,1,animal.wildBiomes,0.08,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Neebray,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Nerf,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Nexu,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Nuna,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Ollopom,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Orray,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,PaintedSpat,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Palaeeudyptes,1,animal.wildBiomes,0.005,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.4-.xml
BorealForest,Paraceratherium,1,animal.wildBiomes,0.004,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
BorealForest,PekoPeko,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Pikobis,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Platybelodon,1,animal.wildBiomes,0.004,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.4-.xml
BorealForest,Porcupine,1,biome.wildAnimals,0.2,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,Porg,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Pufferpig,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Qormot,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,RG_Rabbit,1,animal.wildBiomes,0.5,ReGrowth 2,1.6\Defs\ThingDefs_Races\Races_Animal_Hares.xml
BorealForest,Rabbuck,1,animal.wildBiomes,0.5,Beasts of the Rim (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_Rabbuck.xml
BorealForest,Raccoon,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,Rancor,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Rat,1,biome.wildAnimals,1,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,Raxshir,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Reek,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Rikknit,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Roggwart,1,animal.wildBiomes,0.00,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Ronto,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Runyip,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Scavrat,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Scurrier,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Shaak,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Shiro,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,ShiroTrap,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,ShortfacedBear,1,animal.wildBiomes,0.008,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.2-v1.3.1.xml
BorealForest,Shyrack,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Silooth,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Skalder,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Sketto,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Smilodon,1,animal.wildBiomes,0.01,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
BorealForest,Snoruuk,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Sparrow,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,Squirrel,1,biome.wildAnimals,1,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,Stintaril,1,animal.wildBiomes,0.2,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Strill,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Swan,1,biome.wildAnimals,0.1,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,TYR_Lemming,1,animal.wildBiomes,1.0,Little Critters,1.6\Defs\ThingDefs_Races\Lemming.xml
BorealForest,Tach,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Taozin,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Tauntaun,1,animal.wildBiomes,0.08,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,TeeMuss,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,TetnissCrab,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Thranta,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Tibidee,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Titan,1,animal.wildBiomes,0.5,Titans,Defs\ThingDefs_Races\Races_Animal_Titan.xml
BorealForest,Tooke,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Torton,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Troll,1,animal.wildBiomes,0.025,Mythological Creatures!,Defs\AnimalDefs\Troll.xml
BorealForest,Tukata,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Turkey,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,TuskCat,1,animal.wildBiomes,0.2,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Uintatherium,1,animal.wildBiomes,0.002,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.4-.xml
BorealForest,Unicorn,1,animal.wildBiomes,0.025,Mythological Creatures!,Defs\AnimalDefs\Unicorn.xml
BorealForest,Urusai,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Uvak,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Vapaad,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Varactyl,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Veermok,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Voorpak,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Vornskyr,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Vulptex,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Wampa,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,WarWyrm,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Warbird,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,Warg,1,biome.wildAnimals,0.07,Core,Defs\BiomeDefs\Biomes_Cold.xml
BorealForest,Whisperbird,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
BorealForest,WildBoar,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Cold.xml
