verdict	defName	modName	label	size	minPx	graphicClass	deconstructible	fraction	yield	chance	costList	killedLeavings	designationCategory	texOnDisk	texPath
USABLE-EMPTY	VFEPD_AlphaGenesAncientGeneExtractor	Vanilla Furniture Expanded - Props and Decor	ancient gene extractor	2x2	44	Graphic_Multi	True	0.5						True	Things/Building/AG_RuinedGeneExtractor
USABLE-EMPTY	VFEPD_AlphaGenesAncientGeneProcessor	Vanilla Furniture Expanded - Props and Decor	ancient gene processor	2x2	44	Graphic_Single	True	0.5						True	Things/Building/AG_RuinedGeneProcessor
USABLE-EMPTY	VFEPD_AlphaGenesAncientGrowthVat	Vanilla Furniture Expanded - Props and Decor	ancient growth vat	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/AG_RuinedGrowthVat
USABLE-EMPTY	VFEPD_AlphaGenesAncientHugeBank	Vanilla Furniture Expanded - Props and Decor	ancient huge gene bank	4x2	44	Graphic_Single	True	0.5						True	Things/Building/AG_RuinedHugeBank
USABLE-EMPTY	VFEPD_AlphaGenesAncientLamp	Vanilla Furniture Expanded - Props and Decor	ancient broken lamp	1x1	22	Graphic_Single	True	0.5						True	Things/Building/AG_RuinedLamp
USABLE-EMPTY	VFEPD_AlphaGenesAncientLargeMechGestator	Vanilla Furniture Expanded - Props and Decor	ancient large mech gestator	4x3	66	Graphic_Multi	True	0.5						True	Things/Building/AG_RuinedMechGestatorLarge
USABLE-EMPTY	VFEPD_AlphaGenesAncientLargeRecharger	Vanilla Furniture Expanded - Props and Decor	ancient large mech recharger	3x2	44	Graphic_Multi	True	0.5						True	Things/Building/AG_RuinedStandardRecharger
USABLE-EMPTY	VFEPD_AlphaGenesAncientMechGestator	Vanilla Furniture Expanded - Props and Decor	ancient mech gestator	3x2	44	Graphic_Multi	True	0.5						True	Things/Building/AG_RuinedMechGestatorStandard
USABLE-EMPTY	VFEPD_AlphaGenesAncientPollutionPump	Vanilla Furniture Expanded - Props and Decor	ancient pollution pump	1x1	22	Graphic_Single	True	0.5						True	Things/Building/AG_RuinedPollutionPump
USABLE-EMPTY	VFEPD_AlphaGenesAncientShelf	Vanilla Furniture Expanded - Props and Decor	ancient shelf	2x1	22	Graphic_Multi	True	0.5						True	Things/Building/AG_RuinedShelf
USABLE-EMPTY	VFEPD_AlphaGenesAncientSubcoreRipscanner	Vanilla Furniture Expanded - Props and Decor	ancient subcore ripscanner	3x2	44	Graphic_Multi	True	0.5						True	Things/Building/AG_RuinedSubcoreRipscanner
USABLE-EMPTY	VFEPD_AlphaGenesAncientVitalsMonitor	Vanilla Furniture Expanded - Props and Decor	ancient vitals monitor	1x1	22	Graphic_Multi	True	0.5						True	Things/Building/AG_RuinedVitalsMonitor
USABLE-EMPTY	VFEPD_AlphaGenesAncientWastepackAtomizer	Vanilla Furniture Expanded - Props and Decor	ancient wastepack atomizer	3x2	44	Graphic_Single	True	0.5						True	Things/Building/AG_RuinedWastepackAtomizer
USABLE-EMPTY	VFEPD_AncientAPC	Vanilla Furniture Expanded - Props and Decor	ancient ruined APC	5x3	66	Graphic_Single	True	0.5						False	Things/Building/Ruins/RuinedAPC
USABLE-EMPTY	VFEPD_AncientATM	Vanilla Furniture Expanded - Props and Decor	ancient ATM	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientATM
USABLE-EMPTY	VFEPD_AncientAirConditioner	Vanilla Furniture Expanded - Props and Decor	ancient air conditioner	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/AirConditioner
USABLE-EMPTY	VFEPD_AncientAmmoStack	Vanilla Furniture Expanded - Props and Decor	ancient ammo box	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ancient/MilitaryCompound/AncientAmmoStack
USABLE-EMPTY	VFEPD_AncientAntenna	Vanilla Furniture Expanded - Props and Decor	ancient antenna	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ancient/MilitaryCompound/AncientAntenna
USABLE-EMPTY	VFEPD_AncientArmchair	Vanilla Furniture Expanded - Props and Decor	ancient armchair	1x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/House/AncientArmchair
USABLE-EMPTY	VFEPD_AncientAutocannonTurret	Vanilla Furniture Expanded - Props and Decor	broken autocannon turret	2x2	44	Graphic_Random	True	0.5						False	Things/Building/Ancient/MilitaryCompound/BustedAutocannonTurret
USABLE-EMPTY	VFEPD_AncientAutomaticDrillingRig	Vanilla Furniture Expanded - Props and Decor	ancient automatic drilling rig	3x3	66	Graphic_Single	True	0.5						True	Things/Building/AncientAutomaticDrillingRig/AncientAutomaticDrillingRig
USABLE-EMPTY	VFEPD_AncientBandNode	Vanilla Furniture Expanded - Props and Decor	ancient band node	2x2	44	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientBandNode
USABLE-EMPTY	VFEPD_AncientBarrel	Vanilla Furniture Expanded - Props and Decor	ancient barrel	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientBarrel
USABLE-EMPTY	VFEPD_AncientBarrierGate	Vanilla Furniture Expanded - Props and Decor	ancient barrier gate	4x1	22	Graphic_Multi	True	0.5						True	Things/Building/Props/AncientBarrierGate
USABLE-EMPTY	VFEPD_AncientBarrierLong	Vanilla Furniture Expanded - Props and Decor	large concrete barrier	2x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/Checkpoint/AncientBarrierLong
USABLE-EMPTY	VFEPD_AncientBasicRecharger	Vanilla Furniture Expanded - Props and Decor	ancient basic recharger	3x1	22	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientBasicRecharger
USABLE-EMPTY	VFEPD_AncientBathtub	Vanilla Furniture Expanded - Props and Decor	cracked bathtub	1x2	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/House/CrackedBathtub
USABLE-EMPTY	VFEPD_AncientBattery	Vanilla Furniture Expanded - Props and Decor	ancient battery	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/Power/AncientBattery
USABLE-EMPTY	VFEPD_AncientBed	Vanilla Furniture Expanded - Props and Decor	ancient bed	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientBed
USABLE-EMPTY	VFEPD_AncientBedTwo	Vanilla Furniture Expanded - Props and Decor	ancient bed	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/Beds/AncientSingleBed
USABLE-EMPTY	VFEPD_AncientBioBattery	Vanilla Furniture Expanded - Props and Decor	ancient microbiobattery	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/Ruined/AncientMicrobiobattery
USABLE-EMPTY	VFEPD_AncientBioBatteryTank	Vanilla Furniture Expanded - Props and Decor	ancient bio-battery tank	3x3	66	Graphic_Single	True	0.5						True	Things/Building/ModCompat/BioBattery_Assembled
USABLE-EMPTY	VFEPD_AncientBlastDoor	Vanilla Furniture Expanded - Props and Decor	ancient blast door, closed	1x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/BlastDoor/AncientBlastDoor_MenuIcon
USABLE-EMPTY	VFEPD_AncientBlastDoor_Frame	Vanilla Furniture Expanded - Props and Decor	ancient blast door, frame	1x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/BlastDoor/AncientBlastDoor_Top
USABLE-EMPTY	VFEPD_AncientBox_ComponentIndustrial	Vanilla Furniture Expanded - Props and Decor	component box	1x1	22	Graphic_Single	True	0.5						False	Things/Building/Ancient/OpenableContainers/ComponentBox_Close
USABLE-EMPTY	VFEPD_AncientBox_ComponentSpacer	Vanilla Furniture Expanded - Props and Decor	advanced component box	1x1	22	Graphic_Single	True	0.5						False	Things/Building/Ancient/OpenableContainers/SpacerComponentBox_Close
USABLE-EMPTY	VFEPD_AncientBox_SteelSlag	Vanilla Furniture Expanded - Props and Decor	steel scrap box	1x1	22	Graphic_Single	True	0.5						False	Things/Building/Ancient/OpenableContainers/SteelSlagBox_Close
USABLE-EMPTY	VFEPD_AncientBroadcastingStation	Vanilla Furniture Expanded - Props and Decor	ancient broadcasting station	3x3	66	Graphic_Single	True	0.5						True	Things/Building/Lootables/AncientBroadcastingStation_On
USABLE-EMPTY	VFEPD_AncientBroadcastingStation_Old	Vanilla Furniture Expanded - Props and Decor	ancient broadcasting station	3x3	66	Graphic_Single	True	0.5						True	Things/Building/Props/AncientBroadcastStation_Old
USABLE-EMPTY	VFEPD_AncientBrokenDefensiveTurret	Vanilla Furniture Expanded - Props and Decor	ancient broken defensive turret	2x2	44	Graphic_Single	True	0.5						True	Things/Building/Props/AncientBrokenDefensiveTurret
USABLE-EMPTY	VFEPD_AncientBrokenTurret	Vanilla Furniture Expanded - Props and Decor	ancient broken turret	2x2	44	Graphic_Multi	True	0.5						True	Things/Building/Turret/AncientBrokenTurret
USABLE-EMPTY	VFEPD_AncientBustedTurretPlatform	Vanilla Furniture Expanded - Props and Decor	ancient busted turret platform	2x2	44	Graphic_Single	True	0.5						True	Things/Building/Props/AncientBustedTurretPlatform
USABLE-EMPTY	VFEPD_AncientCardboardBox	Vanilla Furniture Expanded - Props and Decor	old cardboard box	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ancient/Shop/OldCardboardBox
USABLE-EMPTY	VFEPD_AncientChembarrel	Vanilla Furniture Expanded - Props and Decor	ancient chembarrel	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ancient/Chemfuel/AncientChembarrel
USABLE-EMPTY	VFEPD_AncientChembarrelPallet	Vanilla Furniture Expanded - Props and Decor	ancient chembarrel pallet	2x2	44	Graphic_Random	True	0.5						False	Things/Building/Ancient/Chemfuel/AncientChembarrelPallet
USABLE-EMPTY	VFEPD_AncientChemfuelCanister	Vanilla Furniture Expanded - Props and Decor	chemfuel canister	1x1	22	Graphic_Single	True	0.5						False	Things/Building/Ancient/OpenableContainers/OldChemfuelCanister_Close
USABLE-EMPTY	VFEPD_AncientChemfuelPoweredGenerator	Vanilla Furniture Expanded - Props and Decor	ancient chemfuel powered generator	3x3	66	Graphic_Single	True	0.5						True	Things/Building/Power/AncientChemfuelGenerator
USABLE-EMPTY	VFEPD_AncientChemfuelPoweredGenerator_Old	Vanilla Furniture Expanded - Props and Decor	ancient chemfuel powered generator	3x3	66	Graphic_Single	True	0.5						True	Things/Building/Power/AncientChemfuelGenerator_Old
USABLE-EMPTY	VFEPD_AncientChemtruck	Vanilla Furniture Expanded - Props and Decor	ancient chemtruck	2x4	44	Graphic_Multi	True	0.5						False	Things/Building/Ancient/Chemfuel/AncientChemtrack
USABLE-EMPTY	VFEPD_AncientColdStorage	Vanilla Furniture Expanded - Props and Decor	ancient cold storage	1x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/House/RustedFridge
USABLE-EMPTY	VFEPD_AncientCommsConsole	Vanilla Furniture Expanded - Props and Decor	ancient comms console	3x2	44	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientCommsConsole
USABLE-EMPTY	VFEPD_AncientComputerDesk	Vanilla Furniture Expanded - Props and Decor	ancient computer desk	2x1	22	Graphic_Multi	True	0.5						True	Things/Building/Props/AncientComputerDesk
USABLE-EMPTY	VFEPD_AncientConcreteBarrier	Vanilla Furniture Expanded - Props and Decor	ancient concrete barrier	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientConcreteBarrier
USABLE-EMPTY	VFEPD_AncientContainer	Vanilla Furniture Expanded - Props and Decor	ancient container	3x5	66	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientContainer
USABLE-EMPTY	VFEPD_AncientCooler	Vanilla Furniture Expanded - Props and Decor	ancient cooler	2x2	44	Graphic_Multi	True	0.5						True	Things/Building/Props/AncientCooler
USABLE-EMPTY	VFEPD_AncientCraneArm	Vanilla Furniture Expanded - Props and Decor	ruined crane arm	2x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/Shipping/RuinedCraneArm
USABLE-EMPTY	VFEPD_AncientCraneArmSmall	Vanilla Furniture Expanded - Props and Decor	ruined crane arm	1x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/Shipping/RuinedCraneArmSmall
USABLE-EMPTY	VFEPD_AncientCraneBase	Vanilla Furniture Expanded - Props and Decor	ruined crane base	5x5	110	Graphic_Single	True	0.5						False	Things/Building/Ancient/Shipping/RuinedCrane_Base
USABLE-EMPTY	VFEPD_AncientCraneColumn	Vanilla Furniture Expanded - Props and Decor	ruined crane column	2x2	44	Graphic_Random	True	0.5						False	Things/Building/Ancient/Shipping/RuinedCraneColumn
USABLE-EMPTY	VFEPD_AncientCrate	Vanilla Furniture Expanded - Props and Decor	ancient crate	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientCrate
USABLE-EMPTY	VFEPD_AncientCrateDouble	Vanilla Furniture Expanded - Props and Decor	ancient ruined crate	2x1	22	Graphic_Multi	True	0.5						True	Things/Building/Ruined/GR_DoubleAncientCrate
USABLE-EMPTY	VFEPD_AncientCratePallet	Vanilla Furniture Expanded - Props and Decor	ancient crate pallet	2x2	44	Graphic_Random	True	0.5						False	Things/Building/Ancient/Shipping/AncientCratePallet
USABLE-EMPTY	VFEPD_AncientCratePile	Vanilla Furniture Expanded - Props and Decor	pile of ancient ruined crates	2x2	44	Graphic_Random	True	0.5						False	Things/Building/Ruined/GR_PileAncientCrate
USABLE-EMPTY	VFEPD_AncientCrateTwo	Vanilla Furniture Expanded - Props and Decor	ancient ruined crate	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruined/GR_AncientCrate
USABLE-EMPTY	VFEPD_AncientCryofreezer	Vanilla Furniture Expanded - Props and Decor	ancient cryofreezer	3x3	66	Graphic_Single	True	0.5						True	Things/Building/Ruined/AncientCryofreezer
USABLE-EMPTY	VFEPD_AncientCryptosleepPod	Vanilla Furniture Expanded - Props and Decor	ancient cryptosleep pod	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientCryptosleepPod
USABLE-EMPTY	VFEPD_AncientCryptosleepSarcophagus	Vanilla Furniture Expanded - Props and Decor	ancient cryptosleep sarcophagus	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/Beds/AncientCryptosleepSarcophagusClosed
USABLE-EMPTY	VFEPD_AncientCryptosleepSuspender	Vanilla Furniture Expanded - Props and Decor	ancient cryptosleep suspender	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/Beds/AncientCryptosleepSuspender
USABLE-EMPTY	VFEPD_AncientDestroyedConsole	Vanilla Furniture Expanded - Props and Decor	ancient destroyed console	2x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/DestroyedConsole/AncientDestroyedConsole_Small
USABLE-EMPTY	VFEPD_AncientDestroyedConsoleLarge	Vanilla Furniture Expanded - Props and Decor	ancient destroyed console	3x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/DestroyedConsole/AncientDestroyedConsole_Large
USABLE-EMPTY	VFEPD_AncientDisplayBank	Vanilla Furniture Expanded - Props and Decor	ancient display bank	3x1	22	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientDisplayBank
USABLE-EMPTY	VFEPD_AncientDoubleBed	Vanilla Furniture Expanded - Props and Decor	rusted double bed	2x2	44	Graphic_Multi	True	0.5						False	Things/Building/Ancient/House/RustedDoubleBed
USABLE-EMPTY	VFEPD_AncientDrillPlatform	Vanilla Furniture Expanded - Props and Decor	ancient drill rig	3x3	66	Graphic_Random	True	0.5						False	Things/Building/Ancient/DrillPlatform
USABLE-EMPTY	VFEPD_AncientDropshipEngine	Vanilla Furniture Expanded - Props and Decor	ancient dropship engine	3x2	44	Graphic_Single	True	0.5						False	Things/Building/Ruins/AncientDropshipEngine
USABLE-EMPTY	VFEPD_AncientEducator	Vanilla Furniture Expanded - Props and Decor	ancient educator	1x1	22	Graphic_Multi	True	0.5						True	Things/Building/Recreation/AncientEducator
USABLE-EMPTY	VFEPD_AncientElectricalEquipment	Vanilla Furniture Expanded - Props and Decor	ancient electrical appliances	1x4	22	Graphic_Multi	True	0.5						True	Things/Building/AncientTunnelBoringMachine/AncientElectricalEquipment
USABLE-EMPTY	VFEPD_AncientElectrowomb	Vanilla Furniture Expanded - Props and Decor	ancient electrowomb	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruined/AncientElectrowomb
USABLE-EMPTY	VFEPD_AncientElectrowombLarge	Vanilla Furniture Expanded - Props and Decor	ancient large electrowomb	2x2	44	Graphic_Single	True	0.5						True	Things/Building/Ruined/AncientElectrowombLarge
USABLE-EMPTY	VFEPD_AncientEmergencyLight_Red	Vanilla Furniture Expanded - Props and Decor	ancient emergency light	1x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/EmergencyLight/AncientEmergencyLight
USABLE-EMPTY	VFEPD_AncientEmergencyPurifier	Vanilla Furniture Expanded - Props and Decor	ancient emergency purifier	3x3	66	Graphic_Single	True	0.5						True	Things/Building/Traps/EmergencyBurner_On
USABLE-EMPTY	VFEPD_AncientEmergencyPurifier_Off	Vanilla Furniture Expanded - Props and Decor	ancient emergency purifier	3x3	66	Graphic_Single	True	0.5						True	Things/Building/Traps/EmergencyBurner_Off
USABLE-EMPTY	VFEPD_AncientEmptyMiningCar	Vanilla Furniture Expanded - Props and Decor	ancient empty mining car	5x3	66	Graphic_Single	True	0.5						True	Things/Building/Props/AncientEmptyCarriage
USABLE-EMPTY	VFEPD_AncientEnemyTerminal	Vanilla Furniture Expanded - Props and Decor	ancient enemy terminal	1x1	22	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientEnemyTerminal
USABLE-EMPTY	VFEPD_AncientEquipmentBlocks	Vanilla Furniture Expanded - Props and Decor	ancient equipment blocks	4x2	44	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientEquipmentBlocks
USABLE-EMPTY	VFEPD_AncientExcavator	Vanilla Furniture Expanded - Props and Decor	ancient excavator	3x4	66	Graphic_Multi	True	0.5						False	Things/Building/Ancient/Excavator/AncientExcavator
USABLE-EMPTY	VFEPD_AncientExcavatorBucketWheel	Vanilla Furniture Expanded - Props and Decor	ancient excavator bucket wheel	5x5	110	Graphic_Multi	True	0.5						True	Things/Building/AncientGiantRockExcavator/AncientExcavatorBucketWheel
USABLE-EMPTY	VFEPD_AncientExcavatorPowerFacilities	Vanilla Furniture Expanded - Props and Decor	ancient excavator power system	5x5	110	Graphic_Single	True	0.5						True	Things/Building/AncientGiantRockExcavator/AncientExcavatorPowerFacilities
USABLE-EMPTY	VFEPD_AncientExostriderCannon	Vanilla Furniture Expanded - Props and Decor	exostrider cannon	3x2	44	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientExostrider/AncientExostriderCannon
USABLE-EMPTY	VFEPD_AncientExostriderHead	Vanilla Furniture Expanded - Props and Decor	exostrider head	2x2	44	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientExostrider/AncientExostriderHead
USABLE-EMPTY	VFEPD_AncientExostriderLeg	Vanilla Furniture Expanded - Props and Decor	exostrider leg	2x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientExostrider/AncientExostriderLeg
USABLE-EMPTY	VFEPD_AncientExostriderRemains	Vanilla Furniture Expanded - Props and Decor	exostrider remains	3x2	44	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientExostrider/AncientExostriderMidsection
USABLE-EMPTY	VFEPD_AncientExostriderRemainsPulseEffect	Vanilla Furniture Expanded - Props and Decor	exostrider pulse	1x1	22	Graphic_Single	True	0.5						True	Things/Building/ModCompat/Empty
USABLE-EMPTY	VFEPD_AncientExplosivesCrate	Vanilla Furniture Expanded - Props and Decor	ancient explosives crate	2x2	44	Graphic_Random	True	0.5						False	Things/Building/Ancient/ExplosivesCrate
USABLE-EMPTY	VFEPD_AncientFauxPlant	Vanilla Furniture Expanded - Props and Decor	ancient faux plant	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Furniture/AncientFauxPlant
USABLE-EMPTY	VFEPD_AncientFence	Vanilla Furniture Expanded - Props and Decor	ancient fence	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Linked/AncientFence_Atlas
USABLE-EMPTY	VFEPD_AncientFilingCabinet	Vanilla Furniture Expanded - Props and Decor	rusted filing cabinet	1x1	22	Graphic_Multi	True	0.5						False	Things/Building/Ancient/House/RustedFilingCabinet
USABLE-EMPTY	VFEPD_AncientFoosballTable	Vanilla Furniture Expanded - Props and Decor	ancient foosball table	2x1	22	Graphic_Multi	True	0.5						True	Things/Building/Recreation/AncientFoosballTable
USABLE-EMPTY	VFEPD_AncientForklift	Vanilla Furniture Expanded - Props and Decor	ruined forklift	2x4	44	Graphic_Multi	True	0.5						False	Things/Building/Ancient/Shipping/RustedForklift
USABLE-EMPTY	VFEPD_AncientFuelNode	Vanilla Furniture Expanded - Props and Decor	ancient fuel node	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientFuelNode
USABLE-EMPTY	VFEPD_AncientFuelTank	Vanilla Furniture Expanded - Props and Decor	ancient fuel tank	2x3	44	Graphic_Multi	True	0.5						True	Things/Building/Props/AncientFuelTank
USABLE-EMPTY	VFEPD_AncientGenepackCrate	Vanilla Furniture Expanded - Props and Decor	ancient genepack crate	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Lootables/Loot_GenepackCrate_Full
USABLE-EMPTY	VFEPD_AncientGenepackCrate_Empty	Vanilla Furniture Expanded - Props and Decor	ancient genepack crate	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Lootables/Loot_GenepackCrate_Empty
USABLE-EMPTY	VFEPD_AncientGenerator	Vanilla Furniture Expanded - Props and Decor	ancient generator	2x2	44	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientGenerator
USABLE-EMPTY	VFEPD_AncientGeneticsTinkeringTable	Vanilla Furniture Expanded - Props and Decor	ancient genetics tinkering table	5x2	44	Graphic_Multi	True	0.5						True	Things/Building/Ruined/AncientTableGeneticTinkering
USABLE-EMPTY	VFEPD_AncientGenomeExtractor	Vanilla Furniture Expanded - Props and Decor	ancient genome extractor table	3x1	22	Graphic_Multi	True	0.5						True	Things/Building/Ruined/AncientTableGeneticExtraction
USABLE-EMPTY	VFEPD_AncientGenomeRecombinator	Vanilla Furniture Expanded - Props and Decor	ancient genome recombinator	3x2	44	Graphic_Multi	True	0.5						True	Things/Building/Ruined/AncientGenomeRecombinator
USABLE-EMPTY	VFEPD_AncientGenomorpher	Vanilla Furniture Expanded - Props and Decor	ancient genomorpher	5x5	110	Graphic_Multi	True	0.5						True	Things/Building/Ruined/AncientGenomorpher
USABLE-EMPTY	VFEPD_AncientGeothermalPlant	Vanilla Furniture Expanded - Props and Decor	ancient geothermal plant	6x6	132	Graphic_Single	True	0.5						True	Things/Building/Power/AncientGeothermalPlant
USABLE-EMPTY	VFEPD_AncientGiantRockExcavator	Vanilla Furniture Expanded - Props and Decor	ancient giant rock excavator chassis	9x9	198	Graphic_Single	True	0.5						True	Things/Building/AncientGiantRockExcavator/AncientGiantRockExcavator
USABLE-EMPTY	VFEPD_AncientGiantWheel	Vanilla Furniture Expanded - Props and Decor	ancient giant wheel	2x2	44	Graphic_Random	True	0.5						False	Things/Building/Ruins/GiantWheel
USABLE-EMPTY	VFEPD_AncientGravEngine	Vanilla Furniture Expanded - Props and Decor	ancient grav engine	3x3	66	Graphic_Single	True	0.5						False	Things/Building/Ancient/GravEngine
USABLE-EMPTY	VFEPD_AncientGravReactor	Vanilla Furniture Expanded - Props and Decor	ancient grav reactor	5x5	110	Graphic_Multi	True	0.5						False	Things/Building/Ancient/GravReactor/AncientGravReactor
USABLE-EMPTY	VFEPD_AncientHatch	Vanilla Furniture Expanded - Props and Decor	ancient stockpile entrance	3x3	66	Graphic_Single	True	0.5						False	Things/Building/AncientHatch/AncientHatch_Closed
USABLE-EMPTY	VFEPD_AncientHeatVent	Vanilla Furniture Expanded - Props and Decor	ancient heat vent	7x7	154	Graphic_Single	True	0.5						False	Things/Building/AncientHeatVent
USABLE-EMPTY	VFEPD_AncientHeater	Vanilla Furniture Expanded - Props and Decor	ancient heater	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Props/AncientHeater
USABLE-EMPTY	VFEPD_AncientHermetic	Vanilla Furniture Expanded - Props and Decor	ancient hermetic crate	1x2	22	Graphic_Multi	True	0.5						True	Things/Building/Ruins/AncientHermeticCrate
USABLE-EMPTY	VFEPD_AncientHospitalArmchair	Vanilla Furniture Expanded - Props and Decor	ancient hospital armchair	1x1	22	Graphic_Multi	True	0.5						True	Things/Building/Furniture/AncientHospitalArmchair
USABLE-EMPTY	VFEPD_AncientHospitalBench	Vanilla Furniture Expanded - Props and Decor	ancient hospital bench	2x1	22	Graphic_Multi	True	0.5						True	Things/Building/Furniture/AncientHospitalBench
USABLE-EMPTY	VFEPD_AncientHospitalCrib	Vanilla Furniture Expanded - Props and Decor	ancient hospital crib	1x1	22	Graphic_Multi	True	0.5						True	Things/Building/Furniture/AncientHospitalCrib
USABLE-EMPTY	VFEPD_AncientHydrant	Vanilla Furniture Expanded - Props and Decor	ancient hydrant	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientHydrant
USABLE-EMPTY	VFEPD_AncientIVStand	Vanilla Furniture Expanded - Props and Decor	ancient IV stand	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Props/AncientIVStand
USABLE-EMPTY	VFEPD_AncientIncubator	Vanilla Furniture Expanded - Props and Decor	ancient incubator	1x1	22	Graphic_Multi	True	0.5						True	Things/Building/Props/AncientIncubator
USABLE-EMPTY	VFEPD_AncientIndoorFireHydrants	Vanilla Furniture Expanded - Props and Decor	ancient indoor fire hydrants	1x1	22	Graphic_Multi	True	0.5						True	Things/Building/Props/AncientIndoorFireHydrants
USABLE-EMPTY	VFEPD_AncientIndustrialShelf	Vanilla Furniture Expanded - Props and Decor	ancient industrial shelf	2x1	22	Graphic_Random	True	0.5						False	Things/Building/Ancient/Shop/RustedIndustrialShelf
USABLE-EMPTY	VFEPD_AncientIndustrialTruck	Vanilla Furniture Expanded - Props and Decor	rusted industrial truck	2x4	44	Graphic_Multi	True	0.5						False	Things/Building/Ancient/Shipping/RustedIndustrialTruck
USABLE-EMPTY	VFEPD_AncientInputTerminal	Vanilla Furniture Expanded - Props and Decor	ancient input terminal	3x1	22	Graphic_Multi	True	0.5						True	Things/Building/Props/AncientInputTerminal
USABLE-EMPTY	VFEPD_AncientJetEngine	Vanilla Furniture Expanded - Props and Decor	ancient jet engine	3x2	44	Graphic_Single	True	0.5						True	Things/Building/Ruins/JetEngine
USABLE-EMPTY	VFEPD_AncientKitchenSink	Vanilla Furniture Expanded - Props and Decor	ancient kitchen sink	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/KitchenSink
USABLE-EMPTY	VFEPD_AncientKitchenette	Vanilla Furniture Expanded - Props and Decor	ancient kitchenette	1x1	22	Graphic_Multi	True	0.5						True	Things/Building/Props/AncientKitchenette
USABLE-EMPTY	VFEPD_AncientLamp	Vanilla Furniture Expanded - Props and Decor	ancient lamp	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientLamp
USABLE-EMPTY	VFEPD_AncientLamppost	Vanilla Furniture Expanded - Props and Decor	ancient lamppost	1x1	22	Graphic_Random	True	0.5						False	Things/Building/Ruins/AncientLamppost
USABLE-EMPTY	VFEPD_AncientLargeCrate	Vanilla Furniture Expanded - Props and Decor	ancient large crate	1x1	22	Graphic_Single	True	0.5						True	Things/Building/Ruins/CrateLarge
USABLE-EMPTY	VFEPD_AncientLargeMechGestator	Vanilla Furniture Expanded - Props and Decor	ancient large mech gestator	4x3	66	Graphic_Single	True	0.5						True	Things/Building/Ruins/AncientLargeMechGestator
