tile,mutators
5720,VEE_MineralDevoid;VEE_DeepOreDevoid
5723,VEE_MineralDevoid;VEE_DeepOreDevoid
5726,VEE_MineralDevoid;VEE_DeepOreDevoid
5729,VEE_MineralDevoid;VEE_DeepOreDevoid
5740,VEE_MineralDevoid;VEE_DeepOreDevoid
5746,Mountain
5747,Cliffs
5752,VEE_MineralDevoid;VEE_DeepOreDevoid
5760,VEE_MineralDevoid;VEE_DeepOreDevoid
5761,AncientChemfuelRefinery
5767,VEE_MineralDevoid;VEE_DeepOreDevoid
5773,VEE_MineralDevoid;VEE_DeepOreDevoid
5778,VEE_MineralDevoid;VEE_DeepOreDevoid
5782,VEE_MineralDevoid;VEE_DeepOreDevoid
5790,VEE_MineralDevoid;VEE_DeepOreDevoid
5795,VEE_MineralDevoid;VEE_DeepOreDevoid
5804,VEE_MineralDevoid;VEE_DeepOreDevoid
5807,VEE_MineralDevoid;VEE_DeepOreDevoid
5810,VEE_MineralDevoid;VEE_DeepOreDevoid
5814,VEE_MineralDevoid;VEE_DeepOreDevoid
5816,VEE_Cenotes
5817,DryGround
5823,VEE_MineralDevoid;VEE_DeepOreDevoid
5824,DryGround
5827,VEE_SaltPlains
5829,VEE_MineralDevoid;VEE_DeepOreDevoid
5834,VEE_MineralDevoid;VEE_DeepOreDevoid
5837,VEE_MineralDevoid;VEE_DeepOreDevoid
5840,VEE_MineralDevoid;VEE_DeepOreDevoid
5843,VEE_MineralDevoid;VEE_DeepOreDevoid
5846,VEE_MineralDevoid;VEE_DeepOreDevoid
5849,VEE_MineralDevoid;VEE_DeepOreDevoid
5855,Caves
5864,Caves
5865,Caves
5868,Caves
5872,Caves
5873,Caves
5874,Caves
5875,Caves
5876,Caves
5877,Caves
5879,Caves
5889,Caves
5893,Caves
5894,Caves
5895,Caves
5899,Caves
5904,VEE_MineralDevoid;VEE_DeepOreDevoid
5910,Mountain
5913,Mountain;Caves
5916,Caves
5917,Caves
5919,Caves
5923,Mountain
5930,Caves
5931,Caves
5937,VEE_StoneForest
5940,Caves
5949,Caves
5951,AncientWarehouse
5952,Caves
5953,Caves
5954,Caves
5955,Caves
5956,Caves
5958,Caves
5959,Caves
5962,Caves
5963,Caves
5966,Caves
5969,Caves
5970,Caves
5971,Caves
5972,Caves
5973,Caves
5974,Caves
5980,Caves
5993,Caves
6009,Caves
6016,Caves
6017,Caves
6018,Caves
6023,Caves
6027,Caves
6028,Caves
6041,Caves
6082,Caves;MineralRich
6084,Caves;MineralRich
6093,AncientRuins;AncientRuins
6099,Caves
6102,AncientRuins_Frozen;AncientRuins_Frozen
6112,Mountain
6113,Mountain
6114,Mountain
6126,Mountain
6142,Caves
6147,Caves
6149,Caves
6150,Caves
6151,Caves
6155,Caves
6156,Caves
6157,Caves
6159,Caves
6160,Caves
6163,Caves
6164,Caves
6165,Caves
6169,Caves
6172,Caves
6183,Caves;MineralRich
6185,MineralRich
6186,Mountain;Caves;MineralRich
6187,Mountain;Caves;MineralRich
6188,Caves
6189,Caves
6190,Caves
6191,Caves;MineralRich
6192,Caves
6193,Mountain;Caves
6194,Caves
6199,Caves
6211,AncientRuins_Frozen;AncientRuins_Frozen
6213,VEE_StagnantRivulet;River
6215,Oasis
6219,Oasis
6220,Mountain
6223,Mountain;Oasis
6224,Mountain
6225,VEE_StagnantRivulet;River
6226,Mountain
6227,Oasis
6228,Mountain
6229,Cliffs;VEE_StagnantRivulet;River
6230,Mountain;River
6231,Mountain;River
6232,Cliffs
6233,Cliffs;AB_MagmaVents;AB_GeothermalHotspots
6234,Mountain;River
6235,Mountain;VEE_StagnantRivulet;River
6236,River
6238,Oasis
6239,River
6243,Oasis
6247,Oasis;DryGround
6248,Dunes
6250,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6252,Dunes
6253,DryLake;Junkyard
6254,Dunes
6255,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6257,Dunes
6270,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6274,Dunes
6276,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6278,Dunes
6279,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6281,Dunes
6282,Dunes
6283,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6284,Dunes
6285,Dunes
6286,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6287,Dunes
6288,Dunes
6289,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6291,VEE_SaltPlains
6293,Dunes
6294,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6296,Dunes
6297,Dunes
6298,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6299,Dunes
6300,Dunes
6301,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6303,VEE_SaltPlains
6307,Dunes
6308,Dunes
6309,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6310,Dunes
6312,Dunes
6315,VEE_MineralDevoid;VEE_DeepOreDevoid;VEE_PebbleDunes;VEE_PebbleDunes
6316,Dunes
6317,Dunes
6318,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6320,DryGround
6321,VEE_SaltPlains;DryGround
6322,VEE_SaltPlains;MineralRich
6323,VEE_SaltPlains;MineralRich
6324,VEE_SaltPlains;Oasis
6325,DryGround
6328,Dunes
6329,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6330,Dunes
6334,VEE_MineralDevoid;VEE_DeepOreDevoid
6335,VEE_SaltPlains
6342,VEE_MineralDevoid;VEE_DeepOreDevoid
6347,Dunes
6348,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6349,Dunes
6351,VEE_MineralDevoid;VEE_DeepOreDevoid
6353,Dunes
6355,VEE_MineralDevoid;VEE_DeepOreDevoid
6356,Dunes
6358,Dunes;Dunes
6359,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6360,Dunes
6361,Dunes
6362,MineralRich
6363,MineralRich;VEE_DeepOreRich
6366,Mountain
6367,Mountain;MineralRich
6368,MineralRich
6370,MineralRich;VEE_DeepOreRich
6371,Mountain;MineralRich;VEE_DeepOreRich
6372,VEE_DryRiver
6377,VEE_MineralDevoid;VEE_DeepOreDevoid
6381,AB_AmbientRadiation;AB_DerelictClusters
6382,AB_DerelictClusters;AncientHeatVent
6384,AB_DerelictClusters;AncientHeatVent;AncientRuins;Junkyard;VEE_MechanoidShipChunks
6385,AncientHeatVent;AncientRuins;MineralRich
6386,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;AncientRuins
6387,MineralRich
6388,MineralRich;VEE_DeepOreRich
6389,MineralRich;VEE_DeepOreRich
6390,TerraformingScar;Junkyard;AncientRuins
6391,MineralRich
6394,Dunes
6395,Dunes
6396,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6397,Dunes
6398,Dunes
6400,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6403,VEE_MineralDevoid;VEE_DeepOreDevoid
6415,VEE_MineralDevoid;VEE_DeepOreDevoid
6422,DryLake
6426,Dunes
6430,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6431,Dunes
6432,Dunes
6435,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6436,Dunes
6437,VEE_PebbleDunes;VEE_PebbleDunes
6439,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes;Dunes
6441,Dunes
6443,Dunes
6444,VEE_MineralDevoid;VEE_DeepOreDevoid
6448,VEE_StagnantRivulet;River
6449,VEE_StagnantRivulet;River
6450,VEE_StagnantRivulet;River
6454,Cliffs
6455,Mountain
6456,Oasis
6463,VEE_PebbleDunes;VEE_PebbleDunes
6470,River
6471,AB_DerelictClusters;MineralRich;VEE_SulfuricLake
6474,VEE_StagnantRivulet;River
6476,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;AncientRuins;VEE_ToxicVents
6477,AB_DerelictClusters;AncientHeatVent
6478,AB_DerelictClusters
6479,TerraformingScar;AB_AmbientRadiation;AncientHeatVent;MineralRich;VEE_MechanoidShipChunks
6480,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;AncientRuins;MineralRich
6481,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;VEE_MechanoidShipChunks;VEE_ToxicVents
6482,AB_DerelictClusters;VEE_SulfuricLake
6483,AncientHeatVent
6484,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;VEE_MechanoidShipChunks
6485,AB_AmbientRadiation;AncientHeatVent;AncientRuins;Junkyard;VEE_ToxicVents
6486,VEE_StagnantRivulet;River
6488,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;AncientRuins;Junkyard;VEE_ToxicVents
6489,AB_AmbientRadiation;AncientHeatVent;Junkyard;MineralRich;VEE_MechanoidShipChunks;VEE_ToxicVents
6490,AB_DerelictClusters;AncientHeatVent
6491,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;Junkyard;VEE_MechanoidShipChunks
6492,AB_DerelictClusters;AncientHeatVent;Junkyard;VEE_MechanoidShipChunks;VEE_SulfuricLake;VEE_ToxicVents
6493,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;AncientRuins;MineralRich;VEE_MechanoidShipChunks;VEE_ToxicVents
6494,AB_AncientDeathPallVent;AB_DerelictClusters;VEE_ToxicVents
6495,AB_DerelictClusters;AncientHeatVent;Junkyard;VEE_ToxicVents
6496,AB_DerelictClusters;AncientHeatVent;VEE_SulfuricLake
6497,AB_DerelictClusters;AncientHeatVent;AncientRuins;Junkyard;MineralRich
6498,AB_DerelictClusters;AncientHeatVent;VEE_MechanoidShipChunks
6499,AB_AmbientRadiation;AB_AncientGreyPallVent;MineralRich;VEE_MechanoidShipChunks
6500,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6501,Dunes
6502,Dunes
6503,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6504,Dunes
6505,Dunes
6506,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6507,Dunes
6508,Dunes
6509,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6510,Dunes
6511,Dunes
6512,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6513,Dunes
6514,Dunes
6515,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6516,Dunes
6517,Dunes
6518,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6519,Dunes
6520,Dunes
6521,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6522,Dunes
6523,Dunes
6530,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6533,Dunes
6534,Dunes
6535,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6536,Dunes
6537,Dunes
6542,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6543,Dunes
6544,Dunes
6545,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6546,Dunes
6547,Dunes
6548,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6549,Dunes
6550,Dunes
6551,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6552,Dunes
6553,Dunes
6554,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6555,Dunes
6556,Dunes
6557,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6560,Dunes
6561,Dunes
6564,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6565,Dunes
6566,Dunes
6567,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6568,Dunes
6569,Dunes
6570,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6571,Dunes
6575,Mountain
6576,Dunes
6579,VEE_SaltPlains
6580,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6588,Dunes
6605,Mountain;MineralRich
6606,Mountain;MineralRich
6607,Mountain;MineralRich;VEE_DeepOreRich
6608,Mountain
6610,Mountain
6611,Mountain
6612,Mountain
6613,Mountain
6614,Mountain
6615,Mountain
6616,MineralRich
6617,MineralRich
6620,VEE_MineralDevoid;VEE_DeepOreDevoid
6625,VEE_MineralDevoid;VEE_DeepOreDevoid
6634,VEE_MineralDevoid;VEE_DeepOreDevoid;Coast
6636,Archipelago
6637,VEE_MineralDevoid;VEE_DeepOreDevoid
6638,VEE_GravelBeach
6639,Dunes
6640,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6641,Dunes
6645,CoastalIsland
6654,Mountain;Coast
6658,Peninsula
6660,VEE_SaltPlains
6661,VEE_SaltPlains
6662,VEE_SaltPlains
6663,VEE_SaltPlains
6667,VEE_SaltPlains
6670,VEE_SaltPlains;CoastalIsland
6671,VEE_SaltPlains
6677,Coast
6678,Coast
6681,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes;Dunes
6682,Cliffs;MineralRich
6684,Mountain;MineralRich
6686,Dunes
6688,Dunes
6691,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6693,MineralRich
6695,Cavern;AncientQuarry;AncientQuarry;MineralRich
6696,Mountain;MineralRich;VEE_DeepOreRich
6697,Mountain;MineralRich;VEE_DeepOreRich
6702,Dunes;Dunes
6703,Dunes
6704,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
6709,Dunes
6711,Dunes
6712,VEE_MineralDevoid;VEE_DeepOreDevoid;DryLake
6717,Basin
6721,VEE_MineralDevoid;VEE_DeepOreDevoid
6722,Mountain
6723,Mountain
6724,Mountain
6726,Mountain
6727,Mountain
6729,Mountain
6730,Mountain
6731,Mountain
6733,Mountain
6734,Mountain
6737,Mountain
6738,Dunes;Dunes
6750,VEE_MineralDevoid;VEE_DeepOreDevoid
6752,Mountain
6753,Mountain
6755,Mountain
6756,Caves
6764,VEE_MeteorCrater
6766,Caves
6772,Caves
6773,Caves
6783,Mountain
6784,Mountain
6785,Mountain
6791,VEE_MineralDevoid;VEE_DeepOreDevoid;ToxicLake
6795,VEE_MineralDevoid;VEE_DeepOreDevoid
6809,VEE_MineralDevoid;VEE_DeepOreDevoid
6814,Caves
6829,VEE_MineralDevoid;VEE_DeepOreDevoid
6834,Mountain
6840,AncientChemfuelRefinery
6843,VEE_MineralDevoid;VEE_DeepOreDevoid;VEE_SaltPlains
6854,AncientGarrison
6855,Mountain
6859,Mountain
6869,Caves
6871,Caves
6878,VEE_MeteorCrater
6879,Caves
6881,Caves
6882,Caves
6883,Caves
6885,Caves
6886,Caves
6887,Caves
6891,Caves
6894,Caves
6895,Caves
6899,Mountain
6903,Mountain
6904,Mountain
6905,Mountain
6911,Mountain
6914,CoastalIsland
6915,CoastalIsland
6919,Coast
6920,CoastalIsland
6921,CoastalIsland
6922,CoastalIsland
6923,CoastalIsland
6924,CoastalIsland
6927,CoastalIsland
6928,CoastalIsland
6929,CoastalIsland
6931,CoastalIsland
6933,Mountain
6936,Mountain
6940,Mountain
6941,VEE_PlantLife_Overgrown;VEE_NoTrees
6942,Mountain
6943,Mountain
6951,Mountain
6952,Mountain;CoastalIsland
6954,Mountain
6955,Cavern
6960,CoastalIsland
6969,Mountain
6971,Mountain;Oasis;Coast
6974,Oasis
6975,Oasis
6976,Mountain
6977,Mountain;AbandonedColonyTribal;AbandonedColonyTribal
6979,Oasis
6984,VEE_SaltPlains
6985,VEE_SaltPlains
6986,VEE_SaltPlains
6987,VEE_SaltPlains;Oasis
6988,VEE_SaltPlains
6989,VEE_SaltPlains
6991,Oasis
6999,Oasis
7000,Oasis
7001,Oasis
7002,Oasis
7003,Oasis
7004,VEE_DryRiver
7005,Mountain
7006,Oasis
7010,Mountain
7012,Mountain
7014,Mountain
7015,Mountain
7017,VEE_MineralDevoid;VEE_DeepOreDevoid;VEE_QuicksandDunes;VEE_QuicksandDunes
7028,Mountain
7029,Valley
7030,Mountain;MineralRich
7032,MineralRich
7033,Mountain;MineralRich;VEE_DeepOreRich
7036,Mountain
7037,Mountain;AbandonedColonyTribal;AbandonedColonyTribal
7038,Mountain
7041,Mountain;VEE_StagnantRivulet;River
7042,Oasis
7043,VEE_StagnantRivulet;River
7044,Mountain
7045,Mountain
7052,River
7053,VEE_StagnantRivulet
7054,VEE_StagnantRivulet;River
7055,VEE_StagnantRivulet;River
7057,VEE_StagnantRivulet;River
7058,AB_LocustPlagues;Oasis;InsectMegahive;VEE_IncreasedDiseases;Pond
7059,Oasis;AB_FeraliskNest;VEE_RottenStench;Pond;InsectMegahive;VEE_StagnantRivulet
7060,Marshy;Oasis;AB_FeraliskNest;InsectMegahive;VEE_RotstinkVents
7061,AB_LocustPlagues;VEE_StagnantRivulet;ToxicLake;AB_BumbledroneNests;Oasis
7062,Oasis;VEE_IncreasedInfestations;AB_FeraliskNest;VEE_RottenStench;Pond
7063,AB_FeraliskNest;AB_LocustPlagues;ToxicLake;Pond
7064,Mountain
7065,Mountain
7066,AB_FeraliskNest;VEE_RottenStench;Pond;InsectMegahive;VEE_StagnantRivulet
7069,Mountain;Bay
7076,Mountain;MineralRich;VEE_DeepOreRich
7077,Mountain;River
7078,Mountain
7079,Mountain;River
7080,Mountain;River
7081,Mountain;River
7084,Mountain
7085,Mountain
7086,Cliffs
7100,Mountain;MineralRich;VEE_GravelBeach
7101,Mountain;MineralRich;VEE_DeepOreRich;River
7104,Cliffs
7105,Mountain;MineralRich;River
7106,Mountain;River
7107,Mountain;MineralRich;River
7108,Mountain;MineralRich;VEE_DeepOreRich;River
7109,Mountain
7111,Mountain;River
7112,Caves
7117,Caves
7124,Caves
7128,Caves
7129,Caves
7136,Caves
7137,Caves
7139,Caves
7140,Caves
7141,Caves
7149,Caves
7160,Chasm;Caves
7162,Caves
7165,Caves
7166,Cliffs;Caves
7170,Caves
7174,VEE_JaggedRocks;VEE_MineralDevoid;VEE_DeepOreDevoid
7176,Mountain
7177,Mountain
7180,Mountain
7183,CoastalIsland
7187,Caves
7190,Caves
7198,Caves
7208,Caves
7209,Caves
7210,Caves
7212,Caves
7213,Caves
7214,Caves
7216,Caves
7217,Caves
7219,Caves
7221,CoastalIsland
7226,Mountain;Caves
7227,Mountain;Caves
7228,Mountain;Caves
7229,Caves
7230,Caves
7231,Caves
7244,VEE_SaltPlains
7246,VEE_SaltPlains
7247,VEE_SaltPlains
7248,VEE_SaltPlains
7250,Caves
7251,Mountain
7258,Caves
7268,Caves
7269,Caves
7270,Caves
7271,Caves
7272,Caves
7273,Mountain;Caves
7274,Mountain
7275,Mountain
7276,Caves
7277,Mountain;Caves
7278,Mountain;Caves
7279,Caves
7283,Mountain;Caves
7294,VEE_MineralDevoid;VEE_DeepOreDevoid
7306,AncientChemfuelRefinery
7307,Cliffs
7308,Cliffs
7309,Mountain;SteamGeysers_Increased
7310,Mountain
7311,Cliffs
7322,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
7323,Dunes
7324,Dunes
7325,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
7326,Dunes
7331,Dunes
7333,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
7334,Dunes
7338,VEE_MineralDevoid;VEE_DeepOreDevoid
7341,VEE_MineralDevoid;VEE_DeepOreDevoid
7342,Oasis
7352,Caves
7376,CoastalIsland
7380,CoastalIsland
7387,VEE_Cenotes;VEE_Cenotes
7393,Caves
7400,AB_MagmaVents;LavaFlow;AB_MagmaticQuagmire;AB_MagmaticQuagmire;AB_MagmaVents;AB_GeothermalHotspots
7401,Cliffs
7402,Cliffs
7403,Cliffs
7404,Mountain
7405,AB_MagmaVents;LavaFlow;AB_MagmaticQuagmire;AB_MagmaticQuagmire;AB_MagmaVents;AB_GeothermalHotspots
7423,VEE_MineralDevoid;VEE_DeepOreDevoid
7427,VEE_MineralDevoid;VEE_DeepOreDevoid
7433,Mountain
7434,Mountain
7437,VEE_SaltPlains
7438,DryGround
7439,DryGround
7445,Caves
7446,Mountain
7447,Caves
7454,Dunes
7455,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
7457,Dunes
7458,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes;Dunes
7459,Dunes
7485,VEE_FleshPits;VEE_FleshPits
7490,VEE_MineralDevoid;VEE_DeepOreDevoid
7493,VEE_MineralDevoid;VEE_DeepOreDevoid
7497,VEE_MineralDevoid;VEE_DeepOreDevoid;Coast
7500,VEE_MineralDevoid;VEE_DeepOreDevoid;CoastalIsland
7509,VEE_MineralDevoid;VEE_DeepOreDevoid
7512,VEE_MineralDevoid;VEE_DeepOreDevoid
7515,Mountain
7518,Mountain
7526,Caves
7527,Caves
7528,Caves
7529,Caves
7530,Caves
7531,Caves
7545,VEE_MineralDevoid;VEE_DeepOreDevoid
7548,VEE_MineralDevoid;VEE_DeepOreDevoid
7554,VEE_RockRidge
7563,VEE_MineralDevoid;VEE_DeepOreDevoid
7566,VEE_MineralDevoid;VEE_DeepOreDevoid
7569,VEE_MineralDevoid;VEE_DeepOreDevoid
7572,VEE_MineralDevoid;VEE_DeepOreDevoid
7577,TerraformingScar;VEE_MineralDevoid;VEE_DeepOreDevoid
7587,VEE_MineralDevoid;VEE_DeepOreDevoid
7590,VEE_MineralDevoid;VEE_DeepOreDevoid
7592,Caves
7593,Caves
7597,Caves
7598,Caves
7600,Caves
7602,Cliffs;Caves
7603,Caves
7604,Caves
7605,Caves
7606,Caves
7607,Caves
7608,Caves
7609,Caves
7610,Caves
7611,Caves
7613,Caves
7614,Caves
7615,Caves
7630,AncientRuins;AncientRuins
7634,Mountain
7635,Mountain
7639,Mountain
7640,AncientRuins;AncientRuins
7645,Caves
7649,Caves
7653,VEE_SaltPlains;VEE_StagnantRivulet;River
7668,Dunes
7674,VEE_MineralDevoid;VEE_DeepOreDevoid
7685,VEE_MineralDevoid;VEE_DeepOreDevoid
7689,Dunes
7694,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;VEE_MechanoidShipChunks;VEE_SulfuricLake;VEE_ToxicVents
7695,AB_DerelictClusters;AncientHeatVent;VEE_ToxicVents
7696,AB_DerelictClusters;MineralRich;VEE_SulfuricLake;VEE_ToxicVents
7697,TerraformingScar;AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;VEE_MechanoidShipChunks;VEE_ToxicVents
7698,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;AncientInfestedSettlement
7699,AB_AmbientRadiation;AB_DerelictClusters;AncientHeatVent;AncientRuins;VEE_SulfuricLake
7702,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
7703,Dunes
7704,Dunes
7705,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
7707,Dunes
7708,Dunes
7709,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
7710,Dunes
7720,VEE_MineralDevoid;VEE_DeepOreDevoid
7731,Dunes
7734,Dunes
7735,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
7739,Mountain
7740,Mountain
7751,VEE_MeteorCrater
7752,VEE_MineralDevoid;VEE_DeepOreDevoid
7755,VEE_MineralDevoid;VEE_DeepOreDevoid
7758,VEE_MineralDevoid;VEE_DeepOreDevoid
7772,Mountain;Bay
7773,Mountain;Coast
7777,Mountain;Coast
7778,Mountain;Coast
7779,Mountain;Coast
7780,Oasis
7781,Mountain;Oasis
7782,Oasis
7783,Mountain
7785,Mountain
7786,Mountain
7788,Mountain
7789,Mountain
7790,Cliffs
7791,Cliffs;Bay
7792,Cliffs
7793,Mountain
7794,Mountain;River
7795,Mountain
7804,Caves
7806,Caves
7809,Mountain
7812,Caves
7814,Caves
7816,Caves
7817,Caves
7819,Caves
7821,VEE_SaltPlains
7825,VEE_SaltPlains
7833,VEE_MineralDevoid;VEE_DeepOreDevoid
7836,VEE_MineralDevoid;VEE_DeepOreDevoid
7841,VEE_MineralDevoid;VEE_DeepOreDevoid
7851,VEE_MineralDevoid;VEE_DeepOreDevoid
7854,VEE_MineralDevoid;VEE_DeepOreDevoid
7857,VEE_MineralDevoid;VEE_DeepOreDevoid
7860,VEE_MineralDevoid;VEE_DeepOreDevoid
7865,VEE_MineralDevoid;VEE_DeepOreDevoid
7871,Caves
7891,VEE_JaggedRocks
7897,VEE_DustBowl;VEE_PlantLife_Decimated;VEE_Fertility_Reduced;VEE_DustStorms
7900,VEE_MineralDevoid;VEE_DeepOreDevoid
7903,VEE_MineralDevoid;VEE_DeepOreDevoid
7904,Dunes
7905,Dunes
7906,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
7907,Dunes
7908,Dunes
7909,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
7924,Mountain
7925,Mountain
7926,Mountain
7927,DryGround
7928,VEE_MineralDevoid;VEE_DeepOreDevoid
7931,VEE_MineralDevoid;VEE_DeepOreDevoid
7936,VEE_MineralDevoid;VEE_DeepOreDevoid
7941,VEE_MineralDevoid;VEE_DeepOreDevoid
7942,DryGround
7943,VEE_SaltPlains
7944,VEE_MineralDevoid;VEE_DeepOreDevoid
7945,DryGround
7952,Caves
7953,Caves
7954,Caves
7955,Caves
7956,Caves
7957,Caves
7982,Caves
7987,Caves
8005,AncientRuins;AncientRuins
8006,Mountain;Caves;MineralRich;VEE_DeepOreRich
8007,Caves;MineralRich
8010,Caves;MineralRich
8013,Oasis
8014,Oasis
8017,VEE_PlantLife_Overgrown;VEE_NoTrees
8020,Dunes
8021,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
8022,Dunes
8023,Dunes
8028,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
8029,Dunes
8031,Dunes
8032,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
8036,Mountain;MineralRich
8037,Mountain
8038,Mountain
8040,Mountain
8041,Mountain
8042,Dunes
8043,Dunes
8051,Mountain
8053,Mountain
8060,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
8061,Dunes
8062,Dunes
8063,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
8064,Dunes
8065,Dunes
8066,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
8067,Dunes
8068,Dunes
8069,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
8070,Dunes
8071,Dunes
8072,Mountain
8073,Mountain
8074,Mountain
8078,Mountain
8081,Coast
8083,Mountain
8084,Mountain;Bay
8085,Mountain
8086,Mountain
8087,Mountain
8088,Mountain
8089,Mountain
8093,Mountain
8096,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes;Dunes
8100,Dunes
8101,Dunes
8102,Mountain
8104,Mountain
8106,VEE_SerpentineCanyons
8107,Mountain
8108,VEE_MineralDevoid;VEE_DeepOreDevoid
8114,VEE_MineralDevoid;VEE_DeepOreDevoid
8126,Mountain
8130,Mountain
8132,Oasis
8133,Mountain;Oasis
8134,Mountain;Oasis
8135,Mountain;Oasis
8136,Mountain;Oasis
8137,Oasis
8139,Mountain
8140,Oasis
8141,Mountain
8142,Mountain
8143,Mountain;MineralRich;VEE_DeepOreRich
8144,Mountain
8145,Mountain
8146,Mountain;Oasis
8147,Valley
8148,Mountain
8149,Mountain;Oasis
8150,River
8151,River
8163,Caves
8165,Caves
8166,Caves
8167,Caves
8181,Peninsula
8188,Mountain
8189,Mountain
8190,Mountain
8191,Mountain
8193,Caves
8194,Caves
8195,Caves
8196,Caves
8199,Caves
8246,Caves
8247,Caves
8248,Caves
8250,Caves
8251,Caves
8268,VEE_MineralDevoid;VEE_DeepOreDevoid
8272,Oasis
8285,VEE_MineralDevoid;VEE_DeepOreDevoid
8290,VEE_MineralDevoid;VEE_DeepOreDevoid
8300,Dunes
8301,VEE_MineralDevoid;VEE_DeepOreDevoid
8302,Dunes
8303,Dunes
8304,VEE_MineralDevoid;VEE_DeepOreDevoid;Dunes
8305,Dunes
8306,Coast
8310,Coast
8325,Mountain
