kind,old,new,tier,confidence,note
def,Inhabited_Droids_Barrow,Inhabited_Droids_Barrow,RimMandrake,HIGH,
def,Inhabited_Droids_CaptainFourteen,Inhabited_Droids_CaptainFourteen,RimMandrake,HIGH,
def,Inhabited_Droids_Chorus,Inhabited_Droids_Chorus,RimMandrake,HIGH,
def,Inhabited_Droids_GateLogFour,Inhabited_Droids_GateLogFour,RimMandrake,HIGH,
def,Inhabited_Droids_GrandfatherKesh,Inhabited_Droids_GrandfatherKesh,RimMandrake,HIGH,
def,Inhabited_Droids_HollowAda,Inhabited_Droids_HollowAda,RimMandrake,HIGH,
def,Inhabited_Droids_HouseholdSix,Inhabited_Droids_HouseholdSix,RimMandrake,HIGH,
def,Inhabited_Droids_LongNadd,Inhabited_Droids_LongNadd,RimMandrake,HIGH,
def,Inhabited_Droids_MercyNine,Inhabited_Droids_MercyNine,RimMandrake,HIGH,
def,Inhabited_Droids_Nem,Inhabited_Droids_Nem,RimMandrake,HIGH,
def,Inhabited_Droids_NinetySix,Inhabited_Droids_NinetySix,RimMandrake,HIGH,
def,Inhabited_Droids_NinthBarrel,Inhabited_Droids_NinthBarrel,RimMandrake,HIGH,
def,Inhabited_Droids_Ochre,Inhabited_Droids_Ochre,RimMandrake,HIGH,
def,Inhabited_Droids_QuartermasterBel,Inhabited_Droids_QuartermasterBel,RimMandrake,HIGH,
def,Inhabited_Droids_SabbathArray,Inhabited_Droids_SabbathArray,RimMandrake,HIGH,
def,Inhabited_Droids_SixtyOne,Inhabited_Droids_SixtyOne,RimMandrake,HIGH,
def,Inhabited_Droids_Spillway,Inhabited_Droids_Spillway,RimMandrake,HIGH,
def,Inhabited_Droids_SumpTen,Inhabited_Droids_SumpTen,RimMandrake,HIGH,
def,Inhabited_Droids_TheMagnificentOro,Inhabited_Droids_TheMagnificentOro,RimMandrake,HIGH,
def,Inhabited_Droids_TheThingInTrenchFour,Inhabited_Droids_TheThingInTrenchFour,RimMandrake,HIGH,
def,Inhabited_Droids_Tuesday,Inhabited_Droids_Tuesday,RimMandrake,HIGH,
def,Inhabited_Droids_Unaltered,Inhabited_Droids_Unaltered,RimMandrake,HIGH,
def,Inhabited_Droids_VessaCutNine,Inhabited_Droids_VessaCutNine,RimMandrake,HIGH,
def,Inhabited_Droids_Wader,Inhabited_Droids_Wader,RimMandrake,HIGH,
def,Inhabited_Droids_Wallop,Inhabited_Droids_Wallop,RimMandrake,HIGH,
def,Inhabited_Empire_AuditorIyethSarran,Inhabited_Empire_AuditorIyethSarran,RimMandrake,HIGH,
def,Inhabited_Empire_BandmasterOttelCrin,Inhabited_Empire_BandmasterOttelCrin,RimMandrake,HIGH,
def,Inhabited_Empire_ChaplainCorrectorNimCallo,Inhabited_Empire_ChaplainCorrectorNimCallo,RimMandrake,HIGH,
def,Inhabited_Empire_ClerkDovaNissik,Inhabited_Empire_ClerkDovaNissik,RimMandrake,HIGH,
def,Inhabited_Empire_ComplianceOfficerIvrekSasso,Inhabited_Empire_ComplianceOfficerIvrekSasso,RimMandrake,HIGH,
def,Inhabited_Empire_ComptrollerIshOndoVell,Inhabited_Empire_ComptrollerIshOndoVell,RimMandrake,HIGH,
def,Inhabited_Empire_CorporalRukHalley,Inhabited_Empire_CorporalRukHalley,RimMandrake,HIGH,
def,Inhabited_Empire_CorporalTullAmey,Inhabited_Empire_CorporalTullAmey,RimMandrake,HIGH,
def,Inhabited_Empire_DrillInstructorHeskVaro,Inhabited_Empire_DrillInstructorHeskVaro,RimMandrake,HIGH,
def,Inhabited_Empire_EnlistmentOfficerBannOdaru,Inhabited_Empire_EnlistmentOfficerBannOdaru,RimMandrake,HIGH,
def,Inhabited_Empire_FitterKobboVunt,Inhabited_Empire_FitterKobboVunt,RimMandrake,HIGH,
def,Inhabited_Empire_GarrisonCommanderOvelTrask,Inhabited_Empire_GarrisonCommanderOvelTrask,RimMandrake,HIGH,
def,Inhabited_Empire_GateSergeantDennUbbo,Inhabited_Empire_GateSergeantDennUbbo,RimMandrake,HIGH,
def,Inhabited_Empire_InquisitorVaunt,Inhabited_Empire_InquisitorVaunt,RimMandrake,HIGH,
def,Inhabited_Empire_OrbitWatchLieutenantKadiOrsin,Inhabited_Empire_OrbitWatchLieutenantKadiOrsin,RimMandrake,HIGH,
def,Inhabited_Empire_PaymasterCorvoTarrid,Inhabited_Empire_PaymasterCorvoTarrid,RimMandrake,HIGH,
def,Inhabited_Empire_PlantChiefWeylaTorr,Inhabited_Empire_PlantChiefWeylaTorr,RimMandrake,HIGH,
def,Inhabited_Empire_RationPackInspectorFeynDoro,Inhabited_Empire_RationPackInspectorFeynDoro,RimMandrake,HIGH,
def,Inhabited_Empire_RationWardenSennetOvaal,Inhabited_Empire_RationWardenSennetOvaal,RimMandrake,HIGH,
def,Inhabited_Empire_RecordsOfficerHelaBrayne,Inhabited_Empire_RecordsOfficerHelaBrayne,RimMandrake,HIGH,
def,Inhabited_Empire_SchoolmistressPerrinAleth,Inhabited_Empire_SchoolmistressPerrinAleth,RimMandrake,HIGH,
def,Inhabited_Empire_SentryOlloDamek,Inhabited_Empire_SentryOlloDamek,RimMandrake,HIGH,
def,Inhabited_Empire_Sixteen,Inhabited_Empire_Sixteen,RimMandrake,HIGH,
def,Inhabited_Empire_SupplySergeantMarlaQuist,Inhabited_Empire_SupplySergeantMarlaQuist,RimMandrake,HIGH,
def,Inhabited_Empire_TrooperBoAnder,Inhabited_Empire_TrooperBoAnder,RimMandrake,HIGH,
def,Inhabited_Geonosian_AntennaKeeperRhud,Inhabited_Geonosian_AntennaKeeperRhud,RimMandrake,HIGH,
def,Inhabited_Geonosian_ArchdukeSunVekk,Inhabited_Geonosian_ArchdukeSunVekk,RimMandrake,HIGH,
def,Inhabited_Geonosian_AttendantQuRaa,Inhabited_Geonosian_AttendantQuRaa,RimMandrake,HIGH,
def,Inhabited_Geonosian_ClerkOvvGan,Inhabited_Geonosian_ClerkOvvGan,RimMandrake,HIGH,
def,Inhabited_Geonosian_CommunicantZzir,Inhabited_Geonosian_CommunicantZzir,RimMandrake,HIGH,
def,Inhabited_Geonosian_DeepWalkerOnn,Inhabited_Geonosian_DeepWalkerOnn,RimMandrake,HIGH,
def,Inhabited_Geonosian_ForemanSkRrikk,Inhabited_Geonosian_ForemanSkRrikk,RimMandrake,HIGH,
def,Inhabited_Geonosian_GizzekVor,Inhabited_Geonosian_GizzekVor,RimMandrake,HIGH,
def,Inhabited_Geonosian_HatchlingTikk,Inhabited_Geonosian_HatchlingTikk,RimMandrake,HIGH,
def,Inhabited_Geonosian_HollowKess,Inhabited_Geonosian_HollowKess,RimMandrake,HIGH,
def,Inhabited_Geonosian_LittlePoggur,Inhabited_Geonosian_LittlePoggur,RimMandrake,HIGH,
def,Inhabited_Geonosian_MeckginMasterBoOl,Inhabited_Geonosian_MeckginMasterBoOl,RimMandrake,HIGH,
def,Inhabited_Geonosian_NurseDroneIpp,Inhabited_Geonosian_NurseDroneIpp,RimMandrake,HIGH,
def,Inhabited_Geonosian_OldUmma,Inhabited_Geonosian_OldUmma,RimMandrake,HIGH,
def,Inhabited_Geonosian_OracleNnimm,Inhabited_Geonosian_OracleNnimm,RimMandrake,HIGH,
def,Inhabited_Geonosian_PicadorGhhen,Inhabited_Geonosian_PicadorGhhen,RimMandrake,HIGH,
def,Inhabited_Geonosian_ProofDroneIxxa,Inhabited_Geonosian_ProofDroneIxxa,RimMandrake,HIGH,
def,Inhabited_Geonosian_QuartermasterTraxx,Inhabited_Geonosian_QuartermasterTraxx,RimMandrake,HIGH,
def,Inhabited_Geonosian_RrekkTheReturned,Inhabited_Geonosian_RrekkTheReturned,RimMandrake,HIGH,
def,Inhabited_Geonosian_SlagwrightEbbKa,Inhabited_Geonosian_SlagwrightEbbKa,RimMandrake,HIGH,
def,Inhabited_Geonosian_SsuuraBell,Inhabited_Geonosian_SsuuraBell,RimMandrake,HIGH,
def,Inhabited_Geonosian_TheThingInSeamNine,Inhabited_Geonosian_TheThingInSeamNine,RimMandrake,HIGH,
def,Inhabited_Geonosian_Ttun,Inhabited_Geonosian_Ttun,RimMandrake,HIGH,
def,Inhabited_Geonosian_VekkaOfNoHive,Inhabited_Geonosian_VekkaOfNoHive,RimMandrake,HIGH,
def,Inhabited_Geonosian_VerifierGrask,Inhabited_Geonosian_VerifierGrask,RimMandrake,HIGH,
def,Inhabited_Helix_AdjunctPellOrro,Inhabited_Helix_AdjunctPellOrro,RimMandrake,HIGH,
def,Inhabited_Helix_AuditorKeshMubb,Inhabited_Helix_AuditorKeshMubb,RimMandrake,HIGH,
def,Inhabited_Helix_CuratorAdjunctVekkSilla,Inhabited_Helix_CuratorAdjunctVekkSilla,RimMandrake,HIGH,
def,Inhabited_Helix_DirectorYnnuSorneEhr,Inhabited_Helix_DirectorYnnuSorneEhr,RimMandrake,HIGH,
def,Inhabited_Helix_Grrat,Inhabited_Helix_Grrat,RimMandrake,HIGH,
def,Inhabited_Helix_HemBosk,Inhabited_Helix_HemBosk,RimMandrake,HIGH,
def,Inhabited_Helix_IvoryNineSorne,Inhabited_Helix_IvoryNineSorne,RimMandrake,HIGH,
def,Inhabited_Helix_Model2CGrandmother,Inhabited_Helix_Model2CGrandmother,RimMandrake,HIGH,
def,Inhabited_Helix_Model7BLedger,Inhabited_Helix_Model7BLedger,RimMandrake,HIGH,
def,Inhabited_Helix_Model9DLadder,Inhabited_Helix_Model9DLadder,RimMandrake,HIGH,
def,Inhabited_Helix_OlloWen,Inhabited_Helix_OlloWen,RimMandrake,HIGH,
def,Inhabited_Helix_OssaFour,Inhabited_Helix_OssaFour,RimMandrake,HIGH,
def,Inhabited_Helix_OssaThree,Inhabited_Helix_OssaThree,RimMandrake,HIGH,
def,Inhabited_Helix_PerfectIvarr,Inhabited_Helix_PerfectIvarr,RimMandrake,HIGH,
def,Inhabited_Helix_PrimeGeneticistSeTaun,Inhabited_Helix_PrimeGeneticistSeTaun,RimMandrake,HIGH,
def,Inhabited_Helix_PrithVane,Inhabited_Helix_PrithVane,RimMandrake,HIGH,
def,Inhabited_Helix_RahDaOnn,Inhabited_Helix_RahDaOnn,RimMandrake,HIGH,
def,Inhabited_Helix_RecorderOllunBex,Inhabited_Helix_RecorderOllunBex,RimMandrake,HIGH,
def,Inhabited_Helix_RecoveryTechOssikBram,Inhabited_Helix_RecoveryTechOssikBram,RimMandrake,HIGH,
def,Inhabited_Helix_StewardBoDukk,Inhabited_Helix_StewardBoDukk,RimMandrake,HIGH,
def,Inhabited_Helix_UnderDirectorFennAluu,Inhabited_Helix_UnderDirectorFennAluu,RimMandrake,HIGH,
def,Inhabited_Helix_UuKanat,Inhabited_Helix_UuKanat,RimMandrake,HIGH,
def,Inhabited_Helix_VatTechMarrowOoBir,Inhabited_Helix_VatTechMarrowOoBir,RimMandrake,HIGH,
def,Inhabited_Helix_WardenSellaKro,Inhabited_Helix_WardenSellaKro,RimMandrake,HIGH,
def,Inhabited_Helix_WenBosk,Inhabited_Helix_WenBosk,RimMandrake,HIGH,
def,Inhabited_Homestead_ArdaFenn,Inhabited_Homestead_ArdaFenn,RimMandrake,HIGH,
def,Inhabited_Homestead_BessaTrull,Inhabited_Homestead_BessaTrull,RimMandrake,HIGH,
def,Inhabited_Homestead_CabbaRessik,Inhabited_Homestead_CabbaRessik,RimMandrake,HIGH,
def,Inhabited_Homestead_CaptainDuroVensk,Inhabited_Homestead_CaptainDuroVensk,RimMandrake,HIGH,
def,Inhabited_Homestead_EmmDorrow,Inhabited_Homestead_EmmDorrow,RimMandrake,HIGH,
def,Inhabited_Homestead_HallaVetch,Inhabited_Homestead_HallaVetch,RimMandrake,HIGH,
def,Inhabited_Homestead_HighMarshalWennaDask,Inhabited_Homestead_HighMarshalWennaDask,RimMandrake,HIGH,
def,Inhabited_Homestead_HobbMerrit,Inhabited_Homestead_HobbMerrit,RimMandrake,HIGH,
def,Inhabited_Homestead_HoggoBarTesh,Inhabited_Homestead_HoggoBarTesh,RimMandrake,HIGH,
def,Inhabited_Homestead_IlvaPrute,Inhabited_Homestead_IlvaPrute,RimMandrake,HIGH,
def,Inhabited_Homestead_KkitNabb,Inhabited_Homestead_KkitNabb,RimMandrake,HIGH,
def,Inhabited_Homestead_MardaIlk,Inhabited_Homestead_MardaIlk,RimMandrake,HIGH,
def,Inhabited_Homestead_NessaHalloway,Inhabited_Homestead_NessaHalloway,RimMandrake,HIGH,
def,Inhabited_Homestead_OldSannit,Inhabited_Homestead_OldSannit,RimMandrake,HIGH,
def,Inhabited_Homestead_OnkOnkDeshu,Inhabited_Homestead_OnkOnkDeshu,RimMandrake,HIGH,
def,Inhabited_Homestead_OrdHalloway,Inhabited_Homestead_OrdHalloway,RimMandrake,HIGH,
def,Inhabited_Homestead_OvettSarn,Inhabited_Homestead_OvettSarn,RimMandrake,HIGH,
def,Inhabited_Homestead_PellOnasso,Inhabited_Homestead_PellOnasso,RimMandrake,HIGH,
def,Inhabited_Homestead_RenAshek,Inhabited_Homestead_RenAshek,RimMandrake,HIGH,
def,Inhabited_Homestead_SevKaDorn,Inhabited_Homestead_SevKaDorn,RimMandrake,HIGH,
def,Inhabited_Homestead_TamOrrel,Inhabited_Homestead_TamOrrel,RimMandrake,HIGH,
def,Inhabited_Homestead_TessaVorn,Inhabited_Homestead_TessaVorn,RimMandrake,HIGH,
def,Inhabited_Homestead_UzzoOneEye,Inhabited_Homestead_UzzoOneEye,RimMandrake,HIGH,
def,Inhabited_Homestead_Vekshaa,Inhabited_Homestead_Vekshaa,RimMandrake,HIGH,
def,Inhabited_Homestead_WennKaddo,Inhabited_Homestead_WennKaddo,RimMandrake,HIGH,
def,Inhabited_Hutt_AddaWesh,Inhabited_Hutt_AddaWesh,RimMandrake,HIGH,
def,Inhabited_Hutt_BrukOleen,Inhabited_Hutt_BrukOleen,RimMandrake,HIGH,
def,Inhabited_Hutt_BubaNokk,Inhabited_Hutt_BubaNokk,RimMandrake,HIGH,
def,Inhabited_Hutt_DennoFash,Inhabited_Hutt_DennoFash,RimMandrake,HIGH,
def,Inhabited_Hutt_FactorUmmuSekk,Inhabited_Hutt_FactorUmmuSekk,RimMandrake,HIGH,
def,Inhabited_Hutt_FerrinOleen,Inhabited_Hutt_FerrinOleen,RimMandrake,HIGH,
def,Inhabited_Hutt_Gand,Inhabited_Hutt_Gand,RimMandrake,HIGH,
def,Inhabited_Hutt_IssTheQuiet,Inhabited_Hutt_IssTheQuiet,RimMandrake,HIGH,
def,Inhabited_Hutt_JatHessik,Inhabited_Hutt_JatHessik,RimMandrake,HIGH,
def,Inhabited_Hutt_MargraveSarrick,Inhabited_Hutt_MargraveSarrick,RimMandrake,HIGH,
def,Inhabited_Hutt_OldNabb,Inhabited_Hutt_OldNabb,RimMandrake,HIGH,
def,Inhabited_Hutt_OrrinKwaad,Inhabited_Hutt_OrrinKwaad,RimMandrake,HIGH,
def,Inhabited_Hutt_OssukRell,Inhabited_Hutt_OssukRell,RimMandrake,HIGH,
def,Inhabited_Hutt_PoulAddenAdden,Inhabited_Hutt_PoulAddenAdden,RimMandrake,HIGH,
def,Inhabited_Hutt_SenIlva,Inhabited_Hutt_SenIlva,RimMandrake,HIGH,
def,Inhabited_Hutt_TennoVurr,Inhabited_Hutt_TennoVurr,RimMandrake,HIGH,
def,Inhabited_Hutt_TikkaVosh,Inhabited_Hutt_TikkaVosh,RimMandrake,HIGH,
def,Inhabited_Hutt_TobbTheLedgerSBoy,Inhabited_Hutt_TobbTheLedgerSBoy,RimMandrake,HIGH,
def,Inhabited_Hutt_YeshAdden,Inhabited_Hutt_YeshAdden,RimMandrake,HIGH,
def,Inhabited_Jawa_BikkNkik,Inhabited_Jawa_BikkNkik,RimMandrake,HIGH,
def,Inhabited_Jawa_ChiefGhekkUbbUbb,Inhabited_Jawa_ChiefGhekkUbbUbb,RimMandrake,HIGH,
def,Inhabited_Jawa_DeggoAteeka,Inhabited_Jawa_DeggoAteeka,RimMandrake,HIGH,
def,Inhabited_Jawa_EkkNnn,Inhabited_Jawa_EkkNnn,RimMandrake,HIGH,
def,Inhabited_Jawa_FussikVukk,Inhabited_Jawa_FussikVukk,RimMandrake,HIGH,
def,Inhabited_Jawa_GrissaAteeka,Inhabited_Jawa_GrissaAteeka,RimMandrake,HIGH,
def,Inhabited_Jawa_GruttTheOnce,Inhabited_Jawa_GruttTheOnce,RimMandrake,HIGH,
def,Inhabited_Jawa_HobbTann,Inhabited_Jawa_HobbTann,RimMandrake,HIGH,
def,Inhabited_Jawa_Kutt,Inhabited_Jawa_Kutt,RimMandrake,HIGH,
def,Inhabited_Jawa_KwikkTann,Inhabited_Jawa_KwikkTann,RimMandrake,HIGH,
def,Inhabited_Jawa_MardoChell,Inhabited_Jawa_MardoChell,RimMandrake,HIGH,
def,Inhabited_Jawa_NokkoUbb,Inhabited_Jawa_NokkoUbb,RimMandrake,HIGH,
def,Inhabited_Jawa_NommoGrish,Inhabited_Jawa_NommoGrish,RimMandrake,HIGH,
def,Inhabited_Jawa_NurrTheHemCutter,Inhabited_Jawa_NurrTheHemCutter,RimMandrake,HIGH,
def,Inhabited_Jawa_OssikTheOutrider,Inhabited_Jawa_OssikTheOutrider,RimMandrake,HIGH,
def,Inhabited_Jawa_RikkNkikTal,Inhabited_Jawa_RikkNkikTal,RimMandrake,HIGH,
def,Inhabited_Jawa_SakkVor,Inhabited_Jawa_SakkVor,RimMandrake,HIGH,
def,Inhabited_Jawa_ShamanIkkaSurAteeka,Inhabited_Jawa_ShamanIkkaSurAteeka,RimMandrake,HIGH,
def,Inhabited_Jawa_TekkaVor,Inhabited_Jawa_TekkaVor,RimMandrake,HIGH,
def,Inhabited_Jawa_TekkiNkik,Inhabited_Jawa_TekkiNkik,RimMandrake,HIGH,
def,Inhabited_Jawa_UbbiSur,Inhabited_Jawa_UbbiSur,RimMandrake,HIGH,
def,Inhabited_Jawa_VekkGrish,Inhabited_Jawa_VekkGrish,RimMandrake,HIGH,
def,Inhabited_Jawa_VessTikko,Inhabited_Jawa_VessTikko,RimMandrake,HIGH,
def,Inhabited_Jawa_Wupp,Inhabited_Jawa_Wupp,RimMandrake,HIGH,
def,Inhabited_Jawa_YubbNagg,Inhabited_Jawa_YubbNagg,RimMandrake,HIGH,
def,Inhabited_Junkers_AtaiVosk,Inhabited_Junkers_AtaiVosk,RimMandrake,HIGH,
def,Inhabited_Junkers_BohrraZeel,Inhabited_Junkers_BohrraZeel,RimMandrake,HIGH,
def,Inhabited_Junkers_FenzikTrawl,Inhabited_Junkers_FenzikTrawl,RimMandrake,HIGH,
def,Inhabited_Junkers_GrummOda,Inhabited_Junkers_GrummOda,RimMandrake,HIGH,
def,Inhabited_Junkers_GrundaPell,Inhabited_Junkers_GrundaPell,RimMandrake,HIGH,
def,Inhabited_Junkers_GruthaBakk,Inhabited_Junkers_GruthaBakk,RimMandrake,HIGH,
def,Inhabited_Junkers_HakkoDunn,Inhabited_Junkers_HakkoDunn,RimMandrake,HIGH,
def,Inhabited_Junkers_IlliwaSuum,Inhabited_Junkers_IlliwaSuum,RimMandrake,HIGH,
def,Inhabited_Junkers_KaadRoTenthBreath,Inhabited_Junkers_KaadRoTenthBreath,RimMandrake,HIGH,
def,Inhabited_Junkers_Kessavor,Inhabited_Junkers_Kessavor,RimMandrake,HIGH,
def,Inhabited_Junkers_KetrisVahn,Inhabited_Junkers_KetrisVahn,RimMandrake,HIGH,
def,Inhabited_Junkers_ModdRyel,Inhabited_Junkers_ModdRyel,RimMandrake,HIGH,
def,Inhabited_Junkers_NibGurro,Inhabited_Junkers_NibGurro,RimMandrake,HIGH,
def,Inhabited_Junkers_NossikRyl,Inhabited_Junkers_NossikRyl,RimMandrake,HIGH,
def,Inhabited_Junkers_Nrrsh,Inhabited_Junkers_Nrrsh,RimMandrake,HIGH,
def,Inhabited_Junkers_OloVenn,Inhabited_Junkers_OloVenn,RimMandrake,HIGH,
def,Inhabited_Junkers_OssaGrell,Inhabited_Junkers_OssaGrell,RimMandrake,HIGH,
def,Inhabited_Junkers_PerraTolm,Inhabited_Junkers_PerraTolm,RimMandrake,HIGH,
def,Inhabited_Junkers_PrahSook,Inhabited_Junkers_PrahSook,RimMandrake,HIGH,
def,Inhabited_Junkers_RuteBaan,Inhabited_Junkers_RuteBaan,RimMandrake,HIGH,
def,Inhabited_Junkers_SkorrskTheTally,Inhabited_Junkers_SkorrskTheTally,RimMandrake,HIGH,
def,Inhabited_Junkers_VaghOro,Inhabited_Junkers_VaghOro,RimMandrake,HIGH,
def,Inhabited_Junkers_VeshKaa,Inhabited_Junkers_VeshKaa,RimMandrake,HIGH,
def,Inhabited_Junkers_Weft,Inhabited_Junkers_Weft,RimMandrake,HIGH,
def,Inhabited_Junkers_ZiriNask,Inhabited_Junkers_ZiriNask,RimMandrake,HIGH,
def,Inhabited_Place,Inhabited_Place,RimMandrake,HIGH,
def,Inhabited_Resident,Inhabited_Resident,RimMandrake,HIGH,
def,Inhabited_Tusken_AnnShu,Inhabited_Tusken_AnnShu,RimMandrake,HIGH,
def,Inhabited_Tusken_BharrNu,Inhabited_Tusken_BharrNu,RimMandrake,HIGH,
def,Inhabited_Tusken_BokUr,Inhabited_Tusken_BokUr,RimMandrake,HIGH,
def,Inhabited_Tusken_CorrinAleff,Inhabited_Tusken_CorrinAleff,RimMandrake,HIGH,
def,Inhabited_Tusken_DhakkOrr,Inhabited_Tusken_DhakkOrr,RimMandrake,HIGH,
def,Inhabited_Tusken_EssKan,Inhabited_Tusken_EssKan,RimMandrake,HIGH,
def,Inhabited_Tusken_GhossaTalVaar,Inhabited_Tusken_GhossaTalVaar,RimMandrake,HIGH,
def,Inhabited_Tusken_GhurrVex,Inhabited_Tusken_GhurrVex,RimMandrake,HIGH,
def,Inhabited_Tusken_HarraGhul,Inhabited_Tusken_HarraGhul,RimMandrake,HIGH,
def,Inhabited_Tusken_Hurrum,Inhabited_Tusken_Hurrum,RimMandrake,HIGH,
def,Inhabited_Tusken_IkriNass,Inhabited_Tusken_IkriNass,RimMandrake,HIGH,
def,Inhabited_Tusken_IshAal,Inhabited_Tusken_IshAal,RimMandrake,HIGH,
def,Inhabited_Tusken_KuvvRaan,Inhabited_Tusken_KuvvRaan,RimMandrake,HIGH,
def,Inhabited_Tusken_MekkaRu,Inhabited_Tusken_MekkaRu,RimMandrake,HIGH,
def,Inhabited_Tusken_NashraKul,Inhabited_Tusken_NashraKul,RimMandrake,HIGH,
def,Inhabited_Tusken_OrrGash,Inhabited_Tusken_OrrGash,RimMandrake,HIGH,
def,Inhabited_Tusken_RuumKa,Inhabited_Tusken_RuumKa,RimMandrake,HIGH,
def,Inhabited_Tusken_ShaaNel,Inhabited_Tusken_ShaaNel,RimMandrake,HIGH,
def,Inhabited_Tusken_SheelIvarr,Inhabited_Tusken_SheelIvarr,RimMandrake,HIGH,
def,Inhabited_Tusken_TannRu,Inhabited_Tusken_TannRu,RimMandrake,HIGH,
def,Inhabited_Tusken_ThaRaan,Inhabited_Tusken_ThaRaan,RimMandrake,HIGH,
def,Inhabited_Tusken_UliSheek,Inhabited_Tusken_UliSheek,RimMandrake,HIGH,
def,Inhabited_Tusken_VaasKa,Inhabited_Tusken_VaasKa,RimMandrake,HIGH,
def,Inhabited_Tusken_Vurrk,Inhabited_Tusken_Vurrk,RimMandrake,HIGH,
def,Inhabited_Tusken_WarChiefTorrGan,Inhabited_Tusken_WarChiefTorrGan,RimMandrake,HIGH,
def,Inhabited_Wildsteam_BekkaSunn,Inhabited_Wildsteam_BekkaSunn,RimMandrake,HIGH,
def,Inhabited_Wildsteam_BoKesh,Inhabited_Wildsteam_BoKesh,RimMandrake,HIGH,
def,Inhabited_Wildsteam_BoggoUmm,Inhabited_Wildsteam_BoggoUmm,RimMandrake,HIGH,
def,Inhabited_Wildsteam_DrellAshk,Inhabited_Wildsteam_DrellAshk,RimMandrake,HIGH,
def,Inhabited_Wildsteam_ElderRrowhaan,Inhabited_Wildsteam_ElderRrowhaan,RimMandrake,HIGH,
def,Inhabited_Wildsteam_Grahnn,Inhabited_Wildsteam_Grahnn,RimMandrake,HIGH,
def,Inhabited_Wildsteam_GrandmotherYekk,Inhabited_Wildsteam_GrandmotherYekk,RimMandrake,HIGH,
def,Inhabited_Wildsteam_HakkoVurr,Inhabited_Wildsteam_HakkoVurr,RimMandrake,HIGH,
def,Inhabited_Wildsteam_KassVekk,Inhabited_Wildsteam_KassVekk,RimMandrake,HIGH,
def,Inhabited_Wildsteam_MotherUlu,Inhabited_Wildsteam_MotherUlu,RimMandrake,HIGH,
def,Inhabited_Wildsteam_NessaDuun,Inhabited_Wildsteam_NessaDuun,RimMandrake,HIGH,
def,Inhabited_Wildsteam_NikkoTheSapNamer,Inhabited_Wildsteam_NikkoTheSapNamer,RimMandrake,HIGH,
def,Inhabited_Wildsteam_NnuPell,Inhabited_Wildsteam_NnuPell,RimMandrake,HIGH,
def,Inhabited_Wildsteam_OssaKrail,Inhabited_Wildsteam_OssaKrail,RimMandrake,HIGH,
def,Inhabited_Wildsteam_PellYoon,Inhabited_Wildsteam_PellYoon,RimMandrake,HIGH,
def,Inhabited_Wildsteam_RoodaTann,Inhabited_Wildsteam_RoodaTann,RimMandrake,HIGH,
def,Inhabited_Wildsteam_Rrogh,Inhabited_Wildsteam_Rrogh,RimMandrake,HIGH,
def,Inhabited_Wildsteam_ShooBannAloo,Inhabited_Wildsteam_ShooBannAloo,RimMandrake,HIGH,
def,Inhabited_Wildsteam_SsuraKadd,Inhabited_Wildsteam_SsuraKadd,RimMandrake,HIGH,
def,Inhabited_Wildsteam_TennGhosh,Inhabited_Wildsteam_TennGhosh,RimMandrake,HIGH,
def,Inhabited_Wildsteam_TikkOfTheUnderline,Inhabited_Wildsteam_TikkOfTheUnderline,RimMandrake,HIGH,
def,Inhabited_Wildsteam_VaalOomTikaa,Inhabited_Wildsteam_VaalOomTikaa,RimMandrake,HIGH,
def,Inhabited_Wildsteam_WardenOfTheStairOhrra,Inhabited_Wildsteam_WardenOfTheStairOhrra,RimMandrake,HIGH,
def,Inhabited_Wildsteam_WardenZeshVool,Inhabited_Wildsteam_WardenZeshVool,RimMandrake,HIGH,
def,Inhabited_Wildsteam_YorrumPell,Inhabited_Wildsteam_YorrumPell,RimMandrake,HIGH,
namespace,Inhabited,RimMandrake.Inhabited,RimMandrake,HIGH,
mod,src/Jawa/JawaFactionSlate,src/RimUtinni/FactionSlate,RimUtinni,HIGH,
packageId,mandrake.jawafactionslate,mandrake.rut.factionslate,RimUtinni,HIGH,
mod,src/Jawa/JawaIkee,src/RimStarWars/JawaIkee,RimStarWars,HIGH,"species content; Jawa in name = species vocabulary, legal in RSW"
packageId,mandrake.jawaikee,mandrake.rsw.jawaikee,RimStarWars,HIGH,
def,Jawa_IkeeWatching,RSW_Jawa_IkeeWatching,RimStarWars,HIGH,
namespace,JawaIkee,RimStarWars.JawaIkee,RimStarWars,HIGH,
mod,src/Jawa/JawaIonWeapons,src/RimStarWars/JawaIonWeapons,RimStarWars,RULED,ion is SW-family
packageId,mandrake.jawaionweapons,mandrake.rsw.ionweapons,RimStarWars,RULED,
def,JawaIon_Blaster,RSW_JawaIon_Blaster,RimStarWars,RULED,
def,JawaIon_Bullet,RSW_JawaIon_Bullet,RimStarWars,RULED,
def,JawaIon_Damage,RSW_JawaIon_Damage,RimStarWars,RULED,
def,JawaIon_Stun,RSW_JawaIon_Stun,RimStarWars,RULED,
def,JawaIon_Weaponry,RSW_JawaIon_Weaponry,RimStarWars,RULED,
def,Jawa_InverseBodySize,RSW_Jawa_InverseBodySize,RimStarWars,RULED,
namespace,JawaIonWeapons,RimStarWars.JawaIonWeapons,RimStarWars,RULED,
