defName,modName,label,capacities,power,cooldownTime,dps,armorPenetration,linkedBodyPartsGroup,chanceFactor
JRWBrachiosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,17,2,8.5,,HeadAttackTool,0.2
JRWBrachytrachelopan,Jurassic Rimworld - Dinosaurs Only (Continued),left foot,Blunt,30,2,15.0,,FrontLeftLeg,
JRWBrachytrachelopan,Jurassic Rimworld - Dinosaurs Only (Continued),right foot,Blunt,30,2,15.0,,FrontRightLeg,
JRWBrachytrachelopan,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,17,2,8.5,,HeadAttackTool,0.2
JRWCaihong,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWCaihong,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWCaihong,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWCaihong,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWCamarasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),left foot,Blunt,30,2,15.0,,FrontLeftLeg,
JRWCamarasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),right foot,Blunt,30,2,15.0,,FrontRightLeg,
JRWCamarasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,17,2,8.5,,HeadAttackTool,0.2
JRWCamptosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,15,2,7.5,,Teeth,0.7
JRWCamptosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWCarcharodontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,35,2.6,13.46,,Teeth,1
JRWCarnotaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWCeratosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWCoahuilaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),horn,Scratch,19,2,9.5,,HornAttackTool,
JRWCoahuilaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),horn,Blunt,19,2,9.5,,HornAttackTool,
JRWCoahuilaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,19,2.6,7.31,,Teeth,0.7
JRWCoahuilaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWCoelophysis,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,5,2,2.5,,FrontLeftPaw,
JRWCoelophysis,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,5,2,2.5,,FrontRightPaw,
JRWCoelophysis,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,5,2,2.5,,Teeth,0.7
JRWCoelophysis,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWCompsognathus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWCompsognathus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWCompsognathus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWCompsognathus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWCorythosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,15,2,7.5,,Teeth,0.7
JRWCorythosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWCryolophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWCyclosphaeroma,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,7,2,3.5,,HeadAttackTool,0.2
JRWDeinonychus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,8,2,4.0,,FrontLeftPaw,
JRWDeinonychus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,8,2,4.0,,FrontRightPaw,
JRWDeinonychus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,10,2,5.0,,Teeth,0.7
JRWDeinosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,35,2.6,13.46,,Teeth,1
JRWDesmatosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,10,2,5.0,,Teeth,0.7
JRWDesmatosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,10,2,5.0,,HeadAttackTool,0.2
JRWDilophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWDilophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWDilophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),venom-fangs,ToxicBite,12,2,6.0,,Teeth,
JRWDilophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWDimetrodon,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWDimetrodon,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWDimetrodon,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWDimetrodon,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWDinilysia,Jurassic Rimworld - Dinosaurs Only (Continued),fangs,Bite,10,2,5.0,,Mouth,
JRWDinilysia,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,5,2,2.5,,HeadAttackTool,0.2
JRWDiplocaulus,Jurassic Rimworld - Dinosaurs Only (Continued),left foot,Blunt,3,2,1.5,,FrontLeftPaw,
JRWDiplocaulus,Jurassic Rimworld - Dinosaurs Only (Continued),right foot,Blunt,3,2,1.5,,FrontRightPaw,
JRWDiplocaulus,Jurassic Rimworld - Dinosaurs Only (Continued),jaw,Bite,3,2,1.5,,Teeth,0.7
JRWDiplocaulus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,3,2,1.5,,HeadAttackTool,0.2
JRWDracorex,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWDracorex,Jurassic Rimworld - Dinosaurs Only (Continued),head,Cut,5,2,2.5,,HeadAttackTool,0.2
JRWDrinker,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWDrinker,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWDrinker,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWDrinker,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWDromaeosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,8,2,4.0,,FrontLeftPaw,
JRWDromaeosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,8,2,4.0,,FrontRightPaw,
JRWDromaeosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,10,2,5.0,,Teeth,0.7
JRWDryosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWDryosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWDryosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWDryosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWEdaphosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWEdaphosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWEdmontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,15,2,7.5,,Teeth,0.7
JRWEdmontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWEnigmosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,30,2,15.0,,FrontLeftPaw,
JRWEnigmosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,30,2,15.0,,FrontRightPaw,
JRWEnigmosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,10,2.6,3.85,,Teeth,0.7
JRWEnigmosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,10,2,5.0,,HeadAttackTool,0.2
JRWEstemmenosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,15,2,7.5,,Teeth,0.7
JRWEstemmenosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),antlers,Cut,15,2,7.5,,HeadAttackTool,0.2
JRWEuoplocephalus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,10,2,5.0,,Teeth,0.7
JRWEuoplocephalus,Jurassic Rimworld - Dinosaurs Only (Continued),tail,Blunt,15,2,7.5,,TailAttackTool,0.8
JRWEuphoberia,Jurassic Rimworld - Dinosaurs Only (Continued),mandibles,Bite,5,2,2.5,,Mouth,
JRWEuphoberia,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,4,2,2.0,,HeadAttackTool,0.1
JRWGallimimus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWGallimimus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWGallimimus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWGallimimus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWGasosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWGeosternbergia,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWGeralinura,Jurassic Rimworld - Dinosaurs Only (Continued),flagellum,GeraAcidBurn,10,2.6,3.85,,,1
JRWGeralinura,Jurassic Rimworld - Dinosaurs Only (Continued),pincers,Cut,5,5,1.0,,HeadClaw,
JRWGiganotosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,40,2.6,15.38,,Teeth,1
JRWGigantophis,Jurassic Rimworld - Dinosaurs Only (Continued),fangs,Bite,20,2,10.0,,Mouth,
JRWGigantophis,Jurassic Rimworld - Dinosaurs Only (Continued),head,Cut,10,2,5.0,,HeadAttackTool,0.2
JRWGorgonops,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,13,2.6,5.0,,Teeth,1
JRWHalszkaraptor,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWHalszkaraptor,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWHalszkaraptor,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWHalszkaraptor,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWHolcorobeus,Jurassic Rimworld - Dinosaurs Only (Continued),head claw,Cut,12,2.6,4.62,,HeadClaw,
JRWHolcorobeus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,7,2,3.5,,HeadAttackTool,0.2
JRWHomalocephale,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWHomalocephale,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWHomalocephale,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWHomalocephale,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWHylonomus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWHylonomus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWHylonomus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWHylonomus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWHynerpeton,Jurassic Rimworld - Dinosaurs Only (Continued),left foot,Blunt,3,2,1.5,,FrontLeftPaw,
JRWHynerpeton,Jurassic Rimworld - Dinosaurs Only (Continued),right foot,Blunt,3,2,1.5,,FrontRightPaw,
JRWHynerpeton,Jurassic Rimworld - Dinosaurs Only (Continued),jaw,Bite,3,2,1.5,,Teeth,0.7
JRWHynerpeton,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,3,2,1.5,,HeadAttackTool,0.2
JRWHypsilophodon,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWHypsilophodon,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWHypsilophodon,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWHypsilophodon,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWIndominus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,45,2,22.5,,FrontLeftPaw,
JRWIndominus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,45,2,22.5,,FrontRightPaw,
JRWIndominus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,45,2.6,17.31,,Teeth,0.7
JRWIndominus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,20,2,10.0,,HeadAttackTool,0.2
JRWIndoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,45,2,22.5,,FrontLeftPaw,
JRWIndoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,45,2,22.5,,FrontRightPaw,
JRWIndoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,45,2.6,17.31,,Teeth,0.7
JRWIndoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,20,2,10.0,,HeadAttackTool,0.2
JRWIschigualastia,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,15,2,7.5,,Teeth,0.7
JRWIschigualastia,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWKaprosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWKentrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,10,2,5.0,,Teeth,0.7
JRWKentrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),tail,Scratch,15,2,7.5,,TailAttackTool,0.8
JRWKileskus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,5,2,2.5,,FrontLeftPaw,
JRWKileskus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,5,2,2.5,,FrontRightPaw,
JRWKileskus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,5,2,2.5,,Teeth,0.7
JRWKileskus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWKosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),horn,Scratch,19,2,9.5,,HornAttackTool,
JRWKosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),horn,Blunt,19,2,9.5,,HornAttackTool,
JRWKosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,19,2.6,7.31,,Teeth,0.7
JRWKosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWLycaenops,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,10,2.6,3.85,,Teeth,1
JRWMacrelcana,Jurassic Rimworld - Dinosaurs Only (Continued),jaws,Cut,12,2.6,4.62,,HeadClaw,
JRWMacrelcana,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,7,2,3.5,,HeadAttackTool,0.2
JRWManipulator,Jurassic Rimworld - Dinosaurs Only (Continued),scythes,Cut,12,2.6,4.62,,HeadClaw,
JRWManipulator,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,7,2,3.5,,HeadAttackTool,0.2
JRWMeganeura,Jurassic Rimworld - Dinosaurs Only (Continued),mandibles,Bite,5,2,2.5,,Mouth,
JRWMeganeura,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,4,2,2.0,,HeadAttackTool,0.1
JRWMetriacanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWMicroceratus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWMicroceratus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWMicroceratus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWMicroceratus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWMochlodon,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,15,2,7.5,,Teeth,0.7
JRWMochlodon,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWNanuqsaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWNasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),horn,Scratch,19,2,9.5,,HornAttackTool,
JRWNasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),horn,Blunt,19,2,9.5,,HornAttackTool,
JRWNasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,19,2.6,7.31,,Teeth,0.7
JRWNasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWNyctosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWOphiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWOphiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWOphiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWOphiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWOrnithosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWOuranosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,15,2,7.5,,Teeth,0.7
JRWOuranosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWOviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWOviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWOviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWOviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWPachycephalosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWPachycephalosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,5,2,2.5,,HeadAttackTool,0.2
JRWPachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),horn,Scratch,19,2,9.5,,HornAttackTool,
JRWPachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),horn,Blunt,19,2,9.5,,HornAttackTool,
JRWPachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,19,2.6,7.31,,Teeth,0.7
JRWPachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWParasaurolophus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,15,2,7.5,,Teeth,0.7
JRWParasaurolophus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWParksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWParksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWParksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWParksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWPlatyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),left foot,Blunt,3,2,1.5,,FrontLeftPaw,
JRWPlatyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),right foot,Blunt,3,2,1.5,,FrontRightPaw,
JRWPlatyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),jaw,Bite,3,2,1.5,,Teeth,0.7
JRWPlatyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,3,2,1.5,,HeadAttackTool,0.2
JRWPrestosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWProtoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),nose,Blunt,5,2,2.5,,HornAttackTool,
JRWProtoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,10,2.6,3.85,,Teeth,0.7
JRWProtoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,5,2,2.5,,HeadAttackTool,0.2
JRWProtosolpuga,Jurassic Rimworld - Dinosaurs Only (Continued),setae,Cut,12,2.6,4.62,,HeadClaw,
JRWProtosolpuga,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,7,2,3.5,,HeadAttackTool,0.2
JRWProtovermes,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,6,1.65,3.64,,FrontLeftPaw,
JRWProtovermes,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,6,1.65,3.64,,FrontRightPaw,
JRWProtovermes,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,4,1.65,2.42,,Teeth,
JRWProtovermes,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,1,1.65,0.61,,HeadAttackTool,
JRWPsittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWPsittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWPsittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWPsittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWPteranodon,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWPulmonoscorpius,Jurassic Rimworld - Dinosaurs Only (Continued),sting,PulVenomSting,10,2.6,3.85,,,1
JRWPulmonoscorpius,Jurassic Rimworld - Dinosaurs Only (Continued),pincers,Cut,5,5,1.0,,HeadClaw,
JRWQantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWQantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWQantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWQantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWQuetzalcoatlus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,35,2.6,13.46,,Teeth,1
JRWRajasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,20,2.6,7.69,,Teeth,1
JRWRhabdodon,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,15,2,7.5,,Teeth,0.7
JRWRhabdodon,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWRhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,3.6,2,1.8,,FrontLeftPaw,
JRWRhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,3.6,2,1.8,,FrontRightPaw,
JRWRhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),teeth,Bite,4.8,2,2.4,,Teeth,0.7
JRWRhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
JRWSaltasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),left foot,Blunt,30,2,15.0,,FrontLeftLeg,
JRWSaltasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),right foot,Blunt,30,2,15.0,,FrontRightLeg,
JRWSaltasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,17,2,8.5,,HeadAttackTool,0.2
JRWSarcosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,35,2.6,13.46,,Teeth,1
JRWScutosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,15,2,7.5,,Teeth,0.7
JRWScutosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,15,2,7.5,,HeadAttackTool,0.2
JRWSegnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),left claw,Scratch,30,2,15.0,,FrontLeftPaw,
JRWSegnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),right claw,Scratch,30,2,15.0,,FrontRightPaw,
JRWSegnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),,Bite,10,2.6,3.85,,Teeth,0.7
JRWSegnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),head,Blunt,10,2,5.0,,HeadAttackTool,0.2
