defName,modName,index,def,minAge,soundWounded
JRWHypsilophodon,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWHypsilophodon,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Dryosaurus_Wounded
JRWIndominus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWIndominus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWIndominus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Indominus_Wounded
JRWIndoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWIndoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWIndoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Indoraptor_Wounded
JRWIschigualastia,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWIschigualastia,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWIschigualastia,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Estemmenosuchus_Wounded
JRWKaprosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWKaprosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWKaprosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Baryonyx_Wounded
JRWKentrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWKentrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWKentrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Kentrosaurus_Wounded
JRWKileskus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWKileskus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWKileskus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Dilophosaurus_Wounded
JRWKosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWKosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWKosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Triceratops_Wounded
JRWLycaenops,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWLycaenops,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWLycaenops,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Baryonyx_Wounded
JRWMacrelcana,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWMacrelcana,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWMacrelcana,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Megascarab_Wounded
JRWManipulator,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWManipulator,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWManipulator,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Spelopede_Angry
JRWMeganeura,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWMeganeura,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWMeganeura,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Megascarab_Wounded
JRWMetriacanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWMetriacanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWMetriacanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Metriacanthosaurus_Wounded
JRWMicroceratus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWMicroceratus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWMicroceratus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Homalocephale_Wounded
JRWMochlodon,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWMochlodon,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWMochlodon,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Edmontosaurus_Angry
JRWNanuqsaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWNanuqsaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWNanuqsaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Yutyrannus_Wounded
JRWNasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWNasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWNasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Styracosaurus_Wounded
JRWNyctosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWNyctosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWNyctosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Pteranodon_Wounded
JRWOphiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWOphiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWOphiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Estemmenosuchus_Wounded
JRWOrnithosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWOrnithosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWOrnithosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Baryonyx_Wounded
JRWOuranosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWOuranosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWOuranosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Ouranosaurus_Wounded
JRWOviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWOviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWOviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Goose_Wounded
JRWPachycephalosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWPachycephalosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWPachycephalosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Pachycephalosaurus_Wounded
JRWPachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWPachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWPachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Styracosaurus_Wounded
JRWParasaurolophus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWParasaurolophus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWParasaurolophus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Parasaurolophus_Wounded
JRWParksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWParksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWParksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Dryosaurus_Wounded
JRWPlatyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWPlatyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWPlatyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Iguana_Wounded
JRWPrestosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWPrestosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWPrestosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Baryonyx_Wounded
JRWProtoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWProtoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWProtoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Torosaurus_Wounded
JRWProtosolpuga,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWProtosolpuga,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWProtosolpuga,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Spelopede_Angry
JRWProtovermes,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWProtovermes,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,0.1,
JRWProtovermes,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,0.35,Pawn_Boomrat_Wounded
JRWPsittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWPsittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWPsittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Homalocephale_Wounded
JRWPteranodon,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWPteranodon,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWPteranodon,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Pteranodon_Wounded
JRWPulmonoscorpius,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWPulmonoscorpius,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWPulmonoscorpius,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Spelopede_Angry
JRWQantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWQantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWQantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Dryosaurus_Wounded
JRWQuetzalcoatlus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWQuetzalcoatlus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWQuetzalcoatlus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Pteranodon_Wounded
JRWRajasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWRajasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWRajasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Carnotaurus_Wounded
JRWRhabdodon,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWRhabdodon,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWRhabdodon,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Edmontosaurus_Angry
JRWRhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWRhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWRhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Pteranodon_Wounded
JRWSaltasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWSaltasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWSaltasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Camarasaurus_Wounded
JRWSarcosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWSarcosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWSarcosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Baryonyx_Wounded
JRWScutosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWScutosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWScutosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Estemmenosuchus_Wounded
JRWSegnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWSegnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWSegnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Carnotaurus_Wounded
JRWSpinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWSpinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWSpinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Spinosaurus_Wounded
JRWStaurikosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWStaurikosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWStaurikosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Dilophosaurus_Wounded
JRWStegosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWStegosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWStegosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Stegosaurus_Wounded
JRWStygimoloch,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWStygimoloch,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWStygimoloch,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Pachycephalosaurus_Wounded
JRWStyracosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWStyracosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWStyracosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Styracosaurus_Wounded
JRWSuchomimus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWSuchomimus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWSuchomimus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Baryonyx_Wounded
JRWSupersaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWSupersaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWSupersaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Camarasaurus_Wounded
JRWTanystropheus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWTanystropheus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWTanystropheus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Cobra_Wounded
JRWTenontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWTenontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWTenontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Edmontosaurus_Angry
JRWTermitotron,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWTermitotron,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWTermitotron,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Spelopede_Angry
JRWTherizinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWTherizinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWTherizinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Carnotaurus_Wounded
JRWTitanoboa,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWTitanoboa,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,0.15,
JRWTitanoboa,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,0.5,Pawn_Cobra_Wounded
JRWTorosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWTorosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWTorosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Torosaurus_Wounded
JRWTriceratops,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWTriceratops,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWTriceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Triceratops_Wounded
JRWTroodon,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWTroodon,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWTroodon,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Troodon_Wounded
JRWTupandactylus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWTupandactylus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWTupandactylus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Pteranodon_Wounded
JRWTyrannosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWTyrannosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWTyrannosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Tyrannosaurus_Wounded
JRWUdanoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWUdanoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWUdanoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Torosaurus_Wounded
JRWValdosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWValdosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWValdosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Dryosaurus_Wounded
JRWVelociraptor,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWVelociraptor,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWVelociraptor,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Velociraptor_Wounded
JRWWonambi,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWWonambi,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,0.15,
JRWWonambi,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,0.5,Pawn_Cobra_Wounded
JRWYangchuanosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWYangchuanosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWYangchuanosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Yangchuanosaurus_Wounded
JRWYi,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWYi,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWYi,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Yi_Wounded
JRWYurlunggur,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWYurlunggur,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,0.15,
JRWYurlunggur,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,0.5,Pawn_Cobra_Wounded
JRWYutyrannus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWYutyrannus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWYutyrannus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Yutyrannus_Wounded
JRWZalmoxes,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWZalmoxes,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWZalmoxes,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Edmontosaurus_Angry
JRWZephyrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),0,AnimalBaby,0,
JRWZephyrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1,AnimalJuvenile,1.0,
JRWZephyrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2,AnimalAdult,3.0,Pawn_Dryosaurus_Wounded
TYR_HotfootRat,Little Critters,0,AnimalBaby,0,
TYR_HotfootRat,Little Critters,1,AnimalJuvenile,0.1,
TYR_HotfootRat,Little Critters,2,AnimalAdult,0.2222,Pawn_Boomrat_Wounded
TYR_KangarooRat,Little Critters,0,AnimalBaby,0,
TYR_KangarooRat,Little Critters,1,AnimalJuvenile,0.1,
TYR_KangarooRat,Little Critters,2,AnimalAdult,0.2222,Pawn_Boomrat_Wounded
TYR_Lemming,Little Critters,0,AnimalBaby,0,
TYR_Lemming,Little Critters,1,AnimalJuvenile,0.1,
TYR_Lemming,Little Critters,2,AnimalAdult,0.2222,Pawn_Boomrat_Wounded
TYR_Mouse,Little Critters,0,AnimalBaby,0,
TYR_Mouse,Little Critters,1,AnimalJuvenile,0.1,
TYR_Mouse,Little Critters,2,AnimalAdult,0.2222,Pawn_Boomrat_Wounded
TYR_MousePoison,Little Critters,0,AnimalBaby,0,
TYR_MousePoison,Little Critters,1,AnimalJuvenile,0.1,
TYR_MousePoison,Little Critters,2,AnimalAdult,0.2222,Pawn_Boomrat_Wounded
Arthropleura,Megafauna,0,AnimalBaby,0,
Arthropleura,Megafauna,1,AnimalJuvenile,0.03,
Arthropleura,Megafauna,2,AnimalAdult,0.2,Pawn_BigInsect_Pain
Doedicurus,Megafauna,0,AnimalBaby,0,
Doedicurus,Megafauna,1,AnimalJuvenile,0.5,
Doedicurus,Megafauna,2,AnimalAdult,0.7,Pawn_Rodent_Wounded
Daeodon,Megafauna,0,AnimalBaby,0,
Daeodon,Megafauna,1,AnimalJuvenile,0.5,Pawn_Wildboar_Wounded
Daeodon,Megafauna,2,AnimalAdult,1,Pawn_Wildboar_Wounded
Gigantopithecus,Megafauna,0,AnimalBaby,0,
Gigantopithecus,Megafauna,1,AnimalJuvenile,0.5,
Gigantopithecus,Megafauna,2,AnimalAdult,0.8,Pawn_Monkey_Wounded
Paraceratherium,Megafauna,0,AnimalBaby,0,
Paraceratherium,Megafauna,1,AnimalJuvenile,1,
Paraceratherium,Megafauna,2,AnimalAdult,3,Pawn_Thrumbo_Pain
Titanis,Megafauna,0,AnimalBaby,0,
Titanis,Megafauna,1,AnimalJuvenile,0.4,
Titanis,Megafauna,2,AnimalAdult,0.8,
Titanoboa,Megafauna,0,AnimalBaby,0,
Titanoboa,Megafauna,1,AnimalJuvenile,0.7,
Titanoboa,Megafauna,2,AnimalAdult,1.3,Pawn_Cobra_Wounded
WoollyMammoth,Megafauna,0,AnimalBaby,0,
WoollyMammoth,Megafauna,1,AnimalJuvenile,1,
WoollyMammoth,Megafauna,2,AnimalAdult,2.2,Pawn_Elephant_Injured
Elasmotherium,Megafauna,0,AnimalBaby,0,
Elasmotherium,Megafauna,1,AnimalJuvenile,1,
Elasmotherium,Megafauna,2,AnimalAdult,2.2,Pawn_Rhinoceros_Wounded
Smilodon,Megafauna,0,AnimalBaby,0,
Smilodon,Megafauna,1,AnimalJuvenile,0.2,Pawn_Cougar_Injured
Smilodon,Megafauna,2,AnimalAdult,0.8,Pawn_Cougar_Injured
Chalicotherium,Megafauna,0,AnimalBaby,0,
Chalicotherium,Megafauna,1,AnimalJuvenile,0.75,
Chalicotherium,Megafauna,2,AnimalAdult,1,Pawn_Thrumbo_Pain
Megaloceros,Megafauna,0,AnimalBaby,0,
Megaloceros,Megafauna,1,AnimalJuvenile,1,
Megaloceros,Megafauna,2,AnimalAdult,1.5,Pawn_Deer_Wounded
Procoptodon,Megafauna,0,AnimalBaby,0,
Procoptodon,Megafauna,1,AnimalJuvenile,0.5,
Procoptodon,Megafauna,2,AnimalAdult,0.75,Pawn_Thrumbo_Pain
Megalania,Megafauna,0,AnimalBaby,0,
Megalania,Megafauna,1,AnimalJuvenile,0.5,Pawn_Iguana_Wounded
Megalania,Megafauna,2,AnimalAdult,1,Pawn_Iguana_Wounded
Gomphotaria,Megafauna,0,AnimalBaby,0,
Gomphotaria,Megafauna,1,AnimalJuvenile,0.75,
Gomphotaria,Megafauna,2,AnimalAdult,1.2,Pawn_Thrumbo_Pain
Diprotodon,Megafauna,0,AnimalBaby,0,
Diprotodon,Megafauna,1,AnimalJuvenile,0.5,
Diprotodon,Megafauna,2,AnimalAdult,1,Pawn_Rodent_Wounded
ShortfacedBear,Megafauna,0,AnimalBaby,0,
ShortfacedBear,Megafauna,1,AnimalJuvenile,0.6,Pawn_Bear_Injured
ShortfacedBear,Megafauna,2,AnimalAdult,1.2,Pawn_Bear_Injured
Dinocrocuta,Megafauna,0,AnimalBaby,0,
