VEE_CoralReef	Vanilla Landmarks Expanded	coral reef	coastal	comm=1	namer=VEE_NamerLandmark_CoralReef	req:VEE_CoralReef	opt:Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,AnimalLife_Increased,Fish_Increased,Fish_Decreased	
VEE_SaltPlains	Vanilla Landmarks Expanded	salt plains		comm=0.2	namer=VEE_NamerLandmark_SaltPlains	req:VEE_SaltPlains	opt:PlantLife_Decreased,AnimalLife_Decreased,SunnyMutator,WindyMutator,Fish_Decreased,Pollution_Increased,AncientUplink,Junkyard	
VEE_RockRidge	Vanilla Landmarks Expanded	rock ridge	mountain	comm=1	namer=VEE_NamerLandmark_Ridges	req:VEE_RockRidge	opt:CaveLakes,LavaCaves,Stockpile,PlantLife_Increased,AnimalHabitat,PlantGrove,FoggyMutator,SunnyMutator,WetClimate,MineralRich,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,AnimalLife_Increased	
VEE_JaggedRocks	Vanilla Landmarks Expanded	jagged rocks	mountain	comm=1	namer=VEE_NamerLandmark_JaggedRocks	req:VEE_JaggedRocks	opt:CaveLakes,LavaCaves,Stockpile,PlantLife_Increased,AnimalHabitat,PlantGrove,FoggyMutator,SunnyMutator,WetClimate,MineralRich,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,AnimalLife_Increased	
VEE_SerpentineCanyons	Vanilla Landmarks Expanded	serpentine canyons	mountain	comm=0.25	namer=VEE_NamerLandmark_Canyons	req:VEE_SerpentineCanyons	opt:CaveLakes,Stockpile,AnimalHabitat,MineralRich,AnimalLife_Decreased,FoggyMutator,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,SteamGeysers_Increased	
VEE_DryRiver	Vanilla Landmarks Expanded	dry river		comm=0.2	namer=VEE_NamerLandmark_DryRiver	req:VEE_DryRiver	opt:Stockpile,AnimalLife_Decreased,SunnyMutator,WetClimate,Pollution_Increased,AncientUplink,Junkyard	
VEE_Mangrove	Vanilla Landmarks Expanded	mangrove		comm=0.5	namer=VEE_NamerLandmark_Mangrove	req:VEE_MangroveTerrain,VEE_MangroveTrees	opt:Stockpile,FoggyMutator,WetClimate,AnimalLife_Increased,AnimalHabitat,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,PlantLife_Increased,PlantGrove,Fish_Increased,Fish_Decreased	
VEE_DustBowl	Vanilla Landmarks Expanded	dust bowl		comm=0.2	namer=VEE_NamerLandmark_DustBowl	req:VEE_DustBowl,VEE_PlantLife_Decimated,VEE_Fertility_Reduced,VEE_DustStorms	opt:Stockpile,AnimalLife_Decreased,Pollution_Increased,AncientUplink,Junkyard	
VEE_SulfuricLake	Vanilla Landmarks Expanded	sulfuric lake		comm=0.15	namer=VEE_NamerLandmark_SulfuricLake	req:VEE_SulfuricLake,PlantLife_Increased,VEE_RottenStench	opt:Pollution_Increased,Junkyard,Stockpile,AnimalLife_Decreased,Marshy,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,AncientUplink	
VEE_SulfuricRiver	Vanilla Landmarks Expanded	sulfuric river		comm=0.15	namer=VEE_NamerLandmark_SulfuricRiver	req:VEE_SulfuricRiver,PlantLife_Increased,VEE_RottenStench	opt:Pollution_Increased,Junkyard,Stockpile,AnimalLife_Decreased,Marshy,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,AncientUplink	
VEE_BurnedForest	Vanilla Landmarks Expanded	burned forest		comm=0.5	namer=VEE_NamerLandmark_BurnedForest	req:VEE_BurnedForest	opt:Stockpile,FoggyMutator,WetClimate,AnimalLife_Increased,AnimalHabitat,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,PlantLife_Increased,PlantGrove,Fish_Increased,Fish_Decreased	
VEE_BloomingFields	Vanilla Landmarks Expanded	blooming fields		comm=0.5	namer=VEE_NamerLandmark_BloomingFields	req:VEE_Blooming_Buttercup,VEE_Blooming_ForgetMeNot,VEE_Blooming_Knapweed,VEE_Blooming_Loosestrife	opt:Stockpile,WetClimate,AnimalLife_Increased,AnimalHabitat,Fertile,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,PlantLife_Increased,PlantGrove,Fish_Increased,Fish_Decreased	
VEE_CactusFields	Vanilla Landmarks Expanded	cactus fields		comm=0.5	namer=VEE_NamerLandmark_CactusFields	req:VEE_Cactus_Barrel,VEE_Cactus_Beavertail,VEE_Cactus_Hedgehog,VEE_Cactus_OrganPipe,VEE_PlantLife_Overgrown	opt:Stockpile,AnimalLife_Increased,AnimalHabitat,SunnyMutator,AncientUplink	
VEE_FloodPlains	Vanilla Landmarks Expanded	flood plains		comm=0.6	namer=VEE_NamerLandmark_FloodPlains	req:VEE_FloodPlains	opt:Stockpile,AnimalLife_Increased,VEE_PlantLife_Overgrown,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,PlantGrove,Marshy,Fertile,Muddy,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,Fish_Increased,Fish_Decreased	
VEE_ContaminatedReservoir	Vanilla Landmarks Expanded	contaminated reservoir		comm=0.3	namer=VEE_NamerLandmark_ContaminatedReservoir	req:VEE_ContaminatedReservoir	opt:Pollution_Increased,Junkyard,Stockpile,AnimalLife_Decreased,Marshy,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,AncientUplink	
VEE_ContaminatedRiver	Vanilla Landmarks Expanded	contaminated river		comm=0.3	namer=VEE_NamerLandmark_ContaminatedRiver	req:VEE_ContaminatedRiver	opt:Pollution_Increased,Junkyard,Stockpile,AnimalLife_Decreased,Marshy,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,AncientUplink	
VEE_ContaminatedCoast	Vanilla Landmarks Expanded	contaminated coast		comm=0.3	namer=VEE_NamerLandmark_ContaminatedCoast	req:VEE_ContaminatedCoast	opt:Pollution_Increased,Junkyard,Stockpile,AnimalLife_Decreased,Marshy,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,AncientUplink	
VEE_QuicksandPits	Vanilla Landmarks Expanded	quicksand pits		comm=0.25	namer=VEE_NamerLandmark_QuicksandPits	req:VEE_QuicksandPits,VEE_Sandstorms	opt:SteamGeysers_Increased,Stockpile,MineralRich,Muddy,FoggyMutator,SunnyMutator,WindyMutator,InsectMegahive,MixedBiome,AncientUplink,AnimalHabitat,ArcheanTrees	
VEE_AbandonedFarmland	Vanilla Landmarks Expanded	abandoned farmlands		comm=0.25	namer=VEE_NamerLandmark_AbandonedFarmlands	req:VEE_AbandonedFarmland	opt:SteamGeysers_Increased,Stockpile,MineralRich,Muddy,FoggyMutator,SunnyMutator,WindyMutator,InsectMegahive,MixedBiome,AncientUplink,AnimalHabitat,ArcheanTrees	
VEE_DriftwoodShore	Vanilla Landmarks Expanded	driftwood shore	coastal	comm=0.75	namer=VEE_NamerLandmark_DriftwoodShore	req:VEE_DriftwoodShore	opt:Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,Fish_Increased,Fish_Decreased	
VEE_AlluvialFan	Vanilla Landmarks Expanded	alluvial fan	coastal	comm=0.6	namer=VEE_NamerLandmark_AlluvialFan	req:VEE_AlluvialFan	opt:Stockpile,AnimalLife_Increased,VEE_PlantLife_Overgrown,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,Marshy,Fertile,Muddy,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Fish_Increased	
VEE_RelictDelta	Vanilla Landmarks Expanded	relict delta		comm=0.6	namer=VEE_NamerLandmark_RelictDelta	req:VEE_RelictDelta	opt:Stockpile,AnimalLife_Decreased,SunnyMutator,WetClimate,Pollution_Increased,AncientUplink,Junkyard	
VEE_StagnantRivulet	Vanilla Landmarks Expanded	stagnant rivulet		comm=0.3	namer=VEE_NamerLandmark_StagnantRivulet	req:VEE_StagnantRivulet	opt:Stockpile,FoggyMutator,AnimalLife_Increased,AnimalHabitat,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,PlantLife_Increased,PlantGrove,Fish_Increased,Fish_Decreased	
VEE_AnimaForest	Vanilla Landmarks Expanded	anima forest		comm=0.15	namer=VEE_NamerLandmark_AnimaForest	req:VEE_AnimaSoils,VEE_AnimaFlora,VEE_AnimaFauna,VEE_JadeChunks,VEE_JadeiteMountains	opt:Stockpile,FoggyMutator,WetClimate,AnimalLife_Increased,AnimalHabitat,Sandy,Fertile,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,PlantLife_Increased,PlantGrove,Fish_Increased	
VEE_AnimaCoast	Vanilla Landmarks Expanded	anima coast		comm=0.15	namer=VEE_NamerLandmark_AnimaCoast	req:VEE_AnimaSoils_Coast,VEE_AnimaFlora,VEE_AnimaFauna,VEE_JadeChunks,VEE_JadeiteMountains	opt:Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,Fish_Increased	
VEE_CradleOfLife	Vanilla Landmarks Expanded	cradle of life		comm=0.5	namer=VEE_NamerLandmark_CradleOfLife	req:VEE_PlantLife_Overgrown	opt:AnimalHabitat,AnimalLife_Increased,PlantGrove,Fertile,VEE_FertileRains,WildPlants,WildTropicalPlants,ArcheanTrees,Fish_Increased,VEE_AbundantPrey,VEE_ColossalFauna,VEE_FeralKinship	
VEE_WindBlownPlateau	Vanilla Landmarks Expanded	wind-blown plateau	mountain	comm=0.4	namer=VEE_NamerLandmark_WindBlownPlateau	req:Plateau,VEE_RagingWind	opt:VEE_NaturalAerie,VEE_TornadoAlley,Stockpile,VEE_HardToTraverse,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Marshy,Sandy,VEE_Fertility_Reduced,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,MineralRich,DryGround	
VEE_StoneForest	Vanilla Landmarks Expanded	stone forest	mountain	comm=1	namer=VEE_NamerLandmark_StoneForest	req:VEE_StoneForest	opt:CaveLakes,LavaCaves,Stockpile,PlantLife_Increased,AnimalHabitat,PlantGrove,FoggyMutator,SunnyMutator,WetClimate,MineralRich,Marshy,Sandy,Fertile,Muddy,InsectMegahive,MixedBiome,WildPlants,WildTropicalPlants,ArcheanTrees,Pollution_Increased,AncientUplink,AnimalLife_Increased	
VEE_GravelBeach	Vanilla Landmarks Expanded	gravel beach	coastal	comm=0.2	namer=VEE_NamerLandmark_GravelBeach	req:VEE_GravelBeach	opt:Stockpile,AnimalLife_Decreased,PlantLife_Decreased,SunnyMutator,WetClimate,Pollution_Increased,AncientUplink,Junkyard	
VEE_AuburnForest	Vanilla Landmarks Expanded	auburn forest		comm=0.25	namer=VEE_NamerLandmark_AuburnForest	req:VEE_AuburnTree_Oaks,VEE_AuburnTree_Poplars,VEE_AuburnTree_Maples,VEE_AuburnTree_Birches	opt:SteamGeysers_Increased,Stockpile,MineralRich,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,MixedBiome,AncientUplink,AnimalLife_Increased,AnimalHabitat,PlantGrove,ArcheanTrees,PlantLife_Increased,Fertile,WildPlants,WildTropicalPlants,PlantGrove	
VEE_Cenotes	Vanilla Landmarks Expanded	cenotes		comm=0.25	namer=VEE_NamerLandmark_Cenotes	req:VEE_Cenotes	opt:VEE_PlantLife_Overgrown,Stockpile,MineralRich,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,MixedBiome,AncientUplink,AnimalLife_Increased,AnimalHabitat,PlantGrove,ArcheanTrees,Fertile,WildPlants,WildTropicalPlants,PlantGrove	
VEE_BasaltCape	Vanilla Landmarks Expanded	basalt cape	coastal	comm=0.75	namer=VEE_NamerLandmark_BasaltCape	req:VEE_BasaltCape,VEE_ObsidianChunks	opt:Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,Fish_Increased,Fish_Decreased	
VEE_RedDesert	Vanilla Landmarks Expanded	red sand desert		comm=0.2	namer=VEE_NamerLandmark_RedSandDesert	req:VEE_RedDesert,VEE_RedDesertPlants,VEE_Sandstorms,VEE_Cactus_Barrel,VEE_Cactus_Hedgehog	opt:Stockpile,AncientUplink,SunnyMutator,Pollution_Increased,WindyMutator	
VEE_VolcanicSandDesert	Vanilla Landmarks Expanded	volcanic sand desert		comm=0.2	namer=VEE_NamerLandmark_VolcanicSandDesert	req:VEE_VolcanicSandDesert,VEE_VolcanicSandDesertFlora	opt:Stockpile,AncientUplink,SunnyMutator,Pollution_Increased,WindyMutator,SteamGeysers_Increased,VEE_ObsidianChunks,MineralRich,ObsidianDeposits	
VEE_PermafrostBasin	Vanilla Landmarks Expanded	permafrost basin		comm=0.15	namer=VEE_NamerLandmark_PermafrostBasin	req:VEE_PermafrostBasin,VEE_DeepSnow	opt:AnimalLife_Decreased,WetClimate,WindyMutator,VEE_Fertility_Reduced,VEE_HardToTraverse,Fish_Decreased	
VEE_QuicksandDunes	Vanilla Landmarks Expanded	quicksand dunes		comm=0.2	namer=VEE_NamerLandmark_QuicksandDunes	req:VEE_QuicksandDunes	opt:Stockpile,AncientUplink,SunnyMutator,Pollution_Increased,WindyMutator,VEE_HardToTraverse	
VEE_PebbleDunes	Vanilla Landmarks Expanded	pebble dunes		comm=0.2	namer=VEE_NamerLandmark_PebbleDunes	req:VEE_PebbleDunes	opt:Stockpile,AncientUplink,SunnyMutator,Pollution_Increased,WindyMutator,VEE_HardToTraverse	
VEE_LittoralDunes	Vanilla Landmarks Expanded	littoral dunes	coastal	comm=0.75	namer=VEE_NamerLandmark_LittoralDunes	req:VEE_LittoralDunes	opt:Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,Fish_Increased,Fish_Decreased	
VEE_RisingWaters	Vanilla Landmarks Expanded	rising waters	coastal	comm=0.5	namer=VEE_NamerLandmark_RisingWaters	req:VEE_RisingWaters	opt:VEE_StrongerTides,Stockpile,SunnyMutator,WetClimate,WindyMutator,AnimalHabitat,AnimalLife_Increased,PlantGrove,PlantLife_Increased,Sandy,Fertile,Muddy,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,Fish_Increased,Fish_Decreased	
VEE_FleshPits	Vanilla Landmarks Expanded	flesh pits		comm=0.5	namer=VEE_NamerLandmark_FleshPits	req:VEE_FleshPits	opt:Stockpile,WetClimate,AnimalLife_Increased,AnimalHabitat,Fertile,WildPlants,WildTropicalPlants,ArcheanTrees,AncientUplink,PlantLife_Increased,PlantGrove,Fish_Increased,Fish_Decreased	
VEE_TemperateGrasslands	Vanilla Landmarks Expanded	temperate grasslands		comm=0.25	namer=VEE_NamerLandmark_TemperateGrasslands	req:VEE_PlantLife_Overgrown,VEE_NoTrees,VEE_PlentifulGrass	opt:Stockpile,MineralRich,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,MixedBiome,AncientUplink,AnimalLife_Increased,AnimalHabitat,PlantGrove,ArcheanTrees,Fertile,WildPlants,WildTropicalPlants,PlantGrove	
VEE_IceSpires	Vanilla Landmarks Expanded	ice spires		comm=0.2	namer=VEE_NamerLandmark_IceSpires	req:VEE_IceSpires	opt:SunnyMutator,Stockpile,AncientUplink,WindyMutator,AnimalLife_Decreased	
VEE_GlacialMoraine	Vanilla Landmarks Expanded	glacial moraine		comm=0.5	namer=VEE_NamerLandmark_GlacialMoraine	req:VEE_GlacialMoraine	opt:SunnyMutator,Stockpile,AncientUplink,WindyMutator,AnimalLife_Decreased	
VEE_Sinkholes	Vanilla Landmarks Expanded	sinkholes		comm=0.2	namer=VEE_NamerLandmark_Sinkholes	req:VEE_Sinkholes	opt:Stockpile,AncientUplink,SunnyMutator,Pollution_Increased,WindyMutator,SteamGeysers_Increased,MineralRich	
VEE_TropicalBeach	Vanilla Landmarks Expanded	tropical beach		comm=0.25	namer=VEE_NamerLandmark_TropicalBeach	req:VEE_TropicalBeach,VEE_TropicalBeachFlora	opt:Stockpile,MineralRich,Sandy,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,AncientUplink,AnimalLife_Increased,AnimalHabitat,ArcheanTrees,Fertile,WildTropicalPlants	
VEE_LaurelForest	Vanilla Landmarks Expanded	laurel forest		comm=0.25	namer=VEE_NamerLandmark_LaurelForest	req:VEE_LaurelForest,VEE_Mossy	opt:Stockpile,MineralRich,Muddy,FoggyMutator,SunnyMutator,WetClimate,WindyMutator,InsectMegahive,AncientUplink,AnimalLife_Increased,AnimalHabitat,ArcheanTrees,Fertile	
VEE_Moor	Vanilla Landmarks Expanded	moor		comm=0.5	namer=VEE_NamerLandmark_Moor	req:VEE_Moor,VEE_MoorFlora	opt:Stockpile,FoggyMutator,AnimalLife_Increased,AnimalHabitat,Sandy,Fertile,Muddy,ArcheanTrees,AncientUplink,PlantLife_Increased,Fish_Increased,Fish_Decreased	
VEE_LushLavaFields	Vanilla Landmarks Expanded	lush lava fields		comm=0.25	namer=VEE_NamerLandmark_LushLavaFields	req:VEE_LushLavaFields,VEE_FirewoodTrees	opt:SteamGeysers_Increased,Stockpile,AnimalLife_Increased,PlantLife_Increased,SunnyMutator,WindyMutator,Sandy,Fertile,Muddy,AncientUplink,MineralRich,ObsidianDeposits	
