Basin	Odyssey	basin	A natural depression in a mountain range, in which groundwater feeds a small lake.	whit:BorealForest,ColdBog,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Savanna,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_IdyllicMeadows,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh; minHilliness=Mountainous
TerraformingScar	Odyssey	terraforming scar	A misaligned blast from an ancient terraforming device has warped the earth into serpentine spirals. The area has since recovered, though the twisted and deformed hills remain.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Savanna,Volcano,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh
Lakeshore	Odyssey	lakeshore	This tile borders a lake.	
Archipelago	Odyssey	archipelago	A network of several small islands dotting the coast.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; blac:SeaIce,ZBiome_Sandbar_NoBeach,ZBiome_Iceberg_NoBeach; coast=2..5; noRiver
CoastalIsland	Odyssey	coastal island	A large island near the shore.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; blac:SeaIce,ZBiome_Sandbar_NoBeach,ZBiome_Iceberg_NoBeach; coast=3..5; noRiver
Peninsula	Odyssey	peninsula	An outcropping of land surrounded by ocean.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; coast=3..5
Bay	Odyssey	bay	A large indentation in the coastline that provides shelter from strong coastal winds.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; coast=1..5
Cove	Odyssey	bay	A large indentation in the coastline that provides shelter from strong coastal winds.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; coast=1..5
CoastalAtoll	Odyssey	coastal atoll	An island surrounding a large lagoon. There's very little land to build on here.	whit:AridShrubland,Desert,Grasslands,TemperateForest,TropicalRainforest,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_Grasslands; maxHilliness=SmallHills; coast=3..5; noRiver
Iceberg	Odyssey	iceberg	A floating mass of ice, detached from the larger ice sheet.	temp=-100..0; whit:SeaIce,IceSheet,Tundra,ColdBog,BorealForest,BiomeArcticOasis,BiomeGRimonade; coast=3..5; noRiver
Fjord	Odyssey	fjord	A long, narrow sea inlet surrounded by steep terrain.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; minHilliness=Mountainous; coast=1..5; noRiver
LavaLake	Odyssey	lava lake	A lake of deep lava terrain surrounded by volcanic rock.	whit:LavaField,Wasteland,AB_PyroclasticConflagration,BiomeGRimphire,BiomeGRimworld,BiomeToxlands; coast=0..0; noRiver
LavaCrater	Odyssey	lava lake	A lake of deep lava terrain surrounded by volcanic rock.	whit:LavaField,Wasteland,AB_PyroclasticConflagration,BiomeGRimphire,BiomeGRimworld,BiomeToxlands; coast=0..0; noRiver
LavaFlow	Odyssey	lava flow	The surrounding landscape routinely funnels large amounts of lava into this area, making it extremely inhospitable.	whit:LavaField,AB_PyroclasticConflagration,BiomeGRimphire,BiomeGRimworld,BiomeToxlands; maxHilliness=SmallHills; coast=0..0; noRiver
LavaCaves	Odyssey	lava caves	Small lava-filled cave networks can be found here.	
IceCaves	Odyssey	ice caves	Small cave networks can be found within the ice.	
CaveLakes	Odyssey	cave pools	Small bodies of water can be found within caves in this area.	
Marshy	Odyssey	marshy	Patches of marsh break up this area.	whit:Grasslands,TemperateForest,Tundra,AB_FeraliskInfestedJungle,AB_GelatinousSuperorganism,AB_MiasmicMangrove,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,ZBiome_GlacialShield,ZBiome_Grasslands; freeChance=0.01
Sandy	Odyssey	sandy	Large patches of sand are scattered throughout this area.	whit:TropicalRainforest,TemperateForest,Tundra,Grasslands,LavaField,Glowforest,Scarlands,PoisonForest,Volcano,AB_GallatrossGraveyard,AB_IdyllicMeadows,AB_TarPits,BiomeAreeb,BiomeGRimberlands,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_GlacialShield,ZBiome_Grasslands; freeChance=0.01
Fertile	Odyssey	fertile	This area contains more fertile soil than normal.	poll=0..0.25; whit:BorealForest,ColdBog,Glowforest,Grasslands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,AB_FeraliskInfestedJungle,AB_GallatrossGraveyard,AB_IdyllicMeadows,AB_MiasmicMangrove,AB_MycoticJungle,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; freeChance=0.01
Muddy	Odyssey	muddy	This area is muddier than normal.	whit:Grasslands,TemperateForest,Tundra,ColdBog,TemperateSwamp,TropicalSwamp,PoisonForest,Wetland,AB_FeraliskInfestedJungle,AB_GallatrossGraveyard,AB_IdyllicMeadows,AB_MiasmicMangrove,AB_MycoticJungle,AB_TarPits,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh; freeChance=0.01
MixedBiome	Odyssey	mixed biome	This area is at the boundary of two distinct biomes and has elements of both.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Grasslands,IceSheet,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Savanna,Volcano,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical
Dunes	Odyssey	dunes	A barren expanse of sand. This area is extremely inhospitable.	whit:ExtremeDesert,Savanna,BiomeAreeb,BiomeGRimberlands,BiomeGRimond,BiomeGRimworld; maxHilliness=Flat
InsectMegahive	Odyssey	insect megahive	This area hosts a massive subterranean insect hive.	minHilliness=Mountainous
AB_ButterflySwarms	Alpha Biomes	butterfly swarms	Harmless swarms of beautiful butterflies roam this area.	whit:AB_IdyllicMeadows,BiomeArcticOasis,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRuquoise,BiomeGrindland; freeChance=0.35
AB_LocustPlagues	Alpha Biomes	locust plagues	Ravenous locusts plagues infest this area, making short work of any yellow grass lying unprotected.	whit:Grasslands,BiomeGRimerald,BiomeGRuquoise,BiomeMist,BiomeToxlands; freeChance=0.1
AB_FeraliskNest	Alpha Biomes	feralisk nest	This area is infested with Feralisks.	blac:AB_FeraliskInfestedJungle; freeChance=0.025
AB_BlizzariskNest	Alpha Biomes	blizzarisk nest	This area is infested with Blizzarisks.	whit:AB_PropaneLakes,SeaIce,IceSheet,Tundra,GlacialPlain,BiomeGRimonade,BiomeArcticOasis; freeChance=0.025
AB_DunealiskNest	Alpha Biomes	dunealisk nest	This area is infested with Dunealisks.	whit:Desert,ExtremeDesert,AB_GallatrossGraveyard,BiomeGRimberlands,BiomeGRimond,BiomeGRimworld; freeChance=0.025
AB_BumbledroneNests	Alpha Biomes	bumbledrone nests	This area has several dangerous Bumbledrone nests.	blac:AB_TarPits,SeaIce,IceSheet,Tundra,GlacialPlain; freeChance=0.015
AB_ExplodingAnimals	Alpha Biomes	exploding animals	Something in this area makes all animals explode violently on death.	cond:AB_ExplodingAnimals; freeChance=0.01
AB_AgariluxPrime_Mutator	Alpha Biomes	agarilux prime sprout	This area contains a wayward Agarilux Prime growing outside the Mycotic Jungle. It will release spores that destroy everything surrounding it.	blac:AB_MycoticJungle; freeChance=0.005
AB_OcularTransformation	Alpha Biomes	ocular transformation	This area has begun to transform into an ocular forest.	poll=0..0.25; blac:IceSheet,SeaIce,ExtremeDesert,AB_OcularForest; freeChance=0.01
AB_GoldenTrees	Alpha Biomes	golden cube trees	This area is achieving PERFECTION.	poll=0..0.25; blac:IceSheet,SeaIce,ExtremeDesert,AB_MechanoidIntrusion; freeChance=0.01
AB_FleshTrees	Alpha Biomes	flesh trees	Weird flesh trees grow wild in this area. They don't look tasty.	poll=0..0.25; blac:IceSheet,SeaIce,ExtremeDesert,AB_MechanoidIntrusion; freeChance=0.01
AB_DessertTrees	Alpha Biomes	dessert trees	Weird dessert trees grow wild in this area. They look VERY tasty.	poll=0..0.25; blac:IceSheet,SeaIce,ExtremeDesert,AB_MechanoidIntrusion; freeChance=0.01
AB_TechnoTrees	Alpha Biomes	technological trees	A strange kind of trees grows in this area. They appear to be half synthetic.	poll=0..0.25; blac:IceSheet,SeaIce,ExtremeDesert; freeChance=0.01
AB_LuminescentTrees	Alpha Biomes	luminescent trees	Unusual luminescent trees grow in this area.	poll=0..0.25; blac:IceSheet,SeaIce,ExtremeDesert,AB_MycoticJungle; freeChance=0.01
AB_SterileGround	Alpha Biomes	sterile ground	No wild plants grow here besides simple grass, but disease chance is lowered by 75%.	freeChance=0.005
AB_AncientFreezingVent	Alpha Biomes	ancient freezing vent	This area has a number of massive freezing vents. An ancient mechanism buried deep beneath the earth will occasionally vent large amounts of freezing cold air, lowering temperatures greatly.	freeChance=0.01
AB_AncientGreyPallVent	Alpha Biomes	gray pall vent	This area has a number of rusted, forebodding vents. An ancient mechanism buried deep beneath the earth will occasionally vent large amounts of sickly looking smoke that will plunge the area into a preternatural darkness.	freeChance=0.01
AB_AncientBloodRainVent	Alpha Biomes	blood rain vent	This area has a number of gigantic corroded vents. An ancient mechanism buried deep beneath the earth will occasionally vent huge red clouds of a vaporized blood-like substance that will coalesce into a disgusting blood rain.	freeChance=0.01
AB_AncientDeathPallVent	Alpha Biomes	death pall vent	This area has a number of ancient runic grates of unknown origin. An ancient mechanism buried deep beneath the earth will occasionally vent clouds of microscopic self-powered archites that affect corpses reanimating them to create a twisted imitation of life.	freeChance=0.01
AB_DerelictBioLab	Alpha Biomes	derelict biolab	A derelict biolab is present in this area. Investigating it might attract unwanted company.	maxHilliness=Flat; freeChance=0.005
AB_DerelictArchonexus	Alpha Biomes	derelict archonexus	A bunch of derelict archonexus structures are present in this area.	freeChance=0.005
AB_DerelictKemeticTemple	Alpha Biomes	derelict kemetic temple	A derelict kemetic temple is present in this area.	whit:AB_TarPits,AB_GallatrossGraveyard,Desert,ExtremeDesert,AridShrubland,BiomeAreeb,BiomeGRimberlands,BiomeGRimond,BiomeGRimworld,BiomeGrindland,BiomeMist,BiomeGRimerald; freeChance=0.005
AB_DerelictResort	Alpha Biomes	derelict resort	A derelict resort is present in this area.	temp=20..40; whit:AB_TarPits,AB_GallatrossGraveyard,Desert,ExtremeDesert,AridShrubland,Grasslands,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuquoise,BiomeMist,BiomeToxlands; coast=1..6; freeChance=0.005
AB_WideRegion	Alpha Biomes	wide region	The limits of this region make it have an irregular size. Map will be set to 400x100 tiles.	freeChance=0.005
AB_NarrowRegion	Alpha Biomes	narrow region	The limits of this region make it have an irregular size. Map will be set to 100x400 tiles.	freeChance=0.005
AB_DiminutiveRegion	Alpha Biomes	diminutive region	The limits of this region are very restrictive. Map will be set to 100x100 tiles.	freeChance=0.005
AB_TarLakes	Alpha Biomes	tar lakes	A shallow pool of a dense tar-like substance. Impassable, and can't be bridged over.	coast=0..0
AB_PropaneLakes	Alpha Biomes	propane lakes	Lakes of liquid hydrocarbons that seem to defy the laws of physics.	whit:GlacialPlain,SeaIce,IceSheet,Tundra,BiomeGRimonade,BiomeArcticOasis; coast=0..1
AB_MagmaticQuagmire	Alpha Biomes	magmatic quagmire	A seething landscape of molten rock and blistering heat—where the ground bubbles, cracks, and burns beneath your feet.	whit:AB_PyroclasticConflagration,BiomeGRimphire; maxHilliness=Flat; coast=0..0
AB_MagmaVents	Alpha Biomes	magma vents	Fiery fissures in the earth that intermittently erupt with jets of molten rock and searing gas.	whit:AB_PyroclasticConflagration,BiomeGRimphire; freeChance=0.5
AB_GiantFossils	Alpha Biomes	giant fossils	Gigantic skeletons of long-gone beasts litter this land.	whit:AB_TarPits,AB_GallatrossGraveyard,Desert,ExtremeDesert,AridShrubland,BiomeAreeb,BiomeGRimberlands,BiomeGRimond,BiomeGRimworld,BiomeGrindland,BiomeCypreJungle,BiomeGRimethyst,BiomeGRimworld,BiomeGRuby,BiomeMist,BiomeToxlands; freeChance=0.02
AB_DerelictClusters	Alpha Biomes	derelict clusters	This area is littered with derelict mechanoid clusters, from which some materials could be scavenged.	whit:AB_MechanoidIntrusion,BiomeGrindland,BiomeToxlands; freeChance=0.5
AB_GeothermalHotspots	Alpha Biomes	geothermal hotspots	High geothermal activity allows construction of efficient geothermal plants (find them under "build biome structures" in the Furniture Architect menu).	whit:AB_PyroclasticConflagration,BiomeGRimphire; freeChance=0.5
AB_EdibleAirborneMicrofungi	Alpha Biomes	edible airborne micro-fungi	Microscopic spores present in this biome can be collected and used as edible ingredients (find the collector under "build biome structures" in the Furniture Architect menu).	whit:Glowforest,AB_MycoticJungle,BiomeGRuby; freeChance=0.25
AB_MoldyEnvironment	Alpha Biomes	moldy environment	The ubiquitous presence of fungal spores in this region makes staying outdoors almost unbearable.	whit:AB_MycoticJungle,BiomeGRuby; cond:AB_MoldyEnvironment; freeChance=0.25
AB_OversaturatedSoil	Alpha Biomes	oversaturated soil	Fertile ground areas are even more fertile than usual.	whit:AB_IdyllicMeadows,BiomeGRimerald,BiomeGRuquoise; freeChance=0.15
AB_PollinationFrenzy	Alpha Biomes	pollination frenzy	Plant density is increased here due to heavy pollination, but at the risk of causing tougher allergies.	whit:AB_IdyllicMeadows,BiomeGRimberlands,BiomeGRimerald,BiomeGRuquoise,BiomeGRuby; freeChance=0.15
AB_PetalStorms	Alpha Biomes	petal storms	Occasional flurries of flower petals that improve mood but reduce visibility.	whit:AB_IdyllicMeadows,BiomeGRuquoise; wx:AB_PetalStorms x1 +50; freeChance=0.15
AB_DigestiveSurface	Alpha Biomes	digestive surface	The ground here will digest dropped items if left too long.	whit:AB_GelatinousSuperorganism; freeChance=0.15
AB_SymbioticNutrients	Alpha Biomes	symbiotic nutrients	Simply being around this landscape makes people require 10% less nutrients to feel full.	whit:AB_GelatinousSuperorganism; freeChance=0.15
AB_QuiveringSurface	Alpha Biomes	quivering surface	The very ground beneath your colony trembles, pulses, and reacts—it is alive. Movement will be harder in this terrain.	whit:AB_GelatinousSuperorganism; freeChance=0.15
AB_GelatinousMemoryEcho	Alpha Biomes	gelatinous memory echo	The superorganism retains echoes of past events, stored like data in a living neural lattice. These memory echoes occasionally bleed into reality.	whit:AB_GelatinousSuperorganism; cond:AB_GelatinousMemoryEcho; freeChance=0.15
AB_AmbientRadiation	Alpha Biomes	ambient radiation	Low levels of background radiation permeate the area, subtly affecting health and mutation rates.	cond:AB_AmbientRadiation; freeChance=0.025
AB_ExtremeTemperatureFluctuations	Alpha Biomes	extreme temperature fluctuations	Wild swings between scorching days and freezing nights challenge survival and crop stability.	blac:AB_PyroclasticConflagration; cond:AB_ExtremeTemperatureFluctuations; freeChance=0.025
AB_HealingSprings	Alpha Biomes	healing springs	This region contains natural springs imbued with curative properties.	whit:BorealForest,LavaField,TemperateForest,Tundra,GlacialPlain,Desert,AridShrubland,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimond,BiomeGRimphire,BiomeMist; minHilliness=Mountainous; coast=0..0; noRiver
AB_MutagenicSprings	Alpha Biomes	mutagenic ocular springs	This region contains weird ocular springs that mutate the body of both colonists and animals.	whit:AB_OcularForest,BiomeToxlands; coast=0..0; noRiver; freeChance=0.1
AB_QuicksandPits	Alpha Biomes	quicksand pits	This region contains pools of shallow quicksand that impede movement.	whit:Desert,AridShrubland,ExtremeDesert,AB_GallatrossGraveyard,BiomeGRimworld,BiomeGRimberlands,BiomeGRimond,BiomeGrindland,BiomeAreeb; coast=0..0; noRiver; freeChance=0.01
AB_ResidualOverclocking	Alpha Biomes	residual overclocking	This region still hums with the unstable energy of forgotten mechanoid infrastructure. Collectors can be built to tune into these energies (find them under "build biome structures" in the Furniture Architect menu).	whit:AB_MechanoidIntrusion; freeChance=0.5
DA_SnaptoadBreedingGrounds	Dark Ages : Beasts and Monsters	snaptoad breeding grounds	A wetland used by giant snaptoads as spawning pools. Its waters teem with the dangerous amphibians and their offsprings.	poll=0..0.25; whit:ColdBog,TemperateSwamp,TropicalSwamp
DA_LeviathanNest	Dark Ages : Beasts and Monsters	leviathan nestbed	This coast is home to a leviathan nest deep beneath the water surface. The large crustaceans are more common and can attack if disturbed.	whit:AridShrubland,BorealForest,ColdBog,Desert,ExtremeDesert,GlacialPlain,Glowforest,Grasslands,LavaField,Scarlands,TemperateForest,TemperateSwamp,TropicalRainforest,TropicalSwamp,Tundra,PoisonForest,Wasteland,Wetland,AB_FeraliskInfestedJungle,AB_RockyCrags,AB_GallatrossGraveyard,AB_GelatinousSuperorganism,AB_IdyllicMeadows,AB_MechanoidIntrusion,AB_MiasmicMangrove,AB_MycoticJungle,AB_OcularForest,AB_PropaneLakes,AB_PyroclasticConflagration,AB_TarPits,BiomeArcticOasis,BiomeAreeb,BiomeCypreJungle,BiomeGRimberlands,BiomeGRimerald,BiomeGRimethyst,BiomeGRimonade,BiomeGRimond,BiomeGRimphire,BiomeGRimworld,BiomeGRuby,BiomeGRuquoise,BiomeMist,BiomeToxlands,BiomeGrindland,ZBiome_AlpineMeadow,ZBiome_Badlands,ZBiome_CloudForest,ZBiome_CoastalDunes,ZBiome_DesertOasis,ZBiome_GlacialShield,ZBiome_Grasslands,ZBiome_Marsh,COMIGO_GreaterSwamp_Temperate,COMIGO_GreaterSwamp_Cold,COMIGO_GreaterSwamp_Tropical; coast=1..5; freeChance=0.05
GL_Archipelago	Geological Landforms			
GL_Atoll	Geological Landforms			
GL_Badlands	Geological Landforms			
GL_Caldera	Geological Landforms			
GL_Canyon	Geological Landforms			
GL_CaveEntrance	Geological Landforms			
GL_Cirque	Geological Landforms			
