tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region
6001,-30.3365,-156.4271,142.28,235.65,491,-51.4,18,AB_MycoticJungle,0,0,
6002,-25.8463,-163.5406,149.66,239.68,451,-60.1,18,BMT_CrystalCaverns,0,0,
6003,-24.362,-165.8945,152.07,241.71,547,-62.5,18,BMT_CrystalCaverns,0,0,The Umbra
6004,-28.4378,-163.7308,147.58,242.65,557,-58.2,18,BMT_FungalForest,0,0,
6005,-29.4641,-166.2685,147.76,247.21,421,-57.6,18,BMT_CrystalCaverns,0,0,
6006,-27.9041,-168.5184,150.0,249.4,332,-59.8,18,BMT_CrystalCaverns,0,0,
6007,-25.3936,-168.3394,152.22,246.94,656,-63.2,18,BMT_CrystalCaverns,0,0,The Umbra
6008,-20.6909,-163.39,153.7,232.88,722,-64.7,18,BMT_CrystalCaverns,0,0,The Umbra
6009,-18.1345,-163.4249,155.62,228.94,739,-66.2,18,AB_RockyCrags,0,0,The Umbra
6010,-21.8103,-165.8013,154.17,238.49,739,-65.1,18,BMT_CrystalCaverns,0,0,The Umbra
6011,-20.3636,-168.1638,156.57,241.07,860,-67.6,18,BMT_CrystalCaverns,0,0,The Umbra
6012,-17.8517,-168.1647,158.69,237.51,965,-69.7,18,AB_RockyCrags,0,0,The Umbra
6013,-16.7351,-165.8217,158.2,230.83,826,-68.6,18,AB_RockyCrags,0,0,The Umbra
6014,-18.3575,-158.6994,152.16,222.41,480,-62.2,18,AB_MycoticJungle,0,0,The Umbra
6015,-17.15,-156.4168,151.13,217.64,475,-61.4,18,AB_RockyCrags,0,0,
6016,-16.9694,-161.1052,154.81,223.3,695,-65.3,18,AB_RockyCrags,0,0,The Umbra
6017,-14.3906,-161.19,156.48,218.51,797,-67.1,18,AB_RockyCrags,0,0,The Umbra
6018,-13.1672,-158.8995,155.29,213.02,666,-65.5,18,AB_RockyCrags,0,0,The Umbra
6019,-14.5397,-156.5328,152.61,213.08,577,-63.1,18,AB_RockyCrags,0,0,The Umbra
6020,-29.1416,-153.8982,141.66,231.72,518,-50.8,18,AB_MycoticJungle,0,0,
6021,-26.4626,-153.8392,143.47,228.47,405,-52.4,18,AB_MycoticJungle,0,0,
6022,-29.2879,-148.9071,138.32,227.36,709,-47.9,18,AB_MycoticJungle,0,0,
6023,-30.5807,-151.4285,139.12,231.02,638,-48.5,18,AB_MycoticJungle,0,0,
6024,-26.6127,-148.9829,140.02,224.2,562,-49.1,18,AB_MycoticJungle,0,0,
6025,-25.2234,-151.4435,142.62,224.58,659,-52.8,18,BMT_FungalForest,0,0,
6026,-22.5563,-151.5072,144.26,221.05,732,-55.1,18,BMT_FungalForest,0,0,
6027,-21.1522,-153.8995,146.88,221.33,550,-57.3,18,AB_MycoticJungle,0,0,
6028,-18.5277,-154.0164,148.47,217.41,522,-59.0,18,AB_RockyCrags,0,0,
6029,-17.2775,-151.7732,147.28,213.33,535,-57.7,18,AB_RockyCrags,0,0,
6030,-21.2847,-149.2198,143.18,217.28,813,-54.3,18,AB_MycoticJungle,0,0,
6031,-18.639,-149.3828,144.63,213.52,711,-55.5,18,AB_RockyCrags,0,0,
6032,43.7027,-167.4079,134.87,102.85,1253,-46.7,18,AB_RockyCrags,0,0,
6033,44.2815,-170.9281,134.99,99.18,1323,-47.3,18,AB_RockyCrags,0,0,
6034,40.0818,-171.8307,139.23,99.58,1106,-51.2,18,AB_RockyCrags,0,0,
6035,42.4108,-173.0948,137.14,97.5,1279,-49.6,18,AB_RockyCrags,0,0,
6036,39.4555,-168.6602,139.2,103.44,1237,-51.8,18,AB_RockyCrags,0,0,
6037,41.2094,-166.4237,136.99,105.01,1263,-49.3,18,AB_RockyCrags,0,0,
6038,40.3967,-163.2253,136.82,108.73,1280,-49.2,18,AB_RockyCrags,0,0,
6039,42.0646,-160.73,134.49,110.09,1125,-45.6,18,AB_RockyCrags,0,0,
6040,37.8103,-162.5689,138.92,111.11,1267,-51.7,18,AB_RockyCrags,0,0,
6041,36.8017,-159.6759,138.67,114.9,1193,-51.0,18,AB_RockyCrags,0,0,
6042,38.3598,-157.2083,136.29,116.08,1086,-47.5,18,AB_RockyCrags,0,0,
6043,41.0223,-157.6099,134.23,113.65,1077,-45.0,18,AB_RockyCrags,0,0,
6044,50.4527,-156.5264,125.73,108.21,906,-33.9,18,AB_RockyCrags,0,0,
6045,49.3111,-152.8533,125.46,111.42,918,-33.6,18,AB_RockyCrags,0,0,
6046,53.3342,-150.0289,121.15,110.4,677,-27.1,18,AB_RockyCrags,0,0,
6047,50.6941,-149.6615,123.14,112.47,851,-30.4,18,AB_RockyCrags,0,0,
6048,54.5446,-154.0361,121.43,107.32,757,-27.9,18,AB_RockyCrags,0,0,
6049,53.0294,-157.3469,123.71,106.17,722,-30.4,18,AB_RockyCrags,0,0,
6050,42.538,-154.944,131.87,114.78,983,-41.7,18,AB_RockyCrags,0,0,
6051,45.2014,-155.3498,129.82,112.5,971,-39.1,18,AB_RockyCrags,0,0,
6052,46.6573,-152.4508,127.48,113.58,811,-35.4,18,AB_RockyCrags,0,0,
6053,45.3722,-149.174,127.1,116.83,848,-35.2,18,AB_RockyCrags,0,0,
6054,42.6984,-149.0238,129.06,119.15,989,-38.3,18,AB_RockyCrags,0,0,
6055,41.3154,-151.8893,131.49,118.19,1010,-41.3,18,AB_RockyCrags,0,0,
6056,53.9393,-161.5637,123.95,102.97,626,-30.2,18,AB_RockyCrags,0,0,
6057,52.2178,-164.5517,126.19,101.67,878,-34.3,18,AB_RockyCrags,0,0,
6058,57.1081,-167.578,122.03,97.92,733,-28.5,18,AB_RockyCrags,0,0,
6059,56.4475,-162.8416,121.88,101.07,682,-28.0,18,AB_RockyCrags,0,0,
6060,55.1879,-170.5598,124.27,96.51,707,-31.0,18,AB_RockyCrags,0,0,
6061,52.8127,-168.8471,126.37,98.35,919,-34.7,18,AB_RockyCrags,0,0,
6062,50.909,-171.4708,128.58,96.87,1109,-38.4,18,AB_RockyCrags,0,0,
6063,48.5618,-169.9032,130.66,98.8,1176,-41.3,18,AB_RockyCrags,0,0,
6064,46.6444,-172.3068,132.87,97.2,1208,-44.1,18,AB_RockyCrags,0,0,
6065,46.957,-176.1322,132.92,93.6,1280,-44.5,18,AB_RockyCrags,0,0,
6066,51.2009,-175.7118,128.67,93.44,1060,-38.2,18,AB_RockyCrags,0,0,
6067,49.1541,-177.9538,130.81,91.77,1152,-41.3,18,AB_RockyCrags,0,0,
6068,48.5618,169.9032,130.66,81.2,1244,-41.6,18,AB_RockyCrags,0,0,
6069,46.6443,172.3068,132.87,82.8,1419,-45.2,18,AB_RockyCrags,0,0,
6070,49.1541,177.9538,130.81,88.23,1103,-41.0,18,AB_RockyCrags,0,0,
6071,46.957,176.1322,132.92,86.4,1287,-44.6,18,AB_RockyCrags,0,0,
6072,51.2009,175.7118,128.67,86.56,841,-37.0,18,AB_RockyCrags,0,0,
6073,50.909,171.4708,128.58,83.13,973,-37.6,18,AB_RockyCrags,0,0,
6074,43.7027,167.4079,134.87,77.15,1532,-48.3,18,AB_RockyCrags,0,0,
6075,41.2094,166.4237,136.99,74.99,1572,-51.0,18,AB_RockyCrags,0,0,
6076,44.2815,170.9281,134.99,80.82,1467,-48.1,18,AB_RockyCrags,0,0,
6077,42.4107,173.0948,137.14,82.5,1488,-50.7,18,AB_RockyCrags,0,0,
6078,40.0818,171.8307,139.23,80.42,1395,-52.8,18,AB_PropaneLakes,0,0,The Ammonia Flats
6079,39.4555,168.6602,139.2,76.56,1470,-53.1,18,AB_PropaneLakes,0,0,The Ammonia Flats
6080,50.4527,156.5264,125.73,71.79,1429,-36.7,18,AB_RockyCrags,0,0,
6081,53.0294,157.3469,123.71,73.83,1231,-33.2,18,AB_RockyCrags,0,0,
6082,53.3342,150.0289,121.15,69.6,1440,-31.3,18,AB_RockyCrags,0,0,The Gray Crags
6083,54.5446,154.0361,121.43,72.68,1246,-30.6,18,AB_RockyCrags,0,0,
6084,50.6941,149.6615,123.14,67.53,1318,-33.0,18,AB_RockyCrags,0,0,
6085,49.3111,152.8533,125.46,68.58,1278,-35.6,18,AB_RockyCrags,0,0,
6086,52.8127,168.8471,126.37,81.65,842,-34.3,18,AB_RockyCrags,0,0,
6087,52.2178,164.5517,126.19,78.33,843,-34.1,18,AB_RockyCrags,0,0,
6088,53.9393,161.5637,123.95,77.03,1020,-32.3,18,AB_RockyCrags,0,0,
6089,56.4475,162.8416,121.88,78.93,1046,-30.0,18,AB_RockyCrags,0,0,
6090,57.1081,167.578,122.03,82.08,851,-29.1,18,AB_RockyCrags,0,0,
6091,55.1879,170.5598,124.27,83.49,711,-31.0,18,AB_RockyCrags,0,0,
6092,46.6573,152.4508,127.48,66.42,1254,-37.9,18,AB_RockyCrags,0,0,
6093,45.2014,155.3498,129.82,67.5,1291,-40.9,18,AB_RockyCrags,0,0,
6094,42.6984,149.0238,129.06,60.85,1465,-40.9,18,AB_RockyCrags,0,0,
6095,45.3722,149.174,127.1,63.17,1392,-38.2,18,AB_RockyCrags,0,0,
6096,41.3154,151.8893,131.49,61.81,1475,-43.9,18,AB_RockyCrags,0,0,
6097,42.538,154.944,131.87,65.22,1366,-43.8,18,AB_RockyCrags,0,0,
6098,41.0223,157.6099,134.23,66.35,1388,-46.7,18,AB_RockyCrags,0,0,
6099,42.0646,160.73,134.49,69.91,1519,-47.7,18,AB_RockyCrags,0,0,
6100,40.3967,163.2253,136.82,71.27,1521,-50.5,18,AB_PropaneLakes,0,0,The Ammonia Flats
6101,37.8103,162.5689,138.92,68.89,1302,-51.9,18,AB_PropaneLakes,0,0,The Ammonia Flats
6102,38.3598,157.2083,136.29,63.92,1409,-49.3,18,AB_PropaneLakes,0,0,The Ammonia Flats
6103,36.8017,159.6759,138.67,65.1,1319,-51.7,18,AB_PropaneLakes,0,0,The Ammonia Flats
6104,28.8348,158.807,144.76,56.71,943,-56.9,18,AB_PropaneLakes,0,0,The Ammonia Flats
6105,29.9608,161.3828,145.19,61.02,974,-57.6,18,AB_PropaneLakes,0,0,The Ammonia Flats
6106,34.1438,159.3005,140.73,62.47,1240,-53.7,18,AB_PropaneLakes,0,0,The Ammonia Flats
6107,32.5863,161.6607,143.11,63.79,1096,-55.8,18,AB_PropaneLakes,0,0,The Ammonia Flats
6108,33.0117,156.6245,140.33,58.59,1114,-52.5,18,AB_PropaneLakes,0,0,The Ammonia Flats
6109,30.3365,156.4271,142.28,55.65,779,-53.0,18,AB_PropaneLakes,0,0,The Ammonia Flats
6110,25.8463,163.5406,149.66,59.68,179,-58.6,18,AB_PropaneLakes,0,0,The Ammonia Flats
6111,24.362,165.8945,152.07,61.71,76,-59.9,18,AB_PropaneLakes,0,0,The Ammonia Flats
6112,28.4378,163.7308,147.58,62.65,566,-58.2,18,AB_PropaneLakes,0,0,The Ammonia Flats
6113,29.4641,166.2685,147.76,67.21,921,-60.4,18,AB_PropaneLakes,0,0,The Ammonia Flats
6114,27.9041,168.5184,150.0,69.4,579,-61.2,18,AB_PropaneLakes,0,0,The Ammonia Flats
6115,25.3936,168.3394,152.22,66.94,130,-60.3,18,AB_PropaneLakes,0,0,The Ammonia Flats
6116,29.1416,153.8982,141.66,51.72,862,-52.7,18,AB_PropaneLakes,0,0,The Ammonia Flats
6117,26.4626,153.8392,143.47,48.47,822,-54.7,18,AB_PropaneLakes,0,0,The Ammonia Flats
6118,29.2879,148.9071,138.32,47.36,1041,-49.7,18,AB_PropaneLakes,0,0,The Ammonia Flats
6119,30.5807,151.4285,139.12,51.02,1132,-51.2,18,AB_PropaneLakes,0,0,The Ammonia Flats
6120,26.6127,148.9829,140.02,44.2,835,-50.6,18,AB_PropaneLakes,0,0,The Ammonia Flats
6121,25.2234,151.4435,142.62,44.58,585,-52.4,18,AB_PropaneLakes,0,0,The Ammonia Flats
6122,22.5563,151.5072,144.26,41.05,494,-53.8,18,AB_PropaneLakes,0,0,The Ammonia Flats
6123,21.1522,153.8995,146.88,41.33,269,-55.7,18,AB_PropaneLakes,0,0,The Ammonia Flats
6124,21.2847,149.2198,143.18,37.28,645,-53.4,18,AB_PropaneLakes,0,0,The Ammonia Flats
6125,18.639,149.3828,144.63,33.52,403,-53.8,18,AB_PropaneLakes,0,0,The Ammonia Flats
6126,17.2775,151.7732,147.28,33.33,165,-55.6,18,AB_PropaneLakes,0,0,The Ammonia Flats
6127,18.5277,154.0164,148.47,37.41,135,-56.9,18,AB_PropaneLakes,0,0,The Ammonia Flats
6128,17.15,156.4168,151.13,37.64,12,-58.9,18,AB_PropaneLakes,0,0,The Ammonia Flats
6129,18.3575,158.6994,152.16,42.41,12,-59.7,18,AB_PropaneLakes,0,0,The Ammonia Flats
6130,13.1672,158.8995,155.29,33.02,12,-61.9,18,AB_PropaneLakes,0,0,The Ammonia Flats
6131,14.5397,156.5328,152.61,33.08,12,-60.0,18,AB_PropaneLakes,0,0,The Ammonia Flats
6132,14.3906,161.19,156.48,38.51,12,-62.8,18,AB_PropaneLakes,0,0,The Ammonia Flats
6133,16.9694,161.1052,154.81,43.3,12,-61.6,18,AB_PropaneLakes,0,0,The Ammonia Flats
6134,18.1345,163.4249,155.62,48.94,12,-62.2,18,AB_PropaneLakes,0,0,The Ammonia Flats
6135,20.6909,163.39,153.7,52.88,12,-60.8,18,AB_PropaneLakes,0,0,The Ammonia Flats
6136,21.8103,165.8013,154.17,58.49,12,-61.1,18,AB_PropaneLakes,0,0,The Ammonia Flats
6137,20.3636,168.1638,156.57,61.07,12,-62.9,18,AB_RockyCrags,0,0,The Ammonia Flats
6138,16.7351,165.8217,158.2,50.83,12,-64.1,18,AB_RockyCrags,0,0,The Ammonia Flats
6139,17.8517,168.1647,158.69,57.51,12,-64.4,18,AB_RockyCrags,0,0,The Ammonia Flats
6140,25.8463,-163.5406,149.66,120.32,1153,-63.9,18,AB_RockyCrags,0,0,
6141,28.4378,-163.7308,147.58,117.35,1099,-61.1,18,AB_RockyCrags,0,0,
6142,27.9041,-168.5184,150.0,110.6,1198,-64.6,18,AB_RockyCrags,0,0,
6143,29.4641,-166.2685,147.76,112.79,1204,-61.9,18,AB_RockyCrags,0,0,
6144,25.3936,-168.3394,152.22,113.06,1066,-65.5,18,AB_RockyCrags,0,0,The Ammonia Flats
6145,24.362,-165.8945,152.07,118.29,1054,-65.3,18,AB_RockyCrags,0,0,The Umbra
6146,21.8103,-165.8013,154.17,121.51,1169,-67.5,18,AB_RockyCrags,0,0,The Umbra
6147,20.6909,-163.39,153.7,127.12,1181,-67.2,18,AB_RockyCrags,0,0,The Umbra
6148,20.3636,-168.1638,156.57,118.93,1213,-69.5,18,AB_RockyCrags,0,0,The Ammonia Flats
6149,17.8517,-168.1647,158.69,122.49,1116,-70.5,18,AB_RockyCrags,0,0,The Ammonia Flats
6150,16.7351,-165.8217,158.2,129.17,1025,-69.6,18,AB_RockyCrags,0,0,The Umbra
6151,18.1345,-163.4249,155.62,131.06,973,-67.5,18,AB_RockyCrags,0,0,The Umbra
6152,28.8348,-158.807,144.76,123.29,1114,-57.8,18,AB_RockyCrags,0,0,
6153,30.3365,-156.4271,142.28,124.35,794,-53.1,18,AB_RockyCrags,0,0,
6154,29.9608,-161.3828,145.19,118.98,880,-57.1,18,AB_RockyCrags,0,0,
6155,32.5863,-161.6607,143.11,116.21,1254,-56.6,18,AB_RockyCrags,0,0,
6156,34.1438,-159.3005,140.73,117.53,1199,-53.5,18,AB_RockyCrags,0,0,
6157,33.0117,-156.6245,140.33,121.41,1050,-52.2,18,AB_RockyCrags,0,0,
6158,26.4626,-153.8392,143.47,131.53,1005,-55.7,18,AB_RockyCrags,0,0,
6159,25.2234,-151.4435,142.62,135.42,928,-54.2,18,AB_RockyCrags,0,0,
6160,29.1416,-153.8982,141.66,128.28,913,-53.0,18,AB_RockyCrags,0,0,
6161,30.5807,-151.4285,139.12,128.98,578,-48.1,18,AB_RockyCrags,0,0,
6162,29.2879,-148.9071,138.32,132.64,622,-47.4,18,AB_RockyCrags,0,0,
6163,26.6127,-148.9829,140.02,135.8,766,-50.2,18,AB_RockyCrags,0,0,
6164,16.9694,-161.1052,154.81,136.7,994,-67.0,18,AB_RockyCrags,0,0,The Umbra
6165,18.3575,-158.6994,152.16,137.59,1131,-65.8,18,AB_RockyCrags,0,0,The Umbra
6166,13.1672,-158.8995,155.29,146.98,955,-67.1,18,BMT_FungalForest,0,0,The Umbra
6167,14.3906,-161.1899,156.48,141.49,899,-67.7,18,BMT_FungalForest,0,0,The Umbra
6168,14.5397,-156.5328,152.61,146.92,846,-64.6,18,BMT_CrystalCaverns,0,0,The Umbra
6169,17.15,-156.4168,151.13,142.36,1032,-64.5,18,BMT_FungalForest,0,0,
6170,18.5277,-154.0164,148.47,142.59,1156,-62.5,18,BMT_FungalForest,0,0,
6171,21.1522,-153.8995,146.88,138.67,1178,-60.7,18,AB_RockyCrags,0,0,
6172,22.5563,-151.5072,144.26,138.95,1023,-56.7,18,AB_RockyCrags,0,0,
6173,21.2847,-149.2198,143.18,142.72,989,-55.3,18,AB_MycoticJungle,0,0,
6174,17.2775,-151.7732,147.28,146.67,1114,-60.9,18,BMT_FungalForest,0,0,
6175,18.639,-149.3828,144.63,146.48,1079,-57.5,18,AB_MycoticJungle,0,0,
6176,13.7292,175.2933,165.5,71.43,68,-69.7,18,AB_RockyCrags,0,0,The Ammonia Flats
6177,16.2394,175.2778,163.11,74.22,62,-68.0,18,AB_RockyCrags,0,0,The Ammonia Flats
6178,16.4518,170.5513,161.09,60.93,12,-66.2,18,AB_RockyCrags,0,0,The Ammonia Flats
6179,17.5746,172.9015,161.09,68.69,12,-66.2,18,AB_RockyCrags,0,0,The Ammonia Flats
6180,13.952,170.5844,163.22,56.64,12,-67.8,18,AB_RockyCrags,0,0,The Ammonia Flats
6181,12.5772,172.949,165.61,61.18,12,-69.5,18,AB_RockyCrags,0,0,The Ammonia Flats
6182,16.1639,-180.0,163.84,90.0,237,-69.4,18,BMT_CrystalCaverns,0,0,The Ammonia Flats
6183,17.4362,-177.6346,162.41,97.49,470,-69.7,18,AB_RockyCrags,0,0,The Ammonia Flats
6184,17.4362,177.6346,162.41,82.51,168,-68.0,18,BMT_CrystalCaverns,0,0,The Ammonia Flats
6185,19.882,177.6251,159.98,83.46,82,-65.8,18,BMT_CrystalCaverns,0,0,The Ammonia Flats
6186,21.0566,180.0,158.94,90.0,349,-66.5,18,AB_RockyCrags,0,0,The Ammonia Flats
6187,19.882,-177.6251,159.98,96.54,642,-68.9,18,AB_RockyCrags,0,0,The Ammonia Flats
6188,13.7292,-175.2933,165.5,108.57,485,-72.0,18,AB_RockyCrags,0,0,The Ammonia Flats
6189,12.5772,-172.949,165.61,118.82,294,-71.1,18,AB_RockyCrags,0,0,The Ammonia Flats
6190,16.2394,-175.2778,163.11,105.78,582,-70.8,18,AB_RockyCrags,0,0,The Ammonia Flats
6191,17.5746,-172.9015,161.09,111.31,750,-70.3,18,AB_RockyCrags,0,0,The Ammonia Flats
6192,16.4518,-170.5513,161.09,119.07,815,-70.6,18,AB_RockyCrags,0,0,The Ammonia Flats
6193,13.952,-170.5844,163.22,123.36,644,-71.2,18,AB_RockyCrags,0,0,The Ammonia Flats
6194,8.7313,-175.3129,170.1,118.02,70,-73.1,18,AB_RockyCrags,0,0,The Ammonia Flats
6195,6.2448,-175.3179,172.2,126.72,12,-74.3,18,AB_RockyCrags,0,0,The Ammonia Flats
6196,10.0778,-172.9643,167.73,124.57,184,-72.0,18,AB_RockyCrags,0,0,The Ammonia Flats
6197,8.9127,-170.63,167.1,136.07,215,-71.7,18,AB_RockyCrags,0,0,The Umbra
6198,6.3743,-170.6433,168.69,145.51,248,-73.1,18,AB_RockyCrags,0,0,The Umbra
6199,5.0518,-172.9819,171.36,144.11,63,-74.0,18,AB_RockyCrags,0,0,The Umbra
6200,6.1595,180.0,173.84,90.0,12,-75.5,18,AB_RockyCrags,0,0,The Ammonia Flats
6201,4.9453,177.6594,174.53,64.73,12,-76.1,18,AB_RockyCrags,0,0,The Ammonia Flats
6202,4.9453,-177.6594,174.53,115.27,12,-76.1,18,AB_RockyCrags,0,0,The Ammonia Flats
6203,2.4718,-177.6597,176.6,133.41,115,-78.1,18,AB_PropaneLakes,0,0,The Ammonia Flats
6204,1.2254,180.0,178.77,90.0,81,-79.5,18,AB_PropaneLakes,0,0,The Ammonia Flats
6205,2.4718,177.6597,176.6,46.59,12,-77.6,18,AB_RockyCrags,0,0,The Ammonia Flats
6206,10.0778,172.9643,167.73,55.43,12,-71.1,18,AB_RockyCrags,0,0,The Ammonia Flats
6207,8.7313,175.3129,170.1,61.98,12,-72.8,18,AB_RockyCrags,0,0,The Ammonia Flats
6208,6.2448,175.3179,172.2,53.28,12,-74.3,18,AB_RockyCrags,0,0,The Ammonia Flats
6209,5.0518,172.9819,171.36,35.89,12,-73.7,18,AB_RockyCrags,0,0,The Ammonia Flats
6210,6.3743,170.6433,168.69,34.49,12,-71.8,18,AB_PropaneLakes,0,0,The Ammonia Flats
6211,8.9127,170.63,167.1,43.93,12,-70.6,18,AB_PropaneLakes,0,0,The Ammonia Flats
6212,-25.8463,-16.4594,30.34,239.68,12,57.7,60,AB_FeraliskInfestedJungle,0,1188,The Dune Sea
6213,-28.4378,-16.2693,32.42,242.65,12,56.3,33,AB_FeraliskInfestedJungle,0,1195,The Dune Sea
6214,-27.9041,-11.4816,30.0,249.4,12,57.9,22,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6215,-29.4641,-13.7315,32.24,247.21,12,56.4,22,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6216,-25.3936,-11.6606,27.78,246.94,12,58.8,28,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6217,-24.362,-14.1056,27.93,241.71,12,58.8,52,ExtremeDesert,0,0,The Dune Sea
6218,-21.8103,-14.1987,25.83,238.49,175,58.7,749,ExtremeDesert,0,0,The Dune Sea
6219,-20.6909,-16.61,26.3,232.88,45,59.2,887,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6220,-20.3636,-11.8362,23.43,241.07,352,58.7,1011,ExtremeDesert,0,0,The Dune Sea
6221,-17.8517,-11.8353,21.31,237.51,757,57.3,818,ExtremeDesert,0,0,The Dune Sea
6222,-16.7351,-14.1783,21.8,230.83,739,57.2,1668,ExtremeDesert,0,0,The Dune Sea
6223,-18.1345,-16.5751,24.38,228.94,455,57.7,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6224,-16.9694,-18.8948,25.19,223.3,408,57.7,1668,AB_FeraliskInfestedJungle,0,60,The Dune Sea
6225,-18.3575,-21.3006,27.84,222.41,257,57.5,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6226,-13.1672,-21.1005,24.71,213.02,1837,50.0,1668,ZBiome_Badlands,0,0,The Dune Sea
6227,-14.3906,-18.8101,23.52,218.51,650,57.0,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6228,-14.5397,-23.4672,27.39,213.08,2509,45.2,1668,ZBiome_Badlands,0,0,The Dune Sea
6229,-17.15,-23.5833,28.87,217.64,753,54.3,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6230,-18.5277,-25.9836,31.53,217.41,835,52.4,1668,AB_FeraliskInfestedJungle,0,60,The Dune Sea
6231,-21.1522,-26.1005,33.12,221.33,252,54.5,1668,AB_FeraliskInfestedJungle,0,74,The Dune Sea
6232,-17.2775,-28.2268,32.72,213.33,2166,44.3,1668,AB_PyroclasticConflagration,0,0,The Dune Sea
6233,-18.639,-30.6172,35.37,213.52,2027,43.3,1668,AB_PyroclasticConflagration,0,0,The Dune Sea
6234,-21.2847,-30.7802,36.82,217.28,685,49.7,1668,AB_FeraliskInfestedJungle,0,64,The Dune Sea
6235,-22.5563,-28.4928,35.74,221.05,231,52.9,1668,AB_FeraliskInfestedJungle,0,72,The Dune Sea
6236,-25.2234,-28.5565,37.38,224.58,273,51.6,540,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6237,-26.4626,-26.1608,36.53,228.47,54,53.3,363,AB_FeraliskInfestedJungle,0,224,The Dune Sea
6238,-29.2879,-31.0929,41.68,227.36,355,48.3,296,Desert,0,0,
6239,-26.6127,-31.0171,39.98,224.2,118,50.7,1311,AB_FeraliskInfestedJungle,0,211,The Dune Sea
6240,-30.5807,-28.5715,40.88,231.02,193,49.7,242,Desert,0,0,
6241,-29.1416,-26.1018,38.34,231.72,248,51.1,211,Desert,0,0,The Dune Sea
6242,-30.3365,-23.5729,37.72,235.65,208,51.7,55,ExtremeDesert,0,0,The Dune Sea
6243,-28.8348,-21.193,35.24,236.71,96,54.0,62,ExtremeDesert,0,0,The Dune Sea
6244,-29.9608,-18.6172,34.81,241.02,70,54.4,77,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6245,-32.5863,-18.3393,36.89,243.79,23,53.3,30,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6246,-33.0117,-23.3755,39.67,238.59,227,50.3,45,Desert,0,0,The Dune Sea
6247,-34.1438,-20.6995,39.27,242.47,200,50.7,53,AB_FeraliskInfestedJungle,0,0,The Dune Sea
6248,-43.7027,12.5921,45.13,282.85,369,45.9,19,Desert,0,0,
6249,-41.2094,13.5763,43.01,285.01,305,47.7,41,Desert,0,0,
6250,-40.0818,8.1693,40.77,279.58,313,49.1,20,ExtremeDesert,0,0,
6251,-39.4555,11.3398,40.8,283.44,351,48.9,21,ExtremeDesert,0,0,
6252,-42.4107,6.9052,42.86,277.5,261,48.0,20,ExtremeDesert,0,0,
6253,-44.2815,9.0719,45.01,279.18,388,45.9,21,Desert,0,0,
6254,-46.6444,7.6932,47.13,277.2,332,44.8,27,Desert,0,0,
6255,-48.5618,10.0968,49.34,278.8,216,43.9,21,Desert,0,0,
6256,-46.957,3.8679,47.08,273.6,276,45.1,28,Desert,0,0,
6257,-49.1541,2.0462,49.19,271.77,146,44.4,20,Desert,0,0,
6258,-51.2009,4.2882,51.33,273.44,125,43.1,39,Desert,0,0,
6259,-50.909,8.5292,51.42,276.87,182,42.7,19,Desert,0,0,
6260,-50.4527,23.4736,54.27,288.21,669,38.1,54,Desert,0,0,
6261,-53.0294,22.6531,56.29,286.17,607,37.1,94,Desert,0,0,
6262,-53.3342,29.9711,58.85,290.4,375,36.7,98,Desert,0,0,
6263,-54.5446,25.9639,58.57,287.32,466,36.4,48,Desert,0,0,
6264,-50.6941,30.3385,56.86,292.47,599,36.8,66,Desert,0,0,
6265,-49.3111,27.1467,54.54,291.42,515,38.8,27,Desert,0,0,
6266,-52.8127,11.1529,53.63,278.35,340,40.4,21,Desert,0,0,
6267,-52.2178,15.4483,53.81,281.67,470,39.5,119,Desert,0,0,
6268,-53.9393,18.4363,56.05,282.97,508,37.8,195,Desert,0,0,
6269,-56.4475,17.1584,58.12,281.07,426,36.9,50,Desert,0,0,
6270,-57.1081,12.422,57.97,277.92,250,38.0,43,Desert,0,0,
6271,-55.1879,9.4402,55.73,276.51,314,39.1,20,Desert,0,0,
6272,-46.6573,27.5492,52.52,293.58,180,42.0,27,Desert,0,0,
6273,-45.2014,24.6502,50.18,292.5,12,44.5,19,Desert,0,0,
6274,-42.6984,30.9762,50.94,299.15,12,44.0,19,Desert,0,0,
6275,-45.3722,30.826,52.9,296.83,98,42.2,20,Desert,0,0,
6276,-41.3154,28.1107,48.51,298.19,12,45.6,19,Desert,0,0,
6277,-42.538,25.0561,48.13,294.78,12,45.8,19,Desert,0,0,
6278,-41.0223,22.3901,45.77,293.65,12,47.4,19,Desert,0,0,
6279,-42.0646,19.27,45.51,290.09,12,47.6,19,Desert,0,0,
6280,-40.3967,16.7747,43.18,288.73,12,49.1,19,Desert,0,0,
