tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region,hilliness,swampiness
5197,61.1185,-142.3524,112.48,108.62,133,-13.7,18,AB_MycoticJungle,0,0,,2,0.4
5198,58.4541,-142.5825,114.55,110.46,268,-16.9,18,AB_MycoticJungle,0,0,,2,0.4
5199,56.8678,-138.6661,114.23,113.32,246,-16.4,18,AB_MycoticJungle,0,0,,3,0.4
5200,54.2465,-138.9503,116.14,115.31,428,-19.7,18,AB_MycoticJungle,0,0,,3,0.4
5201,53.1711,-142.7155,118.48,114.4,582,-23.4,18,AB_MycoticJungle,0,0,,2,0.4
5202,57.2694,-146.6667,116.86,109.45,454,-20.7,18,BMT_FungalForest,0,0,,3,0.25
5203,54.6219,-146.4813,118.86,111.41,596,-23.9,18,AB_MycoticJungle,0,0,,3,0.4
5204,73.8121,-90.0,90.0,106.19,12,13.9,20,AridShrubland,0,0,,1,0.0
5205,72.3873,-97.4854,92.26,107.47,12,11.2,20,AridShrubland,0,0,,1,0.0
5206,68.9259,-90.0,90.0,111.07,12,13.9,20,AridShrubland,0,0,,1,0.0
5207,69.9637,-96.5358,92.23,109.92,12,11.3,20,AridShrubland,0,0,,1,0.0
5208,69.9637,-83.4643,87.77,109.92,12,15.7,21,AridShrubland,0,0,,1,0.0
5209,72.3873,-82.5146,87.74,107.47,12,15.7,21,AridShrubland,0,0,,1,0.0
5210,73.0829,-74.2196,85.46,106.31,12,17.6,20,AridShrubland,0,0,,1,0.0
5211,75.4747,-71.4368,85.42,103.8,12,17.6,20,PoisonForest,0,0,,1,0.35
5212,71.0679,-68.6887,83.23,107.72,12,19.4,20,AridShrubland,0,0,,1,0.0
5213,71.073,-60.9321,80.93,106.68,12,21.2,20,ZBiome_Badlands,0,0,,2,0.0
5214,73.1979,-56.6384,80.85,104.15,12,21.3,20,ZBiome_Badlands,0,0,,2,0.0
5215,75.5827,-61.1836,83.11,102.69,12,19.4,20,ZBiome_Badlands,0,0,,2,0.0
5216,75.4747,-108.5632,94.58,103.8,12,8.4,19,AridShrubland,0,0,,1,0.0
5217,75.5827,-118.8164,96.89,102.69,12,5.7,19,AridShrubland,0,0,,1,0.0
5218,73.0829,-105.7804,94.54,106.31,12,8.5,19,AridShrubland,0,0,,1,0.0
5219,71.0679,-111.3113,96.77,107.72,12,5.8,19,AridShrubland,0,0,,1,0.0
5220,71.073,-119.0679,99.07,106.68,12,3.1,19,AridShrubland,0,0,,1,0.0
5221,73.1979,-123.3616,99.15,104.15,12,3.0,19,AridShrubland,0,0,,1,0.0
5222,80.061,-118.0129,94.65,98.79,12,8.4,19,AridShrubland,0,0,,1,0.0
5223,82.1526,-126.7181,94.68,96.3,12,8.3,19,AridShrubland,0,0,,1,0.0
5224,77.6994,-124.5712,96.94,100.18,12,5.6,19,AridShrubland,0,0,,1,0.0
5225,77.0663,-136.0697,99.28,99.05,12,2.8,19,AB_RockyCrags,0,0,,2,0.0
5226,78.6609,-145.503,99.33,96.48,12,2.7,19,AB_RockyCrags,0,0,,2,0.0
5227,81.3166,-144.1109,97.03,95.12,12,5.5,19,AB_RockyCrags,0,0,,2,0.0
5228,77.6994,-55.4288,83.06,100.18,12,19.5,20,ZBiome_Badlands,0,0,,2,0.0
5229,80.061,-61.9871,85.35,98.79,12,17.7,20,PoisonForest,0,0,,1,0.35
5230,78.6609,-34.497,80.67,96.48,12,21.4,20,ZBiome_Badlands,0,0,,2,0.0
5231,77.0663,-43.9303,80.72,99.05,12,21.4,20,ZBiome_Badlands,0,0,,2,0.0
5232,81.3166,-35.8891,82.97,95.12,12,19.6,20,ZBiome_Badlands,0,0,,2,0.0
5233,82.1526,-53.282,85.32,96.3,12,17.7,20,PoisonForest,0,0,,1,0.35
5234,84.4622,-64.7354,87.64,95.01,12,15.8,21,PoisonForest,0,0,,1,0.35
5235,83.7804,-90.0,90.0,96.22,12,13.9,20,AB_GelatinousSuperorganism,0,0,,1,0.0
5236,84.4622,-115.2646,92.36,95.01,12,11.1,20,AridShrubland,0,0,,1,0.0
5237,86.4888,-133.406,92.41,92.55,12,11.0,20,AridShrubland,0,0,,1,0.0
5238,86.4888,-46.594,87.59,92.55,12,15.9,21,PoisonForest,0,0,,1,0.35
5239,88.5028,-90.0,90.0,91.5,12,13.9,20,AB_GelatinousSuperorganism,0,0,,1,0.0
5240,59.6514,-59.6799,75.22,116.81,12,25.8,19,Desert,0,0,,1,0.0
5241,62.052,-61.714,77.17,115.04,12,24.2,20,Desert,0,0,,1,0.0
5242,59.9894,-69.4022,79.87,118.4,12,22.0,20,AridShrubland,0,0,,1,0.0
5243,62.2054,-66.9396,79.48,115.87,12,22.4,20,AridShrubland,0,0,,1,0.0
5244,57.743,-67.2122,78.07,120.19,12,23.5,20,AridShrubland,0,0,,1,0.0
5245,57.5652,-62.6502,75.74,119.44,12,25.3,19,Desert,0,0,,1,0.0
5246,55.176,-61.025,73.94,121.32,12,26.8,19,Desert,0,0,,1,0.0
5247,54.7506,-56.7134,71.53,120.57,12,28.7,19,Desert,0,0,,1,0.0
5248,53.0979,-63.7946,74.62,123.97,12,26.2,19,AridShrubland,0,0,,1,0.0
5249,50.7217,-62.4749,72.99,125.95,12,27.5,19,Wasteland,0,0,,1,0.0
5250,50.319,-58.5926,70.56,125.3,12,29.5,19,Desert,0,0,,1,0.0
5251,52.2728,-55.6564,69.81,122.57,12,30.1,19,Desert,0,0,,1,0.0
5252,63.6823,-52.883,74.48,111.52,12,26.3,19,Desert,0,0,,1,0.0
5253,65.6059,-48.9472,74.26,108.88,12,26.5,19,Desert,0,0,,1,0.0
5254,64.1503,-58.4975,76.83,112.44,12,24.5,19,Desert,0,0,,1,0.0
5255,66.5568,-61.0775,78.91,110.78,12,22.8,20,Desert,0,0,,1,0.0
5256,68.6705,-57.513,78.73,108.23,12,22.9,20,ZBiome_Badlands,0,0,,2,0.0
5257,68.1808,-50.8367,76.42,107.25,12,24.8,19,Desert,0,0,,1,0.0
5258,62.1487,-42.4147,69.82,109.62,112,29.5,50,Desert,0,0,,3,0.0
5259,61.1185,-37.6476,67.52,108.62,360,30.0,65,Desert,0,0,,3,0.0
5260,64.7977,-43.302,71.95,107.89,12,28.4,19,Desert,0,0,,2,0.0
5261,66.4598,-38.5152,71.79,105.18,118,27.9,43,Desert,0,0,,2,0.0
5262,65.2731,-33.0205,69.47,104.09,248,29.1,31,Desert,0,0,,2,0.0
5263,62.5984,-33.0787,67.32,105.8,423,29.8,42,Desert,0,0,,2,0.0
5264,51.6491,-51.7266,67.4,121.85,12,32.0,19,Desert,0,0,,1,0.0
5265,53.4565,-48.4715,66.75,119.02,12,32.5,19,Desert,0,0,,1,0.0
5266,48.3101,-47.3681,63.23,123.24,12,35.4,18,Desert,0,0,,1,0.0
5267,49.1089,-51.0209,65.68,123.95,12,33.4,19,ExtremeDesert,0,0,,1,0.0
5268,50.0056,-44.2006,62.56,120.32,12,35.9,18,Desert,0,0,,1,0.0
5269,52.6069,-44.5837,64.37,118.22,12,34.4,18,Desert,0,0,,1,0.0
5270,54.2465,-41.0497,63.86,115.31,141,34.1,32,ExtremeDesert,0,0,,2,0.0
5271,56.8678,-41.3339,65.77,113.32,85,32.9,30,Desert,0,0,,3,0.0
5272,58.4541,-37.4175,65.45,110.46,313,31.9,52,Desert,0,0,,3,0.0
5273,57.2693,-33.3333,63.14,109.45,394,33.3,37,ExtremeDesert,0,0,,3,0.0
5274,53.1711,-37.2845,61.52,114.4,319,35.0,40,ExtremeDesert,0,0,,3,0.0
5275,54.6219,-33.5187,61.14,111.41,467,34.5,29,Desert,0,0,,2,0.0
5276,40.6469,-81.2046,83.34,139.02,12,19.3,20,AB_TarPits,0,0,,1,0.0
5277,42.8581,-82.7979,84.73,136.92,12,18.2,20,Wasteland,0,0,,1,0.0
5278,40.8015,-88.2323,88.66,139.19,12,15.0,21,AB_GelatinousSuperorganism,0,0,,1,0.0
5279,42.9087,-86.3961,87.36,137.03,12,16.0,21,Wasteland,0,0,,1,0.0
5280,38.6572,-86.5607,87.31,141.29,12,16.1,21,AB_TarPits,0,0,,1,0.0
5281,38.5651,-83.1314,84.63,141.23,12,18.2,38,AB_TarPits,0,0,,1,0.0
5282,44.8614,-77.1527,80.93,134.41,12,21.2,20,ExtremeDesert,0,0,,1,0.0
5283,46.9824,-74.9973,79.83,132.03,12,22.1,20,ExtremeDesert,0,0,,1,0.0
5284,44.9761,-80.8179,83.52,134.65,12,19.1,20,ExtremeDesert,0,0,,1,0.0
5285,47.1243,-82.5035,84.91,132.63,12,18.0,20,Wasteland,0,0,,1,0.0
5286,49.2205,-80.4173,83.76,130.38,12,18.9,20,Wasteland,0,0,,1,0.0
5287,49.1928,-76.5658,81.27,130.02,12,20.9,20,Wasteland,0,0,,1,0.0
5288,44.4795,-69.9166,75.82,133.72,12,25.3,19,ExtremeDesert,0,0,,1,0.0
5289,44.222,-66.3583,73.3,133.27,12,27.3,19,ExtremeDesert,0,0,,1,0.0
5290,46.805,-71.2688,77.3,131.64,12,24.1,20,ExtremeDesert,0,0,,1,0.0
5291,48.906,-68.8945,76.31,129.13,12,24.9,19,ExtremeDesert,0,0,,1,0.0
5292,48.6539,-65.1004,73.85,128.6,12,26.9,19,ExtremeDesert,0,0,,1,0.0
5293,46.2838,-63.9242,72.32,130.66,12,28.1,19,ExtremeDesert,0,0,,1,0.0
5294,39.8113,-67.5074,72.91,137.95,12,27.6,19,ExtremeDesert,0,0,,1,0.0
5295,37.4732,-66.4238,71.49,140.09,12,28.7,19,ExtremeDesert,0,0,,1,0.0
5296,41.8628,-65.2285,71.82,135.38,12,28.5,19,ExtremeDesert,0,0,,1,0.0
5297,41.4796,-61.8118,69.27,134.91,12,30.5,19,ExtremeDesert,0,0,,1,0.0
5298,39.0489,-60.853,67.77,137.11,12,31.7,19,Desert,0,0,,1,0.0
5299,37.0933,-63.1743,68.9,139.73,12,30.8,19,Desert,0,0,,1,0.0
5300,36.3577,-81.6538,83.29,143.35,-30,19.4,90,Ocean,1,0,The Twilight Sea,1,0.0
5301,36.1818,-78.3367,80.61,143.25,-30,21.5,90,Ocean,1,0,The Twilight Sea,1,0.0
5302,32.0146,-82.083,83.29,147.74,-30,19.4,90,Ocean,1,0,The Twilight Sea,1,0.0
5303,34.2606,-83.496,84.63,145.57,-30,18.3,90,Ocean,1,0,The Twilight Sea,1,0.0
5304,31.8639,-78.9337,80.62,147.65,-30,21.5,90,Ocean,1,0,The Twilight Sea,1,0.0
5305,33.9347,-77.036,79.27,145.38,-30,22.6,90,Ocean,1,0,The Twilight Sea,1,0.0
5306,33.6994,-73.8368,76.61,145.23,-30,24.7,90,Ocean,1,0,The Twilight Sea,1,0.0
5307,35.7226,-71.7983,75.31,142.87,-30,25.8,90,Ocean,1,0,The Twilight Sea,1,0.0
5308,35.449,-68.5851,72.7,142.59,-30,27.8,90,Ocean,1,0,The Twilight Sea,1,0.0
5309,33.1312,-67.5401,71.34,144.77,-30,28.9,90,Ocean,1,0,The Twilight Sea,1,0.0
5310,31.4226,-72.6896,75.29,147.38,-30,25.8,90,Ocean,1,0,The Twilight Sea,1,0.0
5311,31.14,-69.6058,72.65,147.19,-30,27.9,90,Ocean,1,0,The Twilight Sea,1,0.0
5312,73.8121,90.0,90.0,73.81,76,13.6,24,AB_RockyCrags,0,0,,2,0.0
5313,72.3873,82.5146,87.74,72.53,33,15.6,21,AridShrubland,0,0,,1,0.0
5314,68.9259,90.0,90.0,68.93,246,12.6,20,BMT_FungalForest,0,0,,2,0.25
5315,69.9637,83.4643,87.77,70.08,119,15.1,21,AB_RockyCrags,0,0,,2,0.0
5316,69.9637,96.5358,92.23,70.08,300,9.7,57,BMT_FungalForest,0,0,,2,0.25
5317,72.3873,97.4854,92.26,72.53,179,10.3,57,AB_RockyCrags,0,0,,2,0.0
5318,73.0829,105.7804,94.54,73.69,131,7.8,101,BMT_FungalForest,0,0,,2,0.25
5319,75.4747,108.5632,94.58,76.2,12,8.4,19,AB_RockyCrags,0,0,,2,0.0
5320,71.0679,111.3113,96.77,72.28,178,4.9,73,BMT_FungalForest,0,0,,2,0.25
5321,71.073,119.0679,99.07,73.32,141,2.3,21,BMT_FungalForest,0,0,,2,0.25
5322,73.1979,123.3616,99.15,75.85,76,2.6,19,AB_MycoticJungle,0,0,,2,0.4
5323,75.5827,118.8164,96.89,77.31,12,5.7,19,AB_RockyCrags,0,0,,2,0.0
5324,83.7804,90.0,90.0,83.78,12,13.9,20,AB_GelatinousSuperorganism,0,0,,1,0.0
5325,84.4622,115.2646,92.36,84.99,12,11.1,20,AB_GelatinousSuperorganism,0,0,,1,0.0
5326,88.5028,90.0,90.0,88.5,12,13.9,20,AB_GelatinousSuperorganism,0,0,,1,0.0
5327,86.4888,133.406,92.41,87.45,12,11.0,20,AB_GelatinousSuperorganism,0,0,,1,0.0
5328,86.4888,46.594,87.59,87.45,12,15.9,21,AB_GelatinousSuperorganism,0,0,,1,0.0
5329,84.4622,64.7354,87.64,84.99,12,15.8,21,AB_GelatinousSuperorganism,0,0,,1,0.0
5330,77.6994,124.5712,96.94,79.82,43,5.4,25,AB_RockyCrags,0,0,,2,0.0
5331,80.061,118.0129,94.65,81.21,117,7.8,53,AB_RockyCrags,0,0,,2,0.0
5332,82.1526,126.718,94.68,83.7,113,7.8,25,AB_RockyCrags,0,0,,2,0.0
5333,81.3166,144.1109,97.03,84.88,108,5.0,20,AB_RockyCrags,0,0,,2,0.0
5334,78.6609,145.503,99.33,83.52,115,2.2,19,AB_RockyCrags,0,0,,2,0.0
5335,77.0663,136.0697,99.28,80.95,93,2.4,19,AB_MycoticJungle,0,0,,3,0.4
5336,82.1526,53.282,85.32,83.7,12,17.7,20,AB_GelatinousSuperorganism,0,0,,1,0.0
5337,80.061,61.9871,85.35,81.21,21,17.6,24,AB_GelatinousSuperorganism,0,0,,2,0.0
5338,78.6609,34.497,80.67,83.52,49,21.2,36,PoisonForest,0,0,,1,0.35
5339,81.3166,35.8891,82.97,84.88,12,19.6,20,PoisonForest,0,0,,1,0.35
5340,77.0663,43.9303,80.72,80.95,172,20.5,124,AridShrubland,0,0,,2,0.0
5341,77.6994,55.4288,83.06,79.82,180,18.6,56,AridShrubland,0,0,,2,0.0
5342,75.5827,61.1836,83.11,77.31,206,18.4,20,AridShrubland,0,0,,1,0.0
5343,75.4747,71.4368,85.42,76.2,176,16.7,156,AridShrubland,0,0,,2,0.0
5344,73.0829,74.2196,85.46,73.69,43,17.4,36,AridShrubland,0,0,,2,0.0
5345,71.0679,68.6887,83.23,72.28,167,18.5,34,AridShrubland,0,0,,1,0.0
5346,73.1979,56.6384,80.85,75.85,270,19.8,49,AridShrubland,0,0,,1,0.0
5347,71.073,60.9321,80.93,73.32,159,20.4,20,AridShrubland,0,0,,1,0.0
5348,63.6823,52.883,74.48,68.48,324,24.6,74,Desert,0,0,,2,0.0
5349,64.1503,58.4975,76.83,67.56,268,23.1,89,Desert,0,0,,2,0.0
5350,68.6705,57.513,78.73,71.77,134,22.3,38,AridShrubland,0,0,,1,0.0
5351,66.5568,61.0775,78.91,69.22,132,22.1,37,AridShrubland,0,0,,2,0.0
5352,68.1808,50.8367,76.42,72.75,196,23.8,27,AridShrubland,0,0,,1,0.0
5353,65.6059,48.9472,74.26,71.12,189,25.6,20,Desert,0,0,,2,0.0
5354,59.6514,59.6799,75.22,63.19,359,23.8,43,Desert,0,0,,2,0.0
5355,57.5652,62.6502,75.74,60.56,502,22.7,75,Desert,0,0,,2,0.0
5356,62.052,61.714,77.17,64.96,328,22.5,38,AridShrubland,0,0,,1,0.0
5357,62.2054,66.9396,79.48,64.13,325,20.6,45,AridShrubland,0,0,,1,0.0
5358,59.9894,69.4022,79.87,61.6,302,20.4,28,AridShrubland,0,0,,1,0.0
5359,57.743,67.2122,78.07,59.81,449,21.1,72,AridShrubland,0,0,,2,0.0
5360,64.7977,43.302,71.95,72.11,59,28.1,30,Desert,0,0,,2,0.0
5361,62.1487,42.4147,69.82,70.38,222,28.9,73,Desert,0,0,,3,0.0
5362,65.2731,33.0205,69.47,75.91,134,29.7,40,Desert,0,0,,3,0.0
5363,66.4598,38.5152,71.79,74.82,12,28.5,19,Desert,0,0,,1,0.0
5364,62.5984,33.0787,67.32,74.2,12,32.1,19,Desert,0,0,,2,0.0
5365,61.1185,37.6476,67.52,71.38,270,30.5,106,Desert,0,0,,3,0.0
5366,58.4541,37.4175,65.45,69.54,442,31.2,36,Desert,0,0,,2,0.0
5367,56.8678,41.3339,65.77,66.68,412,31.1,22,Desert,0,0,,1,0.0
5368,57.2694,33.3333,63.14,70.55,375,33.4,23,Desert,0,0,,2,0.0
5369,54.6219,33.5187,61.14,68.59,472,34.5,19,ExtremeDesert,0,0,,1,0.0
5370,53.1711,37.2845,61.52,65.6,500,34.0,20,Desert,0,0,,1,0.0
5371,54.2465,41.0497,63.86,64.69,445,32.5,28,Desert,0,0,,2,0.0
5372,52.6069,44.5837,64.37,61.78,468,31.9,22,ExtremeDesert,0,0,,2,0.0
5373,53.4565,48.4714,66.75,60.98,495,29.9,29,Desert,0,0,,1,0.0
5374,48.3101,47.3681,63.23,56.76,640,31.9,21,ExtremeDesert,0,0,,1,0.0
5375,50.0056,44.2006,62.56,59.68,530,33.0,23,Desert,0,0,,2,0.0
5376,49.1089,51.0209,65.68,56.05,607,30.1,29,Desert,0,0,,2,0.0
5377,51.6491,51.7266,67.4,58.15,490,29.4,43,ExtremeDesert,0,0,,2,0.0
5378,52.2728,55.6564,69.81,57.43,372,28.1,31,Desert,0,0,,2,0.0
5379,54.7506,56.7134,71.53,59.43,354,26.8,19,Desert,0,0,,2,0.0
5380,55.1761,61.025,73.94,58.68,463,24.3,19,Desert,0,0,,2,0.0
5381,53.0979,63.7946,74.62,56.03,474,23.7,19,Desert,0,0,,2,0.0
5382,50.319,58.5926,70.56,54.7,483,26.9,57,Desert,0,0,,3,0.0
5383,50.7217,62.4749,72.99,54.05,527,24.7,81,Desert,0,0,,3,0.0
5384,59.6514,120.3201,104.78,63.19,443,-6.2,18,AB_MycoticJungle,0,0,,2,0.4
5385,62.052,118.286,102.83,64.96,379,-3.5,19,AB_MycoticJungle,0,0,,1,0.4
5386,59.9894,110.5978,100.13,61.6,348,-0.1,35,AB_MycoticJungle,0,0,,1,0.4
5387,62.2054,113.0604,100.52,64.13,323,-0.4,19,AB_MycoticJungle,0,0,,1,0.4
5388,57.743,112.7878,101.93,59.81,396,-2.5,18,AB_MycoticJungle,0,0,,3,0.4
5389,57.5652,117.3498,104.26,60.56,551,-6.1,20,AB_MycoticJungle,0,0,,3,0.4
5390,55.176,118.975,106.06,58.68,742,-9.4,19,AB_MycoticJungle,0,0,,3,0.4
5391,54.7506,123.2866,108.47,59.43,870,-12.9,18,AB_MycoticJungle,0,0,The Gray Crags,4,0.4
5392,53.0979,116.2054,105.38,56.03,617,-7.8,18,AB_MycoticJungle,0,0,,3,0.4
5393,50.7217,117.5251,107.01,54.05,867,-11.2,19,AB_RockyCrags,0,0,The Gray Crags,4,0.0
5394,50.319,121.4074,109.44,54.7,1297,-16.5,19,AB_RockyCrags,0,0,The Gray Crags,4,0.0
5395,52.2728,124.3436,110.19,57.43,1243,-17.1,18,AB_MycoticJungle,0,0,The Gray Crags,3,0.4
5396,63.6823,127.117,105.52,68.48,410,-6.9,18,AB_MycoticJungle,0,0,,1,0.4
5397,65.6059,131.0528,105.74,71.12,417,-7.2,18,AB_MycoticJungle,0,0,,1,0.4
5398,64.1503,121.5025,103.17,67.56,410,-4.1,22,AB_MycoticJungle,0,0,,1,0.4
5399,66.5568,118.9225,101.09,69.22,375,-1.4,23,AB_MycoticJungle,0,0,,1,0.4
5400,68.6705,122.4871,101.27,71.77,238,-0.8,18,AB_MycoticJungle,0,0,,2,0.4
5401,68.1808,129.1633,103.58,72.75,342,-4.2,18,AB_MycoticJungle,0,0,,2,0.4
5402,62.1487,137.5853,110.18,70.38,586,-13.4,18,AB_MycoticJungle,0,0,,3,0.4
5403,61.1185,142.3524,112.48,71.38,825,-17.5,18,AB_MycoticJungle,0,0,The Gray Crags,4,0.4
5404,64.7977,136.698,108.05,72.11,473,-10.3,18,AB_MycoticJungle,0,0,,2,0.4
5405,66.4598,141.4848,108.21,74.82,577,-11.0,19,AB_MycoticJungle,0,0,,2,0.4
5406,65.2731,146.9795,110.53,75.91,602,-13.9,18,AB_RockyCrags,0,0,,2,0.0
5407,62.5984,146.9213,112.68,74.2,741,-17.3,18,AB_MycoticJungle,0,0,,3,0.4
5408,51.6491,128.2734,112.6,58.15,1368,-20.6,18,AB_MycoticJungle,0,0,The Gray Crags,3,0.4
5409,53.4565,131.5286,113.25,60.98,1216,-20.6,18,AB_MycoticJungle,0,0,The Gray Crags,4,0.4
5410,48.3101,132.6319,116.77,56.76,1707,-27.5,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
5411,49.1089,128.9791,114.32,56.05,1681,-24.4,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
5412,50.0056,135.7994,117.44,59.68,1514,-27.2,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
5413,52.6069,135.4163,115.63,61.78,1664,-25.9,18,AB_MycoticJungle,0,0,The Gray Crags,4,0.4
5414,54.2465,138.9503,116.14,64.69,1754,-27.0,18,AB_MycoticJungle,0,0,The Gray Crags,4,0.4
5415,56.8678,138.6661,114.23,66.68,1429,-22.9,18,AB_MycoticJungle,0,0,The Gray Crags,4,0.4
5416,58.4541,142.5825,114.55,69.54,1254,-22.4,18,AB_MycoticJungle,0,0,The Gray Crags,3,0.4
5417,57.2693,146.6667,116.86,70.55,1392,-25.9,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
5418,53.1711,142.7155,118.48,65.6,1518,-28.5,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
5419,54.6219,146.4813,118.86,68.59,1600,-29.4,18,AB_RockyCrags,0,0,The Gray Crags,2,0.0
5420,44.4795,69.9166,75.82,46.28,1062,19.5,39,AridShrubland,0,0,,1,0.0
5421,46.805,71.2688,77.3,48.36,1053,18.4,23,AB_MycoticJungle,0,0,,1,0.4
5422,48.6539,65.1004,73.85,51.4,762,22.7,28,Desert,0,0,,3,0.0
5423,48.906,68.8945,76.31,50.87,892,20.0,76,AridShrubland,0,0,,3,0.0
5424,46.2838,63.9242,72.32,49.34,844,23.5,70,Desert,0,0,,3,0.0
5425,44.222,66.3583,73.3,46.73,1035,21.7,37,Desert,0,0,,2,0.0
5426,44.8614,77.1527,80.93,45.59,800,16.9,114,AB_MycoticJungle,0,0,,3,0.4
5427,44.9761,80.8179,83.52,45.35,630,15.7,381,AB_MycoticJungle,0,0,,3,0.4
5428,46.9824,74.9973,79.83,47.97,965,16.8,92,AB_MycoticJungle,0,0,,2,0.4
5429,49.1927,76.5658,81.27,49.98,758,16.8,195,AB_MycoticJungle,0,0,,3,0.4
5430,49.2206,80.4173,83.76,49.62,708,15.1,180,AB_MycoticJungle,0,0,,3,0.4
5431,47.1243,82.5035,84.91,47.37,640,14.6,132,AB_MycoticJungle,0,0,,2,0.4
5432,41.8628,65.2285,71.82,44.62,1067,22.7,42,Desert,0,0,,1,0.0
5433,39.8113,67.5074,72.91,42.05,913,22.6,62,Desert,0,0,,2,0.0
5434,39.0489,60.853,67.77,42.89,1086,25.8,19,ExtremeDesert,0,0,,1,0.0
5435,41.4796,61.8118,69.27,45.09,1083,24.6,53,Desert,0,0,,2,0.0
5436,37.0933,63.1743,68.9,40.27,964,25.6,50,Desert,0,0,,2,0.0
5437,37.4732,66.4238,71.49,39.91,853,24.1,39,Desert,0,0,,2,0.0
5438,35.4491,68.5851,72.7,37.41,636,24.3,77,Desert,0,0,,3,0.0
5439,35.7226,71.7983,75.31,37.13,473,23.2,89,Desert,0,0,,3,0.0
5440,33.1312,67.5401,71.34,35.23,658,25.3,25,Desert,0,0,,2,0.0
5441,31.14,69.6058,72.65,32.81,580,24.7,99,Desert,0,0,,2,0.0
5442,31.4226,72.6896,75.29,32.62,365,23.8,94,Desert,0,0,,3,0.0
5443,33.6994,73.8368,76.61,34.77,266,23.2,27,Desert,0,0,,2,0.0
5444,33.9347,77.036,79.27,34.62,243,21.2,62,AridShrubland,0,0,,2,0.0
5445,36.1818,78.3367,80.61,36.75,300,19.9,95,AridShrubland,0,0,,2,0.0
5446,32.0146,82.083,83.29,32.26,12,19.3,20,Wasteland,0,0,The Salt,1,0.0
5447,31.8639,78.9337,80.62,32.35,62,21.2,45,AridShrubland,0,0,,2,0.0
5448,34.2606,83.496,84.63,34.43,29,18.1,28,AridShrubland,0,0,,2,0.0
5449,36.3577,81.6538,83.29,36.65,149,18.6,44,AridShrubland,0,0,,2,0.0
5450,38.5651,83.1314,84.63,38.77,301,16.6,31,AB_MycoticJungle,0,0,,2,0.4
5451,40.6469,81.2046,83.34,40.98,490,16.6,132,AB_MycoticJungle,0,0,,2,0.4
5452,42.8581,82.7979,84.73,43.08,465,15.7,54,AB_MycoticJungle,0,0,,2,0.4
5453,42.9087,86.3961,87.36,42.97,394,13.9,48,AB_MycoticJungle,0,0,,1,0.4
5454,38.6572,86.5607,87.31,38.71,332,14.3,47,AB_RockyCrags,0,0,,2,0.0
5455,40.8015,88.2323,88.66,40.81,378,13.0,135,AB_RockyCrags,0,0,,2,0.0
5456,40.6469,98.7954,96.66,40.98,44,5.8,45,AB_RockyCrags,0,0,The Sunreach,2,0.0
5457,42.8581,97.2021,95.27,43.08,125,7.0,29,AB_MycoticJungle,0,0,,2,0.4
5458,40.8015,91.7677,91.34,40.81,204,11.3,84,AB_RockyCrags,0,0,,3,0.0
5459,42.9087,93.6039,92.64,42.97,210,9.7,63,AB_MycoticJungle,0,0,,2,0.4
5460,38.6572,93.4394,92.69,38.71,104,10.2,145,AB_RockyCrags,0,0,,3,0.0
5461,38.5651,96.8686,95.37,38.77,-30,7.6,90,Ocean,1,0,The Gray Sea,1,0.0
5462,44.8614,102.8474,99.07,45.59,322,1.3,64,AB_RockyCrags,0,0,The Sunreach,3,0.0
5463,46.9824,105.0027,100.17,47.97,423,-0.5,19,AB_RockyCrags,0,0,The Sunreach,2,0.0
5464,44.9761,99.1822,96.48,45.35,232,4.9,31,AB_MycoticJungle,0,0,The Sunreach,2,0.4
5465,47.1243,97.4965,95.09,47.37,326,6.1,35,AB_MycoticJungle,0,0,,2,0.4
5466,49.2205,99.5827,96.24,49.62,446,4.1,21,AB_MycoticJungle,0,0,The Sunreach,1,0.4
5467,49.1928,103.4342,98.73,49.98,483,0.9,37,AB_MycoticJungle,0,0,The Sunreach,2,0.4
5468,44.4795,110.0834,104.18,46.28,533,-6.0,18,AB_RockyCrags,0,0,The Gray Crags,2,0.0
5469,44.222,113.6417,106.7,46.73,606,-9.4,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
5470,46.805,108.7312,102.7,48.36,548,-4.3,22,AB_RockyCrags,0,0,The Sunreach,2,0.0
5471,48.906,111.1055,103.69,50.87,638,-5.9,21,AB_RockyCrags,0,0,The Sunreach,2,0.0
5472,48.6539,114.8996,106.15,51.4,685,-9.1,18,AB_MycoticJungle,0,0,The Gray Crags,3,0.4
5473,46.2838,116.0758,107.68,49.34,851,-11.9,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
5474,39.8113,112.4926,107.09,42.05,623,-9.9,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
5475,37.4732,113.5762,108.51,39.91,686,-12.0,19,AB_RockyCrags,0,0,The Gray Crags,3,0.0
5476,41.8628,114.7716,108.18,44.62,773,-12.1,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
5477,41.4796,118.1882,110.73,45.09,914,-15.9,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
