tile,biome,elevation,temperature,rainfall,hilliness,swampiness,pollution,riverDist,feature,featureId,waterCovered,roadCount,riverCount,mutatorCount
1895,AB_RockyCrags,1548.0,-22.6,4.0,Mountainous,0.0,0.0,0,Gray Crags,52,False,0,0,2
1896,AB_RockyCrags,964.0,-15.7,0.0,LargeHills,0.0,0.0,0,Gray Crags,52,False,0,0,2
1897,AB_RockyCrags,1061.0,-21.0,4.0,Mountainous,0.0,0.0,0,Gray Crags,52,False,0,0,3
1898,AB_MycoticJungle,856.0,-20.2,0.0,LargeHills,0.478431374,0.0,0,Gray Crags,52,False,0,0,0
1899,AB_RockyCrags,772.0,-25.4,0.0,LargeHills,0.0,0.8739147,0,Sunreach,29,False,0,0,1
1900,AB_RockyCrags,651.0,-14.1,0.0,LargeHills,0.0,0.0,0,Gray Crags,52,False,0,0,1
1901,AB_RockyCrags,547.0,-12.7,0.0,SmallHills,0.0,0.8091554,0,Gray Crags,52,False,0,0,0
1902,AB_RockyCrags,549.0,-18.9,0.0,SmallHills,0.0,0.0,0,Gray Crags,52,False,0,0,0
1903,AB_RockyCrags,565.0,-24.6,0.0,SmallHills,0.0,0.0,0,Sunreach,29,False,0,0,0
1904,AB_MycoticJungle,1342.0,-35.4,0.0,Flat,0.329411775,0.0,0,Capwood,36,False,0,0,0
1905,AB_MycoticJungle,1296.0,-38.2,0.0,Flat,0.349019617,0.0,0,Capwood,36,False,0,0,0
1906,HorrorWastes,1464.0,-31.0,0.0,LargeHills,0.0,0.0,0,Gray Crags,52,False,0,0,2
1907,HorrorWastes,1884.0,-31.3,4.0,Mountainous,0.0,0.0,0,Gray Crags,52,False,0,0,4
1908,HorrorWastes,1474.0,-32.2,0.0,LargeHills,0.0,0.0,0,Gray Crags,52,False,0,0,2
1909,HorrorWastes,1250.0,-35.8,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1910,HorrorWastes,1511.0,-45.2,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1911,HorrorWastes,1282.0,-48.7,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
1912,AB_MycoticJungle,1448.0,-43.4,0.0,Flat,0.360784322,0.0,0,Capwood,36,False,0,0,0
1913,HorrorWastes,1452.0,-46.7,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1914,AB_RockyCrags,1736.0,-50.4,0.0,SmallHills,0.298039228,0.0,0,Ammonia Flats,26,False,0,0,0
1915,AB_PropaneLakes,1180.0,-51.1,4.0,Mountainous,0.239215687,0.0,0,Ammonia Flats,26,False,0,0,1
1916,AB_RockyCrags,627.0,-29.3,0.0,LargeHills,0.0,0.0,0,Sunreach,29,False,0,0,1
1917,HorrorWastes,823.0,-35.2,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
1918,PoisonForest,404.0,-32.7,0.0,SmallHills,0.368627459,0.0,0,Quiet Ground,91,False,0,0,0
1919,PoisonForest,511.0,-28.1,0.0,LargeHills,0.360784322,0.0,0,Sunreach,29,False,0,0,0
1920,PoisonForest,596.0,-38.3,0.0,Flat,0.360784322,0.0,0,Quiet Ground,91,False,0,0,0
1921,HorrorWastes,719.0,-39.2,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
1922,HorrorWastes,921.0,-44.4,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1923,HorrorWastes,1161.0,-45.9,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
1924,HorrorWastes,1086.0,-49.0,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
1925,AB_PropaneLakes,748.0,-51.7,0.0,LargeHills,0.2,0.0,0,Ammonia Flats,26,False,0,0,0
1926,HorrorWastes,909.0,-48.6,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
1927,AB_RockyCrags,1163.0,-51.5,0.0,SmallHills,0.2,0.0,0,Ammonia Flats,26,False,0,0,0
1928,AB_PropaneLakes,796.0,-69.8,0.0,SmallHills,0.0,0.963424146,0,Umbra,37,False,0,0,0
1929,AB_RockyCrags,1565.0,-72.9,0.0,Mountainous,0.0,0.0,0,Umbra,37,False,0,0,0
1930,BMT_CrystalCaverns,934.0,-69.2,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,0
1931,BMT_CrystalCaverns,911.0,-72.6,0.0,LargeHills,0.0,0.0,0,Umbra,37,False,0,0,1
1932,AB_RockyCrags,1095.0,-66.2,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,1
1933,BMT_CrystalCaverns,882.0,-67.3,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,0
1934,AB_PropaneLakes,690.0,-63.2,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,0
1935,AB_RockyCrags,822.0,-61.5,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,0
1936,AB_PropaneLakes,518.0,-60.1,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1937,AB_PropaneLakes,553.0,-55.8,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1938,HorrorWastes,542.0,-54.9,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1939,AB_RockyCrags,1259.0,-58.0,0.0,Mountainous,0.0,0.0,0,Deadstone,25,False,0,0,0
1940,AB_RockyCrags,1298.0,-71.7,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,1
1941,AB_PropaneLakes,814.0,-69.4,0.0,SmallHills,0.0,0.0,74,Umbra,37,False,0,0,0
1942,AB_PropaneLakes,864.0,-72.2,4.0,Mountainous,0.0,0.0,0,Ammonia Flats,26,False,0,0,2
1943,AB_PropaneLakes,845.0,-69.5,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,0
1944,AB_RockyCrags,1245.0,-71.9,0.0,Mountainous,0.0,0.0,0,Ammonia Flats,26,False,0,0,1
1945,AB_RockyCrags,621.0,-72.0,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,1
1946,AB_RockyCrags,529.0,-74.6,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,0
1947,AB_RockyCrags,641.0,-73.8,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,1
1948,AB_PropaneLakes,505.0,-75.4,0.0,LargeHills,0.0,0.0,0,Umbra,37,False,0,0,1
1949,AB_RockyCrags,924.0,-79.2,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,1
1950,AB_RockyCrags,409.0,-77.4,0.0,SmallHills,0.0,0.0,0,Ammonia Flats,26,False,0,0,0
1951,AB_PropaneLakes,295.0,-81.0,0.0,LargeHills,0.0,0.0,0,Umbra,37,False,0,0,1
1952,BMT_CrystalCaverns,1043.0,-65.6,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,0
1953,BMT_CrystalCaverns,967.0,-60.7,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
1954,BMT_CrystalCaverns,898.0,-66.0,0.0,SmallHills,0.0,0.0,0,Umbra,37,False,0,0,0
1955,BMT_CrystalCaverns,1026.0,-63.7,0.0,LargeHills,0.0,0.0,68,Deadstone,25,False,0,0,1
1956,BMT_CrystalCaverns,1101.0,-58.9,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1957,BMT_CrystalCaverns,1014.0,-56.9,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
1958,AB_RockyCrags,986.0,-57.2,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1959,AB_RockyCrags,977.0,-60.0,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1960,AB_RockyCrags,1065.0,-57.6,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,1
1961,HorrorWastes,404.0,-49.9,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
1962,HorrorWastes,454.0,-48.7,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1963,HorrorWastes,689.0,-52.8,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
1964,Desert,890.0,8.5,0.0,SmallHills,0.0,0.0,0,Grinding Floor,88,False,0,0,0
1965,Desert,900.0,3.7,0.0,SmallHills,0.0,0.0,0,Grinding Floor,88,False,0,0,0
1966,AB_MycoticJungle,760.0,9.4,0.0,Flat,0.4392157,0.0,0,Stepwood,80,False,0,0,0
1967,AB_MycoticJungle,750.0,4.9,0.0,Flat,0.478431374,0.0,0,Stepwood,80,False,0,0,0
1968,AB_MycoticJungle,728.0,12.1,0.0,SmallHills,0.419607848,0.0,0,Stepwood,80,False,0,0,0
1969,AB_MycoticJungle,794.0,12.0,0.0,SmallHills,0.419607848,0.0,0,Stepwood,80,False,0,0,0
1970,AB_MycoticJungle,682.0,16.3,0.0,SmallHills,0.4392157,0.0,0,Sweatwood,56,False,0,0,0
1971,Desert,542.0,17.4,0.0,Flat,0.0,0.0,0,Long Sand,41,False,2,0,2
1972,AB_MycoticJungle,597.0,20.1,0.0,Flat,0.478431374,0.0,0,Sweatwood,56,False,0,0,0
1973,Wasteland,711.0,23.1,0.0,SmallHills,0.0,0.175036237,0,Long Sand,41,False,0,0,1
1974,AridShrubland,638.0,22.9,0.0,LargeHills,0.0,0.0,0,Long Sand,41,False,0,0,0
1975,Desert,654.0,19.5,0.0,Flat,0.0,0.0,0,Dew Belt,30,False,2,0,0
1976,Desert,493.0,11.4,0.0,SmallHills,0.0,0.0,0,Dew Belt,30,False,0,0,0
1977,Desert,389.0,16.1,0.0,SmallHills,0.0,0.0,0,Dew Belt,30,False,0,0,0
1978,Desert,1.0,14.0,0.0,Flat,0.0,0.0,0,Twilight Sea,35,False,0,0,1
1979,AridShrubland,229.0,17.1,0.0,LargeHills,0.0,0.0,0,Dew Belt,30,False,0,0,0
1980,Wasteland,233.0,8.9,0.0,SmallHills,0.0,0.0,0,Grinding Floor,88,False,0,0,0
1981,Wasteland,416.0,6.9,0.0,SmallHills,0.0,0.0,0,Grinding Floor,88,False,0,0,0
1982,Desert,574.0,20.2,0.0,Flat,0.0,0.0,0,Dew Belt,30,False,0,0,0
1983,Desert,457.0,18.0,0.0,Flat,0.0,0.0,28,Dew Belt,30,False,0,0,2
1984,Desert,563.0,18.3,0.0,SmallHills,0.0,0.0,0,Dew Belt,30,False,0,0,0
1985,ZBiome_DesertOasis,742.0,20.5,0.0,SmallHills,0.2,0.0,0,Dew Belt,30,False,0,0,0
1986,Desert,757.0,23.1,0.0,Flat,0.0,0.0,0,Dew Belt,30,False,0,0,1
1987,Desert,677.0,23.2,0.0,SmallHills,0.0,0.0,0,Dew Belt,30,False,0,0,0
1988,Desert,572.0,0.6,0.0,SmallHills,0.0,0.0,0,Nightspill,31,False,0,0,0
1989,Desert,724.0,0.2,0.0,SmallHills,0.0,0.0,0,Nightspill,31,False,0,0,0
1990,AB_RockyCrags,721.0,-8.5,0.0,LargeHills,0.0,0.0,0,Twilight Crags,69,False,0,0,1
1991,AB_RockyCrags,589.0,-3.8,0.0,SmallHills,0.0,0.0,0,Nightspill,31,False,2,0,0
1992,AB_RockyCrags,824.0,-10.1,4.0,Mountainous,0.0,0.0,0,Twilight Crags,69,False,0,0,2
1993,AB_RockyCrags,572.0,-4.1,0.0,SmallHills,0.0,0.0,0,Twilight Crags,69,False,0,0,0
1994,AB_RockyCrags,741.0,-5.8,0.0,LargeHills,0.0,0.0,34,Twilight Crags,69,False,0,0,1
1995,AB_RockyCrags,812.0,-0.9,0.0,SmallHills,0.0,0.0,31,Nightspill,31,False,0,0,0
1996,AB_RockyCrags,861.0,-1.1,0.0,SmallHills,0.0,0.0,0,Twilight Crags,69,False,0,0,0
1997,AB_RockyCrags,933.0,-6.1,0.0,LargeHills,0.0,0.0,0,Twilight Crags,69,False,0,0,1
1998,AB_MycoticJungle,1206.0,-13.4,0.0,LargeHills,0.4392157,0.0,0,Twilight Crags,69,False,0,0,0
1999,AB_RockyCrags,884.0,-11.2,7.0,Mountainous,0.0,0.0,0,Twilight Crags,69,False,0,0,2
2000,ZBiome_Badlands,584.0,56.5,16.0,SmallHills,0.0,0.929366,0,Anvil,81,False,0,0,1
2001,ZBiome_Badlands,1169.0,53.9,38.0,Mountainous,0.0,0.0,0,Dune Sea,27,False,2,0,2
2002,ExtremeDesert,591.0,58.3,0.0,SmallHills,0.0,0.0,0,Anvil,81,False,0,0,0
2003,Desert,760.0,56.1,0.0,LargeHills,0.0,0.0,0,Dune Sea,27,False,0,0,0
2004,ExtremeDesert,597.0,62.1,0.0,Flat,0.0,0.0,0,Anvil,81,False,0,0,0
2005,ExtremeDesert,594.0,62.3,0.0,Flat,0.0,0.0,0,Anvil,81,False,0,0,0
2006,ExtremeDesert,594.0,63.9,0.0,Flat,0.0,0.0,0,Anvil,81,False,0,0,0
2007,ExtremeDesert,598.0,64.0,0.0,Flat,0.0,0.15,0,Anvil,81,False,0,0,0
2008,ExtremeDesert,593.0,64.5,0.0,Flat,0.0,0.2,0,Anvil,81,False,0,0,1
2009,ExtremeDesert,609.0,63.3,0.0,Flat,0.0,0.65,6,Anvil,81,False,0,0,1
2010,AB_MechanoidIntrusion,620.0,64.8,0.0,Flat,0.0,0.95,0,Rust Cathedral,62,False,0,0,0
2011,ZBiome_Grasslands,607.0,64.7,0.0,Flat,0.05882353,0.6,0,Anvil,81,False,0,0,2
2012,Lake,-350.0,51.6,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2013,Lake,-350.0,51.8,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2014,BiomeCypreJungle,91.0,51.2,1529.0,Mountainous,0.670588255,0.0,1,Dune Sea,27,False,0,2,2
2015,BiomeCypreJungle,91.0,55.5,1390.0,Mountainous,0.6509804,0.0,1,Dune Sea,27,False,0,2,3
2016,Lake,-350.0,47.3,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2017,Lake,-350.0,49.6,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2018,AB_FeraliskInfestedJungle,612.0,63.1,0.0,Flat,0.5411765,0.3,0,Anvil,81,False,0,0,0
2019,ZBiome_DesertOasis,603.0,59.4,0.0,Flat,0.2509804,0.0,0,Anvil,81,False,0,0,1
2020,BiomeCypreJungle,403.0,57.5,1390.0,Mountainous,0.709803939,0.0,17,Dune Sea,27,False,0,2,3
2021,ZBiome_Grasslands,690.0,57.3,0.0,SmallHills,0.05882353,0.0,0,Dune Sea,27,False,0,0,2
2022,ZBiome_Grasslands,620.0,58.4,0.0,SmallHills,0.0509803928,0.0,0,Anvil,81,False,0,0,0
2023,Scarlands,557.0,61.8,0.0,SmallHills,0.0,0.5,0,Scorch,45,False,0,0,0
2024,Lake,-350.0,48.6,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2025,Lake,-350.0,50.3,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2026,Lake,-350.0,44.4,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2027,Lake,-350.0,45.7,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2028,Lake,-350.0,45.7,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2029,Lake,-350.0,48.6,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2030,Lake,-350.0,49.6,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2031,Lake,-350.0,51.6,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2032,AB_PyroclasticConflagration,1382.0,50.7,0.0,Mountainous,0.0,0.0,0,Dune Sea,27,False,0,0,1
2033,ZBiome_Badlands,1702.0,47.8,49.0,Mountainous,0.0,0.0,0,Dune Sea,27,False,0,0,1
2034,Lake,-350.0,47.3,0.0,Flat,0.0,0.0,0,Scald,68,True,0,0,0
2035,LavaField,1446.0,47.0,0.0,Mountainous,0.0,0.0,0,Dune Sea,27,False,0,0,2
2036,ExtremeDesert,293.0,39.0,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
2037,Desert,551.0,35.3,0.0,SmallHills,0.0,0.0,0,Dry Marches,51,False,0,0,0
2038,ExtremeDesert,357.0,36.8,0.0,LargeHills,0.0,0.0,0,Glare,38,False,0,0,0
2039,ExtremeDesert,497.0,34.1,0.0,Flat,0.0,0.0,0,Dry Marches,51,False,0,0,3
2040,ExtremeDesert,117.0,40.5,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
2041,ExtremeDesert,71.0,41.5,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,1
2042,ExtremeDesert,725.0,32.8,0.0,SmallHills,0.0,0.0,0,Dry Marches,51,False,0,0,0
2043,ExtremeDesert,1003.0,28.2,0.0,SmallHills,0.0,0.0,0,Dry Marches,51,False,0,0,0
2044,Desert,679.0,32.6,0.0,Flat,0.0,0.0,0,Dry Marches,51,False,0,0,0
2045,ExtremeDesert,508.0,29.9,0.0,SmallHills,0.0,0.0,0,Dry Marches,51,False,0,0,0
2046,Desert,682.0,25.8,0.0,LargeHills,0.0,0.0,0,Dry Marches,51,False,0,0,0
2047,Desert,944.0,24.9,0.0,LargeHills,0.0,0.0,0,Dry Marches,51,False,0,0,0
2048,ExtremeDesert,1.0,44.5,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,3
2049,ExtremeDesert,7.0,45.8,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,1
2050,ExtremeDesert,1.0,49.5,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,1
2051,ExtremeDesert,1.0,46.4,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,3
2052,ExtremeDesert,3.0,50.6,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,1
2053,ExtremeDesert,11.0,48.9,0.0,Flat,0.0,0.0,0,Glare,38,False,0,0,1
2054,ExtremeDesert,281.0,48.5,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
2055,ExtremeDesert,540.0,44.3,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
2056,ExtremeDesert,18.0,52.7,0.0,SmallHills,0.0,0.0,0,Dune Sea,27,False,0,0,0
2057,ExtremeDesert,13.0,52.7,0.0,Flat,0.0,0.0,0,Dune Sea,27,False,0,0,3
2058,ExtremeDesert,291.0,48.4,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
2059,ExtremeDesert,607.0,43.9,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
2060,ExtremeDesert,586.0,41.7,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
2061,ExtremeDesert,694.0,38.5,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
2062,ExtremeDesert,354.0,39.8,0.0,SmallHills,0.0,0.0,0,Glare,38,False,0,0,0
2063,ExtremeDesert,208.0,43.8,0.0,SmallHills,0.0,0.8284428,0,Glare,38,False,0,0,0
2064,ExtremeDesert,919.0,34.5,4.0,Mountainous,0.0,0.0,0,Ashfall Range,28,False,0,0,1
2065,ExtremeDesert,737.0,36.1,0.0,LargeHills,0.0,0.807736337,0,Glare,38,False,0,0,0
2066,ExtremeDesert,905.0,32.7,0.0,Flat,0.0,0.0,0,Dry Marches,51,False,0,0,2
2067,ExtremeDesert,922.0,32.3,0.0,Flat,0.0,0.0,0,Dry Marches,51,False,0,0,1
2068,ExtremeDesert,1025.0,28.8,0.0,Flat,0.0,0.0,0,Dry Marches,51,False,2,0,3
2069,Desert,784.0,27.2,0.0,SmallHills,0.0,0.0,0,Dry Marches,51,False,0,0,0
2070,Desert,725.0,30.5,0.0,Flat,0.0,0.0,0,Dry Marches,51,False,0,0,0
2071,Desert,646.0,27.7,0.0,Flat,0.0,0.0,0,Dry Marches,51,False,0,0,0
2072,Wasteland,19.0,-17.9,0.0,Flat,0.0,0.0,0,Sunreach,29,False,0,0,2
2073,Desert,24.0,-13.3,0.0,Flat,0.0,0.0,0,Sunreach,29,False,0,0,0
2074,Wasteland,5.0,-8.8,0.0,Flat,0.0,0.0,0,Sunreach,29,False,0,0,0
2075,Wasteland,18.0,-8.8,0.0,Flat,0.0,0.0,0,Sunreach,29,False,0,0,2
2076,Wasteland,1.0,-13.2,0.0,Flat,0.0,0.0,0,Ashen Wastes,57,False,0,0,0
2077,AB_RockyCrags,5.0,-17.7,0.0,Flat,0.0,0.0,0,Sunreach,29,False,0,0,0
2078,AB_RockyCrags,141.0,-22.3,0.0,LargeHills,0.0,0.0,0,The Verge,40,False,0,0,0
2079,AB_RockyCrags,383.0,-28.8,0.0,SmallHills,0.0,0.0,0,The Verge,40,False,0,0,0
2080,Wasteland,29.0,-20.3,0.0,SmallHills,0.0,0.0,0,Ashen Wastes,57,False,0,0,0
2081,AB_RockyCrags,464.0,-25.8,0.0,LargeHills,0.0,0.0,0,The Verge,40,False,0,0,0
2082,Wasteland,609.0,-31.7,0.0,Flat,0.0,0.0,0,South Crags,39,False,0,0,2
2083,Wasteland,619.0,-33.7,0.0,LargeHills,0.0,0.0,0,South Crags,39,False,0,0,0
2084,PoisonForest,1012.0,-41.8,4.0,Mountainous,0.2784314,0.0,0,South Crags,39,False,0,0,1
2085,PoisonForest,504.0,-40.9,0.0,SmallHills,0.321568638,0.0,0,South Crags,39,False,0,0,0
2086,HorrorWastes,444.0,-47.8,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
2087,PoisonForest,777.0,-44.0,4.0,Mountainous,0.309803933,0.0,0,South Crags,39,False,0,0,1
2088,HorrorWastes,442.0,-50.0,0.0,LargeHills,0.0,0.0,0,Deadstone,25,False,0,0,1
2089,PoisonForest,535.0,-46.3,0.0,LargeHills,0.349019617,0.0,0,Venom Wood,82,False,0,0,0
2090,PoisonForest,660.0,-47.5,0.0,Flat,0.3882353,0.897657752,0,Venom Wood,82,False,0,0,0
2091,PoisonForest,465.0,-41.8,0.0,SmallHills,0.349019617,0.0,0,Venom Wood,82,False,0,0,0
2092,HorrorWastes,604.0,-52.1,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
2093,HorrorWastes,437.0,-50.7,0.0,SmallHills,0.0,0.0,0,Deadstone,25,False,0,0,0
2094,PoisonForest,436.0,-45.5,0.0,Flat,0.4,0.0,0,Venom Wood,82,False,0,0,0
2095,HorrorWastes,432.0,-40.9,0.0,Flat,0.0,0.0,0,Thornend,65,False,0,0,0
2096,Wasteland,443.0,-36.0,0.0,Flat,0.0,0.0,0,Cinderdark,74,False,0,0,0
2097,Wasteland,438.0,-31.2,0.0,LargeHills,0.0,0.0,0,South Crags,39,False,0,0,0
2098,Wasteland,404.0,-30.0,0.0,SmallHills,0.0,0.0,44,Cinderdark,74,False,0,0,0
2099,HorrorWastes,506.0,-35.4,0.0,SmallHills,0.0,0.0,0,Thornend,65,False,0,0,0
2100,Wasteland,176.0,-24.2,0.0,Flat,0.0,0.0,41,Sunreach,29,False,0,0,2
2101,Wasteland,207.0,-24.8,0.0,Flat,0.0,0.0,0,Sunreach,29,False,0,0,0
2102,AB_RockyCrags,64.0,-18.8,0.0,SmallHills,0.0,0.0,0,Sunreach,29,False,0,0,0
2103,AB_RockyCrags,189.0,-19.2,0.0,LargeHills,0.0,0.0,0,Sunreach,29,False,0,0,0
2104,Desert,39.0,-12.9,0.0,Flat,0.0,0.0,0,Sunreach,29,False,0,0,0
2105,Desert,44.0,-8.2,0.0,Flat,0.0,0.0,0,Sunreach,29,False,0,0,2
2106,Desert,42.0,-13.1,0.0,Flat,0.0,0.0,0,Sunreach,29,False,0,0,0
2107,PoisonForest,48.0,-8.0,0.0,Flat,0.2901961,0.0,0,Sunreach,29,False,0,0,0
2108,Desert,727.0,-8.1,0.0,Flat,0.0,0.0,0,Coldshelf,83,False,0,0,0
2109,Desert,765.0,-2.7,0.0,Flat,0.0,0.0,0,Coldshelf,83,False,0,0,2
2110,Desert,807.0,-2.9,0.0,Flat,0.0,0.0,0,Coldshelf,83,False,0,0,0
2111,Desert,705.0,0.2,0.0,Flat,0.0,0.0,0,Sinkground,54,False,0,0,0
2112,AB_RockyCrags,1043.0,-9.8,0.0,LargeHills,0.0,0.0,0,Coldstone,55,False,0,0,1
2113,AB_MycoticJungle,882.0,-12.0,0.0,LargeHills,0.5294118,0.0,0,Hanging Wood,89,False,0,0,0
2114,AB_MycoticJungle,1034.0,-18.8,0.0,SmallHills,0.521568656,0.0,0,Hanging Wood,89,False,0,0,0
2115,AB_MycoticJungle,822.0,-20.4,0.0,LargeHills,0.419607848,0.0,0,Hanging Wood,89,False,0,0,0
2116,BMT_FungalForest,1269.0,-22.9,0.0,LargeHills,0.309803933,0.0,0,South Crags,39,False,0,0,0
2117,BMT_FungalForest,1411.0,-29.0,0.0,SmallHills,0.2901961,0.0,0,South Crags,39,False,0,0,0
2118,AB_MycoticJungle,1083.0,-29.8,0.0,SmallHills,0.458823532,0.0,0,South Crags,39,False,0,0,0
2119,BMT_FungalForest,1077.0,-27.1,0.0,LargeHills,0.270588249,0.0,0,South Crags,39,False,0,0,0
2120,Desert,764.0,-9.2,0.0,SmallHills,0.0,0.0,0,The Verge,40,False,0,0,0
2121,Desert,542.0,-11.4,0.0,Flat,0.0,0.0,0,The Verge,40,False,2,0,2
2122,Wasteland,467.0,-2.4,0.0,SmallHills,0.0,0.0,0,Ashen Wastes,57,False,0,0,0
2123,Wasteland,528.0,-8.6,0.0,SmallHills,0.0,0.0,0,Ashen Wastes,57,False,0,0,0
2124,Wasteland,565.0,0.1,0.0,Flat,0.0,0.0,0,Scour,58,False,0,0,0
2125,Wasteland,490.0,-1.7,0.0,Flat,0.0,0.0,0,Ashen Wastes,57,False,2,0,0
2126,Desert,608.0,1.2,0.0,SmallHills,0.0,0.9313344,0,Sinkground,54,False,2,0,0
2127,PoisonForest,700.0,-1.8,0.0,SmallHills,0.258823544,0.0,0,Hanging Wood,89,False,0,0,0
2128,Desert,647.0,0.9,0.0,Flat,0.0,0.0,0,Sinkground,54,False,2,0,2
2129,Desert,480.0,6.8,0.0,SmallHills,0.0,0.0,0,Sinkground,54,False,0,0,0
2130,Desert,459.0,7.1,0.0,LargeHills,0.0,0.0,0,Sinkground,54,False,2,0,0
2131,Wasteland,317.0,10.4,0.0,LargeHills,0.0,0.0,0,Scour,58,False,0,0,0
2132,AB_RockyCrags,574.0,-19.7,0.0,SmallHills,0.0,0.0,0,The Verge,40,False,0,0,0
2133,AB_RockyCrags,611.0,-25.0,0.0,SmallHills,0.0,0.8752117,0,The Verge,40,False,0,0,0
2134,AB_RockyCrags,652.0,-17.6,0.0,Flat,0.0,0.0,0,The Verge,40,False,2,0,0
2135,Wasteland,486.0,-19.0,0.0,Flat,0.0,0.0,0,Ashen Wastes,57,False,0,0,0
2136,Wasteland,671.0,-24.8,0.0,SmallHills,0.0,0.13315022,0,Ashen Wastes,57,False,0,0,1
2137,AB_RockyCrags,648.0,-27.3,0.0,Flat,0.0,0.0,0,The Verge,40,False,2,0,2
2138,BMT_FungalForest,936.0,-28.6,0.0,LargeHills,0.2509804,0.0,0,South Crags,39,False,0,0,0
2139,BMT_FungalForest,684.0,-24.8,0.0,SmallHills,0.2509804,0.0,0,Hanging Wood,89,False,0,0,0
2140,AB_RockyCrags,667.0,-27.3,0.0,LargeHills,0.0,0.0,0,South Crags,39,False,0,0,1
2141,HorrorWastes,1017.0,-34.2,0.0,LargeHills,0.0,0.0,70,South Crags,39,False,0,0,1
2142,BMT_FungalForest,1033.0,-36.2,0.0,LargeHills,0.2901961,0.0,0,South Crags,39,False,0,0,0
2143,AB_MycoticJungle,901.0,-33.0,0.0,LargeHills,0.4509804,0.0,0,South Crags,39,False,0,0,0
