tile,def,name,label,isCombo,layer
674,VEE_SulfuricLake,Breixos Stinging Waters,sulfuric lake,False,Surface
2604,VEE_SulfuricLake,Eveus Acidic Basin,sulfuric lake,False,Surface
16737,VEE_SulfuricLake,Connor's Stinging Waters,sulfuric lake,False,Surface
20315,VEE_SulfuricLake,Blackhorn Sulfuric Lake,sulfuric lake,False,Surface
1817,VEE_SulfuricLake,Celia's Sulfuric Lake,sulfuric lake,False,Surface
21572,VEE_SulfuricLake,Daiki's Yellowmire,sulfuric lake,False,Surface
14446,VEE_SulfuricLake,Boagu Yellowmire,sulfuric lake,False,Surface
18135,VEE_SulfuricLake,Erberon Sulfur Spring,sulfuric lake,False,Surface
4489,VEE_SulfuricLake,Inalor Acidic Basin,sulfuric lake,False,Surface
4515,VEE_SulfuricLake,Eneraterbum Acidic Basin,sulfuric lake,False,Surface
6791,ToxicLake,Conoteana Toxic Lake,toxic lake,False,Surface
1973,ToxicLake,Wilfred's Dumping Grounds,toxic lake,False,Surface
9657,ToxicLake,Whale Palm Poison Lake,toxic lake,False,Surface
2136,ToxicLake,Zoya's Dumping Grounds,toxic lake,False,Surface
9539,ToxicLake,Humberto's Blight,toxic lake,False,Surface
20018,ToxicLake,Hatdio Poison Lake,toxic lake,False,Surface
17052,ToxicLake,Purpleskunk Toxic Lake,toxic lake,False,Surface
3701,ToxicLake,Hatouluia Poison Lake,toxic lake,False,Surface
4792,ToxicLake,Youinor Toxic Lake,toxic lake,False,Surface
12444,ToxicLake,Camla Toxic Lake,toxic lake,False,Surface
17106,AncientChemfuelRefinery,Seahorse Wing Plant,ancient chemfuel refinery,False,Surface
7306,AncientChemfuelRefinery,Raas Refinery,ancient chemfuel refinery,False,Surface
20085,AncientChemfuelRefinery,Robevas Refinery,ancient chemfuel refinery,False,Surface
557,AncientChemfuelRefinery,Embaixada Chemplant,ancient chemfuel refinery,False,Surface
3251,AncientChemfuelRefinery,Craggy Condor Plant,ancient chemfuel refinery,False,Surface
12447,AncientChemfuelRefinery,Miñoca Chemplant,ancient chemfuel refinery,False,Surface
5761,AncientChemfuelRefinery,Entyouwitera Refinery,ancient chemfuel refinery,False,Surface
6840,AncientChemfuelRefinery,Elandcheek Chemplant,ancient chemfuel refinery,False,Surface
19141,AncientChemfuelRefinery,Dominika's Plant,ancient chemfuel refinery,False,Surface
11690,AncientChemfuelRefinery,Cheetah Plant,ancient chemfuel refinery,False,Surface
1641,TerraformingScar,Icylion Scar,terraforming scar,False,Surface
17085,TerraformingScar,Roundbarracuda Wound,terraforming scar,False,Surface
19875,TerraformingScar,Alina's Folly,terraforming scar,False,Surface
5531,TerraformingScar,Scarlet's Delusion,terraforming scar,False,Surface
4778,TerraformingScar,Bud's Scar,terraforming scar,False,Surface
13644,TerraformingScar,The Grand Wound,terraforming scar,False,Surface
17171,TerraformingScar,Vera's Flaw,terraforming scar,False,Surface
21684,TerraformingScar,Ash's Howl,terraforming scar,False,Surface
7577,TerraformingScar,Gabby's Wound,terraforming scar,False,Surface
20421,TerraformingScar,Teandni Sundering,terraforming scar,False,Surface
7891,VEE_JaggedRocks,Anlonbum Jagged Ridges,jagged rocks,False,Surface
18673,VEE_JaggedRocks,Veroum Jagged Ridges,jagged rocks,False,Surface
15373,VEE_JaggedRocks,Hinistan Jagged Rocks,jagged rocks,False,Surface
15381,VEE_JaggedRocks,Darcey's Jagged Rocks,jagged rocks,False,Surface
16442,VEE_JaggedRocks,Ondo Jagged Rocks,jagged rocks,False,Surface
19009,VEE_JaggedRocks,Terhisna Jagged Ridges,jagged rocks,False,Surface
20809,VEE_JaggedRocks,Rozalina's Jagged Rocks,jagged rocks,False,Surface
7174,VEE_JaggedRocks,Roughcrocodile Jagged Rocks,jagged rocks,False,Surface
12115,VEE_JaggedRocks,Paulette's Trophy Jagged Rocks,jagged rocks,False,Surface
20799,FrozenRuins,Brinco City,frozen ruins,False,Surface
6102,FrozenRuins,Craggysnake Frozen Ruins,frozen ruins,False,Surface
16327,FrozenRuins,Ruined Quatiodelia,frozen ruins,False,Surface
3545,FrozenRuins,Big Cattle Ice City,frozen ruins,False,Surface
13059,FrozenRuins,Far Dove Ice City,frozen ruins,False,Surface
20893,FrozenRuins,Vene Frozen Ruins,frozen ruins,False,Surface
618,FrozenRuins,Opossum Frozen Ruins,frozen ruins,False,Surface
1516,FrozenRuins,Goneler Ice City,frozen ruins,False,Surface
6211,FrozenRuins,Sharktalon Frozen Ruins,frozen ruins,False,Surface
17266,AbandonedColonyTribal,Waspaia Village,abandoned colony,False,Surface
15111,AbandonedColonyTribal,Bala Village,abandoned colony,False,Surface
7037,AbandonedColonyTribal,Atia Camp,abandoned colony,False,Surface
6977,AbandonedColonyTribal,Rocanche Village,abandoned colony,True,Surface
11590,AbandonedColonyTribal,Craneelbow Village,abandoned colony,False,Surface
17276,AbandonedColonyTribal,Oldzebra Village,abandoned colony,True,Surface
2880,AbandonedColonyTribal,Onasistan Camp,abandoned colony,False,Surface
12037,AbandonedColonyTribal,Green Village,abandoned colony,False,Surface
7249,CoastalIsland,Meus Isle,coastal island,False,Surface
9266,CoastalIsland,Kanagoler Island,coastal island,False,Surface
8883,CoastalIsland,Isle Oulbo,coastal island,False,Surface
9806,CoastalIsland,Isle Old Grasshopper,coastal island,False,Surface
8884,CoastalIsland,Bluegnat Island,coastal island,False,Surface
12016,CoastalIsland,Vegabar Island,coastal island,False,Surface
7500,CoastalIsland,Isle Gaboca,coastal island,False,Surface
6952,CoastalIsland,Delhadunor Island,coastal island,False,Surface
14885,Chasm,Selium Fracture,chasm,False,Surface
17185,Chasm,Dinbutuia Fracture,chasm,False,Surface
1604,Chasm,Tobor Fracture,chasm,False,Surface
19357,Chasm,Hainor Chasm,chasm,True,Surface
14289,Chasm,Goxo Fracture,chasm,False,Surface
7160,Chasm,Ennoteron Fracture,chasm,False,Surface
12087,Chasm,Boga Sinkhole,chasm,False,Surface
994,AB_TarLakes,Grayclaw Tar Lakes,tar lakes,False,Surface
457,AB_TarLakes,Cammabiscu Tar Lakes,tar lakes,False,Surface
476,AB_TarLakes,Hieron Tar Lakes,tar lakes,False,Surface
1859,AB_TarLakes,Magpiefoot Tar Lakes,tar lakes,False,Surface
1866,AB_TarLakes,Komaera Tar Lakes,tar lakes,False,Surface
2637,AB_TarLakes,Finuay Asphalt Pits,tar lakes,False,Surface
10015,AB_TarLakes,Rodaballo Asphalt Pits,tar lakes,False,Surface
37,VEE_FleshPits,Vasalo Anomalous Caverns,flesh pits,False,Surface
1062,VEE_FleshPits,Gogu Flesh Pit Expanse,flesh pits,False,Surface
469,VEE_FleshPits,Onfenan Flesh Pit Expanse,flesh pits,False,Surface
992,VEE_FleshPits,Badhand Flesh Pit Expanse,flesh pits,False,Surface
10201,VEE_FleshPits,Blackmagpie Flesh Pits,flesh pits,False,Surface
7485,VEE_FleshPits,Ourberium Anomalous Caverns,flesh pits,False,Surface
17828,VEE_FleshPits,Philip's Ruination Anomalous Caverns,flesh pits,False,Surface
12411,AncientQuarry,Red Hedgehog Quarry,ancient quarry,False,Surface
14470,AncientQuarry,Gane Quarry,ancient quarry,False,Surface
16854,AncientQuarry,Cambiar Rock Pits,ancient quarry,False,Surface
4303,AncientQuarry,Banzo Mines,ancient quarry,False,Surface
6695,AncientQuarry,Excavation Site,ancient quarry,False,Surface
12396,AncientQuarry,Mabar Mines,ancient quarry,False,Surface
9593,VEE_SerpentineCanyons,Canto Canyons,serpentine canyons,False,Surface
499,VEE_SerpentineCanyons,Blue Stingray Canyons,serpentine canyons,False,Surface
18770,VEE_SerpentineCanyons,Ourforaseron Canyons,serpentine canyons,False,Surface
18932,VEE_SerpentineCanyons,Tol Canyons,serpentine canyons,False,Surface
8106,VEE_SerpentineCanyons,Lorenzo's Canyons,serpentine canyons,False,Surface
16898,VEE_SerpentineCanyons,Toxro Canyons,serpentine canyons,False,Surface
8896,Archipelago,Hadlonin's Foot Islands,archipelago,False,Surface
2249,Archipelago,Primestinkbug Islands,archipelago,False,Surface
13203,Archipelago,Miñoca Isles,archipelago,False,Surface
6636,Archipelago,Isle Graybeetle,archipelago,False,Surface
6909,Archipelago,Ambas Islands,archipelago,False,Surface
5937,VEE_StoneForest,Tallnose Rocky Spire Field,stone forest,False,Surface
15234,VEE_StoneForest,Bat Hip Craggy Stone Thicket,stone forest,False,Surface
10266,VEE_StoneForest,Ourinum Shattered Monoliths,stone forest,False,Surface
1284,VEE_StoneForest,Xigoque Craggy Stone Thicket,stone forest,False,Surface
1837,sw_DeadSarlacc,Dead Sarlacc,dead Sarlacc,False,Surface
15623,sw_DeadSarlacc,Dead Sarlacc,dead Sarlacc,False,Surface
20456,sw_DeadSarlacc,Dead Sarlacc,dead Sarlacc,False,Surface
15905,sw_DeadSarlacc,Dead Sarlacc,dead Sarlacc,False,Surface
14481,AncientHeatVent,Ñoisarocam Infernal Vents,ancient vent,False,Surface
14486,AncientHeatVent,Jackal Hell Holes,ancient vent,False,Surface
14490,AncientHeatVent,Trebo Hell Holes,ancient vent,False,Surface
2540,AB_MagmaticQuagmire,Leneunt Magmatic Quagmire,magmatic quagmire,False,Surface
7405,AB_MagmaticQuagmire,Purple Toad Magma Sinks,magmatic quagmire,False,Surface
7400,AB_MagmaticQuagmire,Hibo Magmatic Quagmire,magmatic quagmire,False,Surface
3214,VEE_RedDesert,Woodpecker's Arrogance Iron-Rich Desert,red sand desert,False,Surface
3678,VEE_RedDesert,Vasalo Rust-Colored Desert,red sand desert,False,Surface
15775,Plateau,Allitder Plateau,plateau,False,Surface
9566,Plateau,Croicam Rise,plateau,False,Surface
11903,HotSprings,Gray Hot Spring,hot springs,False,Surface
634,HotSprings,Stinkbugwrist Hot Springs,hot springs,False,Surface
12417,AbandonedColonyOutlander,Hinin Outpost,abandoned colony,True,Surface
2920,sw_Sarlacc,Biamb Sarlacci Burrow,sarlacc pit,False,Surface
4000,AncientLaunchSite,Alex's Launch Site,ancient launch site,False,Surface
21312,LavaCrater,Gray Crater,lava lake,False,Surface
19495,LavaLake,Icy Lemur Crater,lava lake,False,Surface
16887,VEE_AlluvialFan,Isla's Honor Depositional Flats,alluvial fan,False,Surface
6717,Basin,Nelson's Lunacy Basin,basin,False,Surface
1415,AB_QuicksandPits,Arba Quicksand Pits,quicksand pits,False,Surface
