tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness
1239,-20.8671,60.2043,Desert,515,32.7,0,LargeHills,0
1240,-22.2379,68.5887,AridShrubland,5,28.8,0,Flat,0
1241,-23.7971,63.8334,Desert,135,31.9,0,LargeHills,0
1242,-17.8538,69.4313,AridShrubland,1,27.6,0,Flat,0
1243,-15.1987,65.8436,AridShrubland,33,31,0,SmallHills,0
1244,-4.6043,78.7464,Ocean,-350,23,0,Flat,0
1245,-2.2773,75.0705,Ocean,-350,25.9,0,Flat,0
1246,-2.3226,82.5804,Ocean,-350,19.9,0,Flat,0
1247,2.3226,82.5804,Ocean,-350,19.9,0,Flat,0
1248,4.6043,78.7464,Ocean,-350,23,0,Flat,0
1249,2.2773,75.0705,Ocean,-350,25.9,0,Flat,0
1250,-8.0403,38.8686,ExtremeDesert,500,47.3,0,SmallHills,0
1251,-7.9015,43.2536,ExtremeDesert,445,45,0,Flat,0
1252,-11.6402,45.8941,ExtremeDesert,460,42.6,0,Flat,0
1253,-15.6498,44.1726,ExtremeDesert,414,42.9,0,SmallHills,0
1254,-15.9276,39.5513,ExtremeDesert,351,46.6,0,Flat,0
1255,-12.055,36.9067,ExtremeDesert,371,48.9,0,Flat,0
1256,17.8538,69.4313,Desert,68,30.6,0,SmallHills,0
1257,15.1987,65.8436,ExtremeDesert,505,30.5,35,Mountainous,0
1258,16.662,61.3574,ExtremeDesert,1026,30.4,0,LargeHills,0
1259,20.8671,60.2043,ExtremeDesert,1089,30.5,25,Mountainous,0
1260,23.7971,63.8334,Desert,565,31,0,LargeHills,0
1261,22.2379,68.5887,Desert,242,30.2,0,SmallHills,0
1262,16.662,118.6427,PoisonForest,264,-21.3,0,LargeHills,0.3608
1263,20.8671,119.7957,PoisonForest,534,-23,4,Mountainous,0.3686
1264,22.2379,111.4114,Wasteland,511,-10.2,0,SmallHills,0
1265,23.7971,116.1666,PoisonForest,576,-18.4,0,SmallHills,0.3882
1266,17.8538,110.5687,Wasteland,367,-8.6,15,Mountainous,0
1267,15.1987,114.1564,ZBiome_Badlands,733,-16.4,0,LargeHills,0
1268,-11.6402,134.1059,HorrorWastes,578,-39.4,0,Flat,0
1269,-15.6498,135.8274,HorrorWastes,662,-40.6,0,Flat,0
1270,-12.055,143.0933,PoisonForest,671,-50.3,0,SmallHills,0.4
1271,-15.9276,140.4487,PoisonForest,593,-45.7,0,SmallHills,0.4118
1272,-8.0403,141.1314,PoisonForest,474,-47.9,0,SmallHills,0.4118
1273,-7.9015,136.7464,HorrorWastes,688,-43.8,0,SmallHills,0
1274,-15.1987,114.1564,Desert,111,-15,0,SmallHills,0
1275,-17.8538,110.5687,Desert,246,-10.9,5,Mountainous,0
1276,-16.662,118.6427,Wasteland,18,-18.6,0,Flat,0
1277,-20.8671,119.7957,Wasteland,23,-18.7,0,Flat,0
1278,-23.7971,116.1667,Desert,30,-13.5,0,Flat,0
1279,-22.2379,111.4114,PoisonForest,29,-8.8,0,Flat,0.298
1280,8.0403,141.1314,HorrorWastes,546,-49.1,0,SmallHills,0
1281,7.9015,136.7464,HorrorWastes,643,-44.6,0,SmallHills,0
1282,11.6402,134.1059,HorrorWastes,478,-41.1,0,SmallHills,0
1283,15.6498,135.8274,PoisonForest,501,-42.1,0,SmallHills,0.349
1284,15.9276,140.4487,PoisonForest,547,-46.9,0,Flat,0.2902
1285,12.055,143.0933,IceSheet,344,-49.5,0,SmallHills,0
1286,4.6043,101.2536,Ocean,-350,0.5,0,Flat,0
1287,2.2773,104.9295,SeaIce,-350,-5.5,0,Flat,0
1288,-2.2773,104.9295,ZBiome_Badlands,1,-4.8,0,SmallHills,0
1289,-4.6043,101.2536,Ocean,-350,0.5,0,Flat,0
1290,-2.3226,97.4196,Ocean,-350,5.1,0,Flat,0
1291,2.3226,97.4196,Ocean,-350,5.1,0,Flat,0
1292,16.662,-61.3574,ZBiome_Badlands,619,32.2,0,LargeHills,0
1293,20.8671,-60.2043,ZBiome_Badlands,883,31,0,LargeHills,0
1294,22.2379,-68.5887,AB_RockyCrags,63,29.8,0,Flat,0
1295,23.7971,-63.8334,AridShrubland,186,30.9,130,Mountainous,0
1296,17.8538,-69.4313,Ocean,-350,29.6,0,Flat,0.851
1297,15.1987,-65.8436,Ocean,-350,32.6,0,Flat,0
1298,4.6043,-78.7464,Ocean,-350,23,0,Flat,0
1299,2.2773,-75.0705,AridShrubland,261,25.7,0,LargeHills,0
1300,2.3226,-82.5804,Desert,1,19.9,0,Flat,0
1301,-2.3226,-82.5804,ZBiome_DesertOasis,310,20.1,0,LargeHills,0.2392
1302,-4.6043,-78.7464,ZBiome_DesertOasis,613,21.3,0,SmallHills,0.2
1303,-2.2773,-75.0705,ZBiome_DesertOasis,698,23.6,0,LargeHills,0.2118
1304,-17.8538,-69.4313,Desert,725,26,0,LargeHills,0
1305,-15.1987,-65.8436,ZBiome_Badlands,1296,26.2,198,Mountainous,0
1306,-23.7971,-63.8334,AridShrubland,847,29.1,0,LargeHills,0
1307,-22.2379,-68.5887,AridShrubland,504,27,0,SmallHills,0
1308,-20.8671,-60.2043,ZBiome_Badlands,1457,29,318,Mountainous,0
1309,-16.662,-61.3574,ZBiome_Badlands,1613,28,26,Mountainous,0
1310,7.9015,-43.2536,Lake,-350,41,0,Flat,0
1311,8.0403,-38.8686,Lake,-350,43.9,0,Flat,0
1312,11.6402,-45.8941,BiomeCypreJungle,392,42.3,1251,Mountainous,0.5412
1313,15.6498,-44.1726,BiomeCypreJungle,146,44.4,0,SmallHills,0.451
1314,15.9276,-39.5513,ZBiome_DesertOasis,361,46.2,0,LargeHills,0.2392
1315,12.055,-36.9067,AB_FeraliskInfestedJungle,112,46.6,1529,Mountainous,0.6196
1316,-15.6498,-44.1726,Volcano,1208,41.6,0,Impassable,0
1317,-11.6402,-45.8941,LavaField,1204,40.7,0,Impassable,0
1318,-7.9015,-43.2536,Lake,-350,41,0,Flat,0
1319,-8.0403,-38.8686,Lake,-350,43.9,0,Flat,0
1320,-12.055,-36.9067,Lake,-350,44.5,0,Flat,0
1321,-15.9276,-39.5513,Volcano,1143,43.8,0,Impassable,0
1322,11.6402,-134.1059,HorrorWastes,555,-39.1,0,SmallHills,0
1323,15.6498,-135.8274,AB_MycoticJungle,555,-39.6,0,Flat,0.4784
1324,12.055,-143.0933,HorrorWastes,690,-50.1,0,LargeHills,0
1325,15.9276,-140.4487,AB_MycoticJungle,678,-45.8,0,SmallHills,0.4588
1326,8.0403,-141.1314,HorrorWastes,383,-47,0,SmallHills,0
1327,7.9015,-136.7464,HorrorWastes,288,-41.7,0,SmallHills,0
1328,15.1987,-114.1564,SeaIce,-350,-8.1,0,Flat,0
1329,17.8538,-110.5687,SeaIce,-350,-5.5,0,Flat,0
1330,16.662,-118.6427,SeaIce,-350,-9.9,0,Flat,0
1331,20.8671,-119.7957,AB_RockyCrags,272,-9.8,16,Mountainous,0
1332,23.7971,-116.1667,PoisonForest,638,-14.1,0,LargeHills,0.4588
1333,22.2379,-111.4114,AridShrubland,471,-8.3,15,Mountainous,0
1334,-8.0403,-141.1314,HorrorWastes,623,-49.9,0,SmallHills,0
1335,-7.9015,-136.7464,HorrorWastes,743,-45.5,0,SmallHills,0
1336,-15.9276,-140.4487,HorrorWastes,742,-48,0,LargeHills,0
1337,-12.055,-143.0933,HorrorWastes,626,-51.4,0,SmallHills,0
1338,-15.6498,-135.8274,HorrorWastes,1041,-44.8,0,LargeHills,0
1339,-11.6402,-134.1059,HorrorWastes,909,-43,0,SmallHills,0
1340,-2.2773,-104.9295,Ocean,-350,-4,0,Flat,0
1341,-4.6043,-101.2536,AB_RockyCrags,104,-1,46,Mountainous,0
1342,2.2773,-104.9295,Ocean,-350,0.8,0,Flat,0
1343,4.6043,-101.2536,SeaIce,-350,0.5,0,Flat,0
1344,2.3226,-97.4196,Desert,1,5.1,0,Flat,0
1345,-2.3226,-97.4196,Desert,1,5.1,0,Flat,0
1346,-20.8671,-119.7957,AB_MycoticJungle,608,-22.9,0,Flat,0.3882
1347,-16.662,-118.6427,AB_MycoticJungle,512,-21.8,0,SmallHills,0.4
1348,-15.1987,-114.1564,AB_MycoticJungle,672,-18.3,0,Flat,0.4
1349,-17.8538,-110.5687,AB_RockyCrags,868,-15.5,0,LargeHills,0
1350,-22.2379,-111.4114,AB_MycoticJungle,722,-15.4,0,SmallHills,0.4
1351,-23.7971,-116.1666,AB_MycoticJungle,622,-19.1,0,SmallHills,0.3686
1352,51.2019,-90,Wasteland,3,13.4,0,Flat,0
1353,49.1857,-95.7377,Desert,1,8.3,0,Flat,0
1354,45.0191,-95.5086,AB_GelatinousSuperorganism,1,7.7,0,Flat,0
1355,42.9079,-90,Wasteland,1,13,0,Flat,0
1356,45.0191,-84.4914,Wasteland,1,16.2,0,Flat,0
1357,49.1857,-84.2623,Wasteland,6,16.5,0,Flat,0
1358,55.4964,-101.935,Desert,9,5.7,0,Flat,0
1359,57.7654,-108.3406,Desert,17,2.6,0,SmallHills,0
1360,51.3103,-101.7631,Desert,1,4.3,0,Flat,0
1361,49.0876,-107.2788,Desert,1,-0.7,0,Flat,0
1362,55.442,-114.6386,AB_RockyCrags,14,-2.4,0,SmallHills,0
1363,50.9949,-113.6126,AB_RockyCrags,1,-4.3,0,SmallHills,0
1364,63.6976,-99.4055,Desert,31,10.1,0,SmallHills,0
1365,67.6097,-95.7845,Desert,31,12.4,0,Flat,0
1366,62.1576,-107.9756,Desert,32,5.2,0,SmallHills,0
1367,64.3976,-115.8097,Desert,36,2.3,0,SmallHills,0
1368,70.6899,-103.7038,Desert,35,9.9,0,Flat,0
1369,68.8843,-115.6416,Desert,35,4.6,0,SmallHills,0
1370,63.6976,-80.5945,Desert,24,18,0,Flat,0
1371,62.1576,-72.0244,Desert,27,21.4,0,Flat,0
1372,67.6097,-84.2155,Desert,28,16.6,0,Flat,0
1373,70.6899,-76.2962,Desert,26,18.3,0,Flat,0
1374,64.3976,-64.1903,Desert,32,23.7,0,Flat,0
1375,68.8843,-64.3584,ZBiome_Badlands,24,21.8,0,SmallHills,0
1376,51.3103,-78.237,Wasteland,14,19.9,0,Flat,0
1377,55.4964,-78.065,Desert,20,19.8,0,Flat,0
1378,57.7654,-71.6594,Desert,31,22.8,0,Flat,0
1379,55.442,-65.3614,Desert,36,26.3,0,Flat,0
1380,49.0876,-72.7212,ExtremeDesert,17,23.2,0,Flat,0
1381,50.9949,-66.3874,Wasteland,25,26.4,0,Flat,0
1382,63.6976,80.5945,BMT_FungalForest,198,16.4,0,SmallHills,0.2196
1383,67.6097,84.2155,BMT_FungalForest,134,14.9,0,LargeHills,0.2196
1384,70.6899,76.2962,Desert,101,16.2,0,SmallHills,0
1385,68.8843,64.3584,Desert,134,19.2,0,Flat,0
1386,64.3976,64.1903,Desert,265,20.4,0,SmallHills,0
1387,62.1576,72.0244,Desert,268,19.2,0,Flat,0
1388,57.7654,71.6594,Desert,378,19.9,0,SmallHills,0
1389,55.4964,78.065,Desert,473,16.8,0,LargeHills,0
1390,55.442,65.3614,Desert,529,22.3,0,Flat,0
1391,50.9949,66.3874,Desert,685,22.1,0,LargeHills,0
1392,49.0876,72.7212,AB_MycoticJungle,877,18.1,0,LargeHills,0.3216
1393,51.3103,78.237,AB_MycoticJungle,618,16.5,0,SmallHills,0.3412
1394,63.6976,99.4055,BMT_FungalForest,421,6.8,0,SmallHills,0.2588
1395,62.1576,107.9756,BMT_FungalForest,371,1.6,0,Flat,0.3098
1396,67.6097,95.7845,BMT_FungalForest,385,9.4,0,SmallHills,0.251
1397,70.6899,103.7038,BMT_FungalForest,233,7.2,0,Flat,0.2784
1398,64.3976,115.8097,BMT_FungalForest,442,-2.2,0,Flat,0.298
1399,68.8843,115.6416,AB_MycoticJungle,268,1.4,0,SmallHills,0.4902
1400,49.1857,84.2623,AB_MycoticJungle,575,14.4,0,SmallHills,0.3412
1401,51.2019,90,AB_MycoticJungle,509,12,0,Flat,0.3608
1402,45.0191,84.4914,AB_MycoticJungle,495,15,0,SmallHills,0.3412
1403,42.9079,90,AB_MycoticJungle,323,12.4,0,SmallHills,0.3608
1404,45.0191,95.5086,AB_MycoticJungle,286,8.6,0,SmallHills,0.4118
1405,49.1857,95.7377,AB_MycoticJungle,396,8.3,0,Flat,0.4118
1406,51.3103,101.7631,AB_MycoticJungle,443,3.6,0,Flat,0.451
1407,55.4964,101.935,AB_MycoticJungle,449,3.8,0,Flat,0.4392
1408,57.7654,108.3406,AB_MycoticJungle,256,0.8,0,Flat,0.502
1409,55.442,114.6386,AB_MycoticJungle,480,-5.5,0,LargeHills,0.4902
1410,49.0876,107.2788,AB_RockyCrags,557,-2.3,0,SmallHills,0
1411,50.9949,113.6126,AB_RockyCrags,581,-7.1,0,SmallHills,0
1412,-55.4964,-101.935,Desert,825,1.4,0,SmallHills,0
1413,-51.3103,-101.7631,Desert,830,0.6,0,SmallHills,0
1414,-49.0876,-107.2788,Desert,1097,-5.5,0,LargeHills,0
1415,-50.9949,-113.6126,Desert,1286,-10.8,0,SmallHills,0
1416,-55.442,-114.6386,Desert,1233,-9.5,0,SmallHills,0
1417,-57.7654,-108.3406,Desert,1050,-3.6,0,SmallHills,0
1418,-63.6976,-80.5945,Desert,197,16.1,0,SmallHills,0
1419,-67.6097,-84.2155,ZBiome_Badlands,340,13.7,0,LargeHills,0
1420,-70.6899,-76.2962,Desert,280,16.2,0,SmallHills,0
1421,-68.8843,-64.3584,ZBiome_Badlands,178,20.6,0,SmallHills,0
1422,-64.3976,-64.1903,Desert,68,23.1,0,SmallHills,0
1423,-62.1576,-72.0244,Desert,37,20.8,0,Flat,0
1424,-57.7654,-71.6594,Desert,16,21.9,0,Flat,0
1425,-55.4964,-78.065,Desert,92,18.6,0,SmallHills,0
1426,-55.442,-65.3614,ExtremeDesert,19,25.3,0,Flat,0
1427,-50.9949,-66.3874,ExtremeDesert,18,26,0,Flat,0
1428,-49.0876,-72.7212,ExtremeDesert,8,22.7,0,Flat,0
1429,-51.3103,-78.237,Desert,81,18.6,0,Flat,0
1430,-62.1576,-107.9756,Desert,1064,-1.8,0,SmallHills,0
1431,-63.6976,-99.4055,Desert,757,4.7,0,LargeHills,0
1432,-67.6097,-95.7845,Desert,703,7.6,0,LargeHills,0
1433,-70.6899,-103.7038,Desert,751,5.3,0,SmallHills,0
1434,-64.3976,-115.8097,Desert,989,-3.7,0,SmallHills,0
1435,-68.8843,-115.6416,Desert,896,-0.5,0,SmallHills,0
1436,-49.1857,-84.2623,Desert,239,14.7,0,SmallHills,0
1437,-51.2019,-90,Desert,322,11.4,0,Flat,0
1438,-49.1857,-95.7377,Desert,550,5.9,0,LargeHills,0
1439,-45.0191,-95.5086,AB_MycoticJungle,619,5.3,0,SmallHills,0.4784
1440,-45.0191,-84.4914,BMT_FungalForest,355,14.5,0,SmallHills,0.2706
1441,-42.9079,-90,AB_MycoticJungle,587,10.3,0,SmallHills,0.4392
1442,-51.2019,90,ZBiome_Badlands,21,14.4,0,Flat,0
1443,-49.1857,95.7377,AridShrubland,18,9.8,0,Flat,0
1444,-45.0191,95.5086,ZBiome_Badlands,27,10.1,0,Flat,0
1445,-42.9079,90,AB_RockyCrags,821,14.8,0,Mountainous,0
1446,-45.0191,84.4914,Lake,-53,18.3,0,SmallHills,0
1447,-49.1857,84.2623,ZBiome_Badlands,65,18,0,Flat,0
1448,-55.4964,101.935,Wasteland,4,5.4,0,Flat,0
1449,-57.7654,108.3406,Wasteland,1,1.2,0,Flat,0
1450,-51.3103,101.7631,Desert,10,5,0,Flat,0
1451,-49.0876,107.2788,Wasteland,7,0.2,0,Flat,0
1452,-55.442,114.6386,Wasteland,1,-3.9,0,Flat,0
1453,-50.9949,113.6126,Wasteland,1,-4.4,0,Flat,0
1454,-63.6976,99.4055,Wasteland,1,8.3,0,Flat,0
1455,-67.6097,95.7845,AB_RockyCrags,723,10.4,0,Mountainous,0
1456,-62.1576,107.9756,Wasteland,1,3.2,0,Flat,0
1457,-64.3976,115.8097,Wasteland,75,-0.5,0,Flat,0
1458,-70.6899,103.7038,Wasteland,211,6.6,0,LargeHills,0
1459,-68.8843,115.6416,Wasteland,270,1,0,SmallHills,0
1460,-63.6976,80.5945,ZBiome_Badlands,112,16.2,0,Flat,0
1461,-62.1576,72.0244,AridShrubland,1,19.4,0,Flat,0
1462,-67.6097,84.2155,ZBiome_Badlands,60,14.6,0,SmallHills,0
1463,-70.6899,76.2962,Wasteland,1,16.1,0,Flat,0
1464,-64.3976,64.1903,Desert,1,21.2,0,Flat,0
1465,-68.8843,64.3584,Wasteland,1,19.7,0,Flat,0
1466,-51.3103,78.237,ZBiome_Badlands,111,20.6,0,Flat,0
1467,-55.4964,78.065,AridShrubland,319,19.5,0,Flat,0
1468,-57.7654,71.6594,Desert,7,21.4,0,Flat,0
1469,-55.442,65.3614,Desert,10,24.8,0,Flat,0
1470,-49.0876,72.7212,Desert,33,24.1,0,Flat,0
1471,-50.9949,66.3874,Desert,89,25.9,0,SmallHills,0
1472,-25.9087,175.3842,AB_RockyCrags,972,-63.2,0,SmallHills,0
1473,-22.2538,177.624,AB_RockyCrags,1269,-66.7,0,LargeHills,0
1474,-18.7205,175.2595,BMT_CrystalCaverns,934,-70.4,0,LargeHills,0
1475,-18.9355,170.5204,BMT_CrystalCaverns,962,-69.8,0,LargeHills,0
1476,-22.8794,168.2224,BMT_CrystalCaverns,975,-66.7,0,SmallHills,0
1477,-26.3618,170.7462,AB_PropaneLakes,525,-62.3,0,LargeHills,0
1478,-38.7869,-180,HorrorWastes,254,-48.1,0,SmallHills,0
1479,-40.5552,175.0666,HorrorWastes,328,-46.3,0,SmallHills,0
1480,-44.7049,174.5215,AB_MycoticJungle,426,-41.5,0,SmallHills,0.4392
1481,-47.0797,180,AB_MycoticJungle,496,-38.4,0,LargeHills,0.4588
1482,-44.7049,-174.5215,AB_MycoticJungle,372,-40.1,0,Flat,0.502
1483,-40.5552,-175.0666,HorrorWastes,382,-45.7,0,SmallHills,0
1484,-37.7209,-170.7297,HorrorWastes,334,-48.4,0,SmallHills,0
1485,-33.6451,-171.912,IceSheet,154,-53,0,SmallHills,0
1486,-38.6964,-165.5688,HorrorWastes,363,-46,0,LargeHills,0
1487,-35.2073,-162.0306,HorrorWastes,355,-48.7,0,SmallHills,0
1488,-31.0258,-163.9839,HorrorWastes,472,-54.8,0,SmallHills,0
1489,-30.4052,-168.781,BMT_CrystalCaverns,216,-56.3,0,SmallHills,0
1490,-30.4052,168.781,AB_RockyCrags,973,-57.9,0,LargeHills,0
1491,-33.6451,171.912,HorrorWastes,164,-53.8,0,SmallHills,0
1492,-37.7209,170.7297,HorrorWastes,299,-49.4,0,SmallHills,0
1493,-38.6964,165.5688,HorrorWastes,492,-48.4,0,SmallHills,0
1494,-31.0258,163.9839,AB_RockyCrags,743,-56.3,0,SmallHills,0
1495,-35.2073,162.0306,HorrorWastes,448,-51.1,0,SmallHills,0
1496,-26.3618,-170.7462,BMT_CrystalCaverns,571,-62,0,LargeHills,0
1497,-25.9087,-175.3842,AB_RockyCrags,948,-62.4,0,SmallHills,0
1498,-22.2538,-177.624,BMT_CrystalCaverns,741,-66.8,0,SmallHills,0
1499,-18.7205,-175.2595,AB_PropaneLakes,872,-69.7,0,SmallHills,0
1500,-22.8794,-168.2224,BMT_CrystalCaverns,692,-63.7,0,SmallHills,0
1501,-18.9355,-170.5204,BMT_CrystalCaverns,849,-67.7,0,SmallHills,0
1502,38.7869,180,AB_PropaneLakes,1183,-52.7,0,SmallHills,0.3686
1503,40.5552,-175.0666,HorrorWastes,1195,-50.9,0,SmallHills,0
1504,44.7049,-174.5215,HorrorWastes,1300,-46.8,0,SmallHills,0
1505,47.0797,-180,HorrorWastes,1308,-43.9,0,LargeHills,0
1506,44.7049,174.5215,HorrorWastes,1465,-46.6,0,SmallHills,0
1507,40.5552,175.0666,HorrorWastes,1351,-51.2,0,LargeHills,0
1508,37.7209,170.7297,AB_RockyCrags,1724,-53.6,0,SmallHills,0.3686
1509,33.6451,171.912,AB_PropaneLakes,1204,-58.1,0,Flat,0.3804
1510,38.6964,165.5688,AB_PropaneLakes,1369,-51.4,0,LargeHills,0.3608
1511,35.2073,162.0306,AB_RockyCrags,1900,-52.8,0,Mountainous,0.3098
1512,31.0258,163.9839,AB_PropaneLakes,1079,-56.9,0,SmallHills,0.3216
1513,30.4052,168.781,AB_PropaneLakes,1214,-60.5,0,SmallHills,0.3686
1514,26.3618,170.7462,AB_RockyCrags,798,-60,4,LargeHills,0.3412
1515,25.9087,175.3842,AB_RockyCrags,794,-62.8,4,SmallHills,0.3412
1516,22.8794,168.2224,AB_PropaneLakes,24,-60.6,0,Flat,0.2902
1517,18.9355,170.5204,AB_PropaneLakes,9,-64.7,0,SmallHills,0
1518,18.7205,175.2595,AB_PropaneLakes,1,-66.6,0,SmallHills,0
1519,22.2538,177.624,AB_PropaneLakes,132,-64.5,0,LargeHills,0.349
1520,33.6451,-171.912,BMT_CrystalCaverns,1425,-60.5,0,SmallHills,0
1521,30.4052,-168.781,BMT_CrystalCaverns,1346,-63.6,0,SmallHills,0
1522,37.7209,-170.7297,BMT_CrystalCaverns,1325,-55.2,0,LargeHills,0
1523,38.6964,-165.5688,HorrorWastes,1331,-53.3,0,SmallHills,0
1524,31.0258,-163.9839,BMT_CrystalCaverns,1224,-60.8,0,LargeHills,0
1525,35.2073,-162.0306,BMT_CrystalCaverns,1338,-56.1,0,SmallHills,0
1526,22.2538,-177.624,AB_PropaneLakes,776,-68.9,4,Mountainous,0
1527,25.9087,-175.3842,AB_PropaneLakes,1416,-69.7,0,SmallHills,0.3882
1528,26.3618,-170.7462,BMT_CrystalCaverns,1278,-68.1,0,SmallHills,0
1529,22.8794,-168.2224,BMT_CrystalCaverns,1184,-69.4,0,SmallHills,0
1530,18.7205,-175.2595,AB_PropaneLakes,723,-71,0,LargeHills,0
1531,18.9355,-170.5204,BMT_CrystalCaverns,1129,-72.6,0,LargeHills,0
1532,-33.6451,-8.088,ExtremeDesert,1,53.8,0,Flat,0
1533,-30.4052,-11.219,ZBiome_Grasslands,1,55,0,Flat,0.051
1534,-31.0258,-16.0161,ZBiome_Grasslands,1,53.3,0,Flat,0.3804
1535,-35.2073,-17.9694,ZBiome_Grasslands,1,50.7,0,Flat,0.4314
1536,-38.6964,-14.4312,AridShrubland,1,49.7,0,Flat,0
1537,-37.7209,-9.2703,ExtremeDesert,1,51.1,0,Flat,0
1538,-33.6451,8.088,ExtremeDesert,14,55,0,Flat,0
1539,-37.7209,9.2703,ExtremeDesert,231,51.2,0,SmallHills,0
1540,-38.6964,14.4312,ExtremeDesert,144,51,0,LargeHills,0
1541,-35.2073,17.9694,ExtremeDesert,38,53.4,0,Flat,0
1542,-31.0258,16.0161,ExtremeDesert,38,56.4,0,Flat,0
1543,-30.4052,11.219,ExtremeDesert,27,57.4,0,Flat,0
1544,-26.3618,9.2538,ExtremeDesert,76,60,0,SmallHills,0
1545,-25.9087,4.6158,ExtremeDesert,49,60.4,0,SmallHills,0
1546,-22.8794,11.7776,ExtremeDesert,182,60.5,0,Flat,0
1547,-18.9355,9.4796,ExtremeDesert,315,61.7,0,Mountainous,0
1548,-18.7205,4.7405,ExtremeDesert,608,62.2,0,Mountainous,0
1549,-22.2538,2.376,ExtremeDesert,111,61.4,0,Flat,0
1550,-40.5552,-4.9334,ExtremeDesert,1,49.4,0,Flat,0
1551,-38.7869,0,ExtremeDesert,1,50.8,0,Flat,0
1552,-40.5552,4.9334,ExtremeDesert,220,48.9,0,SmallHills,0
1553,-44.7049,5.4785,ExtremeDesert,299,46,0,SmallHills,0
1554,-44.7049,-5.4785,ExtremeDesert,180,45.5,0,SmallHills,0
1555,-47.0797,0,ExtremeDesert,219,44.6,0,Flat,0
1556,-22.2538,-2.376,Desert,470,58.7,7,Mountainous,0
1557,-25.9087,-4.6158,Desert,3,58.9,0,Flat,0
1558,-26.3618,-9.2538,Desert,1,57.8,0,Flat,0
1559,-22.8794,-11.7776,AridShrubland,1,59,0,SmallHills,0
1560,-18.7205,-4.7405,AridShrubland,615,55.5,42,Mountainous,0
1561,-18.9355,-9.4796,AridShrubland,642,58.1,264,Mountainous,0
1562,33.6451,-8.088,ExtremeDesert,17,55.2,0,Flat,0
1563,37.7209,-9.2703,ExtremeDesert,15,52.3,0,Flat,0
1564,38.6964,-14.4312,ExtremeDesert,52,51.2,0,SmallHills,0
1565,35.2073,-17.9694,ExtremeDesert,118,52.8,0,SmallHills,0
1566,31.0258,-16.0161,ExtremeDesert,284,54.5,0,SmallHills,0
1567,30.4052,-11.219,ExtremeDesert,190,56.1,0,LargeHills,0
1568,26.3618,-9.2538,ExtremeDesert,416,56.4,0,LargeHills,0
1569,25.9087,-4.6158,AB_MiasmicMangrove,195,57.8,0,LargeHills,0.7412
1570,22.8794,-11.7776,ExtremeDesert,575,56.7,0,LargeHills,0
1571,18.9355,-9.4796,ExtremeDesert,957,56.3,0,Mountainous,0
1572,18.7205,-4.7405,ZBiome_Grasslands,615,58.3,0,Flat,0.051
1573,22.2538,-2.376,AB_MiasmicMangrove,361,58.2,0,SmallHills,0.7098
1574,22.2538,2.376,AB_FeraliskInfestedJungle,268,58.7,0,SmallHills,0.3098
1575,25.9087,4.6158,ZBiome_Grasslands,257,57.1,0,SmallHills,0.0314
1576,18.7205,4.7405,AB_MechanoidIntrusion,608,58.8,0,Flat,0
1577,18.9355,9.4796,Scarlands,236,58.8,0,Mountainous,0
1578,22.8794,11.7776,ExtremeDesert,1,58.4,0,Flat,0
1579,26.3618,9.2538,ExtremeDesert,111,57.6,0,SmallHills,0
1580,38.7869,0,ExtremeDesert,1,51.3,0,Flat,0
1581,40.5552,4.9334,ExtremeDesert,1,49.3,0,Flat,0
1582,40.5552,-4.9334,ExtremeDesert,3,50.2,0,Flat,0
1583,44.7049,-5.4785,ExtremeDesert,1,47.1,0,Flat,0
1584,44.7049,5.4785,ExtremeDesert,1,46,0,Flat,0
1585,47.0797,0,ExtremeDesert,1,44.7,0,Flat,0
1586,30.4052,11.219,ExtremeDesert,33,56.1,0,Flat,0
1587,33.6451,8.088,ExtremeDesert,4,54.4,0,Flat,0
1588,37.7209,9.2703,ExtremeDesert,1,51.1,0,Flat,0
1589,38.6964,14.4312,ExtremeDesert,1,49.8,0,Flat,0
1590,31.0258,16.0161,ExtremeDesert,6,54.6,0,Flat,0
1591,35.2073,17.9694,ExtremeDesert,3,51.4,0,Flat,0
1592,0,51.2087,ExtremeDesert,344,42.2,0,SmallHills,0
1593,3.7457,49.3347,ExtremeDesert,598,41.8,0,LargeHills,0
1594,3.89,45.1579,Desert,642,43.9,6,Mountainous,0
1595,0,42.9137,ExtremeDesert,746,44.5,6,Mountainous,0
1596,-3.89,45.1579,ExtremeDesert,504,44.3,0,Flat,0
1597,-3.7457,49.3347,ExtremeDesert,464,42.2,0,LargeHills,0
1598,-4.1506,64.0154,AridShrubland,1213,27.8,403,Mountainous,0
1599,-8.2833,63.3355,AridShrubland,648,30.8,76,Mountainous,0
1600,-10.8379,66.678,AridShrubland,1,30.5,0,SmallHills,0
1601,-8.9612,70.8193,Ocean,-350,29.2,0,Flat,0
1602,-4.4887,71.2176,Ocean,-350,29,0,Flat,0
1603,-2.1987,67.7266,AridShrubland,527,28.6,310,Mountainous,0
1604,2.1987,67.7266,ZBiome_Badlands,655,27.9,522,Mountainous,0
1605,4.1506,64.0154,AridShrubland,812,29.3,10,Mountainous,0
1606,4.4887,71.2176,Ocean,-350,29,0,Flat,0
1607,8.9612,70.8193,Wasteland,15,29.2,0,Flat,0
1608,10.8379,66.678,ZBiome_Badlands,610,29.1,113,Mountainous,0
