tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness,pollution,tempMin,tempMax,seasonalShift,riverDist,feature,featureId,waterCovered,roadCount,riverCount,mutatorCount
1611,-6.7253,56.0865,ExtremeDesert,533,36.8,0,LargeHills,0,0,32.3447,41.2562,-4.4563,0,Ashfall Range,28,0,0,0,0
1612,-9.6587,59.1065,AridShrubland,1617,29,66,Mountainous,0,0,23.1939,34.8074,-5.8074,0,Ashfall Range,28,0,0,0,1
1613,-13.6742,57.9594,Desert,1079,32.5,0,LargeHills,0,0,24.8643,40.1372,-7.6373,0,Ashfall Range,28,0,0,0,0
1614,-11.2139,50.3994,ExtremeDesert,673,38.8,0,LargeHills,0,0,32.2822,45.3192,-6.5193,0,Fall Line Barrens,63,0,0,0,0
1615,-14.5979,53.4277,ExtremeDesert,1143,34.3,6,Mountainous,0,0,26.2475,42.3541,-8.0542,0,Ashfall Range,28,0,0,0,3
1616,9.6587,59.1065,ExtremeDesert,389,36.3,4,Mountainous,0,0,30.4927,42.1062,5.8074,0,Fall Line,73,0,0,0,1
1617,6.7253,56.0865,ExtremeDesert,520,37.9,0,LargeHills,0,0,33.4438,42.3553,4.4563,0,Fall Line,73,0,0,0,0
1618,7.3196,51.9095,ExtremeDesert,115,42.9,0,LargeHills,0,0,38.1693,47.6297,4.7308,0,Fall Line,73,0,0,0,0
1619,11.2139,50.3994,ExtremeDesert,14,43.8,0,Flat,0,0,37.2808,50.3178,6.5193,0,Fall Line Barrens,63,0,2,0,1
1620,13.6742,57.9594,ExtremeDesert,226,37.3,6,Mountainous,0,0,29.6628,44.9357,7.6373,0,Ashfall Range,28,0,0,0,1
1621,14.5979,53.4277,ExtremeDesert,51,40.9,0,SmallHills,0,0,32.8459,48.9525,8.0542,0,Fall Line Barrens,63,0,0,0,0
1622,4.1506,115.9846,Wasteland,267,-18.8,0,Flat,0,0,-22.5237,-15.077,3.7238,0,Gray Crags,52,0,0,0,2
1623,8.2833,116.6645,Wasteland,302,-19.9,0,SmallHills,0,0,-25.0751,-14.726,5.1751,36,Gray Crags,52,0,0,0,0
1624,10.8379,113.322,ZBiome_Badlands,837,-16.7,0,LargeHills,0,0,-23.0474,-10.3539,6.3475,0,Gray Crags,52,0,0,0,0
1625,8.9612,109.1807,ZBiome_Badlands,268,-8.2,15,Mountainous,0,1,-13.687,-2.7141,5.4871,0,Gray Crags,52,0,0,0,1
1626,4.4887,108.7824,ZBiome_Badlands,424,-8.9,15,Mountainous,0,0,-12.6826,-5.1182,3.7826,0,Gray Crags,52,0,0,0,1
1627,2.1987,112.2734,ZBiome_Badlands,680,-15.8,10,Mountainous,0,0,-19.1836,-12.4171,3.3836,0,Gray Crags,52,0,0,0,1
1628,0,128.7913,Wasteland,515,-34.5,0,SmallHills,0,0,-37.5,-31.5007,3,0,Cinderdark,74,0,0,0,0
1629,-3.7457,130.6653,Wasteland,708,-37.6,0,Flat,0,0,-41.2525,-33.9468,-3.6533,0,Cinderdark,74,0,0,0,0
1630,-3.89,134.8421,Wasteland,644,-41.8,0,SmallHills,0,0,-45.4776,-38.1216,-3.6784,0,Cinderdark,74,0,0,0,0
1631,0,137.0863,HorrorWastes,561,-44.5,0,SmallHills,0,0,-47.4993,-41.5,-3,0,Deadstone,25,0,0,0,0
1632,3.89,134.8421,HorrorWastes,580,-42,0,SmallHills,0,0,-45.6784,-38.3224,3.6784,0,Deadstone,25,0,0,0,0
1633,3.7457,130.6653,Wasteland,322,-35.7,0,SmallHills,0,0,-39.3532,-32.0475,3.6533,0,Cinderdark,74,0,0,0,0
1634,-6.7253,123.9135,Wasteland,454,-28.6,0,SmallHills,0,0,-33.0553,-24.1438,-4.4563,0,Sunreach,29,0,0,0,0
1635,-9.6587,120.8935,Wasteland,284,-24.2,0,SmallHills,0,0,-30.0062,-18.3927,-5.8074,0,Sunreach,29,0,0,0,0
1636,-7.3196,128.0906,Wasteland,690,-34.1,0,SmallHills,0,0,-38.8297,-29.3693,-4.7308,0,Cinderdark,74,0,0,0,0
1637,-11.2139,129.6007,Wasteland,623,-34.5,0,SmallHills,0,0,-41.0178,-27.9808,-6.5193,0,Cinderdark,74,0,0,0,0
1638,-13.6742,122.0406,Wasteland,186,-23.8,0,SmallHills,0,0,-31.4357,-16.1628,-7.6373,0,Sunreach,29,0,0,0,0
1639,-14.5979,126.5723,Wasteland,467,-29.8,0,SmallHills,0,0,-37.8525,-21.7459,-8.0542,0,Cinderdark,74,0,0,0,0
1640,7.3196,128.0906,HorrorWastes,371,-33.5,0,LargeHills,0,0,-38.2307,-28.7703,4.7308,0,Deadstone,25,0,0,0,1
1641,6.7253,123.9135,Wasteland,566,-29.6,0,Flat,0,0.9245,-34.0562,-25.1447,4.4563,0,Sunreach,29,0,0,0,1
1642,9.6587,120.8935,AB_RockyCrags,418,-25.5,0,LargeHills,0,1,-31.3074,-19.6939,5.8074,39,Sunreach,29,0,0,0,1
1643,13.6742,122.0406,AB_RockyCrags,394,-26.8,0,LargeHills,0,0,-34.4372,-19.1643,7.6373,0,Sunreach,29,0,0,0,1
1644,11.2139,129.6007,HorrorWastes,491,-35.9,0,SmallHills,0,0,-42.4192,-29.3822,6.5193,0,Deadstone,25,0,0,0,0
1645,14.5979,126.5724,HorrorWastes,374,-31.8,0,SmallHills,0,0,-39.8541,-23.7475,8.0542,0,Deadstone,25,0,0,0,0
1646,-2.1987,112.2734,Wasteland,446,-16.4,0,LargeHills,0,0,-19.7829,-13.0164,-3.3836,0,Gray Crags,52,0,0,0,0
1647,-4.1506,115.9846,Wasteland,314,-19.6,0,Flat,0,0,-23.323,-15.8763,-3.7238,0,Sunreach,29,0,0,0,2
1648,-8.2833,116.6645,Wasteland,224,-19.6,0,SmallHills,0,0,-24.774,-14.4249,-5.1751,0,Sunreach,29,0,0,0,0
1649,-10.8379,113.322,AB_RockyCrags,282,-16.1,0,SmallHills,0,0,-22.4461,-9.7526,-6.3475,0,Gray Crags,52,0,0,0,0
1650,-4.4887,108.7824,ZBiome_Badlands,610,-11.3,14,Mountainous,0,0,-15.0818,-7.5174,-3.7826,0,Gray Crags,52,0,0,0,1
1651,-8.9612,109.1807,Wasteland,505,-11.7,12,Mountainous,0,0.8621,-17.1859,-6.213,-5.4871,0,Gray Crags,52,0,0,0,1
1652,4.1506,-64.0154,ZBiome_DesertOasis,966,30.2,54,Mountainous,0.2,0,26.4763,33.923,3.7238,3,Dew Horn,66,0,0,0,2
1653,8.2833,-63.3355,ZBiome_DesertOasis,881,30.9,0,LargeHills,0.2,1,25.7249,36.074,5.1751,1,Dew Horn,66,0,0,0,1
1654,10.8379,-66.678,ZBiome_Badlands,462,31.1,1132,Mountainous,0,0,24.7526,37.4461,6.3475,0,Dew Horn,66,0,0,0,2
1655,8.9612,-70.8193,Ocean,-350,29.2,0,Flat,0,0,23.713,34.6859,5.4871,0,Twilight Sea,35,1,0,0,0
1656,4.4887,-71.2176,ZBiome_Badlands,657,27.7,121,Mountainous,0,0,23.9174,31.4818,3.7826,0,Dew Horn,66,0,0,0,1
1657,2.1987,-67.7266,ZBiome_Badlands,1228,26.3,0,LargeHills,0,0,22.9164,29.6829,3.3836,0,Dew Horn,66,0,0,0,0
1658,-2.1987,-67.7266,ZBiome_Badlands,1439,24.5,0,LargeHills,0,0,21.1171,27.8836,-3.3836,0,Dew Horn,66,0,0,0,0
1659,-4.1506,-64.0154,ZBiome_Badlands,1667,25.8,220,Mountainous,0,0,22.077,29.5237,-3.7238,0,Dew Horn,66,0,0,0,3
1660,-4.4887,-71.2176,ZBiome_DesertOasis,1019,24.5,0,SmallHills,0.2314,0,20.7182,28.2826,-3.7826,0,Dew Horn,66,0,0,0,1
1661,-8.9612,-70.8193,ZBiome_Badlands,990,24.6,0,LargeHills,0,0,19.1141,30.087,-5.4871,0,Dew Horn,66,0,2,0,1
1662,-10.8379,-66.678,ZBiome_Badlands,1461,25.1,276,Mountainous,0,0,18.7539,31.4474,-6.3475,0,Dew Horn,66,0,0,0,1
1663,-8.2833,-63.3355,ZBiome_Badlands,1918,25.1,0,LargeHills,0,0,19.926,30.2751,-5.1751,0,Dew Horn,66,0,0,0,0
1664,-9.6587,-59.1065,ZBiome_Badlands,1303,31.8,129,Mountainous,0,0,25.9939,37.6074,-5.8074,0,Dew Horn,66,0,0,0,1
1665,-6.7253,-56.0865,ZBiome_DesertOasis,960,35.4,0,SmallHills,0.2,0.9942,30.9447,39.8562,-4.4563,0,Dew Belt,30,0,2,0,1
1666,-13.6742,-57.9594,ZBiome_Badlands,1286,33,26,Mountainous,0,0,25.3643,40.6372,-7.6373,0,Dew Horn,66,0,0,0,1
1667,-14.5979,-53.4277,ZBiome_DesertOasis,1064,37.1,0,SmallHills,0.2,0,29.0475,45.1541,-8.0542,0,Dew Horn,66,0,0,0,1
1668,-11.2139,-50.3994,AB_FeraliskInfestedJungle,1115,38.7,1112,Impassable,0.4196,0,32.1822,45.2192,-6.5193,0,Scald Spine,67,0,0,0,2
1669,-7.3196,-51.9095,BiomeCypreJungle,886,38.3,1251,Mountainous,0.5412,0,33.5703,43.0307,-4.7308,9,Scald Spine,67,0,0,1,2
1670,6.7253,-56.0865,ZBiome_DesertOasis,253,38.7,0,Flat,0.3804,1,34.2438,43.1553,4.4563,0,Dew Belt,30,0,0,0,0
1671,7.3196,-51.9095,ZBiome_DesertOasis,199,40.5,0,SmallHills,0.3804,0,35.7693,45.2297,4.7308,0,Scald Spine,67,0,2,0,0
1672,9.6587,-59.1065,ZBiome_Badlands,429,36,0,LargeHills,0.051,0,30.1927,41.8062,5.8074,0,Dew Horn,66,0,0,0,2
1673,13.6742,-57.9594,ZBiome_Badlands,239,36.9,36,Mountainous,0.051,0,29.2628,44.5357,7.6373,0,Dew Horn,66,0,2,0,1
1674,11.2139,-50.3994,AB_FeraliskInfestedJungle,46,42.1,0,LargeHills,0.4,0.888,35.5808,48.6178,6.5193,0,Dew Belt,30,0,0,0,0
1675,14.5979,-53.4277,ZBiome_Grasslands,1,40.4,0,Flat,0.3882,0,32.3459,48.4525,8.0542,0,Dew Belt,30,0,0,0,0
1676,-3.7457,-49.3347,Lake,-350,37.3,0,Flat,0,0,33.6475,40.9532,-3.6533,0,Scald,68,1,0,0,0
1677,0,-51.2087,ZBiome_DesertOasis,43,39.1,1529,Mountainous,0.2314,0,36.1,42.0993,3,0,Scald Spine,67,0,2,0,2
1678,3.7457,-49.3347,ZBiome_DesertOasis,61,39.9,1529,Mountainous,0.2314,0,36.2468,43.5525,3.6533,0,Scald Spine,67,0,3,0,2
1679,3.89,-45.1579,Lake,-350,40,0,Flat,0,0,36.3216,43.6776,3.6784,0,Scald,68,1,0,0,0
1680,-3.89,-45.1579,Lake,-350,40,0,Flat,0,0,36.3224,43.6784,-3.6784,0,Scald,68,1,0,0,0
1681,0,-42.9137,Lake,-350,41.6,0,Flat,0,0,38.6007,44.6,-3,0,Scald,68,1,0,0,0
1682,0,-128.7913,AB_MycoticJungle,345,-34.6,0,SmallHills,0.5216,0,-37.5993,-31.6,-3,0,Blindwood,75,0,0,0,0
1683,3.7457,-130.6653,BMT_FungalForest,290,-36,0,Flat,0.3294,0,-36.7307,-35.2695,0.7307,0,Blindwood,75,0,0,0,0
1684,3.89,-134.8421,AB_MycoticJungle,313,-40.7,0,Flat,0.5216,0,-44.3784,-37.0224,3.6784,0,Deadstone,25,0,0,0,0
1685,0,-137.0863,HorrorWastes,463,-44.2,0,SmallHills,0,0,-47.2,-41.2007,3,0,Deadstone,25,0,0,0,0
1686,-3.89,-134.8421,HorrorWastes,668,-42.9,0,SmallHills,0,0,-46.5776,-39.2216,-3.6784,0,Deadstone,25,0,0,0,0
1687,-3.7457,-130.6653,HorrorWastes,642,-38.3,0,SmallHills,0,0,-41.9525,-34.6468,-3.6533,48,Deadstone,25,0,0,0,0
1688,6.7253,-123.9135,AB_MycoticJungle,427,-25.6,0,SmallHills,0.4902,0,-30.0562,-21.1447,4.4563,0,Nightspill,31,0,0,0,0
1689,9.6587,-120.8935,AB_MycoticJungle,383,-19.2,0,SmallHills,0.5608,0,-25.0074,-13.3939,5.8074,0,Nightspill,31,0,0,0,0
1690,7.3196,-128.0906,AB_MycoticJungle,231,-31.5,0,Flat,0.5216,0,-36.2307,-26.7703,4.7308,0,Blindwood,75,0,0,0,0
1691,11.2139,-129.6007,AB_MycoticJungle,302,-32.8,0,SmallHills,0.5098,0,-39.3192,-26.2822,6.5193,0,Blindwood,75,0,0,0,0
1692,13.6742,-122.0406,AB_RockyCrags,159,-18.9,0,SmallHills,0,0,-26.5372,-11.2643,7.6373,0,Nightspill,31,0,0,0,0
1693,14.5979,-126.5723,AB_MycoticJungle,321,-29.1,0,SmallHills,0.4706,0,-37.1541,-21.0475,8.0542,0,Blindwood,75,0,0,0,0
1694,-7.3196,-128.0906,AB_MycoticJungle,710,-35.6,0,SmallHills,0.4784,0,-40.3297,-30.8693,-4.7308,0,Blindwood,75,0,0,0,0
1695,-6.7253,-123.9135,AB_MycoticJungle,670,-30.4,0,Flat,0.4706,0,-34.8553,-25.9438,-4.4563,0,Nightspill,31,0,0,0,0
1696,-11.2139,-129.6007,HorrorWastes,852,-37.2,0,SmallHills,0,0,-43.7178,-30.6808,-6.5193,0,Deadstone,25,0,0,0,0
1697,-14.5979,-126.5724,HorrorWastes,755,-32.1,0,LargeHills,0,0,-40.1525,-24.0459,-8.0542,0,Deadstone,25,0,0,0,1
1698,-13.6742,-122.0406,AB_MycoticJungle,598,-26.4,0,Flat,0.4196,0,-34.0357,-18.7628,-7.6373,0,Nightspill,31,0,0,0,0
1699,-9.6587,-120.8935,AB_MycoticJungle,597,-26,0,Flat,0.4392,0.8682,-31.8062,-20.1927,-5.8074,0,Nightspill,31,0,0,0,0
1700,4.1506,-115.9846,SeaIce,-350,-10.3,0,Flat,0,0,-14.0237,-6.577,3.7238,35,Twilight Sea,35,1,0,0,0
1701,2.1987,-112.2734,SeaIce,-350,-6.1,0,Flat,0,0,-9.4836,-2.7171,3.3836,0,Twilight Sea,35,1,0,0,0
1702,8.2833,-116.6645,SeaIce,-350,-9.9,0,Flat,0,0,-15.0751,-4.726,5.1751,0,Twilight Sea,35,1,0,0,0
1703,10.8379,-113.322,SeaIce,-350,-4.5,0,Flat,0,0,-10.8474,1.8461,6.3475,0,Twilight Sea,35,1,0,0,0
1704,4.4887,-108.7824,SeaIce,-350,-4.8,0,Flat,0,0,-8.5826,-1.0182,3.7826,0,Twilight Sea,35,1,0,0,0
1705,8.9612,-109.1807,AB_RockyCrags,84,-3.5,0,SmallHills,0,0,-8.987,1.9859,5.4871,0,Twilight Crags,69,0,0,0,0
1706,-8.2833,-116.6645,BMT_FungalForest,564,-20.5,0,SmallHills,0.2706,0,-21.5348,-19.465,-1.035,0,Nightspill,31,0,0,0,0
1707,-4.1506,-115.9846,AB_MycoticJungle,213,-13.8,14,Mountainous,0.5412,0,-17.523,-10.0763,-3.7238,0,Twilight Crags,69,0,1,0,1
1708,-2.1987,-112.2734,AB_MycoticJungle,180,-6.4,0,LargeHills,0.5608,0,-9.7829,-3.0164,-3.3836,0,Twilight Crags,69,0,2,0,0
1709,-4.4887,-108.7824,AB_RockyCrags,270,-6.9,15,Mountainous,0,0,-10.6818,-3.1174,-3.7826,0,Twilight Crags,69,0,2,0,2
1710,-10.8379,-113.322,AB_MycoticJungle,652,-17.1,0,LargeHills,0.4314,0,-23.4461,-10.7526,-6.3475,0,Twilight Crags,69,0,0,0,0
1711,-8.9612,-109.1807,AB_RockyCrags,1100,-13.8,0,LargeHills,0,0,-19.2859,-8.313,-5.4871,0,Twilight Crags,69,0,0,0,1
1712,42.1947,-127.5259,AB_RockyCrags,913,-23.6,0,LargeHills,0,0,-42.8438,-4.3602,19.2441,0,Twilight Crags,69,0,0,0,1
1713,40.9797,-121.575,PoisonForest,1049,-20.6,0,LargeHills,0.349,0,-39.4208,-1.783,18.8211,0,Twilight Crags,69,0,0,0,0
1714,48.3204,-118.6563,AB_RockyCrags,259,-10.6,0,LargeHills,0,0,-31.8497,10.6453,21.25,0,Nightspill,31,0,0,0,1
1715,43.8926,-117.1676,PoisonForest,365,-12.2,4,Mountainous,0.3804,0,-32.0213,7.6172,19.8216,0,Twilight Crags,69,0,0,0,1
1716,49.7803,-125.2307,AB_RockyCrags,286,-14.1,0,LargeHills,0,0,-35.795,7.5905,21.6953,0,Rimewall,47,0,0,0,1
1717,46.5522,-129.6397,AB_RockyCrags,591,-20.8,0,SmallHills,0,0,-41.4931,-0.1112,20.6934,0,Nightspill,31,0,0,0,0
1718,47.3908,-136.1724,AB_RockyCrags,611,-25,0,SmallHills,0,0,-45.9594,-4.0449,20.9597,0,Rimewall,47,0,0,0,0
1719,43.715,-139.8209,HorrorWastes,779,-31.7,0,SmallHills,0,0,-51.4617,-11.9424,19.7619,0,Rimewall,47,0,0,0,0
1720,51.6295,-139.1564,AB_RockyCrags,634,-22.9,0,SmallHills,0,0,-45.1401,-0.6645,22.2404,0,Rimewall,47,0,0,0,0
1721,51.983,-146.2839,AB_MycoticJungle,742,-27.4,0,SmallHills,0.3686,0,-49.7418,-5.0628,22.3421,0,Frostcaps,32,0,0,0,0
1722,48.0384,-149.3832,AB_MycoticJungle,847,-33.7,0,Flat,0.4,0,-54.8622,-12.5422,21.1625,0,Stillwood,61,0,2,0,0
1723,44.0059,-146.0173,HorrorWastes,957,-36.7,0,SmallHills,0,0,-56.5592,-16.8448,19.8595,0,Deadstone,25,0,0,0,0
1724,40.0194,-148.9243,HorrorWastes,901,-41.4,0,SmallHills,0,0,-59.881,-22.9228,18.4812,0,Deadstone,25,0,0,0,0
1725,35.9755,-146.1089,HorrorWastes,884,-43,0,SmallHills,0,0,-59.9982,-26.0053,16.9984,0,Deadstone,25,0,0,0,0
1726,35.6877,-156.8847,HorrorWastes,1067,-51.6,0,SmallHills,0,0,-68.4896,-34.7139,16.8898,0,Deadstone,25,0,2,0,0
1727,39.8661,-154.616,HorrorWastes,1003,-45.3,0,SmallHills,0,0.8454,-63.7263,-26.8775,18.4266,0,Deadstone,25,0,2,0,0
1728,31.8235,-154.0015,HorrorWastes,872,-52.4,0,LargeHills,0,0,-67.7946,-37.0086,15.3948,0,Deadstone,25,0,0,0,1
1729,31.9678,-148.8619,HorrorWastes,799,-47.5,0,SmallHills,0,0,-62.9516,-32.0516,15.4518,0,Deadstone,25,0,0,0,0
1730,27.9495,-146.4384,HorrorWastes,715,-47.7,0,SmallHills,0,0,-61.5316,-33.8712,13.8318,0,Deadstone,25,0,0,0,0
1731,27.7894,-141.3782,HorrorWastes,773,-42.9,0,SmallHills,0,0,-56.6657,-29.1371,13.7659,0,Deadstone,25,0,0,0,0
1732,23.9441,-149.0877,HorrorWastes,782,-53.3,0,LargeHills,0,0,-65.4557,-41.1468,12.1559,0,Deadstone,25,0,0,0,1
1733,19.9846,-146.9731,AB_MycoticJungle,1033,-54.3,0,SmallHills,0.4392,0,-64.747,-43.8552,10.4471,0,Blindwood,75,0,0,0,0
1734,19.9039,-142.273,AB_MycoticJungle,761,-47.2,0,SmallHills,0.4392,0,-57.6117,-36.7905,10.4118,0,Blindwood,75,0,0,0,0
1735,23.6995,-139.3605,HorrorWastes,714,-41.8,0,SmallHills,0,0,-53.8516,-29.7509,12.0517,0,Deadstone,25,0,0,0,0
1736,23.2796,-134.4378,HorrorWastes,699,-36.9,0,LargeHills,0,0,-48.7723,-25.0301,11.8725,0,Deadstone,25,0,0,0,1
1737,26.8195,-131.1736,HorrorWastes,620,-32.1,0,SmallHills,0,0.9046,-45.4646,-18.7381,13.3648,0,Deadstone,25,0,0,0,0
1738,18.5907,-127.9926,AB_RockyCrags,399,-29.9,0,LargeHills,0,0,-39.7347,-20.0673,9.8348,0,Deadstone,25,0,0,0,1
1739,19.2062,-132.7548,AB_MycoticJungle,587,-35.6,0,Flat,0.4588,0,-45.7057,-25.4964,10.1058,0,Blindwood,75,0,0,0,0
1740,21.8634,-124.628,AB_RockyCrags,428,-22.5,0,SmallHills,0,0,-33.7637,-11.2386,11.2639,0,Nightspill,31,0,0,0,0
1741,26.0153,-126.1017,AB_RockyCrags,553,-26.7,0,SmallHills,0,0,-39.7295,-13.6732,13.0296,0,Nightspill,31,0,0,0,0
1742,29.2275,-122.4899,PoisonForest,636,-22.6,0,Flat,0.3294,0,-36.9539,-8.2491,14.3541,0,Nightspill,31,0,0,0,0
1743,33.5117,-124.005,PoisonForest,838,-23.9,0,SmallHills,0.3294,0,-39.956,-7.8473,16.0562,0,Twilight Crags,69,0,0,0,0
1744,36.6046,-120.0517,PoisonForest,1037,-20.6,0,SmallHills,0.349,0,-37.8341,-3.3694,17.2344,0,Twilight Crags,69,0,0,0,0
1745,35.1188,-114.6,AridShrubland,633,-13.4,0,LargeHills,0,0,-30.0737,3.2703,16.674,0,Twilight Crags,69,0,0,0,0
1746,27.9987,-117.3683,AB_RockyCrags,797,-18.9,0,SmallHills,0,0,-32.7519,-5.051,13.852,0,Twilight Crags,69,0,0,0,0
1747,30.807,-113.4517,PoisonForest,581,-13.1,0,LargeHills,0.3882,0,-28.0904,1.8873,14.9906,0,Twilight Crags,69,0,0,0,0
1748,71.8966,-153.9573,AB_RockyCrags,212,-5.4,0,SmallHills,0,0,-32.0796,21.2741,26.6799,0,Rimewall,47,0,2,0,0
1749,67.9517,-146.9723,AB_MycoticJungle,155,-7.4,0,Flat,0.3216,0,-33.4495,18.6441,26.0498,0,Frostcaps,32,0,0,0,0
1750,70.7184,-126.677,Desert,39,1.9,0,SmallHills,0,0,-24.6038,28.3984,26.5042,0,Rimewall,47,0,0,0,0
1751,67.4375,-135.5261,AB_RockyCrags,24,-3.7,0,SmallHills,0,0,-29.6586,22.2533,25.959,0,Rimewall,47,0,0,0,0
1752,75.2145,-128.874,Desert,33,4.1,0,Flat,0,0,-23.0166,31.2111,27.117,0,Level,87,0,2,0,0
1753,75.9916,-146.248,Desert,30,1,0,SmallHills,0,0,-26.2066,28.201,27.2069,0,Rimewall,47,0,0,0,0
1754,79.8665,-157.6145,Desert,24,3.4,0,SmallHills,0,0,-24.1836,30.978,27.584,0,Knuckles,76,0,0,0,0
1755,78.2973,180,AB_RockyCrags,117,-0.6,0,LargeHills,0,0,-28.0453,26.8397,27.4457,0,Rimewall,47,0,0,0,1
1756,83.9437,-141.2186,Desert,18,8.6,0,Flat,0,0,-19.2508,36.4451,27.8512,0,Level,87,0,0,0,0
1757,87.5048,-180,AB_GelatinousSuperorganism,8,10.7,0,Flat,0,0,-17.2743,38.6686,27.9747,0,Slough,48,0,0,0,0
1758,83.9438,141.2186,Desert,5,7.9,0,SmallHills,0,0,-19.9508,35.7451,27.8512,0,Knuckles,76,0,0,0,0
1759,79.8665,157.6145,Desert,122,1.5,0,SmallHills,0,0,-26.0836,29.078,27.584,0,Knuckles,76,0,0,0,0
1760,75.9916,146.248,AB_MycoticJungle,304,-2.9,0,LargeHills,0.3412,0,-30.1066,24.301,27.2069,0,Mould Marches,77,0,0,0,0
1761,71.8966,153.9573,AB_RockyCrags,459,-9.1,0,SmallHills,0,0,-35.7796,17.5741,26.6799,0,Rimewall,47,0,0,0,0
1762,70.7184,126.677,AB_MycoticJungle,241,-1.9,0,LargeHills,0.3804,0,-28.4038,24.5984,26.5042,0,Mould Marches,77,0,0,0,0
1763,75.2145,128.874,AB_MycoticJungle,66,1.4,0,LargeHills,0.349,0,-25.7166,28.5111,27.117,0,Sporefields,22,0,0,0,0
1764,67.4375,135.5261,AB_MycoticJungle,460,-9,0,SmallHills,0.3098,0,-34.9586,16.9533,25.959,0,Mould Marches,77,0,0,0,0
1765,67.9517,146.9723,AB_RockyCrags,516,-12.1,0,SmallHills,0,0,-38.1495,13.9441,26.0498,0,Rimewall,47,0,0,0,0
1766,63.9044,151.9896,AB_RockyCrags,718,-18.6,0,LargeHills,0,0,-43.8813,6.6761,25.2816,0,Rimewall,47,0,0,0,1
1767,63.2945,161.977,AB_RockyCrags,643,-20.7,0,LargeHills,0,0,-45.8551,4.4499,25.1554,0,Rimewall,47,0,0,0,1
1768,59.9296,146.8134,AB_MycoticJungle,1084,-23.4,4,Mountainous,0.3882,0,-47.8106,1.0056,24.4109,0,Gray Crags,52,0,0,0,1
1769,55.9626,150.4819,AB_RockyCrags,1381,-30,0,LargeHills,0,0,-53.4309,-6.5739,23.4313,0,Gray Crags,52,0,0,0,1
1770,55.5875,158.316,AB_MycoticJungle,1158,-31.3,0,SmallHills,0.4314,0,-54.6328,-7.972,23.3331,0,Frostcaps,32,0,0,0,0
1771,58.9598,164.2737,AB_MycoticJungle,982,-27.7,0,SmallHills,0.4314,0,-51.8812,-3.5238,24.1815,0,Frostcaps,32,0,0,0,0
1772,63.2945,-161.977,AB_MycoticJungle,323,-17.8,0,Flat,0.3608,0,-42.9551,7.3499,25.1554,0,Frostcaps,32,0,0,0,0
1773,58.9598,-164.2737,AB_MycoticJungle,581,-24.5,0,LargeHills,0.4,0,-48.6811,-0.3238,24.1815,0,Frostcaps,32,0,0,0,0
1774,63.9044,-151.9896,AB_MycoticJungle,305,-14.1,0,SmallHills,0.3216,0,-39.3813,11.1761,25.2816,0,Frostcaps,32,0,0,0,0
1775,59.9296,-146.8134,AB_MycoticJungle,243,-16,0,LargeHills,0.298,0,-40.4106,8.4056,24.4109,0,Frostcaps,32,0,0,0,0
1776,55.9626,-150.4819,BMT_FungalForest,725,-24.9,0,SmallHills,0.2,0,-29.5862,-20.2148,4.6863,0,Frostcaps,32,0,0,0,0
1777,55.5875,-158.316,BMT_FungalForest,653,-27.3,0,SmallHills,0.251,0,-31.9666,-22.6344,4.6666,0,Frostcaps,32,0,0,0,0
1778,57.5556,172.4769,AB_MycoticJungle,679,-28,0,SmallHills,0.4392,0,-51.8373,-4.1676,23.8377,0,Frostcaps,32,0,0,0,0
1779,60.0297,-180,AB_MycoticJungle,637,-24.9,0,SmallHills,0.451,0,-49.3339,-0.4711,24.4343,0,Frostcaps,32,0,0,0,0
1780,57.5556,-172.4769,AB_MycoticJungle,699,-27.6,0,SmallHills,0.3882,0,-51.4373,-3.7676,23.8377,0,Frostcaps,32,0,0,0,0
1781,53.2146,-173.2593,AB_MycoticJungle,973,-34,0,SmallHills,0.3686,0,-56.6899,-11.3147,22.6902,0,Stillwood,61,0,0,0,0
1782,51.2972,-180,AB_MycoticJungle,1000,-37.1,0,SmallHills,0.3882,0,-59.2437,-14.9609,22.144,0,Stillwood,61,0,0,0,2
1783,53.2146,173.2593,AB_MycoticJungle,760,-33.8,0,SmallHills,0.4588,0,-56.4899,-11.1147,22.6902,0,Stillwood,61,0,0,0,0
1784,71.8966,-26.0427,Desert,4,26.4,0,Flat,0,0,-0.2796,53.0741,26.6799,0,Combs,49,0,0,0,2
1785,75.9916,-33.752,ZBiome_Badlands,1,22.3,0,SmallHills,0,0,-4.9066,49.501,27.2069,0,Cracklands,33,0,2,0,0
1786,70.7184,-53.323,ZBiome_Badlands,15,23.2,0,SmallHills,0,0,-3.3038,49.6984,26.5042,0,Cracklands,33,0,2,0,0
1787,75.2145,-51.126,ZBiome_Badlands,7,21,0,SmallHills,0,0,-6.1166,48.1111,27.117,0,Cracklands,33,0,0,0,0
1788,67.4375,-44.4739,Desert,22,27.2,0,Flat,0,0,1.2414,53.1533,25.959,0,Combs,49,0,0,0,0
1789,67.9517,-33.0277,Desert,162,28.2,0,SmallHills,0,0,2.1506,54.2441,26.0498,0,Combs,49,0,0,0,0
1790,63.9044,-28.0104,Desert,347,31,0,SmallHills,0,0,5.7187,56.2761,25.2816,0,Combs,49,0,0,0,0
1791,63.2945,-18.023,Desert,231,33.2,0,Flat,0,0,8.0449,58.3499,25.1554,0,Combs,49,0,0,0,0
