tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness
2863,-17.1971,64.0547,ExtremeDesert,642,48.2,182,SmallHills,0.2392
2864,-2.3101,80.1254,AridShrubland,563,35.6,366,Flat,0.4706
2865,-2.295,77.6211,AridShrubland,542,38.1,664,Flat,0.1843
2866,0,81.4023,AB_FeraliskInfestedJungle,387,35.5,1747,Mountainous,0.1608
2867,2.3101,80.1254,AB_FeraliskInfestedJungle,344,37,1746,Mountainous,0
2868,2.295,77.6211,AridShrubland,578,37.8,359,SmallHills,0
2869,0,76.3966,AridShrubland,571,39,339,Flat,0.098
2870,-10.7125,39.001,Desert,321,67.2,129,SmallHills,0
2871,-9.3271,41.117,Desert,222,66.9,374,SmallHills,0
2872,-10.5287,43.4591,Desert,326,64.8,153,SmallHills,0
2873,-13.1125,43.7643,ExtremeDesert,496,63.3,176,LargeHills,0
2874,-14.5426,41.6497,ExtremeDesert,529,64,177,SmallHills,0
2875,-13.3425,39.2274,Desert,419,66.1,169,SmallHills,0
2876,19.942,67.6633,Desert,572,45.6,43,SmallHills,0.102
2877,17.5945,66.7488,ExtremeDesert,582,46.5,40,SmallHills,0.0706
2878,17.1971,64.0547,ExtremeDesert,554,48.8,38,SmallHills,0.0392
2879,19.0885,62.1756,ExtremeDesert,550,50,31,Flat,0
2880,21.468,63.0004,ExtremeDesert,554,49.1,33,SmallHills,0.502
2881,21.9252,65.7983,ExtremeDesert,590,46.6,39,SmallHills,0.3373
2882,19.0885,117.8245,HorrorWastes,1406,-9.8,1419,LargeHills,0
2883,21.468,116.9997,BMT_FungalForest,1433,-8.5,1629,SmallHills,0
2884,19.942,112.3367,PoisonForest,1580,-4.6,920,LargeHills,0
2885,21.9252,114.2017,Glowforest,1492,-5.7,1532,SmallHills,0
2886,17.5945,113.2512,Glowforest,1282,-4,1401,LargeHills,0
2887,17.1971,115.9453,AB_GelatinousSuperorganism,1338,-7.5,1689,Flat,0
2888,-13.1125,136.2357,AB_MycoticJungle,754,-28.9,657,SmallHills,0
2889,-14.5426,138.3503,AB_MycoticJungle,871,-31.8,540,SmallHills,0
2890,-10.7125,140.9991,AB_RockyCrags,704,-35.1,448,SmallHills,0
2891,-13.3425,140.7726,AB_RockyCrags,818,-34.8,401,SmallHills,0
2892,-9.3271,138.883,AB_MycoticJungle,640,-32.4,630,Flat,0
2893,-10.5287,136.5408,AB_MycoticJungle,598,-29,688,SmallHills,0
2894,-17.5945,113.2512,Glowforest,1631,-6.3,1156,Mountainous,0
2895,-19.942,112.3367,Glowforest,1590,-4.6,1538,LargeHills,0
2896,-17.1971,115.9453,Glowforest,1340,-7.6,1478,LargeHills,0
2897,-19.0885,117.8245,Glowforest,1127,-8,1563,LargeHills,0
2898,-21.468,116.9997,Glowforest,1194,-7,1609,LargeHills,0
2899,-21.9252,114.2017,Glowforest,1369,-4.9,1583,LargeHills,0
2900,10.7125,140.9991,AB_RockyCrags,711,-35.2,498,Flat,0
2901,9.3271,138.883,AB_MycoticJungle,686,-32.7,615,SmallHills,0.0784
2902,10.5287,136.5408,AB_MycoticJungle,753,-30,765,SmallHills,0.2902
2903,13.1125,136.2357,AB_MycoticJungle,703,-28.6,856,SmallHills,0.3765
2904,14.5426,138.3503,AB_MycoticJungle,706,-30.7,715,SmallHills,0.4431
2905,13.3425,140.7726,AB_MycoticJungle,747,-34.3,529,Flat,0.4667
2906,2.3101,99.8746,Ocean,-122,18.6,90,Flat,0.349
2907,2.295,102.3789,Wasteland,373,13.3,331,Impassable,0.3098
2908,0,103.6034,Wasteland,1030,7.6,296,Impassable,0.2353
2909,-2.295,102.3789,AridShrubland,973,9.4,876,Mountainous,0.3294
2910,-2.3101,99.8746,AridShrubland,526,15.1,529,Mountainous,0.4706
2911,0,98.5977,Ocean,-122,20,90,Flat,0.4706
2912,19.0885,-62.1756,ZBiome_DesertOasis,389,51.1,1483,Flat,0.1373
2913,21.468,-63.0004,Desert,440,49.8,450,SmallHills,0.302
2914,19.942,-67.6633,ZBiome_DesertOasis,430,46.5,1207,Flat,0.5961
2915,21.9252,-65.7983,ZBiome_DesertOasis,388,48,964,Flat,0.4941
2916,17.5945,-66.7488,ZBiome_DesertOasis,387,47.8,479,Flat,0.4118
2917,17.1971,-64.0547,ZBiome_DesertOasis,378,50,1394,Flat,0.2353
2918,2.3101,-80.1254,Ocean,-350,39.2,90,Flat,0
2919,2.295,-77.6211,Ocean,-350,41.6,90,Flat,0.0039
2920,0,-81.4023,Ocean,-350,38,90,Flat,0.0275
2921,-2.3101,-80.1254,Ocean,-213,39.2,90,Flat,0.0275
2922,-2.295,-77.6211,Ocean,20,41.5,1575,Flat,0.0275
2923,0,-76.3966,Ocean,-122,42.7,90,Flat,0.0196
2924,-19.942,-67.6633,ExtremeDesert,345,47,26,SmallHills,0
2925,-17.5945,-66.7488,ExtremeDesert,279,48.5,25,SmallHills,0
2926,-21.468,-63.0004,ExtremeDesert,349,50.4,23,SmallHills,0
2927,-21.9252,-65.7983,ExtremeDesert,431,47.7,26,SmallHills,0
2928,-19.0885,-62.1756,ExtremeDesert,296,51.7,20,SmallHills,0
2929,-17.1971,-64.0547,ExtremeDesert,261,50.7,22,Flat,0
2930,9.3271,-41.117,ExtremeDesert,405,65.7,226,Impassable,0
2931,10.7125,-39.001,ZBiome_DesertOasis,602,65.4,1366,Flat,0
2932,10.5287,-43.4591,ExtremeDesert,1167,59.4,80,Mountainous,0.0549
2933,13.1125,-43.7643,ExtremeDesert,1022,59.8,124,LargeHills,0
2934,14.5426,-41.6497,Desert,906,61.5,581,SmallHills,0.1647
2935,13.3425,-39.2274,ZBiome_DesertOasis,1089,61.8,770,Flat,0
2936,-14.5426,-41.6497,ExtremeDesert,723,62.7,18,Impassable,0
2937,-13.1125,-43.7643,ExtremeDesert,662,62.2,18,Impassable,0
2938,-10.5287,-43.4592,Ocean,-350,67,90,Flat,0
2939,-9.3271,-41.117,Ocean,-350,68.4,90,Flat,0
2940,-10.7125,-39.001,Ocean,-350,69.3,90,Flat,0
2941,-13.3425,-39.2274,Ocean,-326,68.8,90,Flat,0
2942,13.1125,-136.2357,AB_MycoticJungle,541,-27.5,494,LargeHills,0
2943,14.5426,-138.3503,AB_MycoticJungle,461,-29.1,529,SmallHills,0
2944,10.7125,-140.9991,AB_RockyCrags,487,-33.7,429,SmallHills,0
2945,13.3425,-140.7726,AB_MycoticJungle,407,-32.1,513,SmallHills,0.0588
2946,9.3271,-138.883,AB_MycoticJungle,567,-32,436,LargeHills,0
2947,10.5287,-136.5408,AB_MycoticJungle,614,-29.1,409,LargeHills,0
2948,17.5945,-113.2512,AridShrubland,1028,-2.4,556,LargeHills,0.2431
2949,19.942,-112.3367,PoisonForest,1287,-2.7,1061,LargeHills,0
2950,17.1971,-115.9453,PoisonForest,793,-4,951,LargeHills,0
2951,19.0885,-117.8245,AridShrubland,790,-5.8,784,LargeHills,0
2952,21.468,-116.9997,PoisonForest,1065,-6.1,944,LargeHills,0
2953,21.9252,-114.2017,PoisonForest,1263,-4.2,929,LargeHills,0
2954,-10.7125,-140.9991,AB_MycoticJungle,652,-34.8,461,SmallHills,0
2955,-9.3271,-138.883,AB_MycoticJungle,652,-32.5,563,SmallHills,0
2956,-14.5426,-138.3503,AB_MycoticJungle,712,-30.7,532,SmallHills,0
2957,-13.3425,-140.7726,AB_MycoticJungle,586,-33.2,436,LargeHills,0
2958,-13.1125,-136.2357,AB_MycoticJungle,710,-28.6,675,SmallHills,0
2959,-10.5287,-136.5408,AB_MycoticJungle,583,-28.9,493,LargeHills,0
2960,-2.295,-102.3789,Wasteland,315,13.7,117,Mountainous,0
2961,-2.3101,-99.8746,Ocean,-122,18.6,90,Flat,0.4275
2962,0,-103.6034,Wasteland,351,12,18,Mountainous,0
2963,2.295,-102.3789,Ocean,-122,15.7,90,Flat,0.5961
2964,2.3101,-99.8746,Ocean,-295,18.6,90,Flat,0
2965,0,-98.5977,Ocean,-299,20,90,Flat,0.6078
2966,-21.468,-116.9997,Glowforest,946,-5.3,1379,LargeHills,0
2967,-19.0885,-117.8245,Glowforest,930,-6.7,1560,SmallHills,0
2968,-17.1971,-115.9453,Glowforest,1034,-5.6,1512,LargeHills,0
2969,-17.5945,-113.2512,PoisonForest,1205,-3.5,1188,LargeHills,0
2970,-19.942,-112.3367,Glowforest,1263,-2.5,1333,LargeHills,0
2971,-21.9252,-114.2017,Glowforest,1052,-2.8,1431,SmallHills,0
2972,49.1526,-91.9101,Desert,528,24.5,351,SmallHills,0
2973,47.0908,-93.7427,Desert,576,22.8,398,SmallHills,0
2974,44.9971,-91.8347,Desert,513,24.6,327,SmallHills,0
2975,44.9971,-88.1653,Desert,450,27.7,248,SmallHills,0.0902
2976,47.0908,-86.2573,Desert,460,28.9,211,SmallHills,0
2977,49.1526,-88.0899,Desert,456,27.6,242,SmallHills,0
2978,55.5715,-106.1512,AridShrubland,547,15.9,760,SmallHills,0
2979,55.5543,-110.3922,AridShrubland,496,13.6,806,SmallHills,0
2980,53.4212,-103.963,AridShrubland,504,17.1,573,SmallHills,0
2981,51.2817,-105.7334,AridShrubland,502,15.4,694,SmallHills,0
2982,53.2938,-112.134,AridShrubland,589,11.1,914,SmallHills,0
2983,51.1761,-109.6873,AridShrubland,544,12.4,861,Flat,0
2984,66.0185,-100.694,Desert,392,22.1,484,Flat,0
2985,68.3506,-102.1098,Desert,407,21.9,454,SmallHills,0
2986,64.1853,-104.7267,AridShrubland,353,20.2,577,SmallHills,0
2987,64.422,-110.233,AridShrubland,426,17.2,739,SmallHills,0
2988,68.7815,-108.7941,AridShrubland,449,19.2,596,SmallHills,0
2989,66.667,-112.7605,AridShrubland,429,16.9,762,Flat,0
2990,64.1853,-75.2733,Desert,398,33.2,112,SmallHills,0
2991,64.422,-69.767,Desert,408,35.3,96,Flat,0
2992,66.0185,-79.306,Desert,402,31.1,148,SmallHills,0
2993,68.3506,-77.8902,Desert,452,30.9,134,SmallHills,0
2994,66.667,-67.2395,Desert,408,35.5,95,Flat,0
2995,68.7815,-71.2059,Desert,527,32.7,104,SmallHills,0
2996,51.2817,-74.2666,Desert,499,35.9,83,SmallHills,0.2667
2997,53.4212,-76.037,Desert,514,34.3,106,Flat,0.2863
2998,55.5715,-73.8488,Desert,480,35.3,86,SmallHills,0.0824
2999,55.5543,-69.6078,Desert,415,38,68,Flat,0.0196
3000,51.1761,-70.3127,Desert,408,38.8,65,SmallHills,0.051
3001,53.2938,-67.866,Desert,424,39.4,56,SmallHills,0.0824
3002,66.0185,79.306,Desert,634,29.6,228,SmallHills,0
3003,68.3506,77.8902,Desert,559,30.2,220,SmallHills,0
3004,68.7815,71.2059,Desert,515,32.8,154,SmallHills,0
3005,66.667,67.2395,Desert,469,35.1,126,Flat,0
3006,64.422,69.767,Desert,534,34.5,132,SmallHills,0
3007,64.1853,75.2733,Desert,620,31.7,185,Flat,0
3008,55.5543,69.6078,Desert,268,38.9,75,SmallHills,0
3009,55.5715,73.8488,Desert,327,36.3,102,SmallHills,0
3010,53.2938,67.866,Desert,287,40.3,64,SmallHills,0
3011,51.1761,70.3127,Desert,249,39.8,71,SmallHills,0
3012,51.2817,74.2666,Desert,192,37.9,87,SmallHills,0
3013,53.4212,76.037,Desert,265,35.9,99,SmallHills,0
3014,64.1853,104.7267,AridShrubland,584,18.7,631,SmallHills,0
3015,64.422,110.233,AridShrubland,638,15.8,756,SmallHills,0
3016,66.0185,100.694,Desert,597,20.8,510,SmallHills,0
3017,68.3506,102.1098,Desert,510,21.2,505,SmallHills,0
3018,66.667,112.7605,AridShrubland,612,15.8,793,Flat,0
3019,68.7815,108.7941,AridShrubland,538,18.6,585,SmallHills,0
3020,47.0908,86.2573,Desert,380,29.5,239,SmallHills,0
3021,49.1526,88.0899,Desert,485,27.4,294,SmallHills,0
3022,44.9971,88.1653,Desert,536,27.2,320,SmallHills,0.1373
3023,44.9971,91.8347,Desert,521,24.5,430,SmallHills,0
3024,47.0908,93.7427,Desert,574,22.9,465,SmallHills,0
3025,49.1526,91.9101,Desert,559,24.3,401,SmallHills,0
3026,51.2817,105.7334,PoisonForest,788,13.5,923,SmallHills,0
3027,53.4212,103.963,AridShrubland,677,15.9,801,SmallHills,0
3028,55.5715,106.1512,AridShrubland,663,15.2,818,SmallHills,0
3029,55.5543,110.3922,PoisonForest,727,12.1,1128,SmallHills,0
3030,51.1761,109.6873,PoisonForest,846,10.4,1233,Flat,0
3031,53.2938,112.134,PoisonForest,788,9.9,1188,SmallHills,0
3032,-53.4212,-103.963,AridShrubland,618,16.3,674,SmallHills,0
3033,-51.2817,-105.7334,AridShrubland,660,14.4,782,SmallHills,0
3034,-51.1761,-109.6873,PoisonForest,677,11.5,1094,Flat,0
3035,-53.2938,-112.134,PoisonForest,649,10.8,1081,SmallHills,0
3036,-55.5543,-110.3922,PoisonForest,644,12.7,945,SmallHills,0
3037,-55.5715,-106.1512,AridShrubland,690,15,783,SmallHills,0
3038,-66.0185,-79.306,Desert,786,28.6,225,SmallHills,0
3039,-68.3506,-77.8902,Desert,703,29.3,187,SmallHills,0
3040,-68.7815,-71.2059,Desert,614,32.1,151,SmallHills,0
3041,-66.667,-67.2395,Desert,611,34.2,120,SmallHills,0
3042,-64.422,-69.767,Desert,682,33.5,124,SmallHills,0
3043,-64.1853,-75.2733,Desert,752,30.9,173,SmallHills,0.0039
3044,-55.5543,-69.6078,Desert,579,36.9,88,Flat,0
3045,-55.5715,-73.8488,Desert,605,34.5,102,SmallHills,0
3046,-53.2938,-67.866,Desert,492,39,61,SmallHills,0
3047,-51.1761,-70.3127,Desert,460,38.4,56,SmallHills,0
3048,-51.2817,-74.2666,Desert,611,35.1,91,SmallHills,0
3049,-53.4212,-76.037,Desert,604,33.7,97,LargeHills,0
3050,-64.422,-110.233,AridShrubland,389,17.5,544,SmallHills,0
3051,-64.1853,-104.7267,Desert,463,19.4,476,SmallHills,0
3052,-66.0185,-100.694,Desert,485,21.5,425,SmallHills,0
3053,-68.3506,-102.1098,Desert,535,21.1,422,SmallHills,0
3054,-66.667,-112.7605,AridShrubland,462,16.7,637,SmallHills,0
3055,-68.7815,-108.7941,Desert,568,18.4,498,SmallHills,0
3056,-47.0908,-86.2573,Desert,659,27.6,171,LargeHills,0
3057,-49.1526,-88.0899,Desert,827,25.2,267,SmallHills,0
3058,-49.1526,-91.9101,Desert,940,21.9,348,SmallHills,0
3059,-47.0908,-93.7427,Desert,936,20.5,381,SmallHills,0
3060,-44.9971,-88.1653,Desert,742,25.8,240,SmallHills,0
3061,-44.9971,-91.8347,Desert,860,22.3,337,SmallHills,0
3062,-49.1526,91.9101,Desert,458,25,292,SmallHills,0.0118
3063,-47.0908,93.7427,Desert,433,23.8,329,SmallHills,0.0902
3064,-44.9971,91.8347,Desert,508,24.6,281,SmallHills,0.0275
3065,-44.9971,88.1653,Desert,520,27.3,233,SmallHills,0
3066,-47.0908,86.2573,Desert,564,28.3,206,SmallHills,0
3067,-49.1526,88.0899,Desert,502,27.3,232,SmallHills,0.0471
3068,-55.5715,106.1512,AridShrubland,431,16.7,727,SmallHills,0
3069,-55.5543,110.3922,AridShrubland,488,13.7,822,SmallHills,0
3070,-53.4212,103.963,AridShrubland,458,17.4,628,SmallHills,0
3071,-51.2817,105.7334,AridShrubland,593,14.8,754,SmallHills,0
3072,-53.2938,112.134,PoisonForest,508,11.7,1043,SmallHills,0
3073,-51.1761,109.6873,AridShrubland,529,12.5,857,SmallHills,0
3074,-66.0185,100.694,AridShrubland,458,21.7,528,SmallHills,0
3075,-68.3506,102.1098,AridShrubland,386,22,548,SmallHills,0
3076,-64.1853,104.7267,AridShrubland,368,20.1,530,LargeHills,0
3077,-64.422,110.233,AridShrubland,386,17.5,726,SmallHills,0
3078,-68.7815,108.7941,AridShrubland,418,19.4,686,Flat,0
3079,-66.667,112.7605,AridShrubland,389,17.2,810,Flat,0
3080,-64.1853,75.2733,Desert,328,33.6,160,SmallHills,0
3081,-64.422,69.767,Desert,344,35.7,124,SmallHills,0
3082,-66.0185,79.306,Desert,285,31.9,170,LargeHills,0
3083,-68.3506,77.8902,Desert,433,31,209,SmallHills,0
3084,-66.667,67.2395,Desert,415,35.5,128,SmallHills,0
3085,-68.7815,71.2059,Desert,460,33.1,171,SmallHills,0
3086,-51.2817,74.2666,Desert,331,37,83,SmallHills,0.1882
3087,-53.4212,76.037,Desert,402,35.1,118,Flat,0
3088,-55.5715,73.8488,Desert,386,35.9,115,Flat,0
3089,-55.5543,69.6078,Desert,397,38.1,82,SmallHills,0
3090,-51.1761,70.3127,Desert,425,38.7,72,SmallHills,0.0824
3091,-53.2938,67.866,Desert,491,39,71,SmallHills,0
3092,-23.5242,175.284,AB_RockyCrags,493,-54.8,41,LargeHills,0
3093,-21.1273,175.2436,AB_PropaneLakes,202,-55.9,42,LargeHills,0
3094,-20.0203,172.8761,AB_PropaneLakes,84,-55.7,37,LargeHills,0
3095,-21.4069,170.5319,AB_RockyCrags,288,-54.3,39,LargeHills,0
3096,-23.8832,170.6059,AB_RockyCrags,608,-53.5,42,LargeHills,0
3097,-24.8933,172.9933,AB_RockyCrags,659,-53.5,46,LargeHills,0
3098,-40.8081,178.3497,AB_RockyCrags,1080,-36.8,295,SmallHills,0.3294
3099,-42.7838,176.5285,AB_RockyCrags,1107,-34.3,372,SmallHills,0.2235
3100,-44.9615,178.1665,AB_RockyCrags,1273,-32.7,322,LargeHills,0.1137
3101,-44.9615,-178.1665,AB_RockyCrags,1129,-31.7,89,Mountainous,0.1608
3102,-42.7838,-176.5285,AB_RockyCrags,937,-33.2,413,SmallHills,0.5412
3103,-40.8081,-178.3497,AB_RockyCrags,861,-35.4,238,LargeHills,0.2863
3104,-37.0059,-167.7388,AB_RockyCrags,664,-36.8,366,SmallHills,0.0824
3105,-35.3208,-169.8509,AB_RockyCrags,579,-39.1,247,LargeHills,0
3106,-36.1659,-164.8358,AB_RockyCrags,676,-36.8,337,SmallHills,0
3107,-33.6075,-164.3142,AB_RockyCrags,649,-39.4,189,LargeHills,0
3108,-32.0058,-166.563,AB_RockyCrags,509,-41.4,192,SmallHills,0
3109,-32.8805,-169.2082,AB_RockyCrags,536,-41.6,212,SmallHills,0
3110,-32.0058,166.563,AB_RockyCrags,543,-41.6,191,SmallHills,0
3111,-32.8805,169.2082,AB_RockyCrags,564,-41.8,181,LargeHills,0
3112,-35.3208,169.8509,AB_RockyCrags,505,-38.6,253,LargeHills,0
3113,-37.0059,167.7388,AB_RockyCrags,653,-36.8,267,LargeHills,0.4667
3114,-33.6075,164.3142,AB_RockyCrags,645,-39.3,276,SmallHills,0.2588
3115,-36.1659,164.8358,AB_RockyCrags,804,-37.6,271,LargeHills,0.4549
3116,-23.8832,-170.6059,AB_RockyCrags,748,-54.4,51,SmallHills,0
3117,-24.8933,-172.9933,AB_RockyCrags,769,-54.3,54,SmallHills,0
3118,-23.5242,-175.284,AB_RockyCrags,802,-56.8,41,SmallHills,0
3119,-21.1273,-175.2436,AB_RockyCrags,603,-58.5,29,LargeHills,0
3120,-21.4069,-170.5319,AB_RockyCrags,768,-57.4,39,SmallHills,0
3121,-20.0203,-172.8761,AB_RockyCrags,547,-58.7,30,LargeHills,0
3122,40.8081,-178.3497,AB_RockyCrags,609,-33.7,366,Flat,0.0706
3123,42.7838,-176.5285,AB_RockyCrags,676,-31.5,370,SmallHills,0.3608
3124,44.9615,-178.1665,AB_RockyCrags,712,-29,387,LargeHills,0.2039
3125,44.9615,178.1665,AB_MycoticJungle,700,-28.9,526,SmallHills,0.3373
3126,42.7838,176.5285,AB_RockyCrags,653,-31.3,397,SmallHills,0
3127,40.8081,178.3497,AB_RockyCrags,668,-34.1,325,SmallHills,0
3128,37.0059,167.7388,AB_RockyCrags,640,-36.7,241,SmallHills,0
3129,35.3208,169.8509,AB_RockyCrags,450,-38.2,175,LargeHills,0
3130,36.1659,164.8358,AB_RockyCrags,637,-36.5,159,LargeHills,0
3131,33.6075,164.3142,AB_RockyCrags,288,-37,132,LargeHills,0
3132,32.0058,166.563,AB_RockyCrags,108,-38.8,84,LargeHills,0
3133,32.8805,169.2082,AB_RockyCrags,183,-39.3,143,LargeHills,0
3134,23.8832,170.6059,SeaIce,-350,-49.6,90,Flat,0
3135,24.8933,172.9933,SeaIce,-334,-49.3,90,Flat,0
3136,21.4069,170.5319,SeaIce,-350,-52.4,90,Flat,0
3137,20.0203,172.8761,SeaIce,-350,-55.2,90,Flat,0
3138,21.1273,175.2436,SeaIce,-350,-54.6,90,Flat,0
3139,23.5242,175.284,SeaIce,-350,-51.6,90,Flat,0
3140,32.8805,-169.2082,AB_RockyCrags,492,-41.3,122,SmallHills,0.1176
3141,32.0058,-166.563,AB_RockyCrags,537,-41.6,114,SmallHills,0
3142,35.3208,-169.8509,AB_RockyCrags,520,-38.7,190,SmallHills,0.6863
3143,37.0059,-167.7388,AB_RockyCrags,603,-36.4,197,LargeHills,0.7294
3144,33.6075,-164.3142,AB_RockyCrags,665,-39.5,182,SmallHills,0.298
3145,36.1659,-164.8358,AB_RockyCrags,760,-37.3,198,SmallHills,0.7569
3146,21.1273,-175.2436,SeaIce,-350,-54.6,90,Flat,0
3147,23.5242,-175.284,SeaIce,-350,-51.6,90,Flat,0
3148,24.8933,-172.9933,SeaIce,-212,-49.3,90,Flat,0.1216
3149,23.8832,-170.6059,SeaIce,-184,-49.6,90,Flat,0.0941
3150,20.0203,-172.8761,SeaIce,-350,-55.2,90,Flat,0.0471
3151,21.4069,-170.5319,SeaIce,-286,-52.4,90,Flat,0.0431
3152,-32.8805,-10.7918,ExtremeDesert,277,70.3,18,SmallHills,0
3153,-32.0058,-13.437,ExtremeDesert,359,69.8,18,SmallHills,0.349
3154,-33.6075,-15.6858,ExtremeDesert,283,69.2,18,SmallHills,0.2902
3155,-36.1659,-15.1642,ExtremeDesert,414,67.3,18,SmallHills,0.1216
3156,-37.0059,-12.2612,ExtremeDesert,464,67.1,18,LargeHills,0.0588
3157,-35.3208,-10.1491,ExtremeDesert,293,69.2,18,SmallHills,0.1137
3158,-35.3208,10.1491,ExtremeDesert,235,69.6,20,SmallHills,0
3159,-37.0059,12.2612,ExtremeDesert,318,68,19,SmallHills,0
3160,-36.1659,15.1642,ExtremeDesert,295,68.1,32,SmallHills,0
3161,-33.6075,15.6858,ExtremeDesert,239,69.5,50,SmallHills,0
3162,-32.0058,13.437,Desert,274,70.4,43,Flat,0
3163,-32.8805,10.7918,ExtremeDesert,314,70.1,22,SmallHills,0
3164,-23.8832,9.3941,Desert,286,73.8,85,SmallHills,0
3165,-24.8933,7.0067,ExtremeDesert,225,74.1,34,Flat,0
3166,-21.4069,9.4681,ZBiome_DesertOasis,396,73.8,386,Flat,0
3167,-20.0203,7.1239,Desert,688,72.5,417,Mountainous,0
3168,-21.1273,4.7564,ExtremeDesert,541,73.4,237,Mountainous,0
3169,-23.5242,4.716,ExtremeDesert,234,74.7,73,SmallHills,0
3170,-42.7838,-3.4715,ExtremeDesert,380,65.4,18,Flat,0.0078
3171,-40.8081,-1.6503,ExtremeDesert,391,66.4,18,SmallHills,0.0902
3172,-40.8081,1.6503,ExtremeDesert,339,66.8,18,SmallHills,0
3173,-42.7838,3.4715,ExtremeDesert,391,65.3,18,SmallHills,0
3174,-44.9615,-1.8335,ExtremeDesert,336,64.5,18,SmallHills,0.0039
3175,-44.9615,1.8335,ExtremeDesert,365,64.3,18,SmallHills,0
3176,-21.1273,-4.7564,ExtremeDesert,1622,66.3,30,Impassable,0.0039
3177,-23.5242,-4.716,ExtremeDesert,906,70.3,27,Mountainous,0.051
3178,-24.8933,-7.0067,ExtremeDesert,838,70.1,19,LargeHills,0.2706
3179,-23.8832,-9.3941,ExtremeDesert,904,69.8,18,LargeHills,0.5255
3180,-20.0203,-7.1239,ExtremeDesert,2050,63.7,21,Impassable,0
3181,-21.4069,-9.4681,ExtremeDesert,1394,67.3,19,Impassable,0.4235
3182,35.3208,-10.1491,ExtremeDesert,750,66.3,54,SmallHills,0.5412
3183,37.0059,-12.2612,ExtremeDesert,721,65.4,90,SmallHills,0
3184,36.1659,-15.1642,Desert,675,65.6,165,Flat,0.3373
3185,33.6075,-15.6858,Desert,689,66.6,436,SmallHills,0.2353
3186,32.0058,-13.437,Desert,777,67.1,91,SmallHills,0.2196
3187,32.8805,-10.7918,Desert,710,67.5,254,Flat,0.4784
3188,23.8832,-9.3941,ZBiome_DesertOasis,1476,66.1,731,Flat,0.4
3189,24.8933,-7.0067,ZBiome_DesertOasis,1195,67.8,619,Flat,0.2941
3190,21.4069,-9.4681,Desert,2057,63,569,Mountainous,0.4
3191,20.0203,-7.1239,ExtremeDesert,2493,60.8,192,Mountainous,0.2118
3192,21.1273,-4.7564,ExtremeDesert,2207,62.5,97,Impassable,0.0235
3193,23.5242,-4.716,Desert,1411,67,537,Impassable,0.0902
3194,21.1273,4.7564,Desert,815,71.6,193,LargeHills,0.0431
3195,23.5242,4.716,Desert,429,73.4,208,LargeHills,0.1176
3196,20.0203,7.1239,ExtremeDesert,888,71.2,97,LargeHills,0.098
3197,21.4069,9.4681,ExtremeDesert,533,72.9,67,Mountainous,0.2784
3198,23.8832,9.3941,Desert,422,72.9,33,SmallHills,0.4
3199,24.8933,7.0067,ExtremeDesert,472,72.5,28,SmallHills,0.3451
3200,40.8081,1.6503,ExtremeDesert,681,64.6,20,Flat,0.3922
3201,42.7838,3.4715,ExtremeDesert,666,63.5,19,Flat,0.2235
3202,40.8081,-1.6503,ExtremeDesert,739,64.2,22,SmallHills,0.5255
3203,42.7838,-3.4715,ExtremeDesert,809,62.6,21,SmallHills,0.4941
3204,44.9615,1.8335,ExtremeDesert,682,62.2,19,SmallHills,0
3205,44.9615,-1.8335,ExtremeDesert,658,62.4,25,SmallHills,0
3206,32.0058,13.437,ExtremeDesert,483,69,18,Flat,0
3207,32.8805,10.7918,ExtremeDesert,494,68.9,20,SmallHills,0
3208,35.3208,10.1491,ExtremeDesert,508,67.8,18,Flat,0.3059
3209,37.0059,12.2612,ExtremeDesert,509,66.8,18,SmallHills,0
3210,33.6075,15.6858,ExtremeDesert,567,67.4,18,SmallHills,0
3211,36.1659,15.1642,ExtremeDesert,508,66.7,18,SmallHills,0
3212,1.2488,49.1751,ExtremeDesert,945,58,42,Mountainous,0.2196
3213,2.5466,47.1582,ExtremeDesert,945,59.2,32,LargeHills,0.2784
3214,1.297,45.0178,ExtremeDesert,804,61.4,32,LargeHills,0.1333
3215,-1.297,45.0178,ExtremeDesert,601,62.7,45,LargeHills,0
3216,-2.5466,47.1582,ExtremeDesert,451,62.4,67,LargeHills,0.0314
3217,-1.2488,49.1751,ExtremeDesert,479,61,193,Mountainous,0.1569
3218,-6.3521,64.9395,ZBiome_DesertOasis,453,49.6,651,Flat,0.3686
3219,-8.5822,65.8265,ZBiome_DesertOasis,473,48.7,1028,Flat,0
3220,-8.8084,68.3224,Desert,554,46.1,252,Flat,0.1176
3221,-6.6906,69.8342,AB_FeraliskInfestedJungle,500,45.2,915,SmallHills,0.1843
3222,-4.4355,68.8039,ZBiome_DesertOasis,429,46.7,974,Flat,0.1098
3223,-4.3227,66.4021,ZBiome_DesertOasis,473,48.4,530,Flat,0.2353
3224,4.4355,68.8039,ZBiome_DesertOasis,519,46.1,965,Flat,0
3225,4.3227,66.4021,ZBiome_DesertOasis,675,47.1,967,Flat,0.0588
3226,6.6906,69.8342,AB_FeraliskInfestedJungle,509,45.2,1186,LargeHills,0.051
3227,8.8084,68.3224,AB_FeraliskInfestedJungle,732,44.9,683,LargeHills,0
3228,8.5822,65.8265,AridShrubland,1011,45.2,506,LargeHills,0.0588
3229,6.3521,64.9395,Desert,1099,45.4,158,Mountainous,0.1294
