tile,mutator,landmark,coastalByAdjacency
5767,VEE_MineralDevoid,,
5767,VEE_DeepOreDevoid,,
5773,VEE_MineralDevoid,,
5773,VEE_DeepOreDevoid,,
5778,VEE_MineralDevoid,,
5778,VEE_DeepOreDevoid,,
5782,VEE_MineralDevoid,,
5782,VEE_DeepOreDevoid,,
5790,VEE_MineralDevoid,,
5790,VEE_DeepOreDevoid,,
5795,VEE_MineralDevoid,,
5795,VEE_DeepOreDevoid,,
5804,VEE_MineralDevoid,,
5804,VEE_DeepOreDevoid,,
5807,VEE_MineralDevoid,,
5807,VEE_DeepOreDevoid,,
5810,VEE_MineralDevoid,,
5810,VEE_DeepOreDevoid,,
5814,VEE_MineralDevoid,,
5814,VEE_DeepOreDevoid,,
5816,VEE_Cenotes,,
5817,DryGround,,
5823,VEE_MineralDevoid,,
5823,VEE_DeepOreDevoid,,
5824,DryGround,,
5827,VEE_SaltPlains,,
5829,VEE_MineralDevoid,,
5829,VEE_DeepOreDevoid,,
5834,VEE_MineralDevoid,,
5834,VEE_DeepOreDevoid,,
5837,VEE_MineralDevoid,,
5837,VEE_DeepOreDevoid,,
5840,VEE_MineralDevoid,,
5840,VEE_DeepOreDevoid,,
5843,VEE_MineralDevoid,,
5843,VEE_DeepOreDevoid,,
5846,VEE_MineralDevoid,,
5846,VEE_DeepOreDevoid,,
5849,VEE_MineralDevoid,,
5849,VEE_DeepOreDevoid,,
5855,Caves,,
5864,Caves,,
5865,Caves,,
5868,Caves,,
5872,Caves,,
5873,Caves,,
5874,Caves,,
5875,Caves,,
5876,Caves,,
5877,Caves,,
5879,Caves,,
5889,Caves,,
5893,Caves,,
5894,Caves,,
5895,Caves,,
5899,Caves,,
5904,VEE_MineralDevoid,,
5904,VEE_DeepOreDevoid,,
5910,Mountain,,
5913,Mountain,,
5913,Caves,,
5916,Caves,,
5917,Caves,,
5919,Caves,,
5923,Mountain,,
5930,Caves,,
5931,Caves,,
5937,VEE_StoneForest,VEE_StoneForest,
5940,Caves,,
5949,Caves,,
5951,AncientWarehouse,AncientWarehouse,
5952,Caves,,
5953,Caves,,
5954,Caves,,
5955,Caves,,
5956,Caves,,
5958,Caves,,
5959,Caves,,
5962,Caves,,
5963,Caves,,
5966,Caves,,
5969,Caves,,
5970,Caves,,
5971,Caves,,
5972,Caves,,
5973,Caves,,
5974,Caves,,
5980,Caves,,
5993,Caves,,
6009,Caves,,
6016,Caves,,
6017,Caves,,
6018,Caves,,
6023,Caves,,
6027,Caves,,
6028,Caves,,
6041,Caves,,
6082,Caves,,
6082,MineralRich,,
6084,Caves,,
6084,MineralRich,,
6093,AncientRuins,Ruins,
6093,AncientRuins,Ruins,
6099,Caves,,
6102,AncientRuins_Frozen,FrozenRuins,
6102,AncientRuins_Frozen,FrozenRuins,
6112,Mountain,,
6113,Mountain,,
6114,Mountain,,
6126,Mountain,,
6142,Caves,,
6147,Caves,,
6149,Caves,,
6150,Caves,,
6151,Caves,,
6155,Caves,,
6156,Caves,,
6157,Caves,,
6159,Caves,,
6160,Caves,,
6163,Caves,,
6164,Caves,,
6165,Caves,,
6169,Caves,,
6172,Caves,,
6183,Caves,,
6183,MineralRich,,
6185,MineralRich,,
6186,Mountain,,
6186,Caves,,
6186,MineralRich,,
6187,Mountain,,
6187,Caves,,
6187,MineralRich,,
6188,Caves,,
6189,Caves,,
6190,Caves,,
6191,Caves,,
6191,MineralRich,,
6192,Caves,,
6193,Mountain,,
6193,Caves,,
6194,Caves,,
6199,Caves,,
6211,AncientRuins_Frozen,FrozenRuins,
6211,AncientRuins_Frozen,FrozenRuins,
6213,VEE_StagnantRivulet,,
6213,River,,
6215,Oasis,,
6219,Oasis,,
6220,Mountain,,
6223,Mountain,,
6223,Oasis,,
6224,Mountain,,
6225,VEE_StagnantRivulet,,
6225,River,,
6226,Mountain,,
6227,Oasis,,
6228,Mountain,,
6229,Cliffs,,
6229,VEE_StagnantRivulet,,
6229,River,,
6230,Mountain,,
6230,River,,
6231,Mountain,,
6231,River,,
6232,Cliffs,,
6233,Cliffs,,
6233,AB_MagmaVents,,
6233,AB_GeothermalHotspots,,
6234,Mountain,,
6234,River,,
6235,Mountain,,
6235,VEE_StagnantRivulet,,
6235,River,,
6236,River,,
6238,Oasis,,
6239,River,,
6243,Oasis,,
6247,Oasis,,
6247,DryGround,,
6248,Dunes,,
6250,VEE_MineralDevoid,,
6250,VEE_DeepOreDevoid,,
6250,Dunes,,
6252,Dunes,,
6253,DryLake,DryLake,
6253,Junkyard,DryLake,
6254,Dunes,,
6255,VEE_MineralDevoid,,
6255,VEE_DeepOreDevoid,,
6255,Dunes,,
6257,Dunes,,
6270,VEE_MineralDevoid,,
6270,VEE_DeepOreDevoid,,
6270,Dunes,,
6274,Dunes,,
6276,VEE_MineralDevoid,,
6276,VEE_DeepOreDevoid,,
6276,Dunes,,
6278,Dunes,,
6279,VEE_MineralDevoid,,
6279,VEE_DeepOreDevoid,,
6279,Dunes,,
6281,Dunes,,
6282,Dunes,,
6283,VEE_MineralDevoid,,
6283,VEE_DeepOreDevoid,,
6283,Dunes,,
6284,Dunes,,
6285,Dunes,,
6286,VEE_MineralDevoid,,
6286,VEE_DeepOreDevoid,,
6286,Dunes,,
6287,Dunes,,
6288,Dunes,,
6289,VEE_MineralDevoid,,
6289,VEE_DeepOreDevoid,,
6289,Dunes,,
6291,VEE_SaltPlains,VEE_SaltPlains,
6293,Dunes,,
6294,VEE_MineralDevoid,,
6294,VEE_DeepOreDevoid,,
6294,Dunes,,
6296,Dunes,,
6297,Dunes,,
6298,VEE_MineralDevoid,,
6298,VEE_DeepOreDevoid,,
6298,Dunes,,
6299,Dunes,,
6300,Dunes,,
6301,VEE_MineralDevoid,,
6301,VEE_DeepOreDevoid,,
6301,Dunes,,
6303,VEE_SaltPlains,VEE_SaltPlains,
6307,Dunes,,
6308,Dunes,,
6309,VEE_MineralDevoid,,
6309,VEE_DeepOreDevoid,,
6309,Dunes,,
6310,Dunes,,
6312,Dunes,,
6315,VEE_MineralDevoid,VEE_PebbleDunes,
6315,VEE_DeepOreDevoid,VEE_PebbleDunes,
6315,VEE_PebbleDunes,VEE_PebbleDunes,
6315,VEE_PebbleDunes,VEE_PebbleDunes,
6316,Dunes,,
6317,Dunes,,
6318,VEE_MineralDevoid,,
6318,VEE_DeepOreDevoid,,
6318,Dunes,,
6320,DryGround,,
6321,VEE_SaltPlains,,
6321,DryGround,,
6322,VEE_SaltPlains,,
6322,MineralRich,,
6323,VEE_SaltPlains,,
6323,MineralRich,,
6324,VEE_SaltPlains,,
6324,Oasis,,
6325,DryGround,,
6328,Dunes,,
6329,VEE_MineralDevoid,,
6329,VEE_DeepOreDevoid,,
6329,Dunes,,
6330,Dunes,,
6334,VEE_MineralDevoid,,
6334,VEE_DeepOreDevoid,,
6335,VEE_SaltPlains,VEE_SaltPlains,
6342,VEE_MineralDevoid,,
6342,VEE_DeepOreDevoid,,
6347,Dunes,,
6348,VEE_MineralDevoid,,
6348,VEE_DeepOreDevoid,,
6348,Dunes,,
6349,Dunes,,
6351,VEE_MineralDevoid,,
6351,VEE_DeepOreDevoid,,
6353,Dunes,,
6355,VEE_MineralDevoid,,
6355,VEE_DeepOreDevoid,,
6356,Dunes,,
6358,Dunes,Dunes,
6358,Dunes,Dunes,
6359,VEE_MineralDevoid,,
6359,VEE_DeepOreDevoid,,
6359,Dunes,,
6360,Dunes,,
6361,Dunes,,
6362,MineralRich,,
6363,MineralRich,,
6363,VEE_DeepOreRich,,
6366,Mountain,,
6367,Mountain,,
6367,MineralRich,,
6368,MineralRich,,
6370,MineralRich,,
6370,VEE_DeepOreRich,,
6371,Mountain,,
6371,MineralRich,,
6371,VEE_DeepOreRich,,
6372,VEE_DryRiver,VEE_DryRiver,
6377,VEE_MineralDevoid,,
6377,VEE_DeepOreDevoid,,
6387,MineralRich,,
6388,MineralRich,,
6388,VEE_DeepOreRich,,
6389,MineralRich,,
6389,VEE_DeepOreRich,,
6391,MineralRich,,
6394,Dunes,,
6395,Dunes,,
6396,VEE_MineralDevoid,,
6396,VEE_DeepOreDevoid,,
6396,Dunes,,
6397,Dunes,,
6398,Dunes,,
6400,VEE_MineralDevoid,,
6400,VEE_DeepOreDevoid,,
6400,Dunes,,
6403,VEE_MineralDevoid,,
6403,VEE_DeepOreDevoid,,
6415,VEE_MineralDevoid,,
6415,VEE_DeepOreDevoid,,
6422,DryLake,DryLake,
6426,Dunes,,
6430,VEE_MineralDevoid,,
6430,VEE_DeepOreDevoid,,
6430,Dunes,,
6431,Dunes,,
6432,Dunes,,
6435,VEE_MineralDevoid,,
6435,VEE_DeepOreDevoid,,
6435,Dunes,,
6436,Dunes,,
6437,VEE_PebbleDunes,VEE_PebbleDunes,
6437,VEE_PebbleDunes,VEE_PebbleDunes,
6439,VEE_MineralDevoid,Dunes,
6439,VEE_DeepOreDevoid,Dunes,
6439,Dunes,Dunes,
6439,Dunes,Dunes,
6441,Dunes,,
6443,Dunes,,
6444,VEE_MineralDevoid,,
6444,VEE_DeepOreDevoid,,
6448,VEE_StagnantRivulet,,
6448,River,,
6449,VEE_StagnantRivulet,,
6449,River,,
6450,VEE_StagnantRivulet,,
6450,River,,
6454,Cliffs,,
6455,Mountain,,
6456,Oasis,,
6463,VEE_PebbleDunes,VEE_PebbleDunes,
6463,VEE_PebbleDunes,VEE_PebbleDunes,
6470,River,,
6474,VEE_StagnantRivulet,,
6474,River,,
6486,VEE_StagnantRivulet,,
6486,River,,
6500,VEE_MineralDevoid,,
6500,VEE_DeepOreDevoid,,
6500,Dunes,,
6501,Dunes,,
6502,Dunes,,
6503,VEE_MineralDevoid,,
6503,VEE_DeepOreDevoid,,
6503,Dunes,,
6504,Dunes,,
6505,Dunes,,
6506,VEE_MineralDevoid,,
6506,VEE_DeepOreDevoid,,
6506,Dunes,,
6507,Dunes,,
6508,Dunes,,
6509,VEE_MineralDevoid,,
6509,VEE_DeepOreDevoid,,
6509,Dunes,,
6510,Dunes,,
6511,Dunes,,
6512,VEE_MineralDevoid,,
6512,VEE_DeepOreDevoid,,
6512,Dunes,,
6513,Dunes,,
6514,Dunes,,
6515,VEE_MineralDevoid,,
6515,VEE_DeepOreDevoid,,
6515,Dunes,,
6516,Dunes,,
6517,Dunes,,
6518,VEE_MineralDevoid,,
6518,VEE_DeepOreDevoid,,
6518,Dunes,,
6519,Dunes,,
6520,Dunes,,
6521,VEE_MineralDevoid,,
6521,VEE_DeepOreDevoid,,
6521,Dunes,,
6522,Dunes,,
6523,Dunes,,
6530,VEE_MineralDevoid,,
6530,VEE_DeepOreDevoid,,
6530,Dunes,,
6533,Dunes,,
6534,Dunes,,
6535,VEE_MineralDevoid,,
6535,VEE_DeepOreDevoid,,
6535,Dunes,,
6536,Dunes,,
6537,Dunes,,
6542,VEE_MineralDevoid,,
6542,VEE_DeepOreDevoid,,
6542,Dunes,,
6543,Dunes,,
6544,Dunes,,
6545,VEE_MineralDevoid,,
6545,VEE_DeepOreDevoid,,
6545,Dunes,,
6546,Dunes,,
6547,Dunes,,
6548,VEE_MineralDevoid,,
6548,VEE_DeepOreDevoid,,
6548,Dunes,,
6549,Dunes,,
6550,Dunes,,
6551,VEE_MineralDevoid,,
6551,VEE_DeepOreDevoid,,
6551,Dunes,,
6552,Dunes,,
6553,Dunes,,
6554,VEE_MineralDevoid,,
6554,VEE_DeepOreDevoid,,
6554,Dunes,,
6555,Dunes,,
6556,Dunes,,
6557,VEE_MineralDevoid,,
6557,VEE_DeepOreDevoid,,
6557,Dunes,,
6560,Dunes,,
6561,Dunes,,
6564,VEE_MineralDevoid,,
6564,VEE_DeepOreDevoid,,
6564,Dunes,,
6565,Dunes,,
6566,Dunes,,
6567,VEE_MineralDevoid,,
6567,VEE_DeepOreDevoid,,
6567,Dunes,,
6568,Dunes,,
6569,Dunes,,
6570,VEE_MineralDevoid,,
6570,VEE_DeepOreDevoid,,
6570,Dunes,,
6571,Dunes,,
6575,Mountain,,
6576,Dunes,,
6579,VEE_SaltPlains,VEE_SaltPlains,
6580,VEE_MineralDevoid,,
6580,VEE_DeepOreDevoid,,
6580,Dunes,,
6588,Dunes,,
6605,Mountain,,
6605,MineralRich,,
6606,Mountain,,
6606,MineralRich,,
6607,Mountain,,
6607,MineralRich,,
6607,VEE_DeepOreRich,,
6608,Mountain,,
6610,Mountain,,
6611,Mountain,,
6612,Mountain,,
6613,Mountain,,
6614,Mountain,,
6615,Mountain,,
6616,MineralRich,,
6617,MineralRich,,
6620,VEE_MineralDevoid,,
6620,VEE_DeepOreDevoid,,
6625,VEE_MineralDevoid,,
6625,VEE_DeepOreDevoid,,
6634,VEE_MineralDevoid,,
6634,VEE_DeepOreDevoid,,
6634,Coast,,
6636,Archipelago,Archipelago,
6637,VEE_MineralDevoid,,
6637,VEE_DeepOreDevoid,,
6638,VEE_GravelBeach,VEE_GravelBeach,
6639,Dunes,,
6640,VEE_MineralDevoid,,
6640,VEE_DeepOreDevoid,,
6640,Dunes,,
6641,Dunes,,
6645,CoastalIsland,,
6654,Mountain,,
6654,Coast,,
6658,Peninsula,Peninsula,
6660,VEE_SaltPlains,,
6661,VEE_SaltPlains,,
6662,VEE_SaltPlains,,
6663,VEE_SaltPlains,,
6667,VEE_SaltPlains,,
6670,VEE_SaltPlains,,
6670,CoastalIsland,,
6671,VEE_SaltPlains,,
6677,Coast,,
6678,Coast,,
6681,VEE_MineralDevoid,Dunes,
6681,VEE_DeepOreDevoid,Dunes,
6681,Dunes,Dunes,
6681,Dunes,Dunes,
6682,Cliffs,,
6682,MineralRich,,
6684,Mountain,,
6684,MineralRich,,
6686,Dunes,,
6688,Dunes,,
6691,VEE_MineralDevoid,,
6691,VEE_DeepOreDevoid,,
6691,Dunes,,
6693,MineralRich,,
6695,Cavern,AncientQuarry,
6695,AncientQuarry,AncientQuarry,
6695,AncientQuarry,AncientQuarry,
6695,MineralRich,AncientQuarry,
6696,Mountain,,
6696,MineralRich,,
6696,VEE_DeepOreRich,,
6697,Mountain,,
6697,MineralRich,,
6697,VEE_DeepOreRich,,
6702,Dunes,Dunes,
6702,Dunes,Dunes,
6703,Dunes,,
6704,VEE_MineralDevoid,,
6704,VEE_DeepOreDevoid,,
6704,Dunes,,
6709,Dunes,,
6711,Dunes,,
6712,VEE_MineralDevoid,DryLake,
6712,VEE_DeepOreDevoid,DryLake,
6712,DryLake,DryLake,
6717,Basin,Basin,
6721,VEE_MineralDevoid,,
6721,VEE_DeepOreDevoid,,
6722,Mountain,,
6723,Mountain,,
6724,Mountain,,
6726,Mountain,,
6727,Mountain,,
6729,Mountain,,
6730,Mountain,,
6731,Mountain,,
6733,Mountain,,
6734,Mountain,,
6737,Mountain,,
6738,Dunes,Dunes,
6738,Dunes,Dunes,
6750,VEE_MineralDevoid,,
6750,VEE_DeepOreDevoid,,
6752,Mountain,,
6753,Mountain,,
6755,Mountain,,
6756,Caves,,
6764,VEE_MeteorCrater,VEE_MeteorCrater,
6766,Caves,,
6772,Caves,,
6773,Caves,,
6783,Mountain,,
6784,Mountain,,
6785,Mountain,,
6791,VEE_MineralDevoid,ToxicLake,
6791,VEE_DeepOreDevoid,ToxicLake,
6791,ToxicLake,ToxicLake,
6795,VEE_MineralDevoid,,
6795,VEE_DeepOreDevoid,,
6809,VEE_MineralDevoid,,
6809,VEE_DeepOreDevoid,,
6814,Caves,,
6829,VEE_MineralDevoid,,
6829,VEE_DeepOreDevoid,,
6834,Mountain,,
6840,AncientChemfuelRefinery,AncientChemfuelRefinery,
6843,VEE_MineralDevoid,VEE_SaltPlains,
6843,VEE_DeepOreDevoid,VEE_SaltPlains,
6843,VEE_SaltPlains,VEE_SaltPlains,
6854,AncientGarrison,AncientGarrison,
6855,Mountain,,
6859,Mountain,,
6869,Caves,,
6871,Caves,,
6878,VEE_MeteorCrater,VEE_MeteorCrater,
6879,Caves,,
6881,Caves,,
6882,Caves,,
6883,Caves,,
6885,Caves,,
6886,Caves,,
6887,Caves,,
6891,Caves,,
6894,Caves,,
6895,Caves,,
6899,Mountain,,
6903,Mountain,,
6904,Mountain,,
6905,Mountain,,
6911,Mountain,,
6914,CoastalIsland,,
6915,CoastalIsland,,
6919,Coast,,
6920,CoastalIsland,,
6921,CoastalIsland,,
6922,CoastalIsland,,
6923,CoastalIsland,,
6924,CoastalIsland,,
6927,CoastalIsland,,
6928,CoastalIsland,,
6929,CoastalIsland,,
6931,CoastalIsland,,
6933,Mountain,,
6936,Mountain,,
6940,Mountain,,
6941,VEE_PlantLife_Overgrown,,
6941,VEE_NoTrees,,
6942,Mountain,,
6943,Mountain,,
6951,Mountain,,
6952,Mountain,CoastalIsland,
6952,CoastalIsland,CoastalIsland,
6954,Mountain,,
6955,Cavern,Cavern,
6960,CoastalIsland,,
6969,Mountain,,
6971,Mountain,,
6971,Oasis,,
6971,Coast,,
6974,Oasis,,
6975,Oasis,,
6976,Mountain,,
6977,Mountain,AbandonedColonyTribal,
6977,AbandonedColonyTribal,AbandonedColonyTribal,
6977,AbandonedColonyTribal,AbandonedColonyTribal,
6979,Oasis,,
6984,VEE_SaltPlains,,
6985,VEE_SaltPlains,,
6986,VEE_SaltPlains,,
6987,VEE_SaltPlains,,
6987,Oasis,,
6988,VEE_SaltPlains,,
6989,VEE_SaltPlains,,
6991,Oasis,,
6999,Oasis,,
7000,Oasis,,
7001,Oasis,,
7002,Oasis,,
7003,Oasis,,
7004,VEE_DryRiver,VEE_DryRiver,
7005,Mountain,,
7006,Oasis,,
7010,Mountain,,
7012,Mountain,,
7014,Mountain,,
7015,Mountain,,
7017,VEE_MineralDevoid,VEE_QuicksandDunes,
7017,VEE_DeepOreDevoid,VEE_QuicksandDunes,
7017,VEE_QuicksandDunes,VEE_QuicksandDunes,
7017,VEE_QuicksandDunes,VEE_QuicksandDunes,
7028,Mountain,,
7029,Valley,Valley,
7030,Mountain,,
7030,MineralRich,,
7032,MineralRich,,
7033,Mountain,,
7033,MineralRich,,
7033,VEE_DeepOreRich,,
7036,Mountain,,
7037,Mountain,AbandonedColonyTribal,
7037,AbandonedColonyTribal,AbandonedColonyTribal,
7037,AbandonedColonyTribal,AbandonedColonyTribal,
7038,Mountain,,
7041,Mountain,,
7041,VEE_StagnantRivulet,,
7041,River,,
7042,Oasis,,
7043,VEE_StagnantRivulet,,
7043,River,,
7044,Mountain,,
7045,Mountain,,
7052,River,,
7053,VEE_StagnantRivulet,VEE_StagnantRivulet,
7054,VEE_StagnantRivulet,,
7054,River,,
7055,VEE_StagnantRivulet,,
7055,River,,
7057,VEE_StagnantRivulet,,
7057,River,,
7058,AB_LocustPlagues,,
7058,Oasis,,
7058,InsectMegahive,,
7058,VEE_IncreasedDiseases,,
7058,Pond,,
7059,Oasis,,
7059,AB_FeraliskNest,,
7059,VEE_RottenStench,,
7059,Pond,,
7059,InsectMegahive,,
7059,VEE_StagnantRivulet,,
7060,Marshy,,
7060,Oasis,,
7060,AB_FeraliskNest,,
7060,InsectMegahive,,
7060,VEE_RotstinkVents,,
7061,AB_LocustPlagues,,
7061,VEE_StagnantRivulet,,
7061,ToxicLake,,
7061,AB_BumbledroneNests,,
7061,Oasis,,
7062,Oasis,,
7062,VEE_IncreasedInfestations,,
7062,AB_FeraliskNest,,
7062,VEE_RottenStench,,
7062,Pond,,
7063,AB_FeraliskNest,,
7063,AB_LocustPlagues,,
7063,ToxicLake,,
7063,Pond,,
7064,Mountain,,
7065,Mountain,,
7066,AB_FeraliskNest,,
7066,VEE_RottenStench,,
7066,Pond,,
7066,InsectMegahive,,
7066,VEE_StagnantRivulet,,
7069,Mountain,Bay,
7069,Bay,Bay,
7076,Mountain,,
7076,MineralRich,,
7076,VEE_DeepOreRich,,
7077,Mountain,,
7077,River,,
7078,Mountain,,
7079,Mountain,,
7079,River,,
7080,Mountain,,
7080,River,,
7081,Mountain,,
7081,River,,
7084,Mountain,,
7085,Mountain,,
7086,Cliffs,,
7100,Mountain,VEE_GravelBeach,
7100,MineralRich,VEE_GravelBeach,
7100,VEE_GravelBeach,VEE_GravelBeach,
7101,Mountain,,
7101,MineralRich,,
7101,VEE_DeepOreRich,,
7101,River,,
7104,Cliffs,,
7105,Mountain,,
7105,MineralRich,,
7105,River,,
7106,Mountain,,
7106,River,,
7107,Mountain,,
7107,MineralRich,,
7107,River,,
7108,Mountain,,
7108,MineralRich,,
7108,VEE_DeepOreRich,,
7108,River,,
7109,Mountain,,
7111,Mountain,,
7111,River,,
7112,Caves,,
7117,Caves,,
7124,Caves,,
7128,Caves,,
7129,Caves,,
7136,Caves,,
7137,Caves,,
7139,Caves,,
7140,Caves,,
7141,Caves,,
7149,Caves,,
7160,Chasm,Chasm,
7160,Caves,Chasm,
7162,Caves,,
7165,Caves,,
7166,Cliffs,Cliffs,
7166,Caves,Cliffs,
7170,Caves,,
7174,VEE_JaggedRocks,VEE_JaggedRocks,
7174,VEE_MineralDevoid,VEE_JaggedRocks,
7174,VEE_DeepOreDevoid,VEE_JaggedRocks,
7176,Mountain,,
7177,Mountain,,
7180,Mountain,,
7183,CoastalIsland,,
7187,Caves,,
7190,Caves,,
7198,Caves,,
7208,Caves,,
7209,Caves,,
7210,Caves,,
7212,Caves,,
7213,Caves,,
7214,Caves,,
7216,Caves,,
7217,Caves,,
7219,Caves,,
7221,CoastalIsland,,
7226,Mountain,,
7226,Caves,,
7227,Mountain,,
7227,Caves,,
7228,Mountain,,
7228,Caves,,
7229,Caves,,
7230,Caves,,
7231,Caves,,
7244,VEE_SaltPlains,,
7246,VEE_SaltPlains,,
7247,VEE_SaltPlains,,
7248,VEE_SaltPlains,,
7250,Caves,,
7251,Mountain,,
7258,Caves,,
7268,Caves,,
7269,Caves,,
7270,Caves,,
7271,Caves,,
7272,Caves,,
7273,Mountain,,
7273,Caves,,
7274,Mountain,,
7275,Mountain,,
7276,Caves,,
7277,Mountain,,
7277,Caves,,
7278,Mountain,,
7278,Caves,,
7279,Caves,,
7283,Mountain,,
7283,Caves,,
7294,VEE_MineralDevoid,,
7294,VEE_DeepOreDevoid,,
7306,AncientChemfuelRefinery,AncientChemfuelRefinery,
7307,Cliffs,,
7308,Cliffs,,
7309,Mountain,,
7309,SteamGeysers_Increased,,
7310,Mountain,,
7311,Cliffs,,
7322,VEE_MineralDevoid,,
7322,VEE_DeepOreDevoid,,
7322,Dunes,,
7323,Dunes,,
7324,Dunes,,
7325,VEE_MineralDevoid,,
7325,VEE_DeepOreDevoid,,
7325,Dunes,,
7326,Dunes,,
7331,Dunes,,
7333,VEE_MineralDevoid,,
7333,VEE_DeepOreDevoid,,
7333,Dunes,,
7334,Dunes,,
7338,VEE_MineralDevoid,,
7338,VEE_DeepOreDevoid,,
7341,VEE_MineralDevoid,,
7341,VEE_DeepOreDevoid,,
7342,Oasis,,
7352,Caves,,
7376,CoastalIsland,,
7380,CoastalIsland,,
7387,VEE_Cenotes,VEE_Cenotes,
7387,VEE_Cenotes,VEE_Cenotes,
7393,Caves,,
7400,AB_MagmaVents,AB_MagmaticQuagmire,
7400,LavaFlow,AB_MagmaticQuagmire,
7400,AB_MagmaticQuagmire,AB_MagmaticQuagmire,
7400,AB_MagmaticQuagmire,AB_MagmaticQuagmire,
7400,AB_MagmaVents,AB_MagmaticQuagmire,
7400,AB_GeothermalHotspots,AB_MagmaticQuagmire,
7401,Cliffs,,
7402,Cliffs,,
7403,Cliffs,,
7404,Mountain,,
7405,AB_MagmaVents,AB_MagmaticQuagmire,
7405,LavaFlow,AB_MagmaticQuagmire,
7405,AB_MagmaticQuagmire,AB_MagmaticQuagmire,
7405,AB_MagmaticQuagmire,AB_MagmaticQuagmire,
7405,AB_MagmaVents,AB_MagmaticQuagmire,
7405,AB_GeothermalHotspots,AB_MagmaticQuagmire,
7423,VEE_MineralDevoid,,
7423,VEE_DeepOreDevoid,,
7427,VEE_MineralDevoid,,
7427,VEE_DeepOreDevoid,,
7433,Mountain,,
7434,Mountain,,
7437,VEE_SaltPlains,,
7438,DryGround,,
7439,DryGround,,
7445,Caves,,
7446,Mountain,,
7447,Caves,,
7454,Dunes,,
7455,VEE_MineralDevoid,,
7455,VEE_DeepOreDevoid,,
7455,Dunes,,
7457,Dunes,,
7458,VEE_MineralDevoid,Dunes,
7458,VEE_DeepOreDevoid,Dunes,
7458,Dunes,Dunes,
7458,Dunes,Dunes,
7459,Dunes,,
7485,VEE_FleshPits,VEE_FleshPits,
7485,VEE_FleshPits,VEE_FleshPits,
7490,VEE_MineralDevoid,,
7490,VEE_DeepOreDevoid,,
7493,VEE_MineralDevoid,,
7493,VEE_DeepOreDevoid,,
7497,VEE_MineralDevoid,,
7497,VEE_DeepOreDevoid,,
7497,Coast,,
7500,VEE_MineralDevoid,CoastalIsland,
7500,VEE_DeepOreDevoid,CoastalIsland,
7500,CoastalIsland,CoastalIsland,
7509,VEE_MineralDevoid,,
7509,VEE_DeepOreDevoid,,
7512,VEE_MineralDevoid,,
7512,VEE_DeepOreDevoid,,
7515,Mountain,,
7518,Mountain,,
7526,Caves,,
7527,Caves,,
7528,Caves,,
7529,Caves,,
7530,Caves,,
7531,Caves,,
7545,VEE_MineralDevoid,,
7545,VEE_DeepOreDevoid,,
7548,VEE_MineralDevoid,,
7548,VEE_DeepOreDevoid,,
7554,VEE_RockRidge,VEE_RockRidge,
7563,VEE_MineralDevoid,,
7563,VEE_DeepOreDevoid,,
7566,VEE_MineralDevoid,,
7566,VEE_DeepOreDevoid,,
7569,VEE_MineralDevoid,,
7569,VEE_DeepOreDevoid,,
7572,VEE_MineralDevoid,,
7572,VEE_DeepOreDevoid,,
7577,TerraformingScar,TerraformingScar,
7577,VEE_MineralDevoid,TerraformingScar,
7577,VEE_DeepOreDevoid,TerraformingScar,
7587,VEE_MineralDevoid,,
7587,VEE_DeepOreDevoid,,
7590,VEE_MineralDevoid,,
7590,VEE_DeepOreDevoid,,
7592,Caves,,
7593,Caves,,
7597,Caves,,
7598,Caves,,
7600,Caves,,
7602,Cliffs,Cliffs,
7602,Caves,Cliffs,
7603,Caves,,
7604,Caves,,
7605,Caves,,
7606,Caves,,
7607,Caves,,
7608,Caves,,
7609,Caves,,
7610,Caves,,
7611,Caves,,
7613,Caves,,
7614,Caves,,
7615,Caves,,
7630,AncientRuins,Ruins,
7630,AncientRuins,Ruins,
7634,Mountain,,
7635,Mountain,,
7639,Mountain,,
7640,AncientRuins,Ruins,
7640,AncientRuins,Ruins,
7645,Caves,,
7649,Caves,,
7653,VEE_SaltPlains,,
7653,VEE_StagnantRivulet,,
7653,River,,
7668,Dunes,,
7674,VEE_MineralDevoid,,
7674,VEE_DeepOreDevoid,,
7685,VEE_MineralDevoid,,
7685,VEE_DeepOreDevoid,,
7689,Dunes,,
7702,VEE_MineralDevoid,,
7702,VEE_DeepOreDevoid,,
7702,Dunes,,
7703,Dunes,,
7704,Dunes,,
7705,VEE_MineralDevoid,,
7705,VEE_DeepOreDevoid,,
7705,Dunes,,
7707,Dunes,,
7708,Dunes,,
7709,VEE_MineralDevoid,,
7709,VEE_DeepOreDevoid,,
7709,Dunes,,
7710,Dunes,,
7720,VEE_MineralDevoid,,
7720,VEE_DeepOreDevoid,,
7731,Dunes,,
7734,Dunes,,
7735,VEE_MineralDevoid,,
7735,VEE_DeepOreDevoid,,
7735,Dunes,,
7739,Mountain,,
7740,Mountain,,
7751,VEE_MeteorCrater,VEE_MeteorCrater,
7752,VEE_MineralDevoid,,
7752,VEE_DeepOreDevoid,,
7755,VEE_MineralDevoid,,
7755,VEE_DeepOreDevoid,,
7758,VEE_MineralDevoid,,
7758,VEE_DeepOreDevoid,,
7772,Mountain,Bay,
7772,Bay,Bay,
7773,Mountain,,
7773,Coast,,
7777,Mountain,,
7777,Coast,,
7778,Mountain,,
