tile,mutators
2997,VEE_DeepOreDevoid;VEE_MineralDevoid
3000,VEE_DeepOreDevoid;VEE_MineralDevoid
3004,VEE_DeepOreDevoid;VEE_MineralDevoid
3011,Caves
3012,Caves
3041,VEE_DeepOreDevoid;VEE_MineralDevoid
3044,Dunes
3045,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3046,Dunes
3047,Dunes
3049,VEE_DeepOreDevoid;VEE_MineralDevoid
3063,DryGround
3064,DryGround
3065,Chasm
3066,Mountain
3067,AB_MagmaVents;Mountain
3068,VEE_DeepOreDevoid;VEE_MineralDevoid
3071,VEE_DeepOreDevoid;VEE_MineralDevoid
3074,VEE_DeepOreDevoid;VEE_MineralDevoid
3080,VEE_SaltPlains
3082,DryGround
3083,VEE_SaltPlains
3086,VEE_DeepOreDevoid;VEE_MineralDevoid
3087,VEE_SaltPlains
3088,DryGround
3089,VEE_DeepOreDevoid;VEE_MineralDevoid
3092,Caves
3093,Caves
3095,Caves
3096,Caves
3097,Caves
3110,Caves
3135,Mountain
3146,Caves;MineralRich;Mountain;VEE_DeepOreRich
3147,Caves;MineralRich
3150,Caves;Cliffs;MineralRich;VEE_DeepOreRich
3153,Oasis
3155,DryGround;Oasis
3156,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3157,Dunes
3161,Dunes
3162,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3163,Dunes
3166,VEE_QuicksandDunes
3169,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3171,Dunes
3176,MineralRich;Mountain
3177,Mountain
3178,Dunes
3179,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3180,MineralRich;Mountain
3181,Mountain
3182,Dunes
3183,Dunes
3184,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3191,Mountain
3200,Dunes
3201,Dunes
3202,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3203,Dunes
3204,Dunes
3205,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3206,Dunes
3207,Dunes
3208,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3209,Dunes
3210,Dunes
3211,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3212,Mountain
3213,Mountain
3214,Mountain;VEE_Cactus_Barrel;VEE_Cactus_Hedgehog;VEE_RedDesert;VEE_RedDesertPlants;VEE_Sandstorms
3218,Mountain
3219,Mountain
3221,Coast
3222,Coast;Mountain
3223,Mountain
3224,Coast;Mountain
3225,Mountain
3226,Coast
3227,Mountain
3228,Mountain
3232,Mountain
3234,MineralRich
3238,Mountain
3239,Dunes
3240,Dunes
3241,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3242,Mountain
3243,Mountain
3244,Mountain
3245,Mountain
3247,Mountain
3251,AncientChemfuelRefinery
3252,Caves
3254,VEE_DeepOreDevoid;VEE_MineralDevoid
3269,VEE_DeepOreDevoid;VEE_MineralDevoid
3271,Mountain
3272,Oasis
3273,Mountain;Oasis
3274,Mountain;Oasis
3275,Mountain;Oasis
3276,Mountain;Oasis
3277,Oasis
3279,MineralRich;Mountain;VEE_DeepOreRich
3280,Oasis
3281,Oasis
3282,Mountain
3283,VEE_DryRiver
3285,VEE_DryRiver
3287,Mountain;Oasis
3288,River
3289,Mountain
3290,River
3294,VEE_StagnantRivulet
3307,Caves
3327,Valley
3328,Mountain
3330,Caves
3331,Caves;Mountain
3333,Mountain
3334,Caves
3335,Caves
3336,Caves
3337,Caves
3339,Caves
3342,VEE_MeteorCrater
3350,Caves
3351,AncientWarehouse
3352,Caves
3386,Caves
3387,Caves
3388,Caves
3389,Caves
3390,AncientWarehouse
3391,Caves
3406,VEE_DeepOreDevoid;VEE_MineralDevoid
3412,Dunes
3423,VEE_DeepOreDevoid;VEE_MineralDevoid
3426,VEE_DeepOreDevoid;VEE_MineralDevoid
3432,VEE_DeepOreDevoid;VEE_MineralDevoid
3440,Dunes
3441,VEE_DeepOreDevoid;VEE_MineralDevoid
3442,Dunes
3444,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3445,Dunes
3451,VEE_StagnantRivulet
3458,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3464,Mountain
3465,Mountain
3468,AB_LocustPlagues;InsectMegahive;Pond;VEE_RottenStench;VEE_StagnantRivulet
3470,InsectMegahive;Muddy;VEE_RottenStench
3471,InsectMegahive;Marshy;VEE_RottenStench
3473,Pond;ToxicLake;VEE_IncreasedInfestations;VEE_StagnantRivulet
3474,AB_FeraliskNest;InsectMegahive;Pond;VEE_RotstinkVents;VEE_StagnantRivulet
3476,VEE_SaltPlains
3482,VEE_SaltPlains
3483,VEE_SaltPlains
3484,VEE_SaltPlains
3485,VEE_SaltPlains
3486,VEE_SaltPlains
3487,VEE_SaltPlains
3493,CoastalIsland
3499,CoastalIsland
3507,CoastalIsland
3511,VEE_SaltPlains
3512,AncientRuins;Caves;MineralRich
3513,Caves;MineralRich
3514,Caves;MineralRich;Mountain;VEE_DeepOreRich
3515,Caves;MineralRich;Mountain;VEE_DeepOreRich
3516,Caves;MineralRich
3517,Caves;MineralRich
3519,Caves
3527,Caves;MineralRich
3528,Caves;MineralRich;Mountain;VEE_DeepOreRich
3530,AncientRuins
3536,Caves
3544,Caves
3545,AncientRuins_Frozen
3546,Caves
3562,Caves
3563,Caves
3564,Caves
3565,Caves
3566,Caves
3569,Caves
3570,Caves
3571,Caves
3572,VEE_MeteorCrater
3581,Caves
3582,Caves
3589,Caves
3602,VEE_DeepOreDevoid;VEE_MineralDevoid
3609,Caves
3610,Caves
3614,Caves;Mountain
3618,Caves
3619,Caves
3620,MineralRich;Mountain
3627,VEE_DeepOreDevoid;VEE_MineralDevoid
3628,MineralRich;VEE_DeepOreRich
3629,MineralRich;VEE_DryRiver
3632,Cliffs
3635,Bay;Mountain
3639,River;VEE_StagnantRivulet
3640,Mountain
3641,Mountain
3642,Oasis
3653,Cliffs
3655,Bay;Cliffs
3666,AncientGarrison
3668,Dunes
3669,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3670,Dunes
3671,Dunes
3672,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3673,Dunes
3678,VEE_Cactus_Barrel;VEE_Cactus_Hedgehog;VEE_RedDesert;VEE_RedDesertPlants;VEE_Sandstorms
3685,Dunes
3687,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3688,Dunes
3693,VEE_DeepOreDevoid;VEE_MineralDevoid
3696,VEE_DeepOreDevoid;VEE_MineralDevoid
3701,ToxicLake
3704,Mountain
3705,Mountain
3712,Caves
3716,VEE_DeepOreDevoid;VEE_MineralDevoid
3721,VEE_DeepOreDevoid;VEE_MineralDevoid
3725,VEE_DeepOreDevoid;VEE_MineralDevoid
3728,VEE_DeepOreDevoid;VEE_MineralDevoid
3730,Caves
3732,Caves
3736,AncientRuins
3741,VEE_DeepOreDevoid;VEE_MineralDevoid
3747,VEE_DeepOreDevoid;VEE_MineralDevoid
3754,VEE_DeepOreDevoid;VEE_MineralDevoid
3771,VEE_DeepOreDevoid;VEE_MineralDevoid
3774,VEE_DeepOreDevoid;VEE_MineralDevoid
3777,VEE_DeepOreDevoid;VEE_MineralDevoid
3781,VEE_DeepOreDevoid;VEE_MineralDevoid
3783,DryLake
3794,VEE_DeepOreDevoid;VEE_MineralDevoid
3797,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3798,Dunes
3799,Dunes
3800,VEE_DeepOreDevoid;VEE_MineralDevoid
3806,VEE_DeepOreDevoid;VEE_MineralDevoid
3816,VEE_DeepOreDevoid;VEE_MineralDevoid
3818,Dunes
3819,Dunes
3820,VEE_DeepOreDevoid;VEE_MineralDevoid
3821,Dunes
3822,Dunes
3823,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3826,MineralRich;Mountain
3833,Dunes
3835,Dunes
3836,Chasm
3837,Mountain
3839,DryGround
3845,VEE_SaltPlains
3846,DryGround
3847,DryGround
3848,VEE_DeepOreDevoid;VEE_MineralDevoid
3851,VEE_DeepOreDevoid;VEE_MineralDevoid
3865,Mountain
3868,VEE_DeepOreDevoid;VEE_MineralDevoid
3869,Coast
3873,Caves
3878,Caves
3889,Mountain
3902,Caves
3915,VEE_Cenotes
3916,AncientRuins
3920,Caves
3921,Caves
3922,Caves
3923,Caves
3924,AncientRuins
3926,Caves
3927,Caves
3929,Caves
3930,Caves
3944,Dunes
3945,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3946,Dunes
3948,Dunes
3949,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3950,Dunes
3952,VEE_DeepOreDevoid;VEE_MineralDevoid
3953,Dunes
3954,Dunes
3955,VEE_DeepOreDevoid;VEE_MineralDevoid
3957,River;VEE_StagnantRivulet
3958,Mountain;River
3959,Mountain
3960,River
3967,VEE_DeepOreDevoid;VEE_MineralDevoid
3974,Cavern
3975,Mountain
3976,MineralRich;Mountain
3977,MineralRich;Mountain;VEE_DeepOreRich
3978,MineralRich;Mountain
3979,Mountain
3980,Dunes
3982,Dunes
3983,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
3985,Dunes
3989,Dunes
3990,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4000,AncientLaunchSite
4007,Dunes
4008,Dunes
4009,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4010,Mountain
4011,Mountain
4014,MineralRich;Valley
4015,MineralRich;Mountain;VEE_DeepOreRich
4024,Coast
4027,Caves;Coast
4031,CoastalIsland
4033,CoastalIsland
4035,Coast
4038,Coast
4043,Coast
4052,VEE_DeepOreDevoid;VEE_MineralDevoid
4055,VEE_DeepOreDevoid;VEE_MineralDevoid
4058,VEE_DeepOreDevoid;VEE_MineralDevoid
4061,VEE_DeepOreDevoid;VEE_MineralDevoid
4070,VEE_DeepOreDevoid;VEE_MineralDevoid
4073,VEE_DeepOreDevoid;VEE_MineralDevoid
4076,VEE_DeepOreDevoid;VEE_MineralDevoid
4079,VEE_DeepOreDevoid;VEE_MineralDevoid
4121,VEE_DeepOreDevoid;VEE_MineralDevoid
4143,AB_MagmaVents;Mountain
4144,Cliffs
4145,VEE_SaltPlains
4146,VEE_SaltPlains
4147,DryGround
4148,DryGround
4150,DryGround
4155,DryGround
4159,VEE_DeepOreDevoid;VEE_MineralDevoid
4160,Mountain
4161,DryGround;VEE_SulfuricLake
4162,Mountain
4163,Mountain
4164,VEE_SaltPlains
4165,Chasm
4166,DryGround
4167,DryGround
4168,VEE_SaltPlains
4169,DryGround
4175,Caves
4197,Caves
4198,Caves
4200,Caves
4211,Cavern
4212,Mountain
4213,Mountain
4214,Mountain
4216,Mountain
4217,Mountain
4218,Caves;Cliffs;MineralRich;VEE_DeepOreRich
4220,Caves
4221,Caves
4225,Caves
4231,Caves
4232,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4233,Dunes
4234,Dunes
4235,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4236,Dunes
4237,Dunes
4238,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4239,Dunes
4240,Dunes
4241,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4242,Dunes
4243,Dunes
4244,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4245,Dunes
4246,Dunes
4249,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4250,Dunes
4251,Dunes
4252,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4255,VEE_SaltPlains
4256,Dunes
4257,Dunes
4258,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4259,Dunes
4260,Dunes
4261,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4263,Dunes
4278,Dunes
4279,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4280,Dunes
4281,Dunes
4282,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4283,Dunes
4284,Dunes
4285,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4288,Dunes
4289,Dunes
4290,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4291,Dunes
4293,Dunes
4298,Cliffs;MineralRich
4299,Cliffs
4300,Cliffs
4301,Mountain
4302,Mountain
4303,AncientQuarry;Cavern;MineralRich
4310,MineralRich;Mountain
4311,MineralRich;Mountain
4312,MineralRich;Mountain;VEE_DeepOreRich
4313,Mountain
4314,Mountain
4320,Mountain
4321,Mountain;Oasis
4328,VEE_DeepOreDevoid;VEE_MineralDevoid
4331,DryLake
4336,VEE_DeepOreDevoid;VEE_MineralDevoid
4347,VEE_DeepOreDevoid;VEE_MineralDevoid
4350,VEE_DeepOreDevoid;VEE_MineralDevoid
4352,Cavern
4353,Mountain;Oasis
4354,Mountain;Oasis
4356,MineralRich;Mountain;VEE_DeepOreRich
4357,Mountain
4358,Mountain
4360,Mountain
4361,Mountain
4365,River
4366,River
4367,Cliffs;Oasis
4369,Mountain;Oasis
4372,Oasis
4373,Mountain;Oasis
4376,Oasis
4377,River
4378,VEE_StagnantRivulet
4379,River
4380,River
4399,Mountain
4405,Mountain
4413,Caves
4414,Caves
4419,Caves
4443,Caves
4444,Caves
4449,Caves
4453,Caves
4458,Caves
4468,Caves
4474,Caves
4489,PlantLife_Increased;VEE_RottenStench;VEE_SulfuricLake
4506,VEE_DeepOreDevoid;VEE_MineralDevoid
4515,PlantLife_Increased;VEE_RottenStench;VEE_SulfuricLake
4523,VEE_DeepOreDevoid;VEE_MineralDevoid
4526,River;VEE_StagnantRivulet
4527,Mountain
4534,VEE_DeepOreDevoid;VEE_MineralDevoid
4537,VEE_DeepOreDevoid;VEE_MineralDevoid
4545,AB_FeraliskNest;AB_LocustPlagues;Muddy;VEE_RottenStench;VEE_StagnantRivulet
4546,River
4547,AB_LocustPlagues;Marshy;VEE_IncreasedDiseases;VEE_StagnantRivulet
4548,AB_LocustPlagues;Marshy;ToxicLake;VEE_StagnantRivulet
4549,AB_BumbledroneNests;Pond;ToxicLake;VEE_IncreasedInfestations
4551,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4552,Dunes
4555,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4558,VEE_SaltPlains
4565,VEE_SaltPlains
4567,VEE_SaltPlains
4569,CoastalIsland
4571,VEE_SaltPlains
4594,Caves;MineralRich
4601,Caves
4602,Caves
4608,Caves
4609,Caves;MineralRich
4618,Caves
4620,Caves
4623,AncientRuins
4626,Caves
4632,Caves
4640,Caves
4641,Caves
4642,Caves;Mountain
4643,Caves
4644,Caves
4645,Caves
4648,Caves
4649,Caves
4650,Caves
4655,Caves
4658,Caves
4671,VEE_DeepOreDevoid;VEE_MineralDevoid
4677,VEE_DeepOreDevoid;VEE_MineralDevoid
4686,Oasis
4687,VEE_DeepOreDevoid;VEE_MineralDevoid
4701,MineralRich
4704,VEE_QuicksandDunes
4707,Mountain
4711,Mountain
4720,Cliffs
4721,Mountain
4722,Oasis
4723,Mountain
4730,Bay;Cliffs;MineralRich
4731,MineralRich;Mountain
4732,MineralRich;Mountain;VEE_DeepOreRich
4733,MineralRich;Mountain;VEE_DeepOreRich
4734,Cliffs;MineralRich;River
4735,MineralRich;Mountain;VEE_DeepOreRich
4739,Dunes
4740,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4750,Dunes
4757,VEE_PebbleDunes
4758,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4759,Dunes
4764,Dunes
4765,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4770,VEE_PebbleDunes
4774,VEE_DeepOreDevoid;VEE_MineralDevoid
4778,TerraformingScar
4781,Mountain
4782,Mountain
4792,ToxicLake;VEE_DeepOreDevoid;VEE_MineralDevoid
4802,Mountain
4803,Mountain
4804,VEE_DeepOreDevoid;VEE_MineralDevoid
4825,VEE_DeepOreDevoid;VEE_DustBowl;VEE_DustStorms;VEE_Fertility_Reduced;VEE_MineralDevoid;VEE_PlantLife_Decimated
4837,VEE_DeepOreDevoid;VEE_MineralDevoid
4845,VEE_DeepOreDevoid;VEE_MineralDevoid
4850,VEE_DeepOreDevoid;VEE_MineralDevoid
4854,VEE_DeepOreDevoid;VEE_MineralDevoid
4867,VEE_DeepOreDevoid;VEE_MineralDevoid
4872,VEE_DeepOreDevoid;VEE_MineralDevoid
4875,VEE_DeepOreDevoid;VEE_MineralDevoid
4878,VEE_DeepOreDevoid;VEE_MineralDevoid
4887,VEE_DeepOreDevoid;VEE_MineralDevoid
4892,VEE_DeepOreDevoid;VEE_MineralDevoid
4903,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
4916,AncientHeatVent;VEE_SaltPlains
4917,Chasm
4918,DryGround
4919,VEE_DeepOreDevoid;VEE_MineralDevoid
4920,Cliffs
4921,Cliffs
4922,VEE_SaltPlains
4923,DryGround
4924,DryGround;VEE_SulfuricLake
4926,DryGround
4929,VEE_DeepOreDevoid;VEE_MineralDevoid
4932,VEE_DeepOreDevoid;VEE_MineralDevoid
4935,VEE_DeepOreDevoid;VEE_MineralDevoid
4938,VEE_DeepOreDevoid;VEE_MineralDevoid
4940,DryGround
4941,VEE_SaltPlains
4944,VEE_DeepOreDevoid;VEE_MineralDevoid
4945,DryGround
4946,DryGround
4949,VEE_SaltPlains
4950,VEE_SaltPlains
4951,VEE_SaltPlains
4958,Caves
4961,Mountain
4962,Caves
4963,Caves
4964,Caves
4965,Mountain
4967,Caves
4977,Caves
4983,Caves
4984,Caves
4995,AncientRuins
4997,VEE_Cenotes
5004,Caves
5012,Caves
5024,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5036,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5039,Hollow
5053,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5057,Mountain
5058,MineralRich;Mountain
5059,MineralRich;Mountain
5060,Mountain
5061,Mountain
5064,VEE_DryRiver;VEE_RedDesert;VEE_RedDesertPlants;VEE_Sandstorms
5065,Mountain
5066,Dunes
5069,DryLake
5079,Dunes
5086,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5091,Dunes
5092,Dunes
5093,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5096,VEE_SaltPlains
5099,VEE_DeepOreDevoid;VEE_MineralDevoid
5101,VEE_SaltPlains
5105,VEE_DeepOreDevoid;VEE_MineralDevoid
5106,Coast
5114,VEE_SaltPlains
5115,VEE_SaltPlains
5117,CoastalIsland;VEE_SaltPlains
5118,VEE_SaltPlains
5119,VEE_SaltPlains
5134,VEE_DeepOreDevoid;VEE_MineralDevoid
5137,VEE_DeepOreDevoid;VEE_MineralDevoid
5142,Caves
5144,Mountain
5146,Cavern
5147,Mountain
5148,Mountain
5150,Mountain
5152,Cavern
5153,Mountain
5156,VEE_SaltPlains
5157,VEE_SaltPlains
5158,VEE_SaltPlains
5159,VEE_SaltPlains
5160,VEE_SaltPlains
5161,VEE_SaltPlains
5162,VEE_SaltPlains
5184,Caves
5185,Caves
5186,Caves
5187,Caves
5188,Caves
5189,Caves
5191,Caves
5205,VEE_DeepOreDevoid;VEE_MineralDevoid
5208,VEE_DeepOreDevoid;VEE_MineralDevoid
5212,VEE_DeepOreDevoid;VEE_MineralDevoid
5218,VEE_DeepOreDevoid;VEE_MineralDevoid
5221,VEE_DeepOreDevoid;VEE_MineralDevoid
5224,VEE_DeepOreDevoid;VEE_MineralDevoid
5240,VEE_DeepOreDevoid;VEE_MineralDevoid
5243,VEE_DeepOreDevoid;VEE_MineralDevoid
5246,VEE_DeepOreDevoid;VEE_MineralDevoid
5249,VEE_DeepOreDevoid;VEE_MineralDevoid
5252,VEE_DeepOreDevoid;VEE_MineralDevoid
5255,VEE_DeepOreDevoid;VEE_MineralDevoid
5265,VEE_DeepOreDevoid;VEE_MineralDevoid
5267,Dunes
5268,VEE_DeepOreDevoid;VEE_MineralDevoid
5279,VEE_DeepOreDevoid;VEE_MineralDevoid
5282,Dunes
5283,Dunes
5284,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5287,VEE_DeepOreDevoid;VEE_MineralDevoid
5288,Dunes
5289,Dunes
5290,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5291,Dunes
5292,Dunes
5293,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5294,Dunes
5295,Dunes
5296,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5297,Dunes
5299,VEE_DeepOreDevoid;VEE_MineralDevoid
5300,VEE_SaltPlains
5302,VEE_SaltPlains
5303,VEE_SaltPlains
5310,CoastalIsland
5345,VEE_DeepOreDevoid;VEE_MineralDevoid
5350,VEE_DeepOreDevoid;VEE_MineralDevoid
5357,VEE_DeepOreDevoid;VEE_MineralDevoid
5367,VEE_DeepOreDevoid;VEE_MineralDevoid
5369,Dunes
5373,VEE_DeepOreDevoid;VEE_MineralDevoid
5374,Dunes
5391,Mountain
5393,Caves;Mountain
5394,Caves;Mountain
5403,Mountain
5409,Valley
5410,Caves;MineralRich;VEE_DeepOreRich
5411,Caves
5412,Caves;MineralRich
5413,Mountain
5414,Mountain
5415,Mountain
5417,Caves
5418,Caves;MineralRich
5425,VEE_DryRiver
5432,VEE_DeepOreDevoid;VEE_MineralDevoid
5434,Dunes
5456,Coast
5458,Caves
5460,Caves
5462,Caves
5469,Caves
5473,Caves
5474,Caves
5475,Caves
5476,Caves
5477,Caves
5481,Caves
5485,Caves
5486,Caves
5487,Caves
5488,Caves
5490,Caves
5491,Caves
5531,TerraformingScar
5534,VEE_DeepOreDevoid;VEE_MineralDevoid
5539,VEE_DeepOreDevoid;VEE_MineralDevoid
5543,VEE_DeepOreDevoid;VEE_MineralDevoid
5553,VEE_DeepOreDevoid;VEE_MineralDevoid
5559,VEE_DeepOreDevoid;VEE_MineralDevoid
5567,VEE_DeepOreDevoid;VEE_MineralDevoid
5570,VEE_DeepOreDevoid;VEE_MineralDevoid
5573,VEE_DeepOreDevoid;VEE_MineralDevoid
5576,VEE_DeepOreDevoid;VEE_MineralDevoid
5579,VEE_DeepOreDevoid;VEE_MineralDevoid
5582,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5583,Dunes
5584,Dunes
5585,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5586,Dunes
5587,Dunes
5588,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5589,Dunes
5592,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5593,Dunes
5594,Dunes
5595,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5596,Dunes
5597,Dunes
5598,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
5599,Dunes
5601,Caves
5605,VEE_RockRidge
5606,Caves
5610,VEE_DeepOreDevoid;VEE_MineralDevoid
5612,Caves
5614,VEE_DustBowl;VEE_DustStorms;VEE_Fertility_Reduced;VEE_PlantLife_Decimated
5617,AncientGarrison;Caves
5625,AncientRuins
5628,Caves
5632,AncientRuins
5637,Dunes
5638,VEE_DeepOreDevoid;VEE_MineralDevoid
5639,Dunes
5644,VEE_DeepOreDevoid;VEE_MineralDevoid
5662,Dunes
5672,VEE_DeepOreDevoid;VEE_MineralDevoid
5678,VEE_DeepOreDevoid;VEE_MineralDevoid
5681,VEE_DeepOreDevoid;VEE_MineralDevoid
5684,VEE_DeepOreDevoid;VEE_MineralDevoid
5687,VEE_DeepOreDevoid;VEE_MineralDevoid
5691,VEE_DeepOreDevoid;VEE_MineralDevoid
5696,VEE_DeepOreDevoid;VEE_MineralDevoid
5699,Cliffs
5701,Cliffs
5702,Chasm
5705,Chasm
5707,DryGround;VEE_SaltPlains
5708,VEE_DeepOreDevoid;VEE_MineralDevoid
5711,VEE_DeepOreDevoid;VEE_MineralDevoid
5720,VEE_DeepOreDevoid;VEE_MineralDevoid
5723,VEE_DeepOreDevoid;VEE_MineralDevoid
5726,VEE_DeepOreDevoid;VEE_MineralDevoid
5729,VEE_DeepOreDevoid;VEE_MineralDevoid
5740,VEE_DeepOreDevoid;VEE_MineralDevoid
5746,Mountain
5747,Cliffs
5752,VEE_DeepOreDevoid;VEE_MineralDevoid
5760,VEE_DeepOreDevoid;VEE_MineralDevoid
5761,AncientChemfuelRefinery
5767,VEE_DeepOreDevoid;VEE_MineralDevoid
5773,VEE_DeepOreDevoid;VEE_MineralDevoid
5778,VEE_DeepOreDevoid;VEE_MineralDevoid
5782,VEE_DeepOreDevoid;VEE_MineralDevoid
5790,VEE_DeepOreDevoid;VEE_MineralDevoid
5795,VEE_DeepOreDevoid;VEE_MineralDevoid
5804,VEE_DeepOreDevoid;VEE_MineralDevoid
5807,VEE_DeepOreDevoid;VEE_MineralDevoid
5810,VEE_DeepOreDevoid;VEE_MineralDevoid
5814,VEE_DeepOreDevoid;VEE_MineralDevoid
5816,VEE_Cenotes
5817,DryGround
5823,VEE_DeepOreDevoid;VEE_MineralDevoid
5824,DryGround
5827,VEE_SaltPlains
5829,VEE_DeepOreDevoid;VEE_MineralDevoid
5834,VEE_DeepOreDevoid;VEE_MineralDevoid
5837,VEE_DeepOreDevoid;VEE_MineralDevoid
5840,VEE_DeepOreDevoid;VEE_MineralDevoid
5843,VEE_DeepOreDevoid;VEE_MineralDevoid
5846,VEE_DeepOreDevoid;VEE_MineralDevoid
5849,VEE_DeepOreDevoid;VEE_MineralDevoid
5855,Caves
5864,Caves
5865,Caves
5868,Caves
5872,Caves
5873,Caves
5874,Caves
5875,Caves
5876,Caves
5877,Caves
5879,Caves
5889,Caves
5893,Caves
5894,Caves
5895,Caves
5899,Caves
5904,VEE_DeepOreDevoid;VEE_MineralDevoid
5910,Mountain
5913,Caves;Mountain
5916,Caves
5917,Caves
5919,Caves
5923,Mountain
5930,Caves
5931,Caves
5937,VEE_StoneForest
5940,Caves
5949,Caves
5951,AncientWarehouse
5952,Caves
5953,Caves
5954,Caves
5955,Caves
5956,Caves
5958,Caves
5959,Caves
5962,Caves
5963,Caves
5966,Caves
5969,Caves
5970,Caves
5971,Caves
5972,Caves
5973,Caves
5974,Caves
5980,Caves
5993,Caves
6009,Caves
6016,Caves
6017,Caves
6018,Caves
6023,Caves
6027,Caves
6028,Caves
6041,Caves
6082,Caves;MineralRich
6084,Caves;MineralRich
6093,AncientRuins
6099,Caves
6102,AncientRuins_Frozen
6112,Mountain
6113,Mountain
6114,Mountain
6126,Mountain
6142,Caves
6147,Caves
6149,Caves
6150,Caves
6151,Caves
6155,Caves
6156,Caves
6157,Caves
6159,Caves
6160,Caves
6163,Caves
6164,Caves
6165,Caves
6169,Caves
6172,Caves
6183,Caves;MineralRich
6185,MineralRich
6186,Caves;MineralRich;Mountain
6187,Caves;MineralRich;Mountain
6188,Caves
6189,Caves
6190,Caves
6191,Caves;MineralRich
6192,Caves
6193,Caves;Mountain
6194,Caves
6199,Caves
6211,AncientRuins_Frozen
6213,River;VEE_StagnantRivulet
6215,Oasis
6219,Oasis
6220,Mountain
6223,Mountain;Oasis
6224,Mountain
6225,River;VEE_StagnantRivulet
6226,Mountain
6227,Oasis
6228,Mountain
6229,Cliffs;River;VEE_StagnantRivulet
6230,Mountain;River
6231,Mountain;River
6232,Cliffs
6233,AB_GeothermalHotspots;AB_MagmaVents;Cliffs
6234,Mountain;River
6235,Mountain;River;VEE_StagnantRivulet
6236,River
6238,Oasis
6239,River
6243,Oasis
6247,DryGround;Oasis
6248,Dunes
6250,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
6252,Dunes
6253,DryLake;Junkyard
6254,Dunes
6255,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
6257,Dunes
6270,Dunes;VEE_DeepOreDevoid;VEE_MineralDevoid
6274,Dunes
