page,row,col,csvRow,defName,label,modName,packageId,loadOrder,duplicateDefName,pawnKindDefName,pawnKindMod,pawnKindCount,lifeStageIndex,lifeStageCount,texPath,texSuffix,textureFile,imageW,imageH,renderError
2,5,11,268,BMT_FacetMothLarvae,crystalline caterpillar,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FacetMothLarvae,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/FacetMoth/Crystalpillar,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\FacetMoth\Crystalpillar_south.png,106,170,
2,5,12,269,BMT_FacetMothPupa,facet pupa,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FacetMothPupa,Biomes! Caverns,1,0,1,BMT_Caverns/Things/Animal/FacetMoth/FacetMothPupa,<bare>,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\FacetMoth\FacetMothPupa.png,243,111,
2,5,13,270,BMT_FireSalamander,fire salamander,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FireSalamander,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/FireSalamander/FireSalamander,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\FireSalamander\FireSalamander_south.png,74,183,
2,6,0,271,BMT_FleeceSpider,fleece spider,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FleeceSpider,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/FleeceSpider/FleeceSpider,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\FleeceSpider\FleeceSpider_south.png,184,180,
2,6,1,272,BMT_FoundryBeetle,foundry beetle,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FoundryBeetle,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/FoundryBeetle/FoundryBeetle,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\FoundryBeetle\FoundryBeetle_south.png,294,422,
2,6,2,273,BMT_FoundryBeetleLarvae,foundry grub,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FoundryBeetleLarvae,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/FoundryBeetle/FoundryGrub,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\FoundryBeetle\FoundryGrub_south.png,184,438,
2,6,3,274,BMT_FoundryBeetlePupa,foundry pupa,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FoundryBeetlePupa,Biomes! Caverns,1,0,1,BMT_Caverns/Things/Animal/BeetlePupae/BeetlePupa,_east,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\BeetlePupae\BeetlePupa_east.png,419,201,
2,6,4,275,BMT_FreezerFrog,freezer frog,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FreezerFrog,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/FreezerFrog/FreezerFrog,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\FreezerFrog\FreezerFrog_south.png,138,158,
2,6,5,276,BMT_FrostweaverSpider,frostweaver,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FrostweaverSpider,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Frostweaver/Frostweaver,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Frostweaver\Frostweaver_south.png,426,486,
2,6,6,277,BMT_FungalFerret,fungal ferret,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FungalFerret,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/FungalFerret/FungalFerret,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\FungalFerret\FungalFerret_south.png,80,232,
2,6,7,278,BMT_FungalMantis,fungal mimic mantis,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FungalMantis,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/FungalMantis/FungalMantis,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\FungalMantis\FungalMantis_south.png,245,360,
2,6,8,279,BMT_FungalWeevil,fungal weevil,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_FungalWeevil,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/FungalWeevil/FungalWeevil,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\FungalWeevil\FungalWeevil_south.png,130,205,
2,6,9,280,BMT_Gembug,gembug,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Gembug,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Gembug/Blue/Jewelbug,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Gembug\Blue\Jewelbug_south.png,200,315,
2,6,10,281,BMT_GiantSlug,giant slug,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_GiantSlug,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/GiantSlug/GiantSlug,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\GiantSlug\GiantSlug_south.png,94,210,
2,6,11,282,BMT_GiantSnail,giant snail,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_GiantSnail,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/GiantSnail_1.5_Temp/GiantSnail,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\GiantSnail_1.5_Temp\GiantSnail_south.png,152,219,
2,6,12,283,BMT_GlarralPenguin,glarral penguin,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_GlarralPenguin,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/GlarralPenguin/GlarralPenguin,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\GlarralPenguin\GlarralPenguin_south.png,152,227,
2,6,13,284,BMT_GlowBat,bioluminescent bat,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_GlowBat,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Glowbat/GlowBat_Sitting,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Glowbat\GlowBat_Sitting_south.png,197,109,
2,7,0,285,BMT_GlowSlug,glowslug,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_GlowSlug,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/GlowSlug/GlowSlug,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\GlowSlug\GlowSlug_south.png,106,209,
2,7,1,286,BMT_GoetoTadpole,goeto tadpole,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_GoetoTadpole,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/GoetoToad/GoetoToad,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\GoetoToad\GoetoToad_south.png,183,164,
2,7,2,287,BMT_GoetoToad,goeto toad,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_GoetoToad,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/GoetoToad/GoetoToad,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\GoetoToad\GoetoToad_south.png,183,164,
2,7,3,288,BMT_HoarfrostMastodon,hoarfrost mastodon,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_HoarfrostMastodon,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/HoarfrostMastodon/HoarfrostMastodon,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\HoarfrostMastodon\HoarfrostMastodon_south.png,312,444,
2,7,4,289,BMT_HungeringHydra,hungering hydra,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_HungeringHydra,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/HungeringHydra/Hydra,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\HungeringHydra\Hydra_south.png,291,481,
2,7,5,290,BMT_ImperialToad,imperial toad,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_ImperialToad,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/ImperialToad/ImperialToad,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\ImperialToad\ImperialToad_south.png,166,161,
2,7,6,291,BMT_Jellypot,jellypot,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Jellypot,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Jellypot/Jellypot,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Jellypot\Jellypot_south.png,158,238,
2,7,7,292,BMT_JewelBeetle,jewel beetle,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_JewelBeetle,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/JewelBeetle/JewelBeetle,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\JewelBeetle\JewelBeetle_south.png,168,289,
2,7,8,293,BMT_JewelBeetleLarvae,jewel grub,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_JewelBeetleLarvae,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/JewelBeetle/JewelBeetleLarva,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\JewelBeetle\JewelBeetleLarva_south.png,267,359,
2,7,9,294,BMT_JewelBeetlePupa,jewel pupa,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_JewelBeetlePupa,Biomes! Caverns,1,0,1,BMT_Caverns/Things/Animal/BeetlePupae/BeetlePupa,_east,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\BeetlePupae\BeetlePupa_east.png,419,201,
2,7,10,295,BMT_MaceDrake,mace drake,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_MaceDrake,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Macedrake/MaceDrake,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Macedrake\MaceDrake_south.png,244,223,
2,7,11,296,BMT_Maguana,maguana,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Maguana,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Maguana/Maguana,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Maguana\Maguana_south.png,77,202,
2,7,12,297,BMT_Megabat,megabat,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Megabat,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Megabat/Megabat,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Megabat\Megabat_south.png,224,205,
2,7,13,298,BMT_Megapleura,megapleura,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Megapleura,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Megapleura/Megapleura,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Megapleura\Megapleura_south.png,298,468,
2,8,0,299,BMT_MetalloSnail,metallosnail,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_MetalloSnail,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/MetalloSnail/Metallosnail,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\MetalloSnail\Metallosnail_south.png,400,378,
2,8,1,300,BMT_Mole,mole,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Mole,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Mole/Mole,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Mole\Mole_south.png,84,182,
2,8,2,301,BMT_Molebear,Molebear,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Molebear,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Molebear/Molebear,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Molebear\Molebear_south.png,148,201,
2,8,3,302,BMT_MossBeetle,moss beetle,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_MossBeetle,Biomes! Caverns,1,1,2,BMT_Caverns/Things/Animal/MossBeetle/MossBeetle,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\MossBeetle\MossBeetle_south.png,66,92,
2,8,4,303,BMT_MossBeetleLarvae,moss grub,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_MossBeetleLarvae,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/MossBeetle/MossGrub,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\MossBeetle\MossGrub_south.png,277,371,
2,8,5,304,BMT_MossBeetlePupa,moss pupa,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_MossBeetlePupa,Biomes! Caverns,1,0,1,BMT_Caverns/Things/Animal/BeetlePupae/BeetlePupa,_east,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\BeetlePupae\BeetlePupa_east.png,419,201,
2,8,6,305,BMT_MossyFennec,mossy fennec,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_MossyFennec,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/MossyFennec/MossyFennec,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\MossyFennec\MossyFennec_south.png,88,229,
2,8,7,306,BMT_Pillbug,pillbug,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Pillbug,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Pillbug/Pillbug,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Pillbug\Pillbug_south.png,241,425,
2,8,8,307,BMT_PodWorm,pod worm,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_PodWorm,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/GlowWorm/GlowWorm,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\GlowWorm\GlowWorm_south.png,170,376,
2,8,9,308,BMT_Rimebeak,rimebeak,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Rimebeak,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Rimebeak/Rimebeak,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Rimebeak\Rimebeak_south.png,155,216,
2,8,10,309,BMT_RoyalRhino,royal rhino beetle,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_RoyalRhino,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/RoyalRhinoBeetle/RoyalRhino,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\RoyalRhinoBeetle\RoyalRhino_south.png,275,279,
2,8,11,310,BMT_RoyalRhinoLarvae,royal rhino grub,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_RoyalRhinoLarvae,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/RoyalRhinoBeetle/RoyalGrub,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\RoyalRhinoBeetle\RoyalGrub_south.png,245,339,
2,8,12,311,BMT_RoyalRhinoPupa,royal rhino pupa,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_RoyalRhinoPupa,Biomes! Caverns,1,0,1,BMT_Caverns/Things/Animal/BeetlePupae/BeetlePupa,_east,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\BeetlePupae\BeetlePupa_east.png,419,201,
2,8,13,312,BMT_SandLeaper,sand leaper,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_SandLeaper,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/SandLeaper/SandLeaper,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\SandLeaper\SandLeaper_south.png,169,235,
3,0,0,313,BMT_SandPillar,sandpillar,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_SandPillar,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/SandPillar/SandPillar,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\SandPillar\SandPillar_south.png,242,366,
3,0,1,314,BMT_ShatterjawBeetle,shatterjaw beetle,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_ShatterjawBeetle,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/ShatterjawBeetle/ShatterJaw,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\ShatterjawBeetle\ShatterJaw_south.png,165,378,
3,0,2,315,BMT_ShatterjawBeetleLarvae,shatterjaw grub,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_ShatterjawBeetleLarvae,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/ShatterjawBeetle/ShatterGrub,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\ShatterjawBeetle\ShatterGrub_south.png,267,359,
3,0,3,316,BMT_ShatterjawBeetlePupa,shatterjaw pupa,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_ShatterjawBeetlePupa,Biomes! Caverns,1,0,1,BMT_Caverns/Things/Animal/BeetlePupae/BeetlePupa,_east,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\BeetlePupae\BeetlePupa_east.png,419,201,
3,0,4,317,BMT_ShimmershellSnail,shimmershell snail,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_ShimmershellSnail,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/ShimmershellSnail/ShimmershellSnail,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\ShimmershellSnail\ShimmershellSnail_south.png,125,213,
3,0,5,318,BMT_SilverSheep,silver sheep,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_SilverSheep,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/SilverSheep/SilverSheepMale,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\SilverSheep\SilverSheepMale_south.png,78,145,
3,0,6,319,BMT_SmolderstingScorpion,smoldersting scorpion,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_SmolderstingScorpion,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/SmolderstingScorpion/SmolderstingScorpion,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\SmolderstingScorpion\SmolderstingScorpion_south.png,512,512,
3,0,7,320,BMT_Snowstalker,snowstalker,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Snowstalker,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Snowstalker/Snowstalker,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Snowstalker\Snowstalker_south.png,88,241,
3,0,8,321,BMT_SonarRabbit,sonar rabbit,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_SonarRabbit,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/SonarRabbit/SonarRabbit,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\SonarRabbit\SonarRabbit_south.png,110,100,
3,0,9,322,BMT_Stoneback,stoneback,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Stoneback,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Stoneback/Stoneback,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Stoneback\Stoneback_south.png,130,204,
3,0,10,323,BMT_Thrumbungus,thrumbungus,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Thrumbungus,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Thrumbungus/Thrumbungus,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Thrumbungus\Thrumbungus_south.png,298,368,
3,0,11,324,BMT_TruffleMole,truffle mole,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_TruffleMole,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/TruffleMole/TruffleMole,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\TruffleMole\TruffleMole_south.png,134,185,
3,0,12,325,BMT_Woollybat,woolly bat,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Woollybat,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Woollybat/Woollybat,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Woollybat\Woollybat_south.png,190,212,
3,0,13,326,BMT_Xyrion,xyrion,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Xyrion,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Xyrion/Xyrion,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Xyrion\Xyrion_south.png,88,238,
3,1,0,327,BMT_Yooka,yooka,Biomes! Caverns,biomesteam.biomescaverns,473,,BMT_Yooka,Biomes! Caverns,1,2,3,BMT_Caverns/Things/Animal/Yooka/Yooka,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2969748433\Textures\BMT_Caverns\Things\Animal\Yooka\Yooka_south.png,104,170,
3,1,1,332,BMT_LandOctopus,terrestrial octopus,Biomes! Core,biomesteam.biomescore,421,,BMT_LandOctopus,Biomes! Core,1,2,3,BMT_Core/Things/Animal/LandOctopus/LandOctopi,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2038000893\Textures\BMT_Core\Things\Animal\LandOctopus\LandOctopi_south.png,376,380,
3,1,2,333,BMT_Maxolotl,maxolotl,Biomes! Core,biomesteam.biomescore,421,,BMT_Maxolotl,Biomes! Core,1,2,3,BiomesCore_Things/Animal/Maxolotl/Maxolotl,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2038000893\Textures\BiomesCore_Things\Animal\Maxolotl\Maxolotl_south.png,206,463,
3,1,3,334,BiomesIslands_Flamingo,rose flamingo,Biomes! Core,biomesteam.biomescore,421,,BiomesIslands_Flamingo,Biomes! Core,1,2,3,BiomesCore_Things/Animal/Flamingo/Flamingo,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\2038000893\Textures\BiomesCore_Things\Animal\Flamingo\Flamingo_south.png,142,230,
3,1,4,335,BMT_BarbedPangolin,barbed pangolin,Biomes! Polluted Lands,biomesteam.biomespollutedlands,474,,BMT_BarbedPangolin,Biomes! Polluted Lands,1,2,3,BMT_PollutedLands/Things/Animal/BarbedPangolin/BarbedPangolin,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3390196656\Textures\BMT_PollutedLands\Things\Animal\BarbedPangolin\BarbedPangolin_south.png,94,132,
3,1,5,336,BMT_BiliousVarog,bilious varog,Biomes! Polluted Lands,biomesteam.biomespollutedlands,474,,BMT_BiliousVarog,Biomes! Polluted Lands,1,2,3,BMT_PollutedLands/Things/Animal/BiliousVarog/BiliousVarog,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3390196656\Textures\BMT_PollutedLands\Things\Animal\BiliousVarog\BiliousVarog_south.png,96,112,
3,1,6,337,BMT_BloodletterPetrel,bloodletter petrel,Biomes! Polluted Lands,biomesteam.biomespollutedlands,474,,BMT_BloodletterPetrel,Biomes! Polluted Lands,1,2,3,BMT_PollutedLands/Things/Animal/BloodletterPetrel/BloodletterPetrel,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3390196656\Textures\BMT_PollutedLands\Things\Animal\BloodletterPetrel\BloodletterPetrel_south.png,84,106,
3,1,7,338,BMT_BunkerBug,bunker bug,Biomes! Polluted Lands,biomesteam.biomespollutedlands,474,,BMT_BunkerBug,Biomes! Polluted Lands,1,2,3,BMT_PollutedLands/Things/Animal/BunkerBug/BunkerBug,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3390196656\Textures\BMT_PollutedLands\Things\Animal\BunkerBug\BunkerBug_south.png,206,397,
3,1,8,339,BMT_CarrionVulture,carrion vulture,Biomes! Polluted Lands,biomesteam.biomespollutedlands,474,,BMT_CarrionVulture,Biomes! Polluted Lands,1,2,3,BMT_PollutedLands/Things/Animal/CarrionVulture/CarrionVulture,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3390196656\Textures\BMT_PollutedLands\Things\Animal\CarrionVulture\CarrionVulture_south.png,133,145,
3,1,9,340,BMT_ColonyPustuleHornet,pustule hornet,Biomes! Polluted Lands,biomesteam.biomespollutedlands,474,,BMT_ColonyPustuleHornet,Biomes! Polluted Lands,1,2,3,BMT_PollutedLands/Things/Animal/PustuleHornet/PustuleHornet,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3390196656\Textures\BMT_PollutedLands\Things\Animal\PustuleHornet\PustuleHornet_south.png,294,426,
3,1,10,341,BMT_ColonyPustuleHornetQueen,pustule queen,Biomes! Polluted Lands,biomesteam.biomespollutedlands,474,,BMT_ColonyPustuleHornetQueen,Biomes! Polluted Lands,1,2,3,BMT_PollutedLands/Things/Animal/PustuleHornetQueen/PustuleHornetQueen,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3390196656\Textures\BMT_PollutedLands\Things\Animal\PustuleHornetQueen\PustuleHornetQueen_south.png,504,496,
3,1,11,342,BMT_Creature_Mantrap,mantrap,Biomes! Polluted Lands,biomesteam.biomespollutedlands,474,,BMT_Creature_Mantrap,Biomes! Polluted Lands,1,0,1,BMT_PollutedLands/Things/Animal/MantrapCreature/Mantrap,_south,C:\Program Files (x86)\Steam\steamapps\workshop\content\294100\3390196656\Textures\BMT_PollutedLands\Things\Animal\MantrapCreature\Mantrap_south.png,256,244,
