csvRow,defName,label,modName,packageId,loadOrder,reason,texPath,pawnKindDefName,pawnKindCount,lifeStageIndex,lifeStageCount,textureFile,detail
569,JRWCoelophysis,Coelophysis,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Coelophysis,JRWCoelophysis,1,2,3,,
570,JRWCompsognathus,Compsognathus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Compsognathus,JRWCompsognathus,1,2,3,,
571,JRWCorythosaurus,Corythosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Corythosaurus,JRWCorythosaurus,1,2,3,,
572,JRWCryolophosaurus,Cryolophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Cryolophosaurus,JRWCryolophosaurus,1,2,3,,
573,JRWCyclosphaeroma,Cyclosphaeroma,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Cyclosphaeroma,JRWCyclosphaeroma,1,2,3,,
574,JRWDeinonychus,Deinonychus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Deinonychus,JRWDeinonychus,1,2,3,,
575,JRWDeinosuchus,Deinosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Deinosuchus,JRWDeinosuchus,1,2,3,,
576,JRWDesmatosuchus,Desmatosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Desmatosuchus,JRWDesmatosuchus,1,2,3,,
577,JRWDilophosaurus,Dilophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Dilophosaurus,JRWDilophosaurus,1,2,3,,
578,JRWDimetrodon,Dimetrodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Dimetrodon,JRWDimetrodon,1,2,3,,
579,JRWDinilysia,dinilysia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Dinilysia,JRWDinilysia,1,2,3,,
580,JRWDiplocaulus,Diplocaulus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Diplocaulus,JRWDiplocaulus,1,2,3,,
581,JRWDracorex,Dracorex,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Dracorex,JRWDracorex,1,2,3,,
582,JRWDrinker,Drinker,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Drinker,JRWDrinker,1,2,3,,
583,JRWDromaeosaurus,Dromaeosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Dromaeosaurus,JRWDromaeosaurus,1,2,3,,
584,JRWDryosaurus,Dryosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Dryosaurus,JRWDryosaurus,1,2,3,,
585,JRWEdaphosaurus,Edaphosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Edaphosaurus,JRWEdaphosaurus,1,2,3,,
586,JRWEdmontosaurus,Edmontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Edmontosaurus,JRWEdmontosaurus,1,2,3,,
587,JRWEnigmosaurus,Enigmosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Enigmosaurus,JRWEnigmosaurus,1,2,3,,
588,JRWEstemmenosuchus,Estemmenosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Estemmenosuchus,JRWEstemmenosuchus,1,2,3,,
589,JRWEuoplocephalus,Euoplocephalus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Euoplocephalus,JRWEuoplocephalus,1,2,3,,
590,JRWEuphoberia,Euphoberia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Euphoberia,JRWEuphoberia,1,2,3,,
591,JRWGallimimus,Gallimimus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Gallimimus,JRWGallimimus,1,2,3,,
592,JRWGasosaurus,Gasosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Gasosaurus,JRWGasosaurus,1,2,3,,
593,JRWGeosternbergia,Geosternbergia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Geosternbergia,JRWGeosternbergia,1,2,3,,
594,JRWGeralinura,Geralinura,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Geralinura,JRWGeralinura,1,2,3,,
595,JRWGiganotosaurus,Giganotosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Giganotosaurus,JRWGiganotosaurus,1,2,3,,
596,JRWGigantophis,gigantophis,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Gigantophis,JRWGigantophis,1,2,3,,
597,JRWGorgonops,Gorgonops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Gorgonops,JRWGorgonops,1,2,3,,
598,JRWHalszkaraptor,Halszkaraptor,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Halszkaraptor,JRWHalszkaraptor,1,2,3,,
599,JRWHolcorobeus,Holcorobeus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Holcorobeus,JRWHolcorobeus,1,2,3,,
600,JRWHomalocephale,Homalocephale,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Homalocephale,JRWHomalocephale,1,2,3,,
601,JRWHylonomus,Hylonomus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Hylonomus,JRWHylonomus,1,2,3,,
602,JRWHynerpeton,Hynerpeton,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Hynerpeton,JRWHynerpeton,1,2,3,,
603,JRWHypsilophodon,Hypsilophodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Hypsilophodon,JRWHypsilophodon,1,2,3,,
604,JRWIndominus,Indominus rex,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Hybrid/Indominus,JRWIndominus,1,2,3,,
605,JRWIndoraptor,Indoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Hybrid/Indoraptor,JRWIndoraptor,1,2,3,,
606,JRWIschigualastia,Ischigualastia,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Ischigualastia,JRWIschigualastia,1,2,3,,
607,JRWKaprosuchus,Kaprosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Kaprosuchus,JRWKaprosuchus,1,2,3,,
608,JRWKentrosaurus,Kentrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Kentrosaurus,JRWKentrosaurus,1,2,3,,
609,JRWKileskus,Kileskus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Kileskus,JRWKileskus,1,2,3,,
610,JRWKosmoceratops,Kosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Kosmoceratops,JRWKosmoceratops,1,2,3,,
611,JRWLycaenops,Lycaenops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Lycaenops,JRWLycaenops,1,2,3,,
612,JRWMacrelcana,Macrelcana,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Macrelcana,JRWMacrelcana,1,2,3,,
613,JRWManipulator,Manipulator,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Manipulator,JRWManipulator,1,2,3,,
614,JRWMeganeura,Meganeura,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Meganeura,JRWMeganeura,1,2,3,,
615,JRWMetriacanthosaurus,Metriacanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Metriacanthosaurus,JRWMetriacanthosaurus,1,2,3,,
616,JRWMicroceratus,Microceratus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Microceratus,JRWMicroceratus,1,2,3,,
617,JRWMochlodon,Mochlodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Mochlodon,JRWMochlodon,1,2,3,,
618,JRWNanuqsaurus,Nanuqsaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Nanuqsaurus,JRWNanuqsaurus,1,2,3,,
619,JRWNasutoceratops,Nasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Nasutoceratops,JRWNasutoceratops,1,2,3,,
620,JRWNyctosaurus,Nyctosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Nyctosaurus,JRWNyctosaurus,1,2,3,,
621,JRWOphiacodon,Ophiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Ophiacodon,JRWOphiacodon,1,2,3,,
622,JRWOrnithosuchus,Ornithosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Ornithosuchus,JRWOrnithosuchus,1,2,3,,
623,JRWOuranosaurus,Ouranosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Ouranosaurus,JRWOuranosaurus,1,2,3,,
624,JRWOviraptor,Oviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Oviraptor,JRWOviraptor,1,2,3,,
625,JRWPachycephalosaurus,Pachycephalosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Pachycephalosaurus,JRWPachycephalosaurus,1,2,3,,
626,JRWPachyrhinosaurus,Pachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Pachyrhinosaurus,JRWPachyrhinosaurus,1,2,3,,
627,JRWParasaurolophus,Parasaurolophus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Parasaurolophus,JRWParasaurolophus,1,2,3,,
628,JRWParksosaurus,Parksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Parksosaurus,JRWParksosaurus,1,2,3,,
629,JRWPlatyhystrix,Platyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Platyhystrix,JRWPlatyhystrix,1,2,3,,
630,JRWPrestosuchus,Prestosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Prestosuchus,JRWPrestosuchus,1,2,3,,
631,JRWProtoceratops,Protoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Protoceratops,JRWProtoceratops,1,2,3,,
632,JRWProtosolpuga,Protosolpuga,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Protosolpuga,JRWProtosolpuga,1,2,3,,
633,JRWProtovermes,Protovermes,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Protovermes,JRWProtovermes,1,2,3,,
634,JRWPsittacosaurus,Psittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Psittacosaurus,JRWPsittacosaurus,1,2,3,,
635,JRWPteranodon,Pteranodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Pteranodon,JRWPteranodon,1,2,3,,
636,JRWPulmonoscorpius,Pulmonoscorpius,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Pulmonoscorpius,JRWPulmonoscorpius,1,2,3,,
637,JRWQantassaurus,Qantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Qantassaurus,JRWQantassaurus,1,2,3,,
638,JRWQuetzalcoatlus,Quetzalcoatlus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Quetzalcoatlus,JRWQuetzalcoatlus,1,2,3,,
639,JRWRajasaurus,Rajasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Rajasaurus,JRWRajasaurus,1,2,3,,
640,JRWRhabdodon,Rhabdodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Rhabdodon,JRWRhabdodon,1,2,3,,
641,JRWRhamphorhynchus,Rhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Rhamphorhynchus,JRWRhamphorhynchus,1,2,3,,
642,JRWSaltasaurus,Saltasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Saltasaurus,JRWSaltasaurus,1,2,3,,
643,JRWSarcosuchus,Sarcosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Sarcosuchus,JRWSarcosuchus,1,2,3,,
644,JRWScutosaurus,Scutosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Scutosaurus,JRWScutosaurus,1,2,3,,
645,JRWSegnosaurus,Segnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Segnosaurus,JRWSegnosaurus,1,2,3,,
646,JRWSpinosaurus,Spinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Spinosaurus,JRWSpinosaurus,1,2,3,,
647,JRWStaurikosaurus,Staurikosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Staurikosaurus,JRWStaurikosaurus,1,2,3,,
648,JRWStegosaurus,Stegosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Stegosaurus,JRWStegosaurus,1,2,3,,
649,JRWStygimoloch,Stygimoloch,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Stygimoloch,JRWStygimoloch,1,2,3,,
650,JRWStyracosaurus,Styracosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Styracosaurus,JRWStyracosaurus,1,2,3,,
651,JRWSuchomimus,Suchomimus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Suchomimus,JRWSuchomimus,1,2,3,,
652,JRWSupersaurus,Supersaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Supersaurus,JRWSupersaurus,1,2,3,,
653,JRWTanystropheus,Tanystropheus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Tanystropheus,JRWTanystropheus,1,2,3,,
654,JRWTenontosaurus,Tenontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Tenontosaurus,JRWTenontosaurus,1,2,3,,
655,JRWTermitotron,Termitotron,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Termitotron,JRWTermitotron,1,2,3,,
656,JRWTherizinosaurus,Therizinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Therizinosaurus,JRWTherizinosaurus,1,2,3,,
657,JRWTitanoboa,titanoboa,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Titanoboa,JRWTitanoboa,1,2,3,,
658,JRWTorosaurus,Torosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Torosaurus,JRWTorosaurus,1,2,3,,
659,JRWTriceratops,Triceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Triceratops,JRWTriceratops,1,2,3,,
660,JRWTroodon,Troodon,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Troodon,JRWTroodon,1,2,3,,
661,JRWTupandactylus,Tupandactylus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Tupandactylus,JRWTupandactylus,1,2,3,,
662,JRWTyrannosaurus,Tyrannosaurus rex,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Tyrannosaurus,JRWTyrannosaurus,1,2,3,,
663,JRWUdanoceratops,Udanoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Udanoceratops,JRWUdanoceratops,1,2,3,,
664,JRWValdosaurus,Valdosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Valdosaurus,JRWValdosaurus,1,2,3,,
665,JRWVelociraptor,Velociraptor,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Velociraptor,JRWVelociraptor,1,2,3,,
666,JRWWonambi,wonambi,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Wonambi,JRWWonambi,1,2,3,,
667,JRWYangchuanosaurus,Yangchuanosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Yangchuanosaurus,JRWYangchuanosaurus,1,2,3,,
668,JRWYi,Yi,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Yi,JRWYi,1,2,3,,
669,JRWYurlunggur,yurlunggur,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Yurlunggur,JRWYurlunggur,1,2,3,,
670,JRWYutyrannus,Yutyrannus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Yutyrannus,JRWYutyrannus,1,2,3,,
671,JRWZalmoxes,Zalmoxes,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Zalmoxes,JRWZalmoxes,1,2,3,,
672,JRWZephyrosaurus,Zephyrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),mlie.jurassicrimworlddinosaursonly,180,no_loose_png,Things/Pawn/Animal/Zephyrosaurus,JRWZephyrosaurus,1,2,3,,
749,,,Odyssey,ludeon.rimworld.odyssey,9,no_defName,,,,,,,BaseDrone
750,,,Odyssey,ludeon.rimworld.odyssey,9,no_defName,,,,,,,MiscBirdBase
751,,,Odyssey,ludeon.rimworld.odyssey,9,no_defName,,,,,,,SmallBirdThingBase
752,,,Odyssey,ludeon.rimworld.odyssey,9,no_defName,,,,,,,WaterBirdThingBase
754,AlphaThrumbo,alpha thrumbo,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/AlphaThrumbo/AlphaThrumbo,AlphaThrumbo,1,2,3,,
756,Bluebird,bluebird,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/Bluebird/Bluebird,Bluebird,1,2,3,,
757,BogHound,bog hound,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/BogHound/BogHound_A,BogHound,1,2,3,,
758,Bullfrog,bullfrog,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/Bullfrog/Bullfrog,Bullfrog,1,2,3,,
759,Cat_Scimitar,scimitar cat,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/ScimitarCat/ScimitarCat,Cat_Scimitar,1,2,3,,
760,ColossusToad,colossus toad,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/ColossusToad/ColossusToad,ColossusToad,1,2,3,,
761,Crow,crow,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/Crow/Crow,Crow,1,2,3,,
762,Drone_Hunter,hunter drone,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Drone/Hunter/HunterDrone,Drone_Hunter,1,0,1,,
763,Drone_Sentry,sentry drone,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Drone/Sentry/SentryDrone,Drone_Sentry,1,0,1,,
764,Drone_Wasp,wasp,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Drone/Wasp/WaspDrone,Drone_Wasp,1,0,1,,
765,Flamingo,flamingo,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/Flamingo/Flamingo,Flamingo,1,2,3,,
767,HermitCrab,hermit crab,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/HermitCrab/HermitCrabA,HermitCrab,1,2,3,,
768,Heron,heron,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/Heron/Heron,Heron,1,2,3,,
770,HiveQueen,hive queen,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Insect/HiveQueen/HiveQueen,HiveQueen,1,0,1,,
771,Larva,larva,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Insect/Larva/Larva,Larva,1,0,1,,
772,LavaSnail,lava snail,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/LavaSnail/LavaSnail,LavaSnail,1,2,3,,
773,Locust,locust,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Insect/Locust/Locust,Locust,1,2,3,,
774,Macaw,macaw,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/Macaw/Macaw,Macaw,1,2,3,,
775,Mastodon,mastodon,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/Mastodon/Mastodon,Mastodon,1,2,3,,
776,Mech_Cyclops,cyclops,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Mechanoid/MechCyclops/Cyclops_Ancient,Mech_Cyclops,1,1,2,,
777,Megavole,megavole,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/Megavole/Megavole,Megavole,1,2,3,,
778,Mink,mink,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/Mink/Mink,Mink,1,2,3,,
779,MonitorLizard,monitor lizard,Odyssey,ludeon.rimworld.odyssey,9,no_loose_png,Things/Pawn/Animal/MonitorLizard/MonitorLizard,MonitorLizard,1,2,3,,
